audit_case_key	audit_split_code	expects_unresolved	concept_key	relevance_grade_code	adjudication_rationale_sha256	adjudicated_at
audit_case.round2b.sha256_015c4fdfad8726cd26fba917eb92177ca35c4a2d6129283f0afc589a621b7a94	held_out	false	sensory.almond	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_015c4fdfad8726cd26fba917eb92177ca35c4a2d6129283f0afc589a621b7a94	held_out	false	sensory.cherry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_01936e8a56207b245398ebcbd2e44e58dd8f83b4335ec3f5e9d215384b8c9571	development	false	sensory.molasses	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_01936e8a56207b245398ebcbd2e44e58dd8f83b4335ec3f5e9d215384b8c9571	development	false	sensory.roasted_nut	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_01a06c5e92c0de21f987bff8974ad6d8525fe27031964d9ebfbd1ec004b12fb2	held_out	false	category.orchard_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_01d7699c110cf7a5424927c0dacc5b0eec0e97a93737442aafc057224cdb6277	held_out	false	category.citrus	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_01d7699c110cf7a5424927c0dacc5b0eec0e97a93737442aafc057224cdb6277	held_out	false	category.cocoa_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_01d7699c110cf7a5424927c0dacc5b0eec0e97a93737442aafc057224cdb6277	held_out	false	sensory.dark_chocolate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_022fee0b7a2c614d2d6f23748f18a2539f9b11bb1efdc7aeddaf65ee0b86bdd2	development	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_022fee0b7a2c614d2d6f23748f18a2539f9b11bb1efdc7aeddaf65ee0b86bdd2	development	false	sensory.grapefruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_022fee0b7a2c614d2d6f23748f18a2539f9b11bb1efdc7aeddaf65ee0b86bdd2	development	false	sensory.pink_grapefruit	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_023c7c1d5d0c6e490b7ba0a68741d0469927a718213f6cb7451c13fa5bdfd135	held_out	false	category.tropical_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_023c7c1d5d0c6e490b7ba0a68741d0469927a718213f6cb7451c13fa5bdfd135	held_out	false	sensory.coconut	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_025bb3e3f1f9217e692358c037f3b858c73481486628b43638c8fa9cde72cd78	held_out	false	category.cocoa_chocolate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_025bb3e3f1f9217e692358c037f3b858c73481486628b43638c8fa9cde72cd78	held_out	false	sensory.dark_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_025bb3e3f1f9217e692358c037f3b858c73481486628b43638c8fa9cde72cd78	held_out	false	sensory.vanilla	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02a825c243b6b52ecb25b62b00a8673ad9f1475f7382fd6497760bd6b4a6b876	held_out	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02a825c243b6b52ecb25b62b00a8673ad9f1475f7382fd6497760bd6b4a6b876	held_out	false	sensory.peach	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02bcdf9fa9f7e7289bd63ab68450972e418a68ffff398c3f09b6c6cb138c1bc5	development	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02bcdf9fa9f7e7289bd63ab68450972e418a68ffff398c3f09b6c6cb138c1bc5	development	false	sensory.almond	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02c6465dac7116aa21d77c32d3573d7df6e156994673215d9fcc01af886414a4	held_out	false	category.tea	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02c6465dac7116aa21d77c32d3573d7df6e156994673215d9fcc01af886414a4	held_out	false	sensory.black_tea	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02c6465dac7116aa21d77c32d3573d7df6e156994673215d9fcc01af886414a4	held_out	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02e97f9add06bd1288ffee6c51e0d3c298b431694dec486d599b25fd5d536ff6	held_out	false	category.tropical_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02e97f9add06bd1288ffee6c51e0d3c298b431694dec486d599b25fd5d536ff6	held_out	false	sensory.mango	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02e97f9add06bd1288ffee6c51e0d3c298b431694dec486d599b25fd5d536ff6	held_out	false	sensory.pineapple	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02f3990f52bb958a5da639025b3705e275b2fee1eaaa9fe4191a2f425ae1b91d	held_out	false	qualifier.clean	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_02f7dc615a48dc6ce86f3f4f6f6b6e30b3c1e5d5669738efc9a68aa532807611	development	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_030037a94add75d6d51faf6d17d24d7c4702253c7d8617b1986df15932f5ef80	development	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03204cb91ae583ee2a7f5ed97c5454a89ea66dddaf9573d6c399915a3a3a3850	development	false	category.citrus	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03204cb91ae583ee2a7f5ed97c5454a89ea66dddaf9573d6c399915a3a3a3850	development	false	sensory.bergamot	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0332ad33344c1340430bd53529f53b9198f2319244269595fa6c3bb91462b4a4	development	false	category.nut_seed	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0332ad33344c1340430bd53529f53b9198f2319244269595fa6c3bb91462b4a4	development	false	category.sweet_brown	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0332ad33344c1340430bd53529f53b9198f2319244269595fa6c3bb91462b4a4	development	false	sensory.almond	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0332ad33344c1340430bd53529f53b9198f2319244269595fa6c3bb91462b4a4	development	false	sensory.vanilla	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0374493cfb01ef5ce42664f85b2d6c045273503e1d7c1b60495f700dc0960c2c	held_out	false	category.dried_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0374493cfb01ef5ce42664f85b2d6c045273503e1d7c1b60495f700dc0960c2c	held_out	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03a1b06855b9989710e14536d3b051069ae76bedad393aa240b65aad5ca6151c	development	false	category.grain_baked	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03a95427e33c315c4d1d87d9acb41826c6f39cce0b20e61eefe2afd0fd87be37	held_out	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03a95427e33c315c4d1d87d9acb41826c6f39cce0b20e61eefe2afd0fd87be37	held_out	false	sensory.peach	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03ab961d1a805f13e5b23ceb1addd2c94c766c2bfaa9cd65a8635e6e1aeebe8b	held_out	false	sensory.fullness	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_03ab961d1a805f13e5b23ceb1addd2c94c766c2bfaa9cd65a8635e6e1aeebe8b	held_out	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0436cd38a298a689f7eccb73a7eb37f5fa33d6305e73b83ef26065f9e2693934	development	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0436cd38a298a689f7eccb73a7eb37f5fa33d6305e73b83ef26065f9e2693934	development	false	qualifier.bright	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0436cd38a298a689f7eccb73a7eb37f5fa33d6305e73b83ef26065f9e2693934	development	false	sensory.bergamot	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0436cd38a298a689f7eccb73a7eb37f5fa33d6305e73b83ef26065f9e2693934	development	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04591b0ebe19825215c0acc66a6272facfdd2d77e3bdc918b43c3fc35d5628d2	held_out	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04591b0ebe19825215c0acc66a6272facfdd2d77e3bdc918b43c3fc35d5628d2	held_out	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04591b0ebe19825215c0acc66a6272facfdd2d77e3bdc918b43c3fc35d5628d2	held_out	false	sensory.peach	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0459ad6eb2a3a407d0b8670b83d03e692b147b0d4046d8c27058d5461dbab738	held_out	false	category.citrus	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0459ad6eb2a3a407d0b8670b83d03e692b147b0d4046d8c27058d5461dbab738	held_out	false	sensory.lemon	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04698c929ed10d934c521b8cf70b4b75cda0276c909019bbb18681a57ed9df64	held_out	false	category.grain_baked	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04698c929ed10d934c521b8cf70b4b75cda0276c909019bbb18681a57ed9df64	held_out	false	category.spice	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04698c929ed10d934c521b8cf70b4b75cda0276c909019bbb18681a57ed9df64	held_out	false	sensory.cinnamon	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04698c929ed10d934c521b8cf70b4b75cda0276c909019bbb18681a57ed9df64	held_out	false	sensory.toast	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_047c34f66db6b0dc2727dd2e078b79779a17ca736e8ef5549b343621ea3bb36e	held_out	false	category.cocoa_chocolate	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_047c34f66db6b0dc2727dd2e078b79779a17ca736e8ef5549b343621ea3bb36e	held_out	false	sensory.cocoa	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_047c34f66db6b0dc2727dd2e078b79779a17ca736e8ef5549b343621ea3bb36e	held_out	false	sensory.dark_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04a1926b61042bf998ff5fa2d6b3dc376ee9afde4e324361cc8fb0328d9500cd	development	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04a1926b61042bf998ff5fa2d6b3dc376ee9afde4e324361cc8fb0328d9500cd	development	false	sensory.plum	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04a741df250e1897906c408b4a3f5586fdf84d14398c870c0fc1403b51bfe307	development	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04cf75cb63a6c0541133182abd57d1f932be6f34c7898e88ed9ab3a9af467115	held_out	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04cf75cb63a6c0541133182abd57d1f932be6f34c7898e88ed9ab3a9af467115	held_out	false	category.tea	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_04cf75cb63a6c0541133182abd57d1f932be6f34c7898e88ed9ab3a9af467115	held_out	false	sensory.black_tea	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0507b28e57a45ccfbc980a6674de4f937ce23985e33c81749d5767199885ae54	held_out	false	category.grain_baked	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0507b28e57a45ccfbc980a6674de4f937ce23985e33c81749d5767199885ae54	held_out	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0536bc398de5670b183f9b9bc4d69509d90e653110370f8cb4ec64261e6b4618	development	false	sensory.alcoholic	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0536bc398de5670b183f9b9bc4d69509d90e653110370f8cb4ec64261e6b4618	development	false	sensory.wine_like_character	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_054432e259c690e7a55dc09ba50fe81b56d057f6adf1f9af6ac6ff3f86346f83	held_out	false	category.fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_055dae67349ad5809449b1834d0bf7b7919b898fd233acebff0a12398170113a	held_out	false	sensory.lemon	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_055dae67349ad5809449b1834d0bf7b7919b898fd233acebff0a12398170113a	held_out	false	sensory.plum	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0597c5f88fefd265841ca43752e74a1e268ca2a533c6dfd6f080e613778810ce	development	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0597c5f88fefd265841ca43752e74a1e268ca2a533c6dfd6f080e613778810ce	development	false	sensory.orange	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0599b6af320f29441c643d3fc7ef39a9612b174083a85c6194ac3246df80a7d2	held_out	false	sensory.cocoa	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_063671807a849ca56c87001398cf447089980c3d2ced4037e3b6ff6bf3b9504e	held_out	false	qualifier.juicy	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_063b2e0bea9d8864f24775b5eded749a1d71cbdfcfd3bb7bac6b51da48edbebe	development	false	category.tropical_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_063b2e0bea9d8864f24775b5eded749a1d71cbdfcfd3bb7bac6b51da48edbebe	development	false	sensory.pineapple	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06716b7766544f38633404ec591563938c845e6c1351dddc93abeead9f36d044	development	false	category.fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06716b7766544f38633404ec591563938c845e6c1351dddc93abeead9f36d044	development	false	sensory.grape	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06736f3f651cd43424be39000ff32aad3c5ccf7648d464d49ea548e79143c365	held_out	true		U	30cc1f7529713e3dbd1d5f7a7e6f51de9c6f920d0a9b57d9b0de2726e9e11740	2026-08-24T08:30:00Z
audit_case.round2b.sha256_069b869981857c9fd0338251a09c41e2064180bc6f6ca60fac845d5603a14b8a	development	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_069b869981857c9fd0338251a09c41e2064180bc6f6ca60fac845d5603a14b8a	development	false	sensory.lemon	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06b04b665876ac3a25be26adad56aa72eb3110e7acbf496f208f154ec0f87db5	held_out	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06b04b665876ac3a25be26adad56aa72eb3110e7acbf496f208f154ec0f87db5	held_out	false	sensory.apple	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06c60acdcc9ac1c1dff85c06caf66ffd66ccfdd680f11a4ec5a089ec1a65bca0	development	false	category.berry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06c7c224d05da75ed597c214fcade0d384beb8d84a5109bb546c0de770383349	held_out	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06c7c224d05da75ed597c214fcade0d384beb8d84a5109bb546c0de770383349	held_out	false	sensory.bergamot	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06c7c224d05da75ed597c214fcade0d384beb8d84a5109bb546c0de770383349	held_out	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06d94953f34a8222b457fea02d78beb6167d9684d5a6bceb0a9d22dcc1751cbb	held_out	false	sensory.alcoholic	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_06d94953f34a8222b457fea02d78beb6167d9684d5a6bceb0a9d22dcc1751cbb	held_out	false	sensory.wine_like_character	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_070895b9ffdd4e5a08cf6408becc9b1610c9a2b385f7141610cf6dc29e129e1d	development	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_070895b9ffdd4e5a08cf6408becc9b1610c9a2b385f7141610cf6dc29e129e1d	development	false	sensory.orange_blossom	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_075e558c0251bfdf7a0f347e2f8f8cd55cec7fd6b9d3429c59f3159b9ea68c84	held_out	false	category.nut_seed	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_075e558c0251bfdf7a0f347e2f8f8cd55cec7fd6b9d3429c59f3159b9ea68c84	held_out	false	category.spice	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_075e558c0251bfdf7a0f347e2f8f8cd55cec7fd6b9d3429c59f3159b9ea68c84	held_out	false	sensory.nutmeg	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_075fd96eb804e4e58aff8b1813c069a9856252928b505d8de1ef7fe6eb7fd3e5	held_out	false	category.tropical_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_075fd96eb804e4e58aff8b1813c069a9856252928b505d8de1ef7fe6eb7fd3e5	held_out	false	sensory.pineapple	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_07a421aef0959ccc9f5ed2a24a7af297cc570da5c0a063e564e8ea07beddf967	held_out	false	composite.earl_grey	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_07a421aef0959ccc9f5ed2a24a7af297cc570da5c0a063e564e8ea07beddf967	held_out	false	sensory.bergamot	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_07a421aef0959ccc9f5ed2a24a7af297cc570da5c0a063e564e8ea07beddf967	held_out	false	sensory.black_tea	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_07db496f41fef82a95b6f5aad7c08911dfb6cbf77cfe95e4b6d2d22fd4ac5737	held_out	false	category.berry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
