record_key	source_key	file_relative_path	source_row_number	raw_preparation_label	raw_roast_label	preparation_status_code	normalized_preparation_family_key	normalized_preparation_leaf_key	roast_status_code	normalized_roast_code	coffee_mode_code	has_sensory_outcome	has_chemical_outcome	has_strong_addition	raw_payload
context.raw.cotter_v4.0785	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	786	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62.8"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.0-20"",""Brew Mass"":""2958.2"",""Brew Temperature"":""81.1"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""145"",""Empty Carafe"":""1763.4"",""Final NaOH"":""5"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4721.6"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""0.6"",""Judge"":""30"",""Liking"":""4"",""Mouthfeel"":""2"",""Nutty"":""1"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""20.6053931"",""Position"":""8"",""Pour Temp"":""68.4"",""Purchase.intent"":""3"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""8"",""Setting"":""6LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1.01"",""Tea.floral"":""0"",""Temp"":""4"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.22"",""Volume"":""4.4"",""Week"":""2"",""pH"":""5.06""}"
context.raw.cotter_v4.0786	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	787	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""67.4"",""Acidity"":""2"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.0-24"",""Brew Mass"":""2932.6"",""Brew Temperature"":""79.3"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""119"",""Empty Carafe"":""1791.5"",""Final NaOH"":""13.5"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4724.1"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""9.2"",""Judge"":""30"",""Liking"":""4"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""24.3972605"",""Position"":""4"",""Pour Temp"":""71.7"",""Purchase.intent"":""3"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""0.99"",""Tea.floral"":""0"",""Temp"":""4"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""4.3"",""Week"":""3"",""pH"":""5.07""}"
context.raw.cotter_v4.0787	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	788	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""61"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.25-16"",""Brew Mass"":""2850.7"",""Brew Temperature"":""80.1"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""215.3"",""Empty Carafe"":""1772.1"",""Final NaOH"":""11.1"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4622.8"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""5.3"",""Judge"":""30"",""Liking"":""6"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""17.21277288"",""Position"":""1"",""Pour Temp"":""68.1"",""Purchase.intent"":""4"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""8"",""Setting"":""12LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.3"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""5.8"",""Week"":""2"",""pH"":""5.07""}"
context.raw.cotter_v4.0788	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	789	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""66.7"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.25-20"",""Brew Mass"":""2801.6"",""Brew Temperature"":""79.1"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""176.1"",""Empty Carafe"":""1782.4"",""Final NaOH"":""20.1"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4584"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""14.4"",""Judge"":""30"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""20.52279387"",""Position"":""9"",""Pour Temp"":""69"",""Purchase.intent"":""4"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""12LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.29"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""1"",""Titration pH"":""8.2"",""Volume"":""5.7"",""Week"":""3"",""pH"":""4.99""}"
context.raw.cotter_v4.0789	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	790	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""57.6"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.25-24"",""Brew Mass"":""2842.2"",""Brew Temperature"":""78.2"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""150"",""Empty Carafe"":""1793"",""Final NaOH"":""17"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4635.2"",""Green.veg"":""0"",""Grind"":""4"",""Initial NaOH"":""11.3"",""Judge"":""30"",""Liking"":""6"",""Mouthfeel"":""2"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""25.39032"",""Position"":""5"",""Pour Temp"":""66.7"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""8"",""Setting"":""13SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.34"",""Tea.floral"":""0"",""Temp"":""2"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""5.7"",""Week"":""2"",""pH"":""5.07""}"
context.raw.cotter_v4.0790	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	791	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""63.2"",""Acidity"":""4"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.5-16"",""Brew Mass"":""2798.9"",""Brew Temperature"":""78"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""252.7"",""Empty Carafe"":""1805.2"",""Final NaOH"":""13.4"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4604.1"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""6.5"",""Judge"":""30"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.61396913"",""Position"":""4"",""Pour Temp"":""67.8"",""Purchase.intent"":""5"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""2"",""Setting"":""5LG"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.5"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""6.9"",""Week"":""1"",""pH"":""5.08""}"
context.raw.cotter_v4.0791	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	792	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""57"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.5-20"",""Brew Mass"":""2786.7"",""Brew Temperature"":""80.4"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""207.6"",""Empty Carafe"":""1781.4"",""Final NaOH"":""9.7"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4568.1"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""3.2"",""Judge"":""30"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""19.59817919"",""Position"":""7"",""Pour Temp"":""62.3"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""2"",""Setting"":""5LG"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.46"",""Tea.floral"":""0"",""Temp"":""2"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""6.5"",""Week"":""1"",""pH"":""5.09""}"
context.raw.cotter_v4.0792	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	793	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""67.1"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.5-24"",""Brew Mass"":""2790.7"",""Brew Temperature"":""79.4"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1798.7"",""Final NaOH"":""14.2"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4589.4"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""7.7"",""Judge"":""30"",""Liking"":""5"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""23.13697899"",""Position"":""1"",""Pour Temp"":""71.8"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.46"",""Tea.floral"":""0"",""Temp"":""2"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""6.5"",""Week"":""3"",""pH"":""4.98""}"
context.raw.cotter_v4.0793	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	794	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62.2"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""1"",""Brew"":""90-1.0-16"",""Brew Mass"":""2853.3"",""Brew Temperature"":""83.2"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""176.1"",""Empty Carafe"":""1810.1"",""Final NaOH"":""14.3"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4663.4"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""9.9"",""Judge"":""30"",""Liking"":""5"",""Mouthfeel"":""1"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.36475298"",""Position"":""8"",""Pour Temp"":""68.1"",""Purchase.intent"":""3"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""2"",""Setting"":""6LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1.01"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""4.4"",""Week"":""1"",""pH"":""5.12""}"
context.raw.cotter_v4.0794	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	795	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62.6"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.0-20"",""Brew Mass"":""2867.1"",""Brew Temperature"":""83.7"",""Burnt"":""1"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""145"",""Empty Carafe"":""1773.7"",""Final NaOH"":""24.4"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4640.8"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""19.9"",""Judge"":""30"",""Liking"":""3"",""Mouthfeel"":""2"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""20.76175862"",""Position"":""5"",""Pour Temp"":""67.2"",""Purchase.intent"":""2"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""2"",""Setting"":""6LG"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1.05"",""Tea.floral"":""1"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""4.5"",""Week"":""1"",""pH"":""5.15""}"
context.raw.cotter_v4.0795	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	796	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""68.5"",""Acidity"":""2"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.0-24"",""Brew Mass"":""2926"",""Brew Temperature"":""82.6"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""121.1"",""Empty Carafe"":""1775.3"",""Final NaOH"":""6.2"",""Flavor.intensity"":""1"",""Fruit"":""0"",""Full Carafe"":""4701.3"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""2.1"",""Judge"":""30"",""Liking"":""4"",""Mouthfeel"":""1"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""22.95375723"",""Position"":""2"",""Pour Temp"":""73.4"",""Purchase.intent"":""2"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""14SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""0.95"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""4.1"",""Week"":""3"",""pH"":""5.07""}"
context.raw.cotter_v4.0796	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	797	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""55.9"",""Acidity"":""2"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.25-16"",""Brew Mass"":""2821.2"",""Brew Temperature"":""79.9"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""215.3"",""Empty Carafe"":""1780.6"",""Final NaOH"":""22.7"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4601.8"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""17.1"",""Judge"":""30"",""Liking"":""6"",""Mouthfeel"":""2"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""17.03464933"",""Position"":""2"",""Pour Temp"":""66.9"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""8"",""Setting"":""5SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.3"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""5.6"",""Week"":""2"",""pH"":""5.08""}"
context.raw.cotter_v4.0797	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	798	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""63.4"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.25-20"",""Brew Mass"":""2821.9"",""Brew Temperature"":""78.6"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1764.7"",""Final NaOH"":""19.8"",""Flavor.intensity"":""3"",""Fruit"":""1"",""Full Carafe"":""4586.6"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""14.5"",""Judge"":""30"",""Liking"":""6"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""21.31247587"",""Position"":""2"",""Pour Temp"":""67"",""Purchase.intent"":""5"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""2"",""Setting"":""12LG"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.33"",""Tea.floral"":""1"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""5.3"",""Week"":""1"",""pH"":""5.12""}"
context.raw.cotter_v4.0798	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	799	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""60"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.25-24"",""Brew Mass"":""2861.7"",""Brew Temperature"":""80.1"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""149"",""Empty Carafe"":""1780.7"",""Final NaOH"":""8.1"",""Flavor.intensity"":""3"",""Fruit"":""1"",""Full Carafe"":""4642.4"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""2.8"",""Judge"":""30"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""24.39167114"",""Position"":""6"",""Pour Temp"":""66.1"",""Purchase.intent"":""5"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""8"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.27"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""5.3"",""Week"":""2"",""pH"":""5.06""}"
context.raw.cotter_v4.0799	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	800	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""67.8"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.5-16"",""Brew Mass"":""2778.1"",""Brew Temperature"":""81.4"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""252.7"",""Empty Carafe"":""1763.2"",""Final NaOH"":""8"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4541.3"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""0.6"",""Judge"":""30"",""Liking"":""7"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""17.58986941"",""Position"":""5"",""Pour Temp"":""73.3"",""Purchase.intent"":""5"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""5LG"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.6"",""Tea.floral"":""1"",""Temp"":""4"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""7.4"",""Week"":""3"",""pH"":""4.96""}"
context.raw.cotter_v4.0800	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	801	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62"",""Acidity"":""3"",""Astringent"":""1"",""Bitter"":""0"",""Brew"":""90-1.5-20"",""Brew Mass"":""2779.2"",""Brew Temperature"":""82.1"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""207.6"",""Empty Carafe"":""1788.8"",""Final NaOH"":""21.6"",""Flavor.intensity"":""3"",""Fruit"":""1"",""Full Carafe"":""4568"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""15.2"",""Judge"":""30"",""Liking"":""7"",""Mouthfeel"":""2"",""Nutty"":""1"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""19.94705202"",""Position"":""9"",""Pour Temp"":""68.8"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""8"",""Setting"":""5LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.49"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""6.4"",""Week"":""2"",""pH"":""5.04""}"
context.raw.cotter_v4.0801	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	802	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""66.7"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.5-24"",""Brew Mass"":""2830.5"",""Brew Temperature"":""80"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""1"",""Dark.chocolate"":""1"",""Dose"":""176.1"",""Empty Carafe"":""1794.3"",""Final NaOH"":""20.5"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4624.8"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""14.1"",""Judge"":""30"",""Liking"":""6"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""23.62768313"",""Position"":""3"",""Pour Temp"":""71.5"",""Purchase.intent"":""5"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.47"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""6.4"",""Week"":""3"",""pH"":""5.01""}"
context.raw.cotter_v4.0802	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	803	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""68.7"",""Acidity"":""3"",""Astringent"":""1"",""Bitter"":""0"",""Brew"":""93-1.0-16"",""Brew Mass"":""2819.1"",""Brew Temperature"":""85.8"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1777.9"",""Final NaOH"":""17.1"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4597"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""12.5"",""Judge"":""30"",""Liking"":""3"",""Mouthfeel"":""2"",""Nutty"":""1"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.32868825"",""Position"":""8"",""Pour Temp"":""74.5"",""Purchase.intent"":""3"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""2SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1.02"",""Tea.floral"":""0"",""Temp"":""4"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""4.6"",""Week"":""3"",""pH"":""4.97""}"
context.raw.cotter_v4.0803	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	804	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""69.7"",""Acidity"":""2"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""93-1.0-20"",""Brew Mass"":""2814.3"",""Brew Temperature"":""85"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""1"",""Dark.chocolate"":""0"",""Dose"":""140.3"",""Empty Carafe"":""1771"",""Final NaOH"":""21.5"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4585.3"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""17.2"",""Judge"":""30"",""Liking"":""4"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Medium"",""Paper.wood"":""1"",""Percent Extraction"":""20.05915895"",""Position"":""6"",""Pour Temp"":""75.2"",""Purchase.intent"":""2"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""14"",""Setting"":""3LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""4.3"",""Week"":""3"",""pH"":""5.08""}"
