source_route_id	source_url	restricted_relative_path	sha256	byte_count	acquisition_cursor
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-la-pena-honduras-2026-honduras-traditional/	restricted://post20k_extension/raw/coe-detail/e06fefa44fd8bf392b145064.html	b46468e8468779e5291c02312917b6552ea128e74abade72eb2ad1dada9d1f91	141511	archive-page=13;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/4-la-pena-honduras-2026-honduras-traditional/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-la-casa-honduras-2026-honduras-traditional/	restricted://post20k_extension/raw/coe-detail/c5b0a9e19bf9a557dc42d8eb.html	ad0919d421fd21b3ac52819b444c5214acfe2663c65be8bce88f02de4022a73d	140123	archive-page=13;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/5-la-casa-honduras-2026-honduras-traditional/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/6-el-cutal-honduras-2026-honduras-traditional/	restricted://post20k_extension/raw/coe-detail/11a28949a908e9bbb1438a49.html	c3c375c04bdc90d22ad77aeab0dfbe558c460b1360e6652e96ea5fec881eeb93	133408	archive-page=13;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/6-el-cutal-honduras-2026-honduras-traditional/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/7-los-primos-honduras-2026-honduras-traditional/	restricted://post20k_extension/raw/coe-detail/0a1179362034fd1356c7448e.html	a599eea09b41661bf0216f4a5817da99fb3b0bffa4f8a87e60bb6216e2002a36	144260	archive-page=13;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/7-los-primos-honduras-2026-honduras-traditional/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/8-el-guayabo-honduras-2026-honduras-traditional/	restricted://post20k_extension/raw/coe-detail/3f960056ef972e03d20920f3.html	264495d62bea7ba5be3ce90347d55fd43b6a9bee3f5f1b7e5ced34e3076b6d65	133568	archive-page=13;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/8-el-guayabo-honduras-2026-honduras-traditional/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/14/	restricted://post20k_extension/raw/coe-archive/listings-page-014.html	fc7d1a6dfd085cd35c568f05efc084edb5fe9ea395264cbeeef109873e9bf28e	128806	archive-page=14
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/1-las-margaritas-veintiseis-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/51083db7c9d7ad8ef1c867b4.html	217fd5f3d9cbb322efb0a0a1ec496fe0c34f7d40f7e375ff7429115559fbeda9	145173	archive-page=14;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/1-las-margaritas-veintiseis-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/12-el-centro-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/04612574c1cd83689887d422.html	316588b3f0eb34ee101906d912c425399e4a5779d519f013b784033f5f096af1	143059	archive-page=14;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/12-el-centro-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/2-el-entronque-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/3e0fe37179dda1d87042532f.html	3326b0edd3121a777c8b6167f954ad11a34ae909da767123b89199d9ad143a71	143590	archive-page=14;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/2-el-entronque-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3-don-dario-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/969b9e1d5b8c21417aac5f35.html	cca2d2182f5b26000964b6b597a2c8859611092285f4bf28d5ccc0ed8c43d47a	142600	archive-page=14;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/3-don-dario-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-la-isabela-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/c2f418d9647f336073c8c544.html	24dbfb2ab1cb23bc4cbb982d268504b2401a8074df490b27a91a2b3d4e916cf8	143200	archive-page=14;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/4-la-isabela-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-la-esmeralda-am-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/dc3d1cc91177e604197d56b2.html	8b6cc8b152d04201271d4bf23b1515337d31748439f6a8e8122e902c86b5ea95	144606	archive-page=14;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/5-la-esmeralda-am-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/6-emanuel-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/b08795d0c434bdf78956868c.html	ea7a586c4e4e9098967dd66a0d8deb635d0f5ea356fa11b09a8f2fbc361f6a52	143941	archive-page=14;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/6-emanuel-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/7-finca-voo-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/a01a6731c7394fe2b9430c97.html	bd051a62ba265324b2901271190c428a7ac01ec1ea24a0c70f3fab71047296ca	144436	archive-page=14;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/7-finca-voo-costa-rica-2026-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/8-finca-los-robles-costa-rica-2026-experimental/	restricted://post20k_extension/raw/coe-detail/add03340d8209158b2d27ed9.html	b786cbb5d8e48b6543d39bf442967219e546c2e3fae8747eff16e0f5b4c39646	144350	archive-page=14;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/8-finca-los-robles-costa-rica-2026-experimental/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/15/	restricted://post20k_extension/raw/coe-archive/listings-page-015.html	d2ef6749860c4a81069befe08f644c98adbb1448e6b1f469a0c9f70c82202026	128696	archive-page=15
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/10-el-cola-roja-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/fdd623d4fe50c57963071fac.html	7a35c8358792a6ae813b5454f4532257bcee25e407c818e439b2a29a68885edf	143754	archive-page=15;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/10-el-cola-roja-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/11-la-planada-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/6a7f56b0db28cf405aaccfa6.html	0073b2a70a0caa10443e74910ee82d9e507d7a206b877335f8b9930762444c12	141233	archive-page=15;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/11-la-planada-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/2-don-cayito-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/759ddfff57a9c91448ed1f12.html	09d7619a0bab1d61ef34f4caaddc2ff871879506de2bfdc8ec8e227017dd2717	144054	archive-page=15;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/2-don-cayito-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3-rio-blanco-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/f06e1beb1f03f09af9b9d724.html	c1e3ef9dd3efe4d0b47c23b4f1d0bdca98cce87d57713b40ddadd620b2d650fd	143308	archive-page=15;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/3-rio-blanco-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/21585780c6602f0500b91d44.html	a6eaee5fe8cb412fbd4edf883b6e2d334e106c6d1f2433d65974f138026651de	143079	archive-page=15;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-quebrada-grande-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/2a625be7c6179ff9b23c4ea4.html	17060236e77d5f429817db01622eceda1d9044c695f13af32a60b55c052fb0fc	143418	archive-page=15;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/5-quebrada-grande-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/6-la-fila-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/5f1a96665460aea66572e608.html	f2e708028c276c2159fda22d8a6364e29a8cba6c74b4116e0d87c94bf0a2634b	143256	archive-page=15;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/6-la-fila-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/7-finca-matilde-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/1081f095038797c3523adb56.html	8d29539d016b9569ad378aeaf3048dc0d850621a4a6552b3256b01ee35baeb84	143133	archive-page=15;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/7-finca-matilde-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/8-el-cusuco-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/afe8059bded3d49f68b14524.html	f504f7b373ae85e962187d3a7214499c33373090a93858a1f2ee77c68ff066a7	142697	archive-page=15;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/8-el-cusuco-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/9-finca-45-v-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/497e4e593b60c6ae9990a97e.html	d109ea434eedb45aa028032affcd8b2d479f31d2635f57dab1ffa49e061f03bf	143143	archive-page=15;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/9-finca-45-v-costa-rica-2026-dry/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/16/	restricted://post20k_extension/raw/coe-archive/listings-page-016.html	2820746d440e09387be10cf672ea55df12e8a3049ede690618ee4e400b9622a4	128776	archive-page=16
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/1-las-nubes-costa-rica-2026-dry/	restricted://post20k_extension/raw/coe-detail/e939f0cc65243de430d431dd.html	7f2349e7c7b4f0da56fc12a0486c41a9ba4b8f616dc97bc31bbbb726da18a6fe	142677	archive-page=16;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/1-las-nubes-costa-rica-2026-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/1-rio-blanco-costa-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/bc7e142329ffa69951fbfe88.html	29adffaf6aed776269fcc2070696fedadc9df0c7234959dcc172dd9b987448d1	142881	archive-page=16;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/1-rio-blanco-costa-rica-2026-wet/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3-el-cedro-hacienda-san-isidro-labrador-costa-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/9ae374a41fe9b1aca1d583b9.html	f8c5715fb30703a93272b6e727ce185b462ab991f941c8007e3e5637e2db0729	143266	archive-page=16;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/3-el-cedro-hacienda-san-isidro-labrador-costa-rica-2026-wet/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-david-costa-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/985c6e56a0f504efea6b7730.html	0883434996d695494c0ba2288160786f3c942f4709ace5518014e644073cc474	142791	archive-page=16;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/4-david-costa-rica-2026-wet/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-la-bandera-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/ed771e5a50cb19d7eadf72d3.html	bfafd759cc75f1fc2d535ffae6e036c2722dd59311bcfc85570f526d1e590e03	143600	archive-page=16;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/5-la-bandera-rica-2026-wet/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/6-santa-teresa-costa-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/b27c1d5114daf4d9299f558a.html	f79c6feb07bef340b149d736764e22f17f643a95fe071f040d6782a558b3ea00	143810	archive-page=16;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/6-santa-teresa-costa-rica-2026-wet/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/7-la-casita-de-la-esperanza-costa-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/5cff2fdbb004266a2b952114.html	5c6645eea875320f065e53f8c12a1818881997a5a8c56037bcc3db90b468bf1a	143603	archive-page=16;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/7-la-casita-de-la-esperanza-costa-rica-2026-wet/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/8-leoncio-costa-rica-2026-wet/	restricted://post20k_extension/raw/coe-detail/c28509cc7f747cd082d62089.html	d938c4fdab06190e42f273917cd4767530782e3714a1b2361a8242ae0bb805f7	142765	archive-page=16;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/8-leoncio-costa-rica-2026-wet/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/17/	restricted://post20k_extension/raw/coe-archive/listings-page-017.html	81f3692c0d6c4be45096e68d9455e99b9488bb6a51f0f0ca074fa106396f5140	129263	archive-page=17
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/18/	restricted://post20k_extension/raw/coe-archive/listings-page-018.html	5f9e0b912cb15a64ca0a3bf960a6dca50615ab57ec68b1dd6bcd6d3c2d3398c1	128981	archive-page=18
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/19/	restricted://post20k_extension/raw/coe-archive/listings-page-019.html	29c04ef0c5127903040afc4ccd278d47b6908bde230bbb0453a5f440d3e6a5ae	129120	archive-page=19
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/20/	restricted://post20k_extension/raw/coe-archive/listings-page-020.html	317485a463b93c1728f6e208001cdefba1d64d1700c69f560e0d1f1fa4eee3cf	129275	archive-page=20
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/21/	restricted://post20k_extension/raw/coe-archive/listings-page-021.html	ff7580e905de28a70ec465789ba7d116064b357c99fd507ca0688f814680bb72	129466	archive-page=21
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/22/	restricted://post20k_extension/raw/coe-archive/listings-page-022.html	0af073ed0b6d10a1193a54fee4e9355781a168c1a5b781cd11e8ba30525ed898	129023	archive-page=22
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/nw-el-colibri-peru-2025/	restricted://post20k_extension/raw/coe-detail/883fe00f9b4c1cae9c392049.html	288349e331c42442e4087a0732e1cac35011d44d8123040a71a56a4d7e343a95	139205	archive-page=22;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/nw-el-colibri-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/nw-tintin-peru-2025/	restricted://post20k_extension/raw/coe-detail/e6e2b52a879d22e401123f5d.html	8deea36900f1552e03aa25d22430658b49ab92fc70ce93038caa94d9a3d753a8	141540	archive-page=22;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/nw-tintin-peru-2025/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/23/	restricted://post20k_extension/raw/coe-archive/listings-page-023.html	49c7f337ace9a20df893239d617840b544cd8a39a74cc45af0598a3da43b333f	128458	archive-page=23
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/21-la-lima-peru-2025/	restricted://post20k_extension/raw/coe-detail/47390330059e9ddd0a524047.html	581e1be00a14360df6bd84e80bbd36507cc09c63db0e352975a0d1ecfc54f6b6	139425	archive-page=23;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/21-la-lima-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/23-el-romerillo-peru-2025/	restricted://post20k_extension/raw/coe-detail/a003a3fdecd73fbe3b9084ed.html	8ea239b1c9d96ccd5373958d67072c24a494cd8db8ce3aeb4544df8652e1d5d2	141223	archive-page=23;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/23-el-romerillo-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/27-el-romerillo-peru-2025/	restricted://post20k_extension/raw/coe-detail/894cfd6a2d7d3649dcdb4c78.html	b026fdb21b53093ae8c8488f66a4c26579285c66c59166ea1d5b0d23141dd9da	141418	archive-page=23;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/27-el-romerillo-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/28-palma-pampa-peru-2025/	restricted://post20k_extension/raw/coe-detail/26e20de3cbc5bdb6136c202f.html	3e4033673aa806936bf2ff6a48dbba313a63ec23951eea55ea460475944d3eb4	136232	archive-page=23;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/28-palma-pampa-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/29-camino-viejo-peru-2025/	restricted://post20k_extension/raw/coe-detail/b00fe303a62332fffdb53789.html	7646fd344456df63d5f70381bd4f3cb2857edf9d54c7ab72375fcd59f2f33b82	141658	archive-page=23;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/29-camino-viejo-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/30-uscamayta-peru-2025/	restricted://post20k_extension/raw/coe-detail/64e7555b34e8c3b1115ec109.html	e6835b942572a27ac98f56c812f35dec1e44fb0cf39878c8a9a10feeaca3f9b3	140631	archive-page=23;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/30-uscamayta-peru-2025/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/24/	restricted://post20k_extension/raw/coe-archive/listings-page-024.html	1799e4207ef2968d48c105b5320be66599aec20bd1da9acd14a692791c391f1e	128416	archive-page=24
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/11-caminos-del-inka-coffee-estate-peru-2025/	restricted://post20k_extension/raw/coe-detail/2c0c3f95c48a89de186f484b.html	aa429fdc7624c2cca22ad26327485f42843a69e509f8716f460e3676b498261a	142202	archive-page=24;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/11-caminos-del-inka-coffee-estate-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/14-bella-rosa-peru-2025/	restricted://post20k_extension/raw/coe-detail/584013392f882483702c787f.html	733abba54c6ac23bbe2e45c355ff7ec1969f858a108728cdb49786b5b7eaad35	140688	archive-page=24;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/14-bella-rosa-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/15-miscabamba-peru-2025/	restricted://post20k_extension/raw/coe-detail/bfed23cedbef4cf9d9bb4f36.html	4b56c307f04fb09f12b0264cd250ccf9deea60184d3fb26408ab2199415e7b44	140443	archive-page=24;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/15-miscabamba-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/16-paqhaq-alto-peru-2025/	restricted://post20k_extension/raw/coe-detail/a422f2b2e387793d7454fe71.html	cfec682c484a7d660ead328d806d2eccdc4a6e72220682b92353d1b51a8e696e	142146	archive-page=24;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/16-paqhaq-alto-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/17-miscabamba-alta-peru-2025/	restricted://post20k_extension/raw/coe-detail/9e192f2f8be61bb0733bb4f6.html	342e405b1c5fa82f426fa08053456525663b16529b18ffae68d13ef35d0bd859	138861	archive-page=24;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/17-miscabamba-alta-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/18-santa-teresa-peru-2025/	restricted://post20k_extension/raw/coe-detail/b7100361b0953e62bf47a8d1.html	5e12eba2e0d467eed71522fe413da777bbe1108f2ee2518c0bedf5e0919179a6	141941	archive-page=24;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/18-santa-teresa-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/19-el-gringo-peru-2025/	restricted://post20k_extension/raw/coe-detail/cfbc061c93b2b74f12acc4bf.html	613d3bd867c1450cb5b9f57e43e6e76d11c35201fe0afc4b212abab9d92f52f1	141504	archive-page=24;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/19-el-gringo-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/20-la-rinconada-peru-2025/	restricted://post20k_extension/raw/coe-detail/db10d18e880089ffe126e72b.html	ec32e6e64f9e9e00687cb64d157537c738defa7d08798cc7b7629a0da099b552	144906	archive-page=24;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/20-la-rinconada-peru-2025/
route.coe.archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/25/	restricted://post20k_extension/raw/coe-archive/listings-page-025.html	fcea5a819f25246fb1b83ec6816b11cba2bd8b9f783b3d018dfe34c02b866118	128368	archive-page=25
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/1-la-catarata-peru-2025/	restricted://post20k_extension/raw/coe-detail/816344f6e6a88d82b0208ca8.html	cf6232bbffc4c1368448a552b88b971e401f3697be4794d593ed7435601b92a5	142768	archive-page=25;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/1-la-catarata-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/10-seb-peru-2025/	restricted://post20k_extension/raw/coe-detail/51543afa476acfa0efde11cb.html	6f9a03c0ac91ae1178f3f8928058ba51ea597e392bdb54675446c232d4f7c811	136528	archive-page=25;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/10-seb-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3-llaqta-pata-peru-2025/	restricted://post20k_extension/raw/coe-detail/59f6b53fd352038f69e0c154.html	170dd4cc8ef90917c421d658c25adfd3da9ef3b3b0fda3fd65206415dc7d4606	138986	archive-page=25;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/3-llaqta-pata-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-nueva-alianza-peru-2025/	restricted://post20k_extension/raw/coe-detail/aac9d8f0b6c6badb35bacac7.html	a77b0bfb87b6dc200bb54aa2441d62b0ac41e9cf75b02ed5b0ba05db63e8dc95	141877	archive-page=25;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/5-nueva-alianza-peru-2025/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/7-la-miel-peru-2025/	restricted://post20k_extension/raw/coe-detail/a9b570927743303937a38742.html	e07dcd3ca7cf89fc88b9ba97edbfce9076e719530db0e5db29ed428ea0732db4	142146	archive-page=25;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/7-la-miel-peru-2025/
