section	readiness_key	minimum_required	preferred_required	observed	hard_gate	passed	evidence_path	limitation
DELTA	sensory.source_local_sample_or_configuration_count	270	770	270	true	false	minimum/preferred minus baseline	Final effective-unit delta must be revalidated by independence audit.
DELTA	relationship.evidence_claim_count	53	153	53	true	false	minimum/preferred minus baseline	No mechanical claim creation.
DELTA	relationship.cross_source_supported_membership_count	2	4	2	true	false	minimum/preferred minus baseline	Independent corroboration.
DELTA	relationship.range_with_cross_source_evidence_count	1	2	1	true	false	minimum/preferred minus baseline	No forced range promotion.
DELTA	lexical.training_eligible_unique_expression_count	NOT_COMPUTABLE_UNTIL_AUDIT	NOT_COMPUTABLE_UNTIL_AUDIT	UNKNOWN	true	false	future lexical candidate audit	Global expression inventory is not the eligible count.
DELTA	context.effective_sample_count	NOT_COMPUTABLE_UNTIL_AUDIT	NOT_COMPUTABLE_UNTIL_AUDIT	UNKNOWN	true	false	future context candidate audit	Raw observations and inventory units are not effective samples.
DELTA	context.observed_preparation_roast_cell_count	NOT_COMPUTABLE_UNTIL_AUDIT	NOT_COMPUTABLE_UNTIL_AUDIT	UNKNOWN	true	false	future context candidate audit	Empirical coverage cells are not automatically preparation-roast cells.
DELTA	context.source_family_count	NOT_COMPUTABLE_UNTIL_AUDIT	NOT_COMPUTABLE_UNTIL_AUDIT	UNKNOWN	true	false	future context candidate audit	Only legitimate contributing families count.
DELTA	context.coffee_or_sample_group_count	NOT_COMPUTABLE_UNTIL_AUDIT	NOT_DECLARED	UNKNOWN	true	false	future context candidate audit	Requires grouped identity audit.
DECISION	effective_unit_policy	TASK_SPECIFIC_INDEPENDENT_UNIT	TASK_SPECIFIC_INDEPENDENT_UNIT	FROZEN	true	true	this expected-state contract	No global training sample count.
DECISION	raw_row_policy	REPORT_SEPARATELY_FROM_EFFECTIVE_UNITS	REPORT_SEPARATELY_FROM_EFFECTIVE_UNITS	FROZEN	true	true	this expected-state contract	Repeated raw rows alone are not material gain.
DECISION	lexical_label_policy	REVIEWED_TARGET_OR_DISPOSITION_WITH_PROVENANCE	REVIEWED_TARGET_OR_DISPOSITION_WITH_PROVENANCE	FROZEN	true	true	this expected-state contract	Ambiguous unresolved abstain and outside-ontology outcomes remain valid.
DECISION	association_negative_policy	NO_ABSENCE_DERIVED_NEGATIVES	NO_ABSENCE_DERIVED_NEGATIVES	FROZEN	true	true	this expected-state contract	Negative or challenging evidence requires explicit support.
DECISION	context_semantics_policy	PRESERVE_SOURCE_LOCAL_METHOD_AND_SCALE	PRESERVE_SOURCE_LOCAL_METHOD_AND_SCALE	FROZEN	true	true	this expected-state contract	No false pooled sensory scale.
DECISION	source_concentration_policy	CANDIDATE_MAX_SHARE_LE_0_60	CANDIDATE_MAX_SHARE_LE_0_45	FROZEN	true	true	this expected-state contract	Deterministic capping is allowed only in a separate candidate manifest.
DECISION	full_corpus_policy	PRESERVE_FULL_GOVERNED_CORPUS	PRESERVE_FULL_GOVERNED_CORPUS	FROZEN	true	true	this expected-state contract	Do not delete excess observations to hide concentration.
DECISION	readiness_gate_policy	TASK_SPECIFIC_ALL_MANDATORY_CONDITIONS	TASK_SPECIFIC_ALL_MANDATORY_CONDITIONS	FROZEN	true	true	future audit.run_training_experiment_readiness_gate	No weighted aggregate or raw-size shortcut.
DECISION	round3_exit_policy	FROZEN_AND_LEXICAL_AND_ASSOCIATION_OR_CONTEXT_AND_SPLIT_AND_PROVENANCE_AND_CONCENTRATION_AND_REPRODUCIBILITY	SAME	NOT_READY	true	false	future audit.run_training_experiment_readiness_gate	Question and adaptive readiness remain false without blocking ready tasks.
DECISION	acquisition_stop_rule	EXIT_GATE_PASS_OR_THREE_CONSECUTIVE_TARGETED_NO_MATERIAL_GAIN_BATCHES	EXIT_GATE_PASS	PENDING	true	false	future acquisition batch registry	Do not search indefinitely or lower thresholds.
DECISION	v0_1_0_mutation_policy	ZERO_MUTATIONS_FORWARD_ADDITIVE_ONLY	ZERO_MUTATIONS_FORWARD_ADDITIVE_ONLY	ENFORCED	true	true	freeze hash inventory	Any v0.1.0 mutation blocks Round 3J.
DECISION	new_release_policy	V0_2_ONLY_IF_ROUND3_EXIT_GATE_PASS	V0_2_ONLY_IF_ROUND3_EXIT_GATE_PASS	NOT_AUTHORIZED	true	true	future release gate	Do not create or move a v0.2 tag before the gate and exact green SHA.
DECISION	prohibited_training_execution	NO_MODEL_FITTING_NO_EMBEDDINGS_NO_HYPERPARAMETER_SEARCH	NO_MODEL_FITTING_NO_EMBEDDINGS_NO_HYPERPARAMETER_SEARCH	ENFORCED	true	true	future execution guard	Round 4 is the first round that may authorize task-specific fitting.
DECISION	prohibited_human_execution	NO_REAL_HUMAN_COLLECTION_NO_SYNTHETIC_RESPONSES_AS_DATA	NO_REAL_HUMAN_COLLECTION_NO_SYNTHETIC_RESPONSES_AS_DATA	ENFORCED	true	true	future execution guard	Real observations and user validation remain zero.
DECISION	prohibited_ontology_execution	NO_CANONICAL_ADD_SPLIT_MERGE_RETYPE	NO_CANONICAL_ADD_SPLIT_MERGE_RETYPE	ENFORCED	true	true	future execution guard	New lexical material remains text first.
