coassertion_event_id	effective_record_id	left_descriptor_assertion_id	right_descriptor_assertion_id	left_normalized_form	right_normalized_form	left_normalized_form_sha256	right_normalized_form_sha256	left_atomic_source_text_sha256	right_atomic_source_text_sha256	evidence_tier	publication_layer	pair_support_event_count	source_file_sha256	route_index_sha256	source_file_sha256_scope	source_file_nonstorage_reason
pair-0dfa1601842141fd0354583f	effective:0ec126e97dcb5ab048050233	assertion:f8e6a579c60fce2f5368d848	assertion:ecf7da0da90f00ca3a282c10					a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	bf3ee326facd455d7984a7b7b34e04f24335f0088063126c59685865085cca88	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0e7f3eb9653827680a8badca	effective:417f9b9adcf3826aa8f3ac12	assertion:5071d2b5778357668f4e2f3c	assertion:1700fecd88bd47b5fc2f9737					71a6bf62b330d44f89e15dc44f984c0951a633a8ad47a7802504361b252607f4	c960ab959ced4bf733e88e25c89e10a30574d8cd86ba74b2a351d45f7de12a84	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0e8d6b7200628be97f49c516	effective:417f9b9adcf3826aa8f3ac12	assertion:db67c19bc6adeb07d8e9ea26	assertion:5330fc648d4dcc16582f8052					043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	61cb67a673022cd3469d95f16c690244886acc9f311d8576c8d653666b76d1c5	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-0f5928a2d8a6c6552f89ed69	effective:aa8257ea7c527ff93620b889	assertion:8136ff7441ebce45b7bcc7f5	assertion:9515cd420b8b121246f5a5f8					6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-10543b95da9d0b34d227cf21	effective:417f9b9adcf3826aa8f3ac12	assertion:db67c19bc6adeb07d8e9ea26	assertion:74bbd20cd7143406a3bce93f					043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	36b481152ba40f4eec67cb63e9f1ad785c164e0fcabda0d296ba956c64e0380f	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-10a7d61c6cdd5bda9d200abd	effective:417f9b9adcf3826aa8f3ac12	assertion:5330fc648d4dcc16582f8052	assertion:a49a6f6a71a9385ec48cd747					61cb67a673022cd3469d95f16c690244886acc9f311d8576c8d653666b76d1c5	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-10e8be986fc19cac6d5e191b	effective:aa8257ea7c527ff93620b889	assertion:0d5cfb0c54971ccdee5a19a3	assertion:686608b48f94da42d687007a					3b772b1437fa77cb8c61f09b49b1306ce14513547c2db97e7e37710399b2c771	5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-110bc8095c38fb69def5179b	effective:aa8257ea7c527ff93620b889	assertion:686608b48f94da42d687007a	assertion:11d0b5b27d35123d4e7ae125					5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	ad3f9efe33cff844d1fa4c29855f8aa4c8230f1a112bb14d06f3a8bff9e4801a	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-113f85d39f0a11abec59fdb4	effective:0ec126e97dcb5ab048050233	assertion:315b17af07a4f7f5a0e1e9f9	assertion:f8e6a579c60fce2f5368d848					6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-114daf0118d52de918959971	effective:0ec126e97dcb5ab048050233	assertion:a3dbf0c995d99ec2dbb0a48f	assertion:50cd714d2d4cf8be41b472a7					ac714a6f533f23dfab34c1268be2d0a48fc552ff450424e2addc5a13902777d0	b3e1df68e72a3312e8c59937a2bcd358ab6fe29ce1178035b38da0c315406131	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-11f0fd77282416162257b534	effective:f78304cd66c43e7b10ddb5ea	assertion:85fa7551069ecb7e029ba12d	assertion:6707d8bcf9760123d5ff93cd					06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
pair-1293b1c47fea860f3d2c704e	effective:417f9b9adcf3826aa8f3ac12	assertion:db67c19bc6adeb07d8e9ea26	assertion:729d5ead4c41f084db904b80					043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	P2	PRIMARY_JURY_DESCRIPTION	1	2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053	453acfc3577f71686783139f9a6dad190ea8edcb188a778e2c8419166593cf95	WEB_INDEX_FIELD_CAPTURE_SHA256:2ecb916106615174a12a05a01589ef2799d168765880a5b83e5416540f562053;NOT_FULL_PAGE_BODY	OFFICIAL_FULL_PAGE_BODY_NOT_STORED_ENVIRONMENT_POLICY
