decision_id	review_queue_id	descriptor_assertion_id	current_disposition	descriptor_class	review_state	review_actor_type	review_protocol_version	decision_reason_code	decision_basis	evidence_locator	source_file_sha256	route_index_sha256	source_file_sha256_scope	source_file_nonstorage_reason	source_text_sha256	human_confirmed	expert_adjudicated	counts_as_reviewed_descriptor	model_eligible	decision_effective_date
decision-d1c04fba695abc6c365f40ec	review-a79fb145b073a0c21a708e10	assert-08457830d4bb811a289dcce9add9c9d144ccd4ba11977ecc	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=2;table=1;row=3	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f		FULL_GOVERNED_SNAPSHOT		da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	false	false	false	false	2026-08-28
decision-cca5430eeb739f82172679e5	review-a95f0bdc88cc75c706a24ded	assert-0ad247b0b92f6d1fd68308ffd79137b58bf9c4273fd6010a	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=6;table=1;row=11	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	false	false	false	false	2026-08-28
decision-1d241df1aa29b1a577316128	review-6868dbe85860b9023f96a19d	assert-0aef2c5032343ab8030d525a358d71480bf4d553e49566c3	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=13	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	false	false	false	false	2026-08-28
decision-9e9f1eafaecbc1b571b32843	review-4057667f34721dc12f72f18d	assert-0b39601eeaa16068b366b58a8f9e61b1e9f85e1275d9042d	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=5;table=1;row=5	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f		FULL_GOVERNED_SNAPSHOT		8be6c7f436ddf1827a697043d503d1365afead7eaeb4bbc28954627480da91d2	false	false	false	false	2026-08-28
decision-bad56cc308646d60d40e4983	review-58e96bfc8b18b19857142b14	assert-0b91bdb7217202fbd7a2ad46d1560ea7f136d8da93b36a4a	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=5;table=1;row=9	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		53c5dd3ac8da58b843585693f8a83f89ffd9eff49e30db79a025657b565a8583	false	false	false	false	2026-08-28
decision-21b6d67fd279eb6708becc2e	review-2d85249113d84d688844ac2f	assert-0bd0d457e200e31756d69e05e61863e4cc912e2b326590de	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf#page=4;table=1;row=7	9e24c113cad136b7471f2855a4f21b56f5255c9e6e91aac41801304b3006c6a7		FULL_GOVERNED_SNAPSHOT		8be6c7f436ddf1827a697043d503d1365afead7eaeb4bbc28954627480da91d2	false	false	false	false	2026-08-28
decision-cde1da707a96a8564803d7d1	review-23dda6a3337f8d13bb3e7ced	assert-0ccd2bf19a8ccd3f318aa6c015f79c44fda9dbdef7dba282	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=4;table=1;row=3	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	false	false	false	false	2026-08-28
decision-35a8baffcdf579519b108235	review-4e6f618ecc05465d17723a58	assert-0e90ace1e57245d4a177992148711eb49a79a729cc8ba0a7	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=8	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		c9bac4144d2ae72ad4ebec21f1845f907aefc3552f733b4178d368813df45edc	false	false	false	false	2026-08-28
decision-ec6107934ef6708add913c12	review-5ba6bf7a212404a44821ad19	assert-0f72979a4bd778d079c303a13001b3767d40bb18d2a55de2	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://it.avpa.fr/_files/ugd/58172f_35c0d4eb0b3043bbb4dbe37d46bc608c.pdf#page=2;table=1;row=8	6f8be1365130c379c41b79fdbbde910f73f0e26f73f04a99ceba22e41702a847		FULL_GOVERNED_SNAPSHOT		9bfab8d17c6cb827a294a9a56a02f90229b44e6382f7cc6de3266232e9b45926	false	false	false	false	2026-08-28
decision-39d2cb4930532597fcb42dde	review-a45ca68594f0684fd523ec0b	assert-0f92263ff7b7b89945cf6e76103bd2c7510c82b5a01b617f	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=4;table=1;row=2	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	false	false	false	false	2026-08-28
decision-77bfa8928edb080191d84768	review-25a95422413caca06363dcd5	assert-1035da8a7d44708a9232fa333e144bcaef6645c3b788c024	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=5;table=1;row=10	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		53c5dd3ac8da58b843585693f8a83f89ffd9eff49e30db79a025657b565a8583	false	false	false	false	2026-08-28
decision-77a671e60d31d106b45bfa8d	review-0f82f8e3adf334ba2a4967c4	assert-105e513403fff32df47d672cf9d9eb99ca518113de202af9	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=1;table=1;row=11	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	false	false	false	false	2026-08-28
decision-f1c4a0c580058efaa2dfb666	review-9020959d72d21960cbfa299c	assert-106163fc743671a4cb7ff10e4c08eea4acf95a9de6d2ba56	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://it.avpa.fr/_files/ugd/58172f_35c0d4eb0b3043bbb4dbe37d46bc608c.pdf#page=5;table=1;row=10	6f8be1365130c379c41b79fdbbde910f73f0e26f73f04a99ceba22e41702a847		FULL_GOVERNED_SNAPSHOT		7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	false	false	false	false	2026-08-28
decision-1f249978ab7ead2bf57b44dc	review-28769e4c0bc97628a2df398b	assert-112c0e70c3d3dc5b256dffe561e99758e5e6bd2e75cfb44a	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf#page=1;table=1;row=11	9e24c113cad136b7471f2855a4f21b56f5255c9e6e91aac41801304b3006c6a7		FULL_GOVERNED_SNAPSHOT		8be6c7f436ddf1827a697043d503d1365afead7eaeb4bbc28954627480da91d2	false	false	false	false	2026-08-28
decision-f09d148a9a9b740eed9205b0	review-978e6d48e99bdb13861fd560	assert-114e32e604b383832deeb81c32311ed9568ea77d7bccda96	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=5;table=1;row=6	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		14d2232d0a862edd99f629f8aa56edcc8e445d046c2d4e4bc6502410fc7c9511	false	false	false	false	2026-08-28
decision-8e5ff24e7f41ed0b0890591d	review-79c49d4a558012bdd95758e3	assert-1171bfa41d79298309cb8c299c303664c7ea7d6a5e6ecf0f	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=3;table=1;row=10	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f		FULL_GOVERNED_SNAPSHOT		cc6eae69e9094554c667012a0a9b317a6896a708c5b29b584555de715aa17efd	false	false	false	false	2026-08-28
decision-3210e4aace2ccd57e414e85b	review-a79e3f409762704f27f0e197	assert-11c570e91b2bd502d9b2d9e070a95520a5fbf764c36b57ef	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=7;table=1;row=4	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		0208c137affbd67aca0d5fd3da455c4ace270f67fdb63423b9a57c5f8f2222f5	false	false	false	false	2026-08-28
decision-524f6f8c2610ef99e9702e89	review-7d1267f4fe0ed6b6193aeaed	assert-11e6f369480aa74ef80ee51cf96862371268d41b5a09274e	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=3;table=1;row=14	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f		FULL_GOVERNED_SNAPSHOT		35fdec3f1e368127614081f8b09b2c01c185cf1046e491ab1dcf649b63e5c955	false	false	false	false	2026-08-28
decision-25a16f4ca589a41aa35a3f72	review-70bd7a860d9ed2594b4a686a	assert-1239b21fff7f87d1b82795225d6ae2635069740a7db6b3e5	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=4;table=1;row=15	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		cc6eae69e9094554c667012a0a9b317a6896a708c5b29b584555de715aa17efd	false	false	false	false	2026-08-28
decision-99b8940a42420e797724e19c	review-1d28d58ac17c969c21197b3c	assert-126153d810c403e94aec16e1f375626a8b781529e993c09b	NON_DESCRIPTOR	NON_DESCRIPTOR	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	round3m-descriptor-review-v1	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	SOURCE_PDF_VISUAL_AUDIT_IDENTIFIES_RESULT_TABLE_CATEGORY_COLUMN;ROUND3M_CLASS_EXCLUDES_CATEGORY_NAMES	https://it.avpa.fr/_files/ugd/58172f_35c0d4eb0b3043bbb4dbe37d46bc608c.pdf#page=8;table=1;row=10	6f8be1365130c379c41b79fdbbde910f73f0e26f73f04a99ceba22e41702a847		FULL_GOVERNED_SNAPSHOT		65a2f30c8faa3188212dfa19512c7111119dad9cd56da5537e16c3d0cf471746	false	false	false	false	2026-08-28
