review_queue_id	descriptor_assertion_id	professional_record_id	source_family_id	source_route_id	edition_id	edition_year	source_artifact_id	source_file_sha256	route_index_sha256	source_file_sha256_scope	source_file_nonstorage_reason	raw_record_sha256	source_locator	source_language	source_text_sha256	source_text_storage_state	source_text_non_storage_reason	source_field_contract	publication_layer	descriptor_class	evidence_tier	review_state	review_actor_type	current_disposition	disposition_reason_code	human_review_required	model_eligible	decision_effective_date
review-a79fb145b073a0c21a708e10	assert-08457830d4bb811a289dcce9add9c9d144ccd4ba11977ecc	commercial-regional-avpa-coffees-roasted-at-origin-2021-avpa-2021-74	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2021	2021	artifact-23eddec8ca8f92e44fa0dd50	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f		FULL_GOVERNED_SNAPSHOT		92cde9f4045a5f3f25aa365426d0315f4434bb6f7b36864361adfbc408e58507	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=2;table=1;row=3	fr	da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-a95f0bdc88cc75c706a24ded	assert-0ad247b0b92f6d1fd68308ffd79137b58bf9c4273fd6010a	commercial-regional-avpa-coffees-roasted-at-origin-2025-avpa-2025-p6-r11	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2025	2025	artifact-3914c9be73e7715c45a37e0c	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		df311989f4466ccbdcc8f8418d3e06b0e2050077a292d9e519716d77e3720992	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=6;table=1;row=11	fr	7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-6868dbe85860b9023f96a19d	assert-0aef2c5032343ab8030d525a358d71480bf4d553e49566c3	commercial-regional-avpa-coffees-roasted-at-origin-2025-avpa-2025-p3-r13	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2025	2025	artifact-3914c9be73e7715c45a37e0c	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		4417cf72d4088855203eaaed9098f4130f790c589949efad6707399760ec939f	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=13	fr	da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-4057667f34721dc12f72f18d	assert-0b39601eeaa16068b366b58a8f9e61b1e9f85e1275d9042d	commercial-regional-avpa-coffees-roasted-at-origin-2021-avpa-2021-65	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2021	2021	artifact-23eddec8ca8f92e44fa0dd50	bc2cadb1180e5e941708ad9a1b71637cdc3351c8fdd1cf543864948b1f63ac6f		FULL_GOVERNED_SNAPSHOT		00db21e49310b382c96e12353ac9f3810096986b086deb8ca7241c8758bf408c	https://en.avpa.fr/_files/ugd/58172f_4c77467cf60241c68a87aa0c5ae471dd.pdf#page=5;table=1;row=5	fr	8be6c7f436ddf1827a697043d503d1365afead7eaeb4bbc28954627480da91d2	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-58e96bfc8b18b19857142b14	assert-0b91bdb7217202fbd7a2ad46d1560ea7f136d8da93b36a4a	commercial-regional-avpa-coffees-roasted-at-origin-2023-avpa-2023-106	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2023	2023	artifact-212251328044613c58cc7c9b	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		bbce1d284a754fcad47afba247f9b8f9cf90ac4bd3e298629c3117eefa298ed6	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=5;table=1;row=9	fr	53c5dd3ac8da58b843585693f8a83f89ffd9eff49e30db79a025657b565a8583	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-2d85249113d84d688844ac2f	assert-0bd0d457e200e31756d69e05e61863e4cc912e2b326590de	commercial-regional-avpa-coffees-roasted-at-origin-2022-avpa-2022-68	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2022	2022	artifact-0d40c244b1a74a66c6cb695a	9e24c113cad136b7471f2855a4f21b56f5255c9e6e91aac41801304b3006c6a7		FULL_GOVERNED_SNAPSHOT		8b75730f7315506b6f2306143056ae9c22d17d87d17c739e9319f1714ddbb6f0	https://www.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf#page=4;table=1;row=7	fr	8be6c7f436ddf1827a697043d503d1365afead7eaeb4bbc28954627480da91d2	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-23dda6a3337f8d13bb3e7ced	assert-0ccd2bf19a8ccd3f318aa6c015f79c44fda9dbdef7dba282	commercial-regional-avpa-coffees-roasted-at-origin-2023-avpa-2023-9	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2023	2023	artifact-212251328044613c58cc7c9b	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		9c79d1587280e26754d6373230b05d8989be2179bdaadde7d92c709dd0cbab1c	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=4;table=1;row=3	fr	7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-4e6f618ecc05465d17723a58	assert-0e90ace1e57245d4a177992148711eb49a79a729cc8ba0a7	commercial-regional-avpa-coffees-roasted-at-origin-2025-avpa-2025-p3-r8	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2025	2025	artifact-3914c9be73e7715c45a37e0c	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		86e9268ab13c0931cf33e4a1a19712eeb34e97698f95b370d5aee514ac7c31b3	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=3;table=1;row=8	fr	c9bac4144d2ae72ad4ebec21f1845f907aefc3552f733b4178d368813df45edc	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-5ba6bf7a212404a44821ad19	assert-0f72979a4bd778d079c303a13001b3767d40bb18d2a55de2	commercial-regional-avpa-coffees-roasted-at-origin-2024-avpa-2024-13	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2024	2024	artifact-7e2d8cba9bb8023868540b95	6f8be1365130c379c41b79fdbbde910f73f0e26f73f04a99ceba22e41702a847		FULL_GOVERNED_SNAPSHOT		6df7bbcfdd8e19b55269f1c9997c24da8507aafcf706543a6aa524d44e214b81	https://it.avpa.fr/_files/ugd/58172f_35c0d4eb0b3043bbb4dbe37d46bc608c.pdf#page=2;table=1;row=8	fr	9bfab8d17c6cb827a294a9a56a02f90229b44e6382f7cc6de3266232e9b45926	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-a45ca68594f0684fd523ec0b	assert-0f92263ff7b7b89945cf6e76103bd2c7510c82b5a01b617f	commercial-regional-avpa-coffees-roasted-at-origin-2025-avpa-2025-p4-r2	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2025	2025	artifact-3914c9be73e7715c45a37e0c	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		9cb8025c159cf51adf8f6db3f2fc4b6721bf4632ea3bdf0f74fe6e5a1a9cba29	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=4;table=1;row=2	fr	da9604047163006b9207433b5be455e479079a2d0df385a24ff83874b7e335e9	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-25a95422413caca06363dcd5	assert-1035da8a7d44708a9232fa333e144bcaef6645c3b788c024	commercial-regional-avpa-coffees-roasted-at-origin-2023-avpa-2023-108	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2023	2023	artifact-212251328044613c58cc7c9b	7e44c8ba26dff9508589edf308496c47b5104c07922101ba8d08eb0b89240c53		FULL_GOVERNED_SNAPSHOT		aab648968c0459cc061f48b3d4bc7c1e4247b0f9aeca72192ce5194c668293dc	https://www.avpa.fr/_files/ugd/58172f_30052b626d3046dc809ac7c1aadfb577.pdf#page=5;table=1;row=10	fr	53c5dd3ac8da58b843585693f8a83f89ffd9eff49e30db79a025657b565a8583	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
review-0f82f8e3adf334ba2a4967c4	assert-105e513403fff32df47d672cf9d9eb99ca518113de202af9	commercial-regional-avpa-coffees-roasted-at-origin-2025-avpa-2025-p1-r11	avpa_coffees_roasted_at_origin	avpa_public_palmares	avpa-coffees-roasted-at-origin-2025	2025	artifact-3914c9be73e7715c45a37e0c	37e395246a44f63dbda8e024275a1f7789c2808c831d96593069464f529c7547		FULL_GOVERNED_SNAPSHOT		02fc2dbd13f74bbcd9dfc9c924dd5e1c1e3ba6c2496afdd8bd4b40f8399f2f61	https://es.avpa.fr/_files/ugd/58172f_8bacccff6b394c70a4245a028435bf32.pdf#page=1;table=1;row=11	fr	7f572ae6d66df2d97e7b8377203577071674b36d2dae4f1e20eb70643df0e04d	HASH_ONLY	PUBLIC_REPOSITORY_EXCLUDES_SOURCE_NATIVE_RESULT_TEXT_WHILE_RIGHTS_UNKNOWN	AVPA_RESULT_TABLE_CATEGORY_CLASSIFICATION	RESULT_METADATA	NON_DESCRIPTOR	UNRESOLVED	REJECTED_NON_DESCRIPTOR	CODEX_SOURCE_AUDITOR	NON_DESCRIPTOR	CATEGORY_CLASSIFICATION_NOT_FILLED_OBSERVATION	false	false	2026-08-28
