inference_case_id	case_type	preparation_family_key	roast_code	selected_question_axis_ids	question_count	stopped_before_q4	main_concept_ids	secondary_concept_ids	main_output_count	secondary_output_count	abstention_codes	override_observed	candidate_state_before_json	candidate_state_after_json	decision_score_semantics	policy_version	lineage_paths	next_question_axis_id	question_trace_json	result_state
context-04-04	CONTEXT_ONLY	preparation.family.espresso_pressure	medium		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-04-05	CONTEXT_ONLY	preparation.family.espresso_pressure	medium_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-04-06	CONTEXT_ONLY	preparation.family.espresso_pressure	dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-04-07	CONTEXT_ONLY	preparation.family.espresso_pressure	extremely_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-01	CONTEXT_ONLY	preparation.family.diluted_espresso	extremely_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-02	CONTEXT_ONLY	preparation.family.diluted_espresso	light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-03	CONTEXT_ONLY	preparation.family.diluted_espresso	medium_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-04	CONTEXT_ONLY	preparation.family.diluted_espresso	medium		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-05	CONTEXT_ONLY	preparation.family.diluted_espresso	medium_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-06	CONTEXT_ONLY	preparation.family.diluted_espresso	dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-05-07	CONTEXT_ONLY	preparation.family.diluted_espresso	extremely_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-01	CONTEXT_ONLY	preparation.family.stovetop_boiled	extremely_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-02	CONTEXT_ONLY	preparation.family.stovetop_boiled	light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-03	CONTEXT_ONLY	preparation.family.stovetop_boiled	medium_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-04	CONTEXT_ONLY	preparation.family.stovetop_boiled	medium		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-05	CONTEXT_ONLY	preparation.family.stovetop_boiled	medium_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-06	CONTEXT_ONLY	preparation.family.stovetop_boiled	dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-06-07	CONTEXT_ONLY	preparation.family.stovetop_boiled	extremely_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-07-01	CONTEXT_ONLY	preparation.family.cold_extraction	extremely_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-07-02	CONTEXT_ONLY	preparation.family.cold_extraction	light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-07-03	CONTEXT_ONLY	preparation.family.cold_extraction	medium_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-07-04	CONTEXT_ONLY	preparation.family.cold_extraction	medium		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-07-05	CONTEXT_ONLY	preparation.family.cold_extraction	medium_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
