inference_case_id	case_type	preparation_family_key	roast_code	answers_json	open_set_expression	locale	expected_policy_state	gold_descriptor_labels	lineage_paths
context-03-01	CONTEXT_ONLY	preparation.family.hybrid	extremely_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-03-02	CONTEXT_ONLY	preparation.family.hybrid	light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-03-03	CONTEXT_ONLY	preparation.family.hybrid	medium_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-03-04	CONTEXT_ONLY	preparation.family.hybrid	medium	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-03-05	CONTEXT_ONLY	preparation.family.hybrid	medium_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-03-06	CONTEXT_ONLY	preparation.family.hybrid	dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-03-07	CONTEXT_ONLY	preparation.family.hybrid	extremely_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-01	CONTEXT_ONLY	preparation.family.espresso_pressure	extremely_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-02	CONTEXT_ONLY	preparation.family.espresso_pressure	light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-03	CONTEXT_ONLY	preparation.family.espresso_pressure	medium_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-04	CONTEXT_ONLY	preparation.family.espresso_pressure	medium	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-05	CONTEXT_ONLY	preparation.family.espresso_pressure	medium_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-06	CONTEXT_ONLY	preparation.family.espresso_pressure	dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-04-07	CONTEXT_ONLY	preparation.family.espresso_pressure	extremely_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-01	CONTEXT_ONLY	preparation.family.diluted_espresso	extremely_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-02	CONTEXT_ONLY	preparation.family.diluted_espresso	light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-03	CONTEXT_ONLY	preparation.family.diluted_espresso	medium_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-04	CONTEXT_ONLY	preparation.family.diluted_espresso	medium	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-05	CONTEXT_ONLY	preparation.family.diluted_espresso	medium_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-06	CONTEXT_ONLY	preparation.family.diluted_espresso	dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-05-07	CONTEXT_ONLY	preparation.family.diluted_espresso	extremely_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-01	CONTEXT_ONLY	preparation.family.stovetop_boiled	extremely_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-02	CONTEXT_ONLY	preparation.family.stovetop_boiled	light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-03	CONTEXT_ONLY	preparation.family.stovetop_boiled	medium_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-04	CONTEXT_ONLY	preparation.family.stovetop_boiled	medium	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-05	CONTEXT_ONLY	preparation.family.stovetop_boiled	medium_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-06	CONTEXT_ONLY	preparation.family.stovetop_boiled	dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-06-07	CONTEXT_ONLY	preparation.family.stovetop_boiled	extremely_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-01	CONTEXT_ONLY	preparation.family.cold_extraction	extremely_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-02	CONTEXT_ONLY	preparation.family.cold_extraction	light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-03	CONTEXT_ONLY	preparation.family.cold_extraction	medium_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-04	CONTEXT_ONLY	preparation.family.cold_extraction	medium	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-05	CONTEXT_ONLY	preparation.family.cold_extraction	medium_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-06	CONTEXT_ONLY	preparation.family.cold_extraction	dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-07-07	CONTEXT_ONLY	preparation.family.cold_extraction	extremely_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-01	CONTEXT_ONLY	preparation.family.espresso_milk	extremely_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-02	CONTEXT_ONLY	preparation.family.espresso_milk	light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-03	CONTEXT_ONLY	preparation.family.espresso_milk	medium_light	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-04	CONTEXT_ONLY	preparation.family.espresso_milk	medium	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-05	CONTEXT_ONLY	preparation.family.espresso_milk	medium_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-06	CONTEXT_ONLY	preparation.family.espresso_milk	dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
context-08-07	CONTEXT_ONLY	preparation.family.espresso_milk	extremely_dark	[]		en	NEEDS_MANDATORY_Q1		docs/product/PRODUCT_CONTRACT_V0.md|db/022_round3b_context_governance.sql
answer-update-01	ANSWER_UPDATE	preparation.family.filter_percolation	extremely_light	"[{""option_id"":""cocoa_nut_caramel"",""question_axis_id"":""family_direction""},{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-02	ANSWER_UPDATE	preparation.family.immersion	light	"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""},{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-03	ANSWER_UPDATE	preparation.family.hybrid	medium_light	"[{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""winey"",""question_axis_id"":""fermentation_character""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-04	ANSWER_UPDATE	preparation.family.espresso_pressure	medium	"[{""option_id"":""floral_tea"",""question_axis_id"":""family_direction""},{""option_id"":""nuts"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""citrus_like"",""question_axis_id"":""acidity_character""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-05	ANSWER_UPDATE	preparation.family.diluted_espresso	medium_dark	"[{""option_id"":""cocoa_nut_caramel"",""question_axis_id"":""family_direction""},{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-06	ANSWER_UPDATE	preparation.family.stovetop_boiled	dark	"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""},{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-07	ANSWER_UPDATE	preparation.family.cold_extraction	extremely_dark	"[{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""winey"",""question_axis_id"":""fermentation_character""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-08	ANSWER_UPDATE	preparation.family.espresso_milk	extremely_light	"[{""option_id"":""floral_tea"",""question_axis_id"":""family_direction""},{""option_id"":""nuts"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""citrus_like"",""question_axis_id"":""acidity_character""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-09	ANSWER_UPDATE	preparation.family.filter_percolation	light	"[{""option_id"":""cocoa_nut_caramel"",""question_axis_id"":""family_direction""},{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-10	ANSWER_UPDATE	preparation.family.immersion	medium_light	"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""},{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-11	ANSWER_UPDATE	preparation.family.hybrid	medium	"[{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""winey"",""question_axis_id"":""fermentation_character""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-12	ANSWER_UPDATE	preparation.family.espresso_pressure	medium_dark	"[{""option_id"":""floral_tea"",""question_axis_id"":""family_direction""},{""option_id"":""nuts"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""citrus_like"",""question_axis_id"":""acidity_character""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-13	ANSWER_UPDATE	preparation.family.diluted_espresso	dark	"[{""option_id"":""cocoa_nut_caramel"",""question_axis_id"":""family_direction""},{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-14	ANSWER_UPDATE	preparation.family.stovetop_boiled	extremely_dark	"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""},{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-15	ANSWER_UPDATE	preparation.family.cold_extraction	extremely_light	"[{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""winey"",""question_axis_id"":""fermentation_character""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-16	ANSWER_UPDATE	preparation.family.espresso_milk	light	"[{""option_id"":""floral_tea"",""question_axis_id"":""family_direction""},{""option_id"":""nuts"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""citrus_like"",""question_axis_id"":""acidity_character""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-17	ANSWER_UPDATE	preparation.family.filter_percolation	medium_light	"[{""option_id"":""cocoa_nut_caramel"",""question_axis_id"":""family_direction""},{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-18	ANSWER_UPDATE	preparation.family.immersion	medium	"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""},{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-19	ANSWER_UPDATE	preparation.family.hybrid	medium_dark	"[{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""winey"",""question_axis_id"":""fermentation_character""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-20	ANSWER_UPDATE	preparation.family.espresso_pressure	dark	"[{""option_id"":""floral_tea"",""question_axis_id"":""family_direction""},{""option_id"":""nuts"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""citrus_like"",""question_axis_id"":""acidity_character""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-21	ANSWER_UPDATE	preparation.family.diluted_espresso	extremely_dark	"[{""option_id"":""cocoa_nut_caramel"",""question_axis_id"":""family_direction""},{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-22	ANSWER_UPDATE	preparation.family.stovetop_boiled	extremely_light	"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""},{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""white_floral"",""question_axis_id"":""floral_tea_reference""}]"		zh-Hans	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-23	ANSWER_UPDATE	preparation.family.cold_extraction	light	"[{""option_id"":""roast_spice_smoke"",""question_axis_id"":""family_direction""},{""option_id"":""winey"",""question_axis_id"":""fermentation_character""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
answer-update-24	ANSWER_UPDATE	preparation.family.espresso_milk	medium_light	"[{""option_id"":""floral_tea"",""question_axis_id"":""family_direction""},{""option_id"":""nuts"",""question_axis_id"":""browned_sweet_reference""},{""option_id"":""citrus_like"",""question_axis_id"":""acidity_character""}]"		en	OUTPUT_OR_PARTIAL_OUTPUT		db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
override-01	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	extremely_light	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-02	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	light	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-03	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	medium_light	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-04	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	medium	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-05	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	medium_dark	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-06	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	dark	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-07	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	extremely_dark	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
override-08	USER_ANSWER_OVERRIDES_CONTEXT	preparation.family.espresso_pressure	extremely_light	"[{""option_id"":""caramel_honey"",""question_axis_id"":""browned_sweet_reference""}]"		en	ANSWER_OVERRIDES_WEAK_PRIOR		db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv
missing-context-01	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-02	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-03	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-04	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-05	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-06	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-07	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
missing-context-08	MISSING_CONTEXT			"[{""option_id"":""fruit"",""question_axis_id"":""family_direction""}]"		en	NEUTRAL_CONTEXT_PRIOR		docs/product/PRODUCT_CONTRACT_V0.md
conflict-01	CONFLICTING_ANSWER	preparation.family.filter_percolation	extremely_light	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-02	CONFLICTING_ANSWER	preparation.family.immersion	light	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-03	CONFLICTING_ANSWER	preparation.family.hybrid	medium_light	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-04	CONFLICTING_ANSWER	preparation.family.espresso_pressure	medium	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-05	CONFLICTING_ANSWER	preparation.family.diluted_espresso	medium_dark	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-06	CONFLICTING_ANSWER	preparation.family.stovetop_boiled	dark	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-07	CONFLICTING_ANSWER	preparation.family.cold_extraction	extremely_dark	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
conflict-08	CONFLICTING_ANSWER	preparation.family.espresso_milk	extremely_light	"[{""option_id"":""citrus"",""question_axis_id"":""fruit_region""},{""option_id"":""berry"",""question_axis_id"":""fruit_region""}]"		en	ABSTAINED_CONFLICT		db/data/product-inference-v0/PRODUCT_TASK_CONTRACT.json
open-set-01	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.filter_percolation	extremely_light	[]	unknown-expression-fixture-01	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
