language_expression_key	language_code	representative_source_phrase	normalized_expression	expression_role	source_authored	machine_translated	artificial_variant	review_state	counts_toward_governed_total	counts_as_zh_hans_sensory_expression	public_export_allowed	limitation
expression.round3i.en.sha256_5b5823959509cc8aeb7792d5ca869fa11e7e4cbf0b238e056cb37f84edbaa230	en	Astringency	astringency	TEXTURE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_5e4657dc4ffab28dca53014a3fed4f349957e89e33fffe5f10c93a8937ffbaaa	en	Tea.floral	tea/floral	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_73ea3105d02574618302ee4748a4525727d1aa9c325427e7b1eae81088132091	en	Floral and fruity	floral and fruity	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	en	Cocoa	cocoa	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_8bd1c5cb837eb8a4bf13bb88f8a7922d84d2b98b192bc698e1a8058d0a97e0fd	en	Burnt	burnt	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_8cca6491956a18b1d8dbfa77927fa9fea937d7d4382d4c57d2d8470863ae56a3	en	Nuts and dry fruits	nuts and dry fruits	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	en	Fruit	fruit	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	en	Citrus	citrus	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	en	Caramel	caramel	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	en	Honey	honey	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_a5fd895fb063328ea49a453848a4a817f66470174cc8df250e4f378e010948e4	en	Aroma intensity	aroma intensity	QUALIFIER	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_adc432b5863ee4fac107eff255f1108c66524f11ecf0db61c6d6b5c17c6c0fe9	en	Aroma persistence	aroma persistence	QUALIFIER	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	en	Sweet	sweet	BASIC_TASTE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_bb85c70800b45efb53a9671b9882deea1db581f29dd0b4f01cff5c535a8d77ef	en	Thick.viscous	thick/viscous	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_bbe8e9531e011540d71bdd2ba9addd73edf7e56313c446d5cf014f09e4e42eb1	en	Bitter	bitter	BASIC_TASTE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_bc1e365600a760b063bf709706a3019695ba718d69dba6e3da40d16de7249a91	en	Dry vegetal	dry vegetal	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_beaac1faca992ae5dabf900f9d2ea44c427750cf80339e4518fbd55f9bea9868	en	Cereals	cereals	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_c34fa3baa3f7903b45014037d5d58fe4234304b4aa0647acaee02684e84120ec	en	Nutty/Cocoa	nutty/cocoa	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	en	Fruity	fruity	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_cf7b499d0842cc7d498fc52987a39bf3046be8ee4baa3cfb06c32b141096f5a3	en	Green.veg	green/vegetative	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_d1b2cefc1c40cee6cb4005ae40e8593fc5a72c9244d4548f543fc0f23a0d5e2e	en	Astringent	astringent	TEXTURE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	en	Dark.chocolate	dark chocolate	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_e8a10a5bb2a29d363e3c159b68a5628a0add9da7f3e1b24eb5b3123c8c769d4f	en	Pastry	pastry	AROMA_REFERENCE	True	False	False	SOURCE_REVIEWED	False	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
expression.round3i.en.sha256_fd40743688b56144da3db303d1497a0cda5e6e9b98a58e26d4f2b71311136146	en	Paper.wood	paper/wood	COMPOSITE_REFERENCE	True	False	False	SOURCE_REVIEWED	True	False	True	Observed source label only; meanings and numeric scales remain source-local and are not pooled across families.
