language_document_key	language_source_key	language_source_family_key	source_revision	source_date	source_row_locator	language_code	document_type	source_content_sha256	content	raw_text_public_export_allowed	counts_as_new_contemporary_document	counts_as_zh_hans_document	source_authored	machine_translated	artificial_variant	privacy_state	public_export_state	frozen_snapshot
document.bollen-2024.profile-011	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:011	en	TRAINED_PANEL_PROFILE	d356616ba4fdeb513c240051a7b73d0b183c7774326285677066697fefbb15d7	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""1"",""Green/Vegetative"":""3"",""Nutty/Cocoa"":""7"",""Roasted"":""2"",""Sour/Fermented"":""0"",""Spices"":""0"",""Sweet"":""1""},""genetic_class"":""Lula"",""genotype"":""G0007"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.25"",""balance"":""7.333333333333333"",""bitter_sweet"":""7.583333333333333"",""clean_cup"":""10"",""flavor"":""7.5"",""fragrance_aroma"":""7.416666666666667"",""mean_total_score"":""79.33333333333333"",""mouthfeel"":""7.416666666666667"",""overall"":""7.416666666666667"",""salt_acid"":""7.416666666666667"",""sd_total_score"":""1.0408329997330665"",""spread_total_score"":""2"",""total_rounded"":""79.25"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-012	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:012	en	TRAINED_PANEL_PROFILE	8c44cd63f81016916ac92ef54e176679d6aba9645e7338c7a4905ab1a6a2af82	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""0"",""Green/Vegetative"":""0"",""Nutty/Cocoa"":""7"",""Roasted"":""5"",""Sour/Fermented"":""0"",""Spices"":""0"",""Sweet"":""2""},""genetic_class"":""Lula"",""genotype"":""G0007"",""harvest"":""2022"",""source_local_panel_scores"":{""aftertaste"":""7.416666666666667"",""balance"":""7.416666666666667"",""bitter_sweet"":""7.5"",""clean_cup"":""10"",""flavor"":""7.5"",""fragrance_aroma"":""7.5"",""mean_total_score"":""79.75"",""mouthfeel"":""7.416666666666667"",""overall"":""7.5"",""salt_acid"":""7.5"",""sd_total_score"":""1.8874586088176875"",""spread_total_score"":""3.75"",""total_rounded"":""79.75"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-013	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:013	en	TRAINED_PANEL_PROFILE	48433609be4162a7f1fb60a76a3ae953df21605d61781aa86bf473e7b0898de8	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""0"",""Green/Vegetative"":""2"",""Nutty/Cocoa"":""7"",""Roasted"":""6"",""Sour/Fermented"":""0"",""Spices"":""2"",""Sweet"":""1""},""genetic_class"":""Lula"",""genotype"":""G0008"",""harvest"":""2022"",""source_local_panel_scores"":{""aftertaste"":""7.333333333333333"",""balance"":""7.5"",""bitter_sweet"":""7.583333333333333"",""clean_cup"":""10"",""flavor"":""7.5"",""fragrance_aroma"":""7.416666666666667"",""mean_total_score"":""79.83333333333333"",""mouthfeel"":""7.5"",""overall"":""7.416666666666667"",""salt_acid"":""7.583333333333333"",""sd_total_score"":""0.6291528696058958"",""spread_total_score"":""1.25"",""total_rounded"":""79.75"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-014	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:014	en	TRAINED_PANEL_PROFILE	afa28b6448ae8653afedcd7d7c8368b51e800d6179c441c2f5aefd70b3d7177b	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""0"",""Green/Vegetative"":""4"",""Nutty/Cocoa"":""4"",""Roasted"":""2"",""Sour/Fermented"":""0"",""Spices"":""2"",""Sweet"":""1""},""genetic_class"":""Lula"",""genotype"":""G0008"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.166666666666667"",""balance"":""7.416666666666667"",""bitter_sweet"":""7.583333333333333"",""clean_cup"":""10"",""flavor"":""7.5"",""fragrance_aroma"":""7.25"",""mean_total_score"":""79.5"",""mouthfeel"":""7.583333333333333"",""overall"":""7.416666666666667"",""salt_acid"":""7.583333333333333"",""sd_total_score"":""0.8660254037844386"",""spread_total_score"":""1.5"",""total_rounded"":""79.5"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-015	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:015	en	TRAINED_PANEL_PROFILE	60a1ab99b365bb89dc9f63af136492c185f2c1a55dffae184c820704b9b53c5e	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""1"",""Green/Vegetative"":""9"",""Nutty/Cocoa"":""3"",""Roasted"":""3"",""Sour/Fermented"":""0"",""Spices"":""0"",""Sweet"":""2""},""genetic_class"":""Lula"",""genotype"":""G0008(br)"",""harvest"":""2022"",""source_local_panel_scores"":{""aftertaste"":""7"",""balance"":""7.25"",""bitter_sweet"":""7.5"",""clean_cup"":""10"",""flavor"":""7.166666666666667"",""fragrance_aroma"":""7"",""mean_total_score"":""78"",""mouthfeel"":""7.416666666666667"",""overall"":""7.166666666666667"",""salt_acid"":""7.5"",""sd_total_score"":""1.5206906325745548"",""spread_total_score"":""2.75"",""total_rounded"":""78"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-016	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:016	en	TRAINED_PANEL_PROFILE	9675f35e9b0d67331812ed0b01c58fa321bbdd607991b0627e6e077d1952e845	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""4"",""Green/Vegetative"":""1"",""Nutty/Cocoa"":""4"",""Roasted"":""3"",""Sour/Fermented"":""0"",""Spices"":""7"",""Sweet"":""1""},""genetic_class"":""Lula"",""genotype"":""G0009"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.583333333333333"",""balance"":""7.75"",""bitter_sweet"":""7.833333333333333"",""clean_cup"":""10"",""flavor"":""7.75"",""fragrance_aroma"":""7.75"",""mean_total_score"":""82.08333333333333"",""mouthfeel"":""7.833333333333333"",""overall"":""7.75"",""salt_acid"":""7.833333333333333"",""sd_total_score"":""0.2886751345948129"",""spread_total_score"":""0.5"",""total_rounded"":""82"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-017	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:017	en	TRAINED_PANEL_PROFILE	7077e348527a878d16a0ddf789fb3bfcbad4a958a104246a8ee0f55c0b185cbf	"{""descriptor_class_counts"":{""Floral"":""1"",""Fruity"":""5"",""Green/Vegetative"":""0"",""Nutty/Cocoa"":""7"",""Roasted"":""3"",""Sour/Fermented"":""0"",""Spices"":""5"",""Sweet"":""4""},""genetic_class"":""Lula-Congolese Subgroup A"",""genotype"":""G0010"",""harvest"":""2022"",""source_local_panel_scores"":{""aftertaste"":""7.75"",""balance"":""7.916666666666667"",""bitter_sweet"":""7.833333333333333"",""clean_cup"":""10"",""flavor"":""7.916666666666667"",""fragrance_aroma"":""7.75"",""mean_total_score"":""82.66666666666667"",""mouthfeel"":""7.833333333333333"",""overall"":""7.75"",""salt_acid"":""7.916666666666667"",""sd_total_score"":""1.0103629710818451"",""spread_total_score"":""1.75"",""total_rounded"":""82.75"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-018	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:018	en	TRAINED_PANEL_PROFILE	5567f3720de7e402ee2bd92d19cb142c5e174b7c55b592a503b25dd179b8b4e1	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""0"",""Green/Vegetative"":""0"",""Nutty/Cocoa"":""6"",""Roasted"":""3"",""Sour/Fermented"":""0"",""Spices"":""0"",""Sweet"":""4""},""genetic_class"":""Lula-Wild"",""genotype"":""G0013"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.416666666666667"",""balance"":""7.666666666666667"",""bitter_sweet"":""7.666666666666667"",""clean_cup"":""10"",""flavor"":""7.666666666666667"",""fragrance_aroma"":""7.75"",""mean_total_score"":""81.16666666666667"",""mouthfeel"":""7.75"",""overall"":""7.666666666666667"",""salt_acid"":""7.583333333333333"",""sd_total_score"":""1.0408329997330665"",""spread_total_score"":""2"",""total_rounded"":""81.25"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-019	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:019	en	TRAINED_PANEL_PROFILE	6f5d326a0af9e066aed44b7e81412f4474b1791a70d662844aac67428425ce5c	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""0"",""Green/Vegetative"":""1"",""Nutty/Cocoa"":""5"",""Roasted"":""3"",""Sour/Fermented"":""0"",""Spices"":""4"",""Sweet"":""2""},""genetic_class"":""Lula"",""genotype"":""G0015"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.333333333333333"",""balance"":""7.583333333333333"",""bitter_sweet"":""7.666666666666667"",""clean_cup"":""10"",""flavor"":""7.5"",""fragrance_aroma"":""7.75"",""mean_total_score"":""80.58333333333333"",""mouthfeel"":""7.666666666666667"",""overall"":""7.5"",""salt_acid"":""7.583333333333333"",""sd_total_score"":""0.38188130791298663"",""spread_total_score"":""0.75"",""total_rounded"":""80.5"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-020	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:020	en	TRAINED_PANEL_PROFILE	049c26cca75d52885d8adfe4fb90f2ea9770d5092207b64afeb928efb0d57b3b	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""3"",""Green/Vegetative"":""0"",""Nutty/Cocoa"":""5"",""Roasted"":""3"",""Sour/Fermented"":""0"",""Spices"":""3"",""Sweet"":""0""},""genetic_class"":""Lula"",""genotype"":""G0021"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.416666666666667"",""balance"":""7.583333333333333"",""bitter_sweet"":""7.666666666666667"",""clean_cup"":""10"",""flavor"":""7.583333333333333"",""fragrance_aroma"":""7.583333333333333"",""mean_total_score"":""81.16666666666667"",""mouthfeel"":""7.916666666666667"",""overall"":""7.666666666666667"",""salt_acid"":""7.75"",""sd_total_score"":""0.7637626158259733"",""spread_total_score"":""1.5"",""total_rounded"":""81.25"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
document.bollen-2024.profile-021	figshare.bollen-2024	family.bollen-robusta-qgraders-2024	Frontiers Figshare item 25735122 version 1	2024-05-02	bollen_2024_sensory_scores.tsv:data_row:021	en	TRAINED_PANEL_PROFILE	f826bc77b5860721ab572671161c71757bb942b6a8a737ee58297176a2ec9893	"{""descriptor_class_counts"":{""Floral"":""0"",""Fruity"":""7"",""Green/Vegetative"":""2"",""Nutty/Cocoa"":""5"",""Roasted"":""1"",""Sour/Fermented"":""2"",""Spices"":""3"",""Sweet"":""3""},""genetic_class"":""Lula-Wild"",""genotype"":""G0023"",""harvest"":""2021"",""source_local_panel_scores"":{""aftertaste"":""7.75"",""balance"":""8"",""bitter_sweet"":""8.25"",""clean_cup"":""10"",""flavor"":""7.916666666666667"",""fragrance_aroma"":""7.833333333333333"",""mean_total_score"":""83.66666666666667"",""mouthfeel"":""7.916666666666667"",""overall"":""7.916666666666667"",""salt_acid"":""8.083333333333334"",""sd_total_score"":""0.7637626158259733"",""spread_total_score"":""1.5"",""total_rounded"":""83.75"",""uniformity"":""10""},""source_local_scale_notice"":""Panel scores and descriptor-class counts retain source units; no cross-source normalization or pooling is applied.""}"	False	True	False	True	False	False	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	True
