language_expression_key	language_code	representative_source_phrase	normalized_expression	expression_role	source_authored	machine_translated	artificial_variant	review_state	counts_toward_governed_total	counts_as_zh_hans_sensory_expression	public_export_allowed	limitation
language.expression.zh_hans.sha256_a0502352fe0e3973c5d8749938d398fab0f2d55af2921dfbbd6cbeb8b321b3a9	zh-Hans	不是变质酸	不是变质酸	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_292f4317da12d42cdc3b508f510d3aad2a8db4a5a7f587ffbf938fe3b7654163	zh-Hans	介于糖水与焦糖之间	介于糖水与焦糖之间	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_29d84078fdb500fe483e70bad4cf4ac13489db0e6f580f842bce7f5b585df1a6	zh-Hans	从头到尾全是油脂	从头到尾全是油脂	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_823b1d3f27f67f743f3712e7ec00c9d14b6e73796d1a00485fb6835e2dd66a30	zh-Hans	从头到尾的强烈苦	从头到尾的强烈苦	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_43eacd881f8785a889abe6a33d54877a1bba8b45b41d7a59deeefde8d40037cf	zh-Hans	低苦	低苦	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_558daff23f47e101f9f90c0e6b3ee28c57e8c6baf7a48353c54cd5ebe3466372	zh-Hans	余韵（回甘）	余韵(回甘)	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_e7db3e440568710178a872b0d8696d8c46f6225d7af2a0ed6a5917642c486116	zh-Hans	余韵缩短	余韵缩短	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_007760a01b8028a221a4260ee0f11330e9d7b7da6f29190557b87bbd71c800c7	zh-Hans	余韵长	余韵长	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b1524b57e5cee768f63966a5bdbe6bf1c66273c764cf34e08d1b9644d617539f	zh-Hans	余韵长且令人愉悦	余韵长且令人愉悦	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_263c839e36c57cad123665dfb3796ee7b9518b46af2cc5d2142529d1a0be38b7	zh-Hans	偏苦涩	偏苦涩	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_e170775675b4ccfba4d79c2e6f15a54929a19e6efb995d04a853af4abfde86ec	zh-Hans	入口略酸	入口略酸	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b66f703ac1b0c4f45de00fd56c182c15769ddb477e37b53f5fc513ebb6c4afd7	zh-Hans	劣质香薰味道久久不散	劣质香薰味道久久不散	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_7995cbe6286b1dcaf957622481a58fa12ca98e204de0af7e5b5807fc8bedb72f	zh-Hans	劣质香薰味道令人作呕	劣质香薰味道令人作呕	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0a54d6435991a8c6762ff9b913fb04e5de320fe5576f28ee57dc895a7839d802	zh-Hans	劣质香薰味道贯穿始终	劣质香薰味道贯穿始终	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_1cdc18e511c6815d3adb2c1e1c4b10af27d328a3e8bcb24b2c174a3ad1b747b1	zh-Hans	发酵味表现为成熟香气	发酵味表现为成熟香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a4485a3721507e6ab0888b7851e58dd2fc5e12a4d932045e516af4477a23cab8	zh-Hans	口感入口甜	口感入口甜	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_7a08140cbbacb61f37ca244d801cbcca8d01c5466fa20a45e0114c4f4f41e194	zh-Hans	口感甜、酸、苦均衡	口感甜、酸、苦均衡	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_80ce80a67aca3075246f333bad98b6647ac687e7c5b36a4b62bb50d71167e5a8	zh-Hans	口感苦涩	口感苦涩	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_38331ca0cf23314f197a87f8a4176ff0c116849a2a8ac6caae9c36db73cbf804	zh-Hans	口感顺滑	口感顺滑	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_331b9484db802cd40cc22e938093026995b29e7eab28c23cbf4b5fa3acdb6edd	zh-Hans	各种味道混合复杂	各种味道混合复杂	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_ee39e12f1bdb436bbfa2f71403c0af8704978ebd29da96f287c81fe9bb2d214c	zh-Hans	各项表现均衡	各项表现均衡	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_2241bed2b63f1f9c1ed56ef49e27a01536520200d9986c8de0f0404611e8dd58	zh-Hans	后段涩苦	后段涩苦	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_1427c9bd145869dd9f92c6f8fde97f2e8b0442f254f4ae360e6a6c67e9e483ee	zh-Hans	后段苦	后段苦	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c4f916224ce12b9ab2af0e4d9ba294fda1de42be64061c1fcf77df5b5ddeb0c3	zh-Hans	味型单一	味型单一	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_74200b57819ded0f2650e7e9ba9bc8afc64a28019fd8b6b344c977cf70802213	zh-Hans	味道更有层次	味道更有层次	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_76269a91c1e7a79df9af2d5d39f762b882cf7f1760bd191c8cab4c4a9364ac7c	zh-Hans	喝水之后变甜	喝水之后变甜	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_6478e403f08c5122063a3260a8254eea2bfbfe56b16f76f6b05d05357d62f339	zh-Hans	喝水后变甜	喝水后变甜	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_91a6d68016161d87f9593416938aa24c6297903373ba7c0eb137649298a30122	zh-Hans	喝的苦而闻着咖啡渣很香	喝的苦而闻着咖啡渣很香	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_88e54fe534a6531abbb91d5c2a29a8c76c6c95d7fe5dfbeb267a0b2c0e4ccf0f	zh-Hans	回味有些复杂	回味有些复杂	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_2311a5c73bd32c2959bbcdaf1e0de28cb7274db3b379988bb8f757eb3e0f0657	zh-Hans	回香甘甜	回香甘甜	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_583f34baf7ff52092e06463dcd188c75638e50a762c6a21c5b6e5307ba6ff5fc	zh-Hans	坚果	坚果	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a51985855d553c57dcbd61d97905d97db05b938b78fe34d58b2dfe0223477d53	zh-Hans	坚果、巧克力的香气	坚果、巧克力的香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0a9b224851bfc696746b28884cb9f65d9dd3044f628b8072c362866995ad861b	zh-Hans	坚果感受明显	坚果感受明显	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0de778ed5c9468a4833171a7e78528e606e652ea2fd415604098fd7e2c577b92	zh-Hans	坚果木质味道	坚果木质味道	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_fa6f3b5cced97e7ce0f7b15805d972b9c303cea7a37320dfb6d4b66f3dba991c	zh-Hans	坚果香气	坚果香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c665d1823b367e088740764fb47ba0fded4fcae2e15857303200a679a6a6bc86	zh-Hans	坚果香气明显	坚果香气明显	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_cd53b99f9cef2c2e9b6677e075fad6cc7391b1981cff72a9cf2eb43c54fbe76f	zh-Hans	太妃糖感受令人愉悦	太妃糖感受令人愉悦	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_01565365cc7b66c47faf76095d37cac2c1f46a8c3f6f6e60fa77a35d00b0189d	zh-Hans	奶油	奶油	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b83e63d3c38e0ff60d5e76aaafc22c879e9f183abcea611177f8cedcdf0ca4b5	zh-Hans	奶油、香草等香气	奶油、香草等香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c4c83b275a4e51daf6c8ff439918e8aed320da3cee51edf67210a75e725e3aa8	zh-Hans	奶糖	奶糖	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_914bf68e42471c1af86f2d805d2263ca55a2b45f3c3de1ff509c6173649839a2	zh-Hans	奶糖风味	奶糖风味	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a23eeac5f1a4172498dd1ecf7e530d89f069c1dfc2b11ac65655ff399e399a0f	zh-Hans	寡淡	寡淡	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_75486472f25caac97dbdf4c432fa2cb6daac52ab46c45b342c487c081a616519	zh-Hans	少部分焦糖	少部分焦糖	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_f372f2ce79a69a6727a46bfa531d1643926f1018851e7695c22c80e81c290dd0	zh-Hans	少部分酸感	少部分酸感	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_6c6284ef81b6bff76f700b407fd7e6eb4bc3ac3b0b97b6ebb6ac14d1f4b099c0	zh-Hans	少量短暂的油脂味	少量短暂的油脂味	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_e00418e2c4386adf403a1d07043956eeeda131b0b61ef2d8d80d9b1bcc1b21c7	zh-Hans	尖酸的醋味	尖酸的醋味	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_fc22d6bf3267781efdaad2b6c4f0f1ea845b862cf2a47165471ea220410070d8	zh-Hans	尾韵伴随一些油腻感	尾韵伴随一些油腻感	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_bfa118d5c081592edfcd98f477066575a4e56cacb3c5f14ab893a662b07970da	zh-Hans	巧克力感	巧克力感	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8ed5a0ff4ffded79be3230c2dcc46196ac23d1a281f8e43836508662a2c85705	zh-Hans	干燥的草本植物的感受	干燥的草本植物的感受	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b457ffc3cc252f3f59ae50dfe83d75159de4b4708a6ce1ef8347d4439a3c5cd9	zh-Hans	很混合	很混合	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_4d97587b027d7650ac482e5a3b535523efba29805be0d87e479ddf993db41f8f	zh-Hans	很甜的那种红心、溏心红薯	很甜的那种红心、溏心红薯	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_54059ca037b5ab837ae99aabade36f00e54f878f6d49fd62ab3b8272395d4d8b	zh-Hans	很难有酸感	很难有酸感	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_129e21aa99edecd217876b25a62e2a6868afd72dd5ed3da03ff0dfe01c0d7b47	zh-Hans	总体而言香气令人愉悦	总体而言香气令人愉悦	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8b4054e9172ec236f4c9cfec58d4dba5a504fd8abc8ee254cdabb1350db9fb46	zh-Hans	成熟水果香气	成熟水果香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_265df3f67d85511c4eea11c8ed43c6c54cc3a561e08148a9e2f4f2a7246ebbce	zh-Hans	成熟的水果香气	成熟的水果香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_75a1056b8df92046ceb2e0e5fb40823ca2abfc2be44e9bc93795a366f61ba9d8	zh-Hans	无明显的苦感	无明显的苦感	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c0874aff42c750344aa9da6dba9da9654d68c006f69c83ae2a655cbbfaf9ae04	zh-Hans	无苦味	无苦味	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c131475b591a7952d17ce3dd478fdc5b00c70277a318e97b04c3c4e39be111c2	zh-Hans	无酸味	无酸味	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8438733aaa6a1b5453300ee932bb4d88bdbf0053a9e26f5c0408c26ba3eaab3f	zh-Hans	无香气	无香气	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_69d92b3606068c2d038de9da42bdcc2554312c0030d56d225ee35fd2e0c34c21	zh-Hans	明显烟熏感	明显烟熏感	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b85090cc55a3c165ceb90b2ac882570de4563ce0762465f84cb25e0bb81c4572	zh-Hans	明显的草药苦	明显的草药苦	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8f5f9e97a94cf6e818e90f2f4a39e61d5941edda6b6ef42cfcce09d3349984dc	zh-Hans	明显酸感	明显酸感	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_5f95f45ed1d37ee7fe8e31b45946752c2c5f0554f9584f9e5e2e913f2ef9966b	zh-Hans	暂时不好形容	暂时不好形容	UNRESOLVED	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_5728961ac31abbcb06ee955489bd9b78ee9b14cdca3ed3c970a39c0bc624b00a	zh-Hans	有一点点像放了一些香料后的炸鸡	有一点点像放了一些香料后的炸鸡	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_534ddcc27c5953d94ec2225253f245b5db906815be5ee629afec882f52560cfb	zh-Hans	有一点花香的感觉	有一点花香的感觉	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_5138dca502d8613b5281a431a9c9b2b3973b5cdbcdc0cd6cd8e0b6a920d5d3cb	zh-Hans	有些蓝山感	有些蓝山感	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_80e3cc49d629d4b2f548bef23bf244ca031bca2b59de0c3f0eabd01db513b564	zh-Hans	有些许发酵味	有些许发酵味	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_3e09fec3ab8e2594c2d8c13d75b8efa8e2d7ea881fdcbf463fe9fc236700f325	zh-Hans	有些许坚果、可可味道	有些许坚果、可可味道	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a68353a77580629c192fa37281ab5716c584e35a29231ce296cc3a97a1213131	zh-Hans	有些许杏仁感	有些许杏仁感	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_3e838a6f498d2413700f52970b3453d69a9a46589a43b23913f29460b99008c9	zh-Hans	有些许苦感	有些许苦感	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_e19a7499604975fb6546fe691a1b08a17f95e808ada859e21e5e6dd745528285	zh-Hans	有点像某种廉价的香薰	有点像某种廉价的香薰	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_6bcc0800d070ffe0fb3e2d99b7dcc1f97026012911a0c6ce48e799d8141da4e6	zh-Hans	有甜感	有甜感	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_dd397e0f6cb7dd75aa01a97abfe49165eaf9b32fd69963c28c3c46f4ae6ae005	zh-Hans	有红薯风味？	有红薯风味?	UNRESOLVED	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8eef361047cb22ae11f39335ed72597b4117473001740afdc24eefbf7130527c	zh-Hans	有花香	有花香	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
