duplicate_review_key	earlier_document_key	later_document_key	duplicate_match_basis_code	duplicate_review_decision_code	reviewed_at	rationale
duplicate_review.2f4a2cdd47a5e7ea17ee1109bd15a49ad6c1b02a85aec748ade36e32107dad80	document.firstbloom.release_3304	document.firstbloom.release_3306	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.a5e9f9fe7d043f63171402a89c84c86d0cc0ce17b61f76fb13d7491c79945e8f	document.firstbloom.release_3304	document.firstbloom.release_3305	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.0ff103bc46f5698a11f597382bc0bd79bae8cdfaa5ffd7445481002c8b935169	document.firstbloom.release_4287	document.firstbloom.release_4517	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.764047f5bc159a918505aae9645480bcc52fe5caa6913af54e4d39dbe8cb1d7c	document.firstbloom.release_409	document.firstbloom.release_3254	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.467aba2b64cb61a9bf3d5e1d089aa5cd24ec34e38259e348b49301f95480e856	document.firstbloom.release_2810	document.firstbloom.release_714	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.89c4e8f63e96c52507979d5e6d7429baf9cb6fc46a804c14c853d0b5efed9e63	document.firstbloom.release_2810	document.firstbloom.release_2050	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.fba582c1d9004291392192a517b31eabbab622887388b7660fb408464145ce85	document.firstbloom.release_1328	document.firstbloom.release_241	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.55ce9a0a9cc7413ffb9346a484ebb312443c68aaeb224613faf44d12e5474413	document.firstbloom.release_1328	document.firstbloom.release_911	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.0d3b58a48efa3c436eb7d57719412efea57d6f5688ff9bbf378e1b28f1d17a6b	document.firstbloom.release_3586	document.firstbloom.release_947	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.222efcc3c43ba02ba8ecc9d0f1a730158e7e7663fdcf62ef67c84d7bd6e76db6	document.firstbloom.release_4267	document.firstbloom.release_288	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.c6f23736fa7e8e5a1e5c3a5194518e4756292b17e3e7541f1acac92055d42788	document.firstbloom.release_4470	document.firstbloom.release_3796	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.27a9053f8c3fc88a66916290c8c9ee579a11b24017eeac008dea52e3e9fe82bd	document.firstbloom.release_3625	document.firstbloom.release_894	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.098b4e9224ae836a2a405dca4ded295d5a342af442201e3ac2820a8f227c4c0c	document.firstbloom.release_2143	document.firstbloom.release_2142	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.96fabb82e686cc39962ec64862f139efa58929629ed442d63d943aef2790b861	document.firstbloom.release_4548	document.firstbloom.release_2947	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.4c841a82920f6c2066b229be4bad06b25fdfed14b741bca4ae4da79de65bf1b4	document.firstbloom.release_2412	document.firstbloom.release_3914	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.600c62722efe84b0cbd4799daeefb3d894cc6b9ff6358306b9438224128a28ba	document.firstbloom.release_1678	document.firstbloom.release_4465	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.e2245e4a0f578dc8d741e12bba030c72bbb0003cb94269dcab889c23ac752abd	document.firstbloom.release_1580	document.firstbloom.release_298	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.a95bec62cbca6de5afee5eb0eb21a40cde2761698a468b93300e1e43e5bae9df	document.firstbloom.release_700	document.firstbloom.release_705	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.54abfa47a6c504436f5c3a025fc7d019bb096ef1f49070ade5092a0469a100c2	document.firstbloom.release_4521	document.firstbloom.release_921	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.2998c68e9af8b53b5ad1001ebce54bb865eac34d0df14d7741296f52e69463dc	document.firstbloom.release_625	document.firstbloom.release_3626	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.2a2289f128bd8cfc07cc6aaa9c7d7130d6fef6f3208841566cbe2b05d45f57ed	document.firstbloom.release_4185	document.firstbloom.release_1702	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.5b550d01afa2828c04335cbef83910bf9cbebd48023e21b473e3b9fcbb35651b	document.firstbloom.release_1000	document.firstbloom.release_999	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.3fc846d19d5e7e1f23db113aa3e1b01a56c555ac2a90dc5ca98853f9aec664c2	document.firstbloom.release_4346	document.firstbloom.release_3801	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.678d67817b9e62d637399a480a4b8dc58cbb7e8df173015e4f1dc56e1605b101	document.firstbloom.release_3967	document.firstbloom.release_3406	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.ee6fdc086af172ae1841e224dc0b1adae89e10943adf6120a4361f3ddd0e176a	document.firstbloom.release_1664	document.firstbloom.release_2612	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.caa4af6a21d981e48841c3470860592634b1edf0d4523ff7f1f2d61884b5abc5	document.firstbloom.release_2145	document.firstbloom.release_2144	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.11369567f3384ece6f6f0d25c672113c91456977bd08349037a701e50e120d61	document.firstbloom.release_2382	document.firstbloom.release_2916	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.f4aef07544786055a5e580493238f889ca6637e38174e6c08529d9e92eef2dcf	document.firstbloom.release_3184	document.firstbloom.release_3912	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.0129963b11e173c3e8d978d73569ccbd9742718257d5653332c74773ace6b174	document.firstbloom.release_2651	document.firstbloom.release_2775	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.65ab83d6fd05360abca5ecf287350868994a58cf18aa07527c86359816ed2cc6	document.firstbloom.release_2651	document.firstbloom.release_3594	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.cc88c69949045fc9fcea023e04b607fd9cbbdacf8b539a675326471500696837	document.firstbloom.release_192	document.firstbloom.release_4239	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.d40c5b83f50e7b53f7bcac00645f74a36258903362bb82ac62bf8f487669d4a5	document.firstbloom.release_4581	document.firstbloom.release_3380	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.ec7ca77c0e306253b97de60edab20f0e63fc7e3cfdaf77007f970999250cedbc	document.firstbloom.release_286	document.firstbloom.release_177	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.eb81671175c22121433af92fbcd6933fb17948288fc02c8201ea3d0e0ae30b2d	document.firstbloom.release_901	document.firstbloom.release_4503	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.00200932877950620092aa5c6357c09b104e328f0e4e93c9d9502fdbed953a91	document.firstbloom.release_1597	document.firstbloom.release_122	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.dfd8cd2bfd312bfcca577939fbe617b947627fc8a3c37fef78c25ecb393dad50	document.firstbloom.release_704	document.firstbloom.release_706	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.9ec40b87a466620994249b9537bcad69a657b0c2d23a9fb9aa7d5017a7bdc2ac	document.firstbloom.release_3621	document.firstbloom.release_895	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.2c4f94a042ccdc3d096ab2c651928154005d1bd80b01208cdb993e61190ee0e9	document.firstbloom.release_3627	document.firstbloom.release_626	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.13a3387b0ecf8ae6f28a36779bbc125b534c990b8cdc4302f3f6e8473276d3f7	document.firstbloom.release_998	document.firstbloom.release_997	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.3d4cc53940024ffb1567b388639c98e7e73a28d7e61b117428985671c4bafab4	document.firstbloom.release_4356	document.firstbloom.release_1956	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.262785846ac4c94fe8e4a6c5a6304dab3847e02e70099d636c976774403cf8ec	document.firstbloom.release_2844	document.firstbloom.release_1297	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.6a6fe39cc3c367d3c3421c2ace0c95124016014bf522f5fb50ea5505a28e5e07	document.firstbloom.release_1793	document.firstbloom.release_2162	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.ec4752111c62224b62bba2b43bfee4593e9b538eeaf651a230e6b2d6700bf9e0	document.firstbloom.release_2341	document.firstbloom.release_4539	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.8874c32384183ec94260794edd9227c1687063930a8566d1166a6ed68213e212	document.firstbloom.release_3682	document.firstbloom.release_3681	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.d9ef21ee9324773f1054c11e1b1513cae882b758708e2ff92aeeabbd49ec19fe	document.firstbloom.release_714	document.firstbloom.release_2050	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.52bab3d57004b0bfb6774fb00a234baef7eb5191f26cdd22c6df58a5d7c29f96	document.firstbloom.release_522	document.firstbloom.release_4501	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.e20783c5537a64a8f2a8330c68bdf26be9c39a590f8856b8d42ff74e826eb4aa	document.firstbloom.release_4264	document.firstbloom.release_290	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.8573d0f04e70cba57c646ab70c7d8d433c00ccbac74c1fcf32be620d12030bfe	document.firstbloom.release_860	document.firstbloom.release_1832	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.9d3febf65f70f4fa6f0df673c6c0a1d467b8ffeb4729446bc8c76436a0e7afe8	document.firstbloom.release_1703	document.firstbloom.release_1701	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.c241ce94ac68acd8cd1678fe261eb8d4a29458ed80f815b4418f1a43f6dec017	document.firstbloom.release_1938	document.firstbloom.release_1937	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.831a5b05bfc5bedb55fa1ae68387a34586228b84101a80543859490c90ac054c	document.firstbloom.release_2775	document.firstbloom.release_3594	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.f4234cc777fc181d18d62bc280b39ff6931d4f7d3c791b2af1af7f0a3e475185	document.firstbloom.release_3856	document.firstbloom.release_2850	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.87bad40cdd0031a35aa229e9eed9a068bcb766aa3b7281799cbba451b248da95	document.firstbloom.release_3850	document.firstbloom.release_3852	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.a6988d7954a1a385dac68b94a4a443afe1e07ee68fa38ba022fe2269c0d0a088	document.firstbloom.release_57	document.firstbloom.release_2000	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.6c45028084741ef168be45a021515519016b290495fc09dc155da71c7056436b	document.firstbloom.release_873	document.firstbloom.release_4425	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.057a3de31350f330831d51a7686460a9062ab1bd1f7b8b604054702bfad3c7eb	document.firstbloom.release_311	document.firstbloom.release_1581	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.e3de5994398a526bb6363138967631b6b5f7f36d2270125c74233e75a40fa586	document.firstbloom.release_3803	document.firstbloom.release_922	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.ebbf536da24cdf4c8c041a6939d0550daba832dfc8baf5bf7d4ff65b9a951a8b	document.firstbloom.release_3021	document.firstbloom.release_1318	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.de370381458dbb0abd89e2b2fdbb1280a2db9fb7c08839bc110151618622a089	document.firstbloom.release_1620	document.firstbloom.release_3125	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.66da9ae0d030bb2ecc5a41c8454b52f972f726694f0c2e3e56dee7cb9a07fc4c	document.firstbloom.release_1791	document.firstbloom.release_2163	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.1b33081dfc7b69daad93034fbf53776455226c034e465c8afc5df953ddb1eaa3	document.firstbloom.release_1933	document.firstbloom.release_1934	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.0e2627e19608107ca8e7a0bbf97e9e6a5d5a5a0ec4852ff13098092d2a5e8cd4	document.firstbloom.release_2111	document.firstbloom.release_3356	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.e3971a5a17ba5f251f1471556161cbf551fb68e1c262493665a4e6d773f043e1	document.firstbloom.release_3306	document.firstbloom.release_3305	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.9a0a52cbff65476e4581d276e2cb3aeced8f6c07a7140de7d4e44a969d3a1ac1	document.firstbloom.release_3679	document.firstbloom.release_3680	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.89ddb8628054b576a2b264318ffd0ef0c2ec1947196415017397f48b5c98cc9f	document.firstbloom.release_3177	document.firstbloom.release_1149	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.047d2ce804cc455a721f4f6d932e704b2eb54e5337de24ce3d4433c3b917aa73	document.firstbloom.release_151	document.firstbloom.release_1542	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.7b9c3716cf021caa12028b33f4c007c37d7bd337a1de822a5edb8d030a588147	document.firstbloom.release_372	document.firstbloom.release_1835	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.5797906ba51624d3cd36c8d5cfc29b473f1b382b1066cd98dd34261d43457b2d	document.firstbloom.release_2521	document.firstbloom.release_3962	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
