product_key	document_key	publisher_key	source_policy_key	batch_key	external_product_key	external_release_key	product_name	listing_date	roast_date	captured_at	canonical_url	content_sha256	raw_text_sha256	metadata_composite_sha256	selection_sha256	batch_number	raw_observation_count	retained_observation_count	redacted_observation_count	coffee_origin_country_codes	coffee_regions	producer_names	farm_names	variety_names	process_names	metadata
product.firstbloom.1360	document.firstbloom.release_1398	publisher.firstbloom.15	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	1360	1398	Suke Quto Natural	2019-04-11		2026-08-24T00:00:00+00:00		07636c010c3099c58f6df5d84439ba807e0ee315e1c132f0319089cc4fd02017	07636c010c3099c58f6df5d84439ba807e0ee315e1c132f0319089cc4fd02017	eb771a38f4b43815560ec8f720bc8cffe966aea90c0ad7cb09e0e8b3bd7f772f	1375986222a0a48727713a929be0b8e5b93a643d316500a6c5fa02aebe6db290	1	1	0	1	"[""ET""]"	"[""Oromia Region""]"	"[""Tesfaye Bekele""]"	"[""Suke Quto""]"	"[""Kudhumi/Kurume"",""Welicho""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Suke Quto""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2019-04-11 19:40:59.147"",""source_relation_row_count"":2,""source_release_created_at"":""2019-04-11 19:41:00.760""}"
product.firstbloom.212	document.firstbloom.release_185	publisher.firstbloom.16	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	212	185	Jesmiar Sandi	2018-08-22		2026-08-24T00:00:00+00:00		7523931a24ba918c5a0bb3e3253116d12ce3d3980872e6ce7c1262f7db640678	7523931a24ba918c5a0bb3e3253116d12ce3d3980872e6ce7c1262f7db640678	673ace1ca48ddd69ad36d29919f15ccccfb7ce0c5f2522de6fe59d13613894d1	00d1b334b299890bfa25e8624296824909eeba9b3480cfb110c81569367bfbfd	1	2	2	0	"[""BR""]"	[]	"[""Jesmiar Sandi""]"	"[""Sitio Sao Joaquim""]"	"[""Yellow Bourbon""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Brazil""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Sitio Sao Joaquim""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2018-08-22 17:45:34.259"",""source_relation_row_count"":1,""source_release_created_at"":""2018-08-22 17:45:35.738""}"
product.firstbloom.3768	document.firstbloom.release_4063	publisher.firstbloom.17	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	3768	4063	Tiqiset Wakqo	2020-01-17		2026-08-24T00:00:00+00:00		559e0093e4bbb13b742d33634cfefb31430a2af9bb51838dd3bfafa6164cfefa	559e0093e4bbb13b742d33634cfefb31430a2af9bb51838dd3bfafa6164cfefa	ebabbce7b6e189cdeafe5a99647e2e864ac1fdf2e80ba7e30583b7b06dc19052	0a7cfbf4bcd7e57bfc5b17cf955069a1387cd44aa31e97c0a66e9d86f206bb07	1	3	3	0	"[""ET""]"	"[""Gedeo Zone""]"	"[""Tiqiset Wakqo""]"	[]	"[""Regional Landraces/Heirloom""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2020-01-17 18:19:54.675"",""source_relation_row_count"":1,""source_release_created_at"":""2020-01-17 18:19:55.101""}"
product.firstbloom.601	document.firstbloom.release_612	publisher.firstbloom.18	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	601	612	Colombia Las Brisas Retail 12 Oz	2018-10-25		2026-08-24T00:00:00+00:00		7243d0e27ca2566dac1ed2e8fcfea958a04db0e1963fbcb9979abb88a9c15d76	7243d0e27ca2566dac1ed2e8fcfea958a04db0e1963fbcb9979abb88a9c15d76	8677ca87f9f0de6dc98feef00f9bb144625e5f6354ecb20e9d6661dcd28e5bbb	00b0f9f2ca27d6795b08f934c9aadda51fa87910c9978771ed2c3f6bfa853329	1	3	3	0	"[""CO""]"	[]	"[""Las Brisas, Rioblanco Municipality""]"	[]	"[""Caturra""]"	"[""Sun Dried"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[""Sun Dried""],""farm_names"":[],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2018-10-25 22:47:56.395"",""source_relation_row_count"":1,""source_release_created_at"":""2018-10-25 22:47:57.433""}"
product.firstbloom.1533	document.firstbloom.release_1579	publisher.firstbloom.19	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	1533	1579	Guatemala Regional Select	2019-05-12		2026-08-24T00:00:00+00:00		0a0fc1e4ce0526e75226c42610fd531b725b41659eb9ecf89e6320629ac69062	0a0fc1e4ce0526e75226c42610fd531b725b41659eb9ecf89e6320629ac69062	26a01dccb2b1c5ac3b946fc0c1d2ace6d72bfd00130981ce8bdf8f272452c364	04148f2b85f62a31d73e8f90acdd1b2dfcdaa29bc3087b73ee4414cd358b8787	1	3	3	0	"[""GT""]"	"[""Huehuetenango""]"	"[""Various smallholder producers""]"	"[""Various smallholder farms""]"	"[""Bourbon"",""Catuai"",""Caturra"",""Pache"",""Typica""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2019-05-12 23:38:10.764"",""source_relation_row_count"":5,""source_release_created_at"":""2019-05-12 23:38:11.793""}"
product.firstbloom.985	document.firstbloom.release_1005	publisher.firstbloom.21	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	985	1005	Peru, Cajamarca Decaf	2019-01-21		2026-08-24T00:00:00+00:00		79f367d3d078eae9d84758e383707c8c5a5b2b6528db34cb1c02571676a3def7	79f367d3d078eae9d84758e383707c8c5a5b2b6528db34cb1c02571676a3def7	a86d63f93c211d4fff870a5021a36ace063e93889e86c9f417f08ee8d7c88d77	025c37aaaf8764ccbc2dee0d887a693a300f4a2d3b3a09a0830bde1a2e50f594	1	3	3	0	"[""PE""]"	[]	"[""Various smallholder producers""]"	"[""Various smallholder farms""]"	"[""Bourbon"",""Caturra"",""Typica""]"	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Peru""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2019-01-21 01:05:19.315"",""source_relation_row_count"":3,""source_release_created_at"":""2019-01-21 01:05:20.265""}"
product.firstbloom.3625	document.firstbloom.release_3918	publisher.firstbloom.23	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	3625	3918	La Escondida Espresso	2020-01-04		2026-08-24T00:00:00+00:00		4dc742b6aae860fae54d4ce3488df7b32f6ee8f7fe3e168274e29f533a434de5	4dc742b6aae860fae54d4ce3488df7b32f6ee8f7fe3e168274e29f533a434de5	1758c0c72cd2b351ad71ea6d2aa5d22dfd475b5d25cf163da1bf927886980a94	051c6e7cbeb9e4b9a01b06e9895156f901fe0df6e6775d15523476aa921b7ab5	1	3	3	0	"[""NI""]"	[]	"[""Mario Vilchez""]"	"[""Finca la Escondida""]"	"[""Red Catuai""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Nicaragua""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Finca la Escondida""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2020-01-04 01:46:41.926"",""source_relation_row_count"":1,""source_release_created_at"":""2020-01-04 01:46:42.466""}"
product.firstbloom.207	document.firstbloom.release_180	publisher.firstbloom.24	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	207	180	Colosseo	2018-08-20		2026-08-24T00:00:00+00:00		976bb1410eb2e3eeeb3b07378c86e930d799282ab4b90cdb7577a7ac0b070333	976bb1410eb2e3eeeb3b07378c86e930d799282ab4b90cdb7577a7ac0b070333	bbf505d9b74c884b581f1879f3dc0c214b0e98576bb69e6bd205319648feed41	026820a8c71917045067a85951a52d4b4abff8e14418692ceba3954a20d366d4	1	2	2	0	"[""BR""]"	[]	"[""Gabriel Carvalho Dias""]"	"[""Fazenda Cachoeira da Grama""]"	"[""Catuai"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Brazil""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Fazenda Cachoeira da Grama""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2018-08-20 16:03:34.592"",""source_relation_row_count"":2,""source_release_created_at"":""2018-08-20 16:03:35.257""}"
product.firstbloom.4148	document.firstbloom.release_4508	publisher.firstbloom.25	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	4148	4508	Finca Buenos Aires	2020-05-26		2026-08-24T00:00:00+00:00		581818bb18633621257c69052195876d591d41cf70be75e0a0dea0a4aeb9aceb	581818bb18633621257c69052195876d591d41cf70be75e0a0dea0a4aeb9aceb	1c53d2f7b15e311d8732f09d3eb6b03a88bb3f4a64981f621cf283a6b4a11911	08207b7893bc1cdfda228865a85840b8feebdc64121b9eb82aaffd04a13ecdc5	1	3	2	1	"[""CO""]"	[]	"[""Erney Salinas""]"	"[""Finca Buenos Aires""]"	"[""Castillo"",""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Finca Buenos Aires""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2020-05-26 17:17:37.251"",""source_relation_row_count"":2,""source_release_created_at"":""2020-05-26 17:17:37.691""}"
product.firstbloom.98	document.firstbloom.release_62	publisher.firstbloom.26	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	98	62	Rwanda Kanzu	2017-12-29		2026-08-24T00:00:00+00:00		d747c492e84f305d27d98154427965934533416e12b9b90d9a57e2af104bfd33	d747c492e84f305d27d98154427965934533416e12b9b90d9a57e2af104bfd33	fadd4d883a4bd0a2f2f0e7cfeeb682a6be423bd6dcc603f275fee1a2865d6f0b	05d8b923e1ddad3f8c3e842ce5fe59500e42dff5903f04b077868618fc3633b2	1	2	2	0	"[""RW""]"	"[""Nyamasheke""]"	"[""Various smallholder producers""]"	"[""Various smallholder farms""]"	"[""Bourbon""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Rwanda""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2017-11-30 23:49:47.759"",""source_relation_row_count"":1,""source_release_created_at"":""2017-12-29 02:58:37.713""}"
product.firstbloom.4079	document.firstbloom.release_4423	publisher.firstbloom.27	source_policy.firstbloom.a6cb002.derived_terms	batch.firstbloom_a6cb002_pilot_v1.1	4079	4423	Kenya Kiambu	2020-05-14		2026-08-24T00:00:00+00:00		da938b36be20961831c4c95f254dfaab32224714c0fa3c2e477df7f278f3630d	da938b36be20961831c4c95f254dfaab32224714c0fa3c2e477df7f278f3630d	169be01ba35e3ae4e7874e6ac42282909d05a8d7ff2bf0e2e0ffe7d02f312173	025270b055b35b828110c54b91f42e0edcdba059bd7f39871105bc9074b405b6	1	2	2	0	"[""KE""]"	[]	"[""Various smallholder producers""]"	"[""Various smallholder farms""]"	"[""SL28""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""complete_note_string_emitted"":false,""consumer_review_file_read"":false,""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""raw_text_stored"":false,""roaster_description_emitted"":false,""source"":""Firstbloom Data"",""source_commit"":""a6cb0026d1af9642724793c799bbc48dc189ba35"",""source_product_created_at"":""2020-05-14 01:04:55.044"",""source_relation_row_count"":1,""source_release_created_at"":""2020-05-14 01:04:55.629""}"
