dataset_snapshot_key	source_document_key	source_revision	source_date	geography	language	raw_text	raw_text_public_export_allowed	capture_method	c0_candidate	c1_source_local	black_milk	sensory_method	participant_type
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710374	2710374	2024-10-31	United States	en	"{""additionalDescriptions"":""coffee singles, bags, pods, or K-cups"",""description"":""Coffee, NS as to brewed or instant""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	filter_percolation_candidate	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710375	2710375	2024-10-31	United States	en	"{""additionalDescriptions"":""coffee singles, bags, pods, or K-cups;coffee, brewed, NS as to regular or decaffeinated"",""description"":""Coffee, brewed""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	filter_percolation_candidate	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710376	2710376	2024-10-31	United States	en	"{""additionalDescriptions"":""reduced caffeine;half-caf;coffee singles, bags, pods or K-cups"",""description"":""Coffee, brewed, blend of regular and decaffeinated""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	filter_percolation_candidate	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710377	2710377	2024-10-31	United States	en	"{""additionalDescriptions"":"""",""description"":""Coffee, Turkish""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	stovetop_boiled	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710378	2710378	2024-10-31	United States	en	"{""additionalDescriptions"":"""",""description"":""Coffee, espresso""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_pressure	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710379	2710379	2024-10-31	United States	en	"{""additionalDescriptions"":"""",""description"":""Coffee, espresso, decaffeinated""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_pressure	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710380	2710380	2024-10-31	United States	en	"{""additionalDescriptions"":""coffee singles, bags, pods, or K-cups"",""description"":""Coffee, brewed, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	filter_percolation_candidate	not_reported	black	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710381	2710381	2024-10-31	United States	en	"{""additionalDescriptions"":"""",""description"":""Coffee, Cuban""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	unresolved_cuban_preparation	not_reported	not_reported	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710382	2710382	2024-10-31	United States	en	"{""additionalDescriptions"":"""",""description"":""Coffee, macchiato""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710383	2710383	2024-10-31	United States	en	"{""additionalDescriptions"":""caramel macchiato"",""description"":""Coffee, macchiato, sweetened""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710384	2710384	2024-10-31	United States	en	"{""additionalDescriptions"":""beverage made with equal amounts of coffee and milk, sugar added"",""description"":""Coffee, cafe con leche""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710385	2710385	2024-10-31	United States	en	"{""additionalDescriptions"":""beverage made with equal amounts of decaffeinated coffee and milk, sugar added"",""description"":""Coffee, cafe con leche, decaffeinated""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710386	2710386	2024-10-31	United States	en	"{""additionalDescriptions"":""plain or unflavored;2% or whole milk;NS as to regular or decaffeinated"",""description"":""Coffee, Latte""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710387	2710387	2024-10-31	United States	en	"{""additionalDescriptions"":""plain or unflavored;NS as to regular or decaffeinated;sugar free;low fat, fat free, skim or 1% milk"",""description"":""Coffee, Latte, nonfat""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710388	2710388	2024-10-31	United States	en	"{""additionalDescriptions"":""plain or unflavored;almond, coconut, rice, or soy milk;NS as to regular or decaffeinated"",""description"":""Coffee, Latte, with non-dairy milk""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710389	2710389	2024-10-31	United States	en	"{""additionalDescriptions"":""flavors other than chocolate;2% or whole milk;NS as to regular or decaffeinated"",""description"":""Coffee, Latte, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710390	2710390	2024-10-31	United States	en	"{""additionalDescriptions"":""flavors other than chocolate;NS as to regular or decaffeinated;low fat, fat free, skim or 1% milk"",""description"":""Coffee, Latte, nonfat, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710391	2710391	2024-10-31	United States	en	"{""additionalDescriptions"":""NS as to regular or decaffeinated;almond, coconut, rice, or soy milk;flavors other than chocolate"",""description"":""Coffee, Latte, with non-dairy milk, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710392	2710392	2024-10-31	United States	en	"{""additionalDescriptions"":""2% or whole milk;plain or unflavored"",""description"":""Coffee, Latte, decaffeinated""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710393	2710393	2024-10-31	United States	en	"{""additionalDescriptions"":""low fat, fat free, skim or 1% milk;plain or unflavored;sugar free"",""description"":""Coffee, Latte, decaffeinated, nonfat""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710394	2710394	2024-10-31	United States	en	"{""additionalDescriptions"":""almond, coconut, rice, or soy milk;plain or unflavored"",""description"":""Coffee, Latte, decaffeinated, with non-dairy milk""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710395	2710395	2024-10-31	United States	en	"{""additionalDescriptions"":""flavors other than chocolate;2% or whole milk"",""description"":""Coffee, Latte, decaffeinated, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710396	2710396	2024-10-31	United States	en	"{""additionalDescriptions"":""flavors other than chocolate;low fat, fat free, skim or 1% milk"",""description"":""Coffee, Latte, decaffeinated, nonfat, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710397	2710397	2024-10-31	United States	en	"{""additionalDescriptions"":""flavors other than chocolate;almond, coconut, rice, or soy milk"",""description"":""Coffee, Latte, decaffeinated, with non-dairy milk, flavored""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710398	2710398	2024-10-31	United States	en	"{""additionalDescriptions"":""plain, unflavored, or flavors other than chocolate;Starbuck's Frappuccino;NS as to regular or decaffeinated;Dunkin Donut's Coffee Coolatta;2% or whole milk;McDonald's McCafe Frappe"",""description"":""Frozen coffee drink""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710399	2710399	2024-10-31	United States	en	"{""additionalDescriptions"":""NS as to regular or decaffeinated;Starbuck's Skinny Frappuccino;Dunkin Donut's Coffee Coolatta;sugar free;plain, unflavored, or flavors other than chocolate;low fat, fat free, skim or 1% milk"",""description"":""Frozen coffee drink, nonfat""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710400	2710400	2024-10-31	United States	en	"{""additionalDescriptions"":""NS as to regular or decaffeinated;almond, coconut, rice, or soy milk;plain, unflavored or flavors other than chocolate"",""description"":""Frozen coffee drink, with non-dairy milk""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710401	2710401	2024-10-31	United States	en	"{""additionalDescriptions"":""Starbuck's Coffee Frappuccino;2% or whole milk;McDonald's McCafe Frappe;plain, unflavored, or flavors other than chocolate;NS as to regular or decaffeinated;NS as to with or without whipped cream"",""description"":""Frozen coffee drink, with whipped cream""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710402	2710402	2024-10-31	United States	en	"{""additionalDescriptions"":""plain, unflavored, or flavors other than chocolate;Starbuck's Skinny Frappuccino;low fat, fat free, skim or 1% milk;NS as to regular or decaffeinated;NS as to with or without whipped cream;sugar free"",""description"":""Frozen coffee drink, nonfat, with whipped cream""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710403	2710403	2024-10-31	United States	en	"{""additionalDescriptions"":""NS as to with or without whipped cream;plain, unflavored, or flavors other than chocolate;NS as to regular or decaffeinated;almond, coconut, rice, or soy milk"",""description"":""Frozen coffee drink, with non-dairy milk and whipped cream""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
usda.fdc-coffee-search.fndds-2021-2023.20260825	2710404	2710404	2024-10-31	United States	en	"{""additionalDescriptions"":""plain, unflavored, or flavors other than chocolate;Starbuck's Frappuccino;2% or whole milk"",""description"":""Frozen coffee drink, decaffeinated""}"	true	USDA FoodData Central API foods/search; Survey (FNDDS)	espresso_milk_or_mixed_coffee_candidate	not_reported	milk	consumer_food_description_lexical_reference	not_applicable_aggregate_reference
