dataset_snapshot_key	source_file	source_row_identity	record_type	raw_value_json	parsed_value_json	normalized_value_json	normalization_rule	exclusion_reason
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!73	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.8,""municipality_colombia"":""GIGANTE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":36,""sensory_score_sca_source_label"":84.67,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.57}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.8,""municipality_colombia"":""GIGANTE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":36,""sensory_score_sca_source_label"":84.67,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.57}"	"{""derived_sample_no"":36,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.8,""municipality_colombia"":""GIGANTE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":36,""sensory_score_sca_source_label"":84.67,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.57}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!74	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.8,""municipality_colombia"":""GIGANTE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.67,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.57}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.8,""municipality_colombia"":""GIGANTE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.67,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.57}"	"{""derived_sample_no"":36,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.8,""municipality_colombia"":""GIGANTE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.67,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.57}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!75	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.1,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":37,""sensory_score_sca_source_label"":84.33,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.553}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.1,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":37,""sensory_score_sca_source_label"":84.33,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.553}"	"{""derived_sample_no"":37,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.1,""municipality_colombia"":""GARZON"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":37,""sensory_score_sca_source_label"":84.33,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.553}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!76	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.1,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.33,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.553}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.1,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.33,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.553}"	"{""derived_sample_no"":37,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.1,""municipality_colombia"":""GARZON"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.33,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.553}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!77	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":38,""sensory_score_sca_source_label"":85.25,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.602}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":38,""sensory_score_sca_source_label"":85.25,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.602}"	"{""derived_sample_no"":38,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":38,""sensory_score_sca_source_label"":85.25,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.602}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!78	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":85.25,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.602}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":85.25,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.602}"	"{""derived_sample_no"":38,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":85.25,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.602}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!79	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.9,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":39,""sensory_score_sca_source_label"":84.33,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.581}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.9,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":39,""sensory_score_sca_source_label"":84.33,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.581}"	"{""derived_sample_no"":39,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.9,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":39,""sensory_score_sca_source_label"":84.33,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.581}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!80	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.9,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.33,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.581}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.9,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.33,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.581}"	"{""derived_sample_no"":39,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.9,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.33,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.581}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!81	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":40,""sensory_score_sca_source_label"":84,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.653}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":40,""sensory_score_sca_source_label"":84,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.653}"	"{""derived_sample_no"":40,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":40,""sensory_score_sca_source_label"":84,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.653}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!82	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.653}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.653}"	"{""derived_sample_no"":40,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.653}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!83	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":41,""sensory_score_sca_source_label"":84.5,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.609}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":41,""sensory_score_sca_source_label"":84.5,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.609}"	"{""derived_sample_no"":41,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":41,""sensory_score_sca_source_label"":84.5,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.609}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!84	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.5,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.609}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.5,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.609}"	"{""derived_sample_no"":41,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""TARQUI"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.5,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.609}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!85	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.6,""municipality_colombia"":""GUADALUPE "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":42,""sensory_score_sca_source_label"":83.31,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.574}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.6,""municipality_colombia"":""GUADALUPE "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":42,""sensory_score_sca_source_label"":83.31,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.574}"	"{""derived_sample_no"":42,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.6,""municipality_colombia"":""GUADALUPE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":42,""sensory_score_sca_source_label"":83.31,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.574}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!86	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.6,""municipality_colombia"":""GUADALUPE "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":83.31,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.574}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.6,""municipality_colombia"":""GUADALUPE "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":83.31,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.574}"	"{""derived_sample_no"":42,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.6,""municipality_colombia"":""GUADALUPE"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":83.31,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.574}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!87	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":43,""sensory_score_sca_source_label"":84.25,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.61}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":43,""sensory_score_sca_source_label"":84.25,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.61}"	"{""derived_sample_no"":43,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":43,""sensory_score_sca_source_label"":84.25,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.61}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!88	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.25,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.61}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.25,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.61}"	"{""derived_sample_no"":43,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10.4,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.25,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.61}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!89	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.5,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":44,""sensory_score_sca_source_label"":83.38,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.546}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.5,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":44,""sensory_score_sca_source_label"":83.38,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.546}"	"{""derived_sample_no"":44,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.5,""municipality_colombia"":""GARZON"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":44,""sensory_score_sca_source_label"":83.38,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.546}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!90	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.5,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":83.38,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.546}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.5,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":83.38,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.546}"	"{""derived_sample_no"":44,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":9.5,""municipality_colombia"":""GARZON"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":83.38,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.546}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!91	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":45,""sensory_score_sca_source_label"":85.83,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.628}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":45,""sensory_score_sca_source_label"":85.83,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.628}"	"{""derived_sample_no"":45,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":45,""sensory_score_sca_source_label"":85.83,""type"":""Green"",""variety"":""CASTILLO"",""water_activity"":0.628}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!92	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":85.83,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.628}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""PITAL "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":85.83,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.628}"	"{""derived_sample_no"":45,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":11.5,""municipality_colombia"":""PITAL"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":85.83,""type"":""Roasted"",""variety"":""CASTILLO"",""water_activity"":0.628}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!93	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":46,""sensory_score_sca_source_label"":84.5,""type"":""Green"",""variety"":""CASTILLO TAMBO"",""water_activity"":0.576}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":46,""sensory_score_sca_source_label"":84.5,""type"":""Green"",""variety"":""CASTILLO TAMBO"",""water_activity"":0.576}"	"{""derived_sample_no"":46,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10,""municipality_colombia"":""GARZON"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":46,""sensory_score_sca_source_label"":84.5,""type"":""Green"",""variety"":""CASTILLO TAMBO"",""water_activity"":0.576}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/Sample_origin_and_sensory_score_Specialty_Coffee.xlsx	data!94	sample_origin_and_score	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.5,""type"":""Roasted"",""variety"":""CASTILLO TAMBO"",""water_activity"":0.576}"	"{""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10,""municipality_colombia"":""GARZON "",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.5,""type"":""Roasted"",""variety"":""CASTILLO TAMBO"",""water_activity"":0.576}"	"{""derived_sample_no"":46,""height_masl"":null,""latitude"":null,""longitude"":null,""moisture_content_percent_wet_basis"":10,""municipality_colombia"":""GARZON"",""rainfall_mm"":null,""sample_no_geography"":null,""sample_no_sensory"":null,""sensory_score_sca_source_label"":84.5,""type"":""Roasted"",""variety"":""CASTILLO TAMBO"",""water_activity"":0.576}"	outer whitespace trimmed; sample number forward-filled only into derived_sample_no; no unit conversion	
