mapping_key	raw_source_phrase	normalized_expression	candidate_mapping	evidence_key	lifecycle_status	mapping_scope	ambiguity_note
mapping.wikidata.Q1155703.alias.en.0027	pour-over coffee	pour-over coffee	filter_percolation	wikidata:Q1155703:2532217386	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q1155703.alias.en.0028	immersion brewed coffee	immersion brewed coffee	filter_percolation	wikidata:Q1155703:2532217386	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.label.en.0029	cappuccino	cappuccino	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.label.zh.0030	卡布奇诺	卡布奇诺	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.label.zh-hans.0031	卡布奇诺	卡布奇诺	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.label.zh-cn.0032	卡布奇诺	卡布奇诺	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.alias.en.0033	Kapuziner	kapuziner	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.alias.zh.0034	卡布奇諾	卡布奇諾	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.alias.zh.0035	卡布奇诺咖啡	卡布奇诺咖啡	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.alias.zh.0036	意大利泡沫咖啡	意大利泡沫咖啡	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q159774.alias.zh.0037	泡沫咖啡	泡沫咖啡	espresso_milk	wikidata:Q159774:2528113227	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.label.en.0038	espresso	espresso	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.label.zh.0039	濃縮咖啡	濃縮咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.label.zh-hans.0040	浓缩咖啡	浓缩咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.label.zh-cn.0041	浓缩咖啡	浓缩咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0042	義式咖啡	義式咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0043	浓缩咖啡	浓缩咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0044	特濃咖啡	特濃咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0045	意式浓缩咖啡	意式浓缩咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0046	意式浓咖啡	意式浓咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0047	意式浓缩	意式浓缩	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q180289.alias.zh.0048	義式濃縮咖啡	義式濃縮咖啡	espresso_pressure	wikidata:Q180289:2496886557	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q381188.label.en.0049	AeroPress	aeropress	hybrid	wikidata:Q381188:2526674724	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q381188.label.zh.0050	愛樂壓	愛樂壓	hybrid	wikidata:Q381188:2526674724	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q381188.label.zh-hans.0051	爱乐压	爱乐压	hybrid	wikidata:Q381188:2526674724	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q381188.label.zh-cn.0052	爱乐压	爱乐压	hybrid	wikidata:Q381188:2526674724	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q43022.label.en.0053	Turkish coffee	turkish coffee	stovetop_boiled	wikidata:Q43022:2517091554	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q43022.label.zh.0054	土耳其咖啡	土耳其咖啡	stovetop_boiled	wikidata:Q43022:2517091554	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q43022.label.zh-hans.0055	土耳其咖啡	土耳其咖啡	stovetop_boiled	wikidata:Q43022:2517091554	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q43022.label.zh-cn.0056	土耳其咖啡	土耳其咖啡	stovetop_boiled	wikidata:Q43022:2517091554	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q43022.alias.zh.0057	土耳其式咖啡	土耳其式咖啡	stovetop_boiled	wikidata:Q43022:2517091554	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.label.en.0058	cold brew coffee	cold brew coffee	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.label.zh.0059	冷泡咖啡	冷泡咖啡	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.label.zh-hans.0060	冷泡咖啡	冷泡咖啡	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.label.zh-cn.0061	冷泡咖啡	冷泡咖啡	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.alias.en.0062	cold press coffee	cold press coffee	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.alias.en.0063	Kyoto style cold brew	kyoto style cold brew	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.alias.en.0064	Dutch coffee	dutch coffee	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.alias.en.0065	cold drip	cold drip	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q5142444.alias.zh.0066	冰滴咖啡	冰滴咖啡	cold_extraction	wikidata:Q5142444:2529245491	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q62449.label.en.0067	flat white	flat white	espresso_milk	wikidata:Q62449:2528827648	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q62449.label.zh.0068	馥芮白	馥芮白	espresso_milk	wikidata:Q62449:2528827648	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q62449.label.zh-hans.0069	flat white	flat white	espresso_milk	wikidata:Q62449:2528827648	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q62449.label.zh-cn.0070	flat white	flat white	espresso_milk	wikidata:Q62449:2528827648	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q62449.alias.en.0071	Flat white	flat white	espresso_milk	wikidata:Q62449:2528827648	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.label.en.0072	latte	latte	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.label.zh.0073	拿铁咖啡	拿铁咖啡	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.label.zh-hans.0074	拿铁咖啡	拿铁咖啡	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.label.zh-cn.0075	拿铁咖啡	拿铁咖啡	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0076	caffè latte	caffè latte	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0077	caffellate	caffellate	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0078	caffè e latte	caffè e latte	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0079	caffe latte	caffe latte	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0080	caffe e latte	caffe e latte	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0081	cafe latte	cafe latte	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.en.0082	Lattes	lattes	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0083	拿鐵	拿鐵	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0084	鮮奶咖啡	鮮奶咖啡	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0085	拿鐵咖啡	拿鐵咖啡	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0086	牛奶咖啡	牛奶咖啡	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0087	咖啡拿铁	咖啡拿铁	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0088	咖啡拿鐵	咖啡拿鐵	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q841774.alias.zh.0089	拿铁	拿铁	espresso_milk	wikidata:Q841774:2534619335	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q849290.label.en.0090	long black	long black	diluted_espresso	wikidata:Q849290:2287672731	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q849290.label.zh.0091	long black	long black	diluted_espresso	wikidata:Q849290:2287672731	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q849290.label.zh-hans.0092	long black	long black	diluted_espresso	wikidata:Q849290:2287672731	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q849290.label.zh-cn.0093	long black	long black	diluted_espresso	wikidata:Q849290:2287672731	RESEARCH_REVIEWED	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.label.en.0094	instant coffee	instant coffee	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.label.zh.0095	即溶咖啡	即溶咖啡	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.label.zh-hans.0096	即溶咖啡	即溶咖啡	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.label.zh-cn.0097	即溶咖啡	即溶咖啡	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.alias.en.0098	soluble coffee	soluble coffee	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.alias.en.0099	coffee crystals	coffee crystals	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.alias.en.0100	coffee powder	coffee powder	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.alias.zh.0101	速溶咖啡	速溶咖啡	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q858049.alias.zh.0102	咖啡精	咖啡精	unresolved_instant_product	wikidata:Q858049:2454127718	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q968554.label.en.0103	iced coffee	iced coffee	unresolved_iced_preparation	wikidata:Q968554:2502210106	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q968554.label.zh.0104	冰咖啡	冰咖啡	unresolved_iced_preparation	wikidata:Q968554:2502210106	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q968554.label.zh-hans.0105	冰咖啡	冰咖啡	unresolved_iced_preparation	wikidata:Q968554:2502210106	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q968554.label.zh-cn.0106	冰咖啡	冰咖啡	unresolved_iced_preparation	wikidata:Q968554:2502210106	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
mapping.wikidata.Q968554.alias.en.0107	ice coffee	ice coffee	unresolved_iced_preparation	wikidata:Q968554:2502210106	CANDIDATE	preparation_candidate_only	No automatic canonical promotion; entity membership is lexical evidence, not sensory truth.
