propagation_layer	propagation_entity_id	parent_entity_id	rights_partition_id	PUBLIC_DISCOVERY	INTERNAL_RESEARCH_ANALYSIS	NONCOMMERCIAL_MODEL_RESEARCH	COMMERCIAL_MODEL_TRAINING	DERIVED_DATA_RELEASE	RAW_TEXT_REDISTRIBUTION	MODEL_WEIGHT_RELEASE	PRODUCT_DEPLOYMENT	propagation_rule
SOURCE_ASSERTION	assertion-b2:000aacf9227f82a63a359884	source-artifact:3e70bffc7ff161598860b43c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:000b8f49fcb70318dc6c7f56	source-artifact:3497acd3b8e63cc07778a123	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:000d61c86d98f7f3d5f6e65b	artifact-b2:d08dee838f5414974f7a4022	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:000e8e1f6b90bf3e648b5479	source-artifact:f81dd2378606d71e7b71af9c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:000ebf34597937fcfb4332f5	source-artifact:18d2b0de23e2804a772ef8bc	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:000f080b4c62c3acebf908c8	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0018963e588e7d39fad8dc2f	artifact-b2:16bb0928184f1977d65c290d	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00197273eff4eee36155d1ca	artifact-b2:8937f5173cc3a911fa817e30	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:001a9af15aa4c940fbe9a5a8	source-artifact:a827868140a15922d6178b9f	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:001cf40446b69030f3ab01a5	source-artifact:ad8554309a422b30fe98a7cf	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:001e988f6a3c0b434f8be9b1	source-artifact:589e061ea97522a53ebfa07b	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:001f76de5d9e6877c486c938	artifact-b2:98b535d43311e14c5593c218	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0020496e0f6c436af25487b8	artifact-b2:a23323d5bb0f36c7befe2cc4	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0022263ca2ad6ad29704fa9f	artifact-b2:b51290950453d8a0197bea73	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0028ff0ee01564dbe6ef4835	source-artifact:2a33e9420d735851cb06b2c2	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:002af2f4f058240ba6d8b67a	artifact-b2:3934e1e3f86bd2c24330c78a	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:002c2bc5ce89f7b659a1bd56	artifact-b2:4bf0118a5a875a6bb8c640ca	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:002cb6937dc775318ef6eb4f	source-artifact:7255b88e285138081bd24a80	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0031269daca4864d546aa9cb	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:003179d40c9186858c5123b2	artifact-b2:4c20af537381a133464b7c7c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0031b3a4de8b733a0655f241	artifact-b2:cbf08a9275cd92cc1c3f7171	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0033ee6fde2d1ede92b13e38	source-artifact:6207ba2ae8f4e548e46ea23b	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:003992b0bb07ac4a9ddca14f	artifact-b2:264409dda8f184077ddb5192	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:003b31b60bd5b05576f3c869	artifact-b2:4985558e9cc59a2c7a40b0d1	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:003beb0e135d984bb5d28f8e	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00449b2d07522eb392e10804	artifact-b2:d08dee838f5414974f7a4022	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0044e493542cfcf8c5a7348d	artifact-b2:e2aae82395fd4c0f284db256	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0045083c30f108d92fbb7023	source-artifact:25062474fdb6f0dc2f3b7759	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0047c4c6db986b35ce7cec09	artifact-b2:b57506abe6459829e9c06d5e	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:004a532e00ccc8593148eb8c	source-artifact:1bd27d78dbf6fe74fa3e1cf7	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:004b4637ad9146099a7dabb8	artifact-b2:67dc4f4829dc6e3203c3436c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:004ce269826e4a54d8d5aaf2	artifact-b2:ba5e8ed208a5577d8c1b3355	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0052e4da750ca6f7eaa726cb	artifact-b2:bb5416ae46aaaf38ff70d292	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:005329c87cc400a5f126afab	artifact-b2:0fb41a1ab392fc1befe04073	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00538b1b622b1db2a6cba0d6	artifact-b2:b45d25dea7578556f922d6c4	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0055514d80bc47652749efe1	artifact-b2:a4940af4a531369df69fdb4e	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:005551c6a89ca3bba55c1f0c	artifact-b2:323c719291f7d2b8cfd7881b	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0056cb2557beba8399e74b3d	source-artifact:ced391980a328a297c21a247	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0057877aab729c80ab1cda10	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00596deb590c9a96c56688d7	artifact-b2:66b7323e6a27e0bb7bdc03d5	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0059ed499d093fa471a103ac	source-artifact:f81dd2378606d71e7b71af9c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:005ccec8e0c1a58752fe06c4	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:005dc83c5d09a0133e2c9cc1	artifact-b2:ab14b7485c9094345690dd90	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:005eb8845862b1dc94067455	artifact-b2:ac53565002606f7356ea3c53	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:005ef4c86aafc146e289484b	artifact-b2:b136425084fa4098b3fc09a3	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:006605bf599335507e89aa4b	source-artifact:1c5df0b5331cad0dbb9bb804	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00674cbbd4004720dda43fee	artifact-b2:d64fed288ccfc7afb9ad7627	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0067d7c6719cf8e5494ee39f	source-artifact:ac1d3bf0d20a8d6d9630c3b4	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:0068e81f5e0755f4fd81a6f6	artifact-b2:feaec966d3e4e06616fdd009	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:006d5dd5235563802b146469	artifact-b2:ab4dccd043629b0050ae6834	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:006d87ea6a581a7fc32ab521	source-artifact:3e70bffc7ff161598860b43c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00703234597ffb2ff202d415	artifact-b2:7d21668816c38563643b9777	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:00703990e58c1bcae04196a7	artifact-b2:3f2526fd3de896933b06e3d4	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
