cleaned_output_atom_id	descriptor_assertion_id	source_native_form_id	cleaned_form_id	cleaned_lexical_form_sha256	concept_cluster_id	mapping_state	canonical_concept_id	base_form_sha256	modifier_form_sha256s	component_concept_ids	normalization_authority	mapping_confidence	reversible_source_pointer	project_owner_reviewed	sensory_expert_adjudicated
cleaned-output-atom:406eced7a4e53d3fb7fd3bb9	assertion-b2:001e988f6a3c0b434f8be9b1	source-form:7876ab82ad2df908f840d321	cleaned-form:6d1c5859550824d403d8c31a	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	concept-cluster:f4c9332bdc5af1332b4beebe	EXISTING_CANONICAL_EXACT	sensory.jasmine	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f		sensory.jasmine	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:001e988f6a3c0b434f8be9b1	false	false
cleaned-output-atom:c2397193cbdfaf4f5dd9de58	assertion-b2:0022263ca2ad6ad29704fa9f	source-form:85356064d03872ac4bed179b	cleaned-form:85356064d03872ac4bed179b	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	concept-cluster:a21a7a6912d00ef787a29bbb	EXISTING_CANONICAL_EXACT	sensory.peach	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265		sensory.peach	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:e036f1d2507c040b47d88e13980da67e3cba35ab87893d6208ef2c868a4decc0	false	false
cleaned-output-atom:51946707af9793ea79a582f1	assertion-b2:002c2bc5ce89f7b659a1bd56	source-form:c9665c96a8678e037a9ca363	cleaned-form:efbaa8cbfffc1af3afcf8082	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	concept-cluster:fbbe2be593892327b90a4799	EXISTING_CANONICAL_EXACT	sensory.lime	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505		sensory.lime	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:b5f48314fa2f6790d531c7336a5598fb6b4963efb853ad1a1424ebf03a417934	false	false
cleaned-output-atom:4bbcd05d7fe59047f4704939	assertion-b2:0031b3a4de8b733a0655f241	source-form:1b4c9133da73a71132240431	cleaned-form:1b4c9133da73a71132240431	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	concept-cluster:7e2cab11be5e3b34887e4d2a	EXISTING_CANONICAL_EXACT	sensory.orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94		sensory.orange	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:49d3166576ef34707f245f7fa1a369fd83ee0e4c1e99d4c6045e63a1a316f9d2	false	false
cleaned-output-atom:d8da5249874e6a408baf1cfd	assertion-b2:0033ee6fde2d1ede92b13e38	source-form:6455dbcb9597e2174aedccfd	cleaned-form:6815f3c300383519de8e4374	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	concept-cluster:aa970c4b0083ea9b5e9eef7e	EXISTING_CANONICAL_EXACT	sensory.mango	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494		sensory.mango	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:0033ee6fde2d1ede92b13e38	false	false
cleaned-output-atom:b6c1f9a6adeff28989b8c92c	assertion-b2:0044e493542cfcf8c5a7348d	source-form:68ddbd5a6d8179ba30a22bea	cleaned-form:099bbde85d2ab4f33035c0d4	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	concept-cluster:9e3735e073075f3f9406dc80	EXISTING_CANONICAL_EXACT	sensory.black_tea	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed			MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:e1c532d19c1db5e83b2d1b82279de2d992e9ebbebdd8acee16a96623e9dd29ca	false	false
cleaned-output-atom:e38b740e802a681ac1ceda58	assertion-b2:0047c4c6db986b35ce7cec09	source-form:90e62b92a956add6e1c3871b	cleaned-form:90e62b92a956add6e1c3871b	90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	concept-cluster:dac57ccd680e685c77c774ec	EXISTING_CANONICAL_EXACT	sensory.almond	90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc		sensory.almond	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:285185c7781f47feed250f232a695cda96651041a4fe029f1b58bf2cd5982f45	false	false
cleaned-output-atom:134cbbc4c17cc9dcc0f2a12b	assertion-b2:004a532e00ccc8593148eb8c	source-form:24adb72e01fdfe2552cafb34	cleaned-form:0f78fcc486f5315418fbf095	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	concept-cluster:e02f9c8ddc5d774d0a65608d	EXISTING_CANONICAL_EXACT	sensory.grape	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496		sensory.grape	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:004a532e00ccc8593148eb8c	false	false
cleaned-output-atom:bcf78dadb6762349089dde4f	assertion-b2:0052e4da750ca6f7eaa726cb	source-form:d202441495760ec7a52a5761	cleaned-form:ab45e8474269b026f668d498	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	concept-cluster:8464da777f6c3ac9263b67e7	EXISTING_CANONICAL_EXACT	sensory.blueberry	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c		sensory.blueberry	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:c8ffd5f33cea0436e29e4a0e7aad40bc857c50b647001e83606f84af7f4e14f2	false	false
cleaned-output-atom:72f8f044abb366d5fc5bfb31	assertion-b2:005329c87cc400a5f126afab	source-form:70b3c69725be7a5a2b3f3c8a	cleaned-form:2daf0e6c79009f9234ed9baa	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	concept-cluster:08f3a3dfb648c5f643d502b8	EXISTING_CANONICAL_EXACT	sensory.cherry	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e		sensory.cherry	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:a69de52215139955752940ab208b83203c048b07d45378b638023f10e0408001	false	false
cleaned-output-atom:f3c85abb105dbac37643251d	assertion-b2:00538b1b622b1db2a6cba0d6	source-form:85356064d03872ac4bed179b	cleaned-form:85356064d03872ac4bed179b	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	concept-cluster:a21a7a6912d00ef787a29bbb	EXISTING_CANONICAL_EXACT	sensory.peach	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265		sensory.peach	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:bb00a0812ed1f965a6ea4e62a389c14897cf5fed3d7ed31b4149fc970b4ec995	false	false
cleaned-output-atom:bdf668eb735882e8a465c03e	assertion-b2:0055514d80bc47652749efe1	source-form:d954fdb26733d2fc24931ea8	cleaned-form:f464d7d71c06e47a535ce441	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	concept-cluster:ef6299fa2df616e4759d76d2	EXISTING_CANONICAL_EXACT	sensory.lemon	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7		sensory.lemon	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:4cb7b98c7fce83d5e1bae283c7375272bd263cb977af000f5f7504d789027268	false	false
cleaned-output-atom:3526e3f794b3d85afdd682d2	assertion-b2:005ccec8e0c1a58752fe06c4	source-form:1b4c9133da73a71132240431	cleaned-form:1b4c9133da73a71132240431	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	concept-cluster:7e2cab11be5e3b34887e4d2a	EXISTING_CANONICAL_EXACT	sensory.orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94		sensory.orange	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:4b8f65af8109c9dc6b55380d913acc330371690edb3f699a9a48ce2d8feee6cb	false	false
cleaned-output-atom:ad70830295fdadd05dcc8a37	assertion-b2:005dc83c5d09a0133e2c9cc1	source-form:5296c024e03e439ba3d72c8e	cleaned-form:5296c024e03e439ba3d72c8e	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	concept-cluster:d61d460bdbca3f8e00d2bd30	EXISTING_CANONICAL_EXACT	sensory.vanilla	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69		sensory.vanilla	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:965281ab8d07d54034744a8bec7c497bd6134966eaf6ecf7dd6078cd29eb6d7b	false	false
cleaned-output-atom:25d6dca5ec588b4101a9b19d	assertion-b2:0067d7c6719cf8e5494ee39f	source-form:f8c7eb1abbebeaee7f20c7d8	cleaned-form:9aa26756cc9def1c1f971640	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	concept-cluster:91de2b0bdda692cc1a7fd7be	EXISTING_CANONICAL_EXACT	sensory.raisin	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773		sensory.raisin	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:0067d7c6719cf8e5494ee39f	false	false
cleaned-output-atom:228cff6ba8de509a81b42747	assertion-b2:0068e81f5e0755f4fd81a6f6	source-form:dca40757d00d1d85634daa89	cleaned-form:a40010d6046616915d64e2b0	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	concept-cluster:021a37d5fcdab9f7756708ae	EXISTING_CANONICAL_EXACT	sensory.caramel	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a		sensory.caramel	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:7c9b4e323b7b9e91117cf644a1bb74651a8aa811d5ab52b3c76b1a8f28a9bb60	false	false
cleaned-output-atom:e0cc8b5aa238ddd941a96558	assertion-b2:0072356344e05ee560be9a94	source-form:78e7771b8b46e11ddb34ba48	cleaned-form:1b4c9133da73a71132240431	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	concept-cluster:7e2cab11be5e3b34887e4d2a	EXISTING_CANONICAL_EXACT	sensory.orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94		sensory.orange	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:0072356344e05ee560be9a94	false	false
cleaned-output-atom:fb4e07bf8c7f12d9e07c7e9a	assertion-b2:007e5197e69132f5de58f28e	source-form:dca40757d00d1d85634daa89	cleaned-form:a40010d6046616915d64e2b0	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	concept-cluster:021a37d5fcdab9f7756708ae	EXISTING_CANONICAL_EXACT	sensory.caramel	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a		sensory.caramel	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:007e5197e69132f5de58f28e	false	false
cleaned-output-atom:a1140c7a296d68915b3feb8d	assertion-b2:007f4dbea748a55a9b65fe6c	source-form:6735f0e0ad41dae8946bf677	cleaned-form:e30970665ed2e34594c2645b	e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b	concept-cluster:aaf6a79ac74cde3a3f0238eb	EXISTING_CANONICAL_EXACT	sensory.grapefruit	e30970665ed2e34594c2645ba9d3c307b36fc95efb92136b18ebdeee48b9072b		sensory.grapefruit	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:007f4dbea748a55a9b65fe6c	false	false
cleaned-output-atom:6a07cee8271f209c3f16bf9d	assertion-b2:0081affcc3ae534642fa1a6f	source-form:039b3254950cfd6e62ea76ed	cleaned-form:740d9472155d310672c71c28	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	concept-cluster:af5cfea7fb578d5ae07545f5	EXISTING_CANONICAL_EXACT	sensory.cocoa	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8		sensory.cocoa	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:0081affcc3ae534642fa1a6f	false	false
cleaned-output-atom:7116c37ba550809c81e22c39	assertion-b2:008a7f28daf026481e2d93b1	source-form:f8c7eb1abbebeaee7f20c7d8	cleaned-form:9aa26756cc9def1c1f971640	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	concept-cluster:91de2b0bdda692cc1a7fd7be	EXISTING_CANONICAL_EXACT	sensory.raisin	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773		sensory.raisin	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:b2e8e851824c7c29ac657cf4e81731a7110ac208f9c39c038abe1d399d5e39a2	false	false
cleaned-output-atom:2d2a25214bb6315dd24954e1	assertion-b2:008b6aa0cd17cc9cde0c0dc3	source-form:eca3d3ced8c9bb641b469bb7	cleaned-form:7019275bf53483f22cab4e0f	7019275bf53483f22cab4e0f568d2c2a8f785fa3b558024cd8ba12f3894bd6b0	concept-cluster:1a0c7bef627d34861acd0f7d	EXISTING_CANONICAL_ALIAS	sensory.blackcurrant	7019275bf53483f22cab4e0f568d2c2a8f785fa3b558024cd8ba12f3894bd6b0			MACHINE_GOVERNED_HIGH_CONFIDENCE	0.990000	hash:sha256:0b0658960592fd8214d90ee5e70354fdcb65e6552284521b8c85c24f4fcf7c2c	false	false
cleaned-output-atom:95020efaba66121cd68421fb	assertion-b2:00957ddb7a1be3e050537b48	source-form:85356064d03872ac4bed179b	cleaned-form:85356064d03872ac4bed179b	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	concept-cluster:a21a7a6912d00ef787a29bbb	EXISTING_CANONICAL_EXACT	sensory.peach	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265		sensory.peach	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:00957ddb7a1be3e050537b48	false	false
cleaned-output-atom:01d5e5c0212d96c814a6ed9c	assertion-b2:0095865704ba1e4ddab38882	source-form:2b1f3f0b7afa26e4a8245213	cleaned-form:85356064d03872ac4bed179b	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	concept-cluster:a21a7a6912d00ef787a29bbb	EXISTING_CANONICAL_EXACT	sensory.peach	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265		sensory.peach	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:0095865704ba1e4ddab38882	false	false
cleaned-output-atom:7363f6198a5a8258813600a7	assertion-b2:00962b0ef9e0a7eb08498093	source-form:28c30418cca1a06c29972cc5	cleaned-form:2c74f1d403db57213c16ee76	2c74f1d403db57213c16ee769f0384859830f0499cc08d92d37407e6eb55c33e	concept-cluster:f8019c21dffb30fbcf7d1520	EXISTING_CANONICAL_EXACT	sensory.chamomile	2c74f1d403db57213c16ee769f0384859830f0499cc08d92d37407e6eb55c33e		sensory.chamomile	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:b5a525f8f9086dc5ebc21a49599da1dda0a23d0509d11c0bffc4894fe5f8eed3	false	false
cleaned-output-atom:5462ecf4a35a1b338f777796	assertion-b2:00963edd63c438fdc7a7cf4e	source-form:abf61b12b0266e8e76b502ff	cleaned-form:2daf0e6c79009f9234ed9baa	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	concept-cluster:08f3a3dfb648c5f643d502b8	EXISTING_CANONICAL_EXACT	sensory.cherry	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e		sensory.cherry	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:00963edd63c438fdc7a7cf4e	false	false
cleaned-output-atom:2f9cb4f497000e0c4b4ec023	assertion-b2:00a34b18d0eff9f8966c360c	source-form:cbbd23cc32c5016b0017c4ec	cleaned-form:cbbd23cc32c5016b0017c4ec	cbbd23cc32c5016b0017c4ec7a98cc82fda6edbaeccf27d72453006067d821cd	concept-cluster:09664d9ae7559a91712fa781	EXISTING_CANONICAL_EXACT	sensory.lemongrass	cbbd23cc32c5016b0017c4ec7a98cc82fda6edbaeccf27d72453006067d821cd		sensory.lemongrass	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:17c5015568b8d4c5f2d630ac1129e33e32f59af9ad972d8a1b4efac72a20fb5c	false	false
cleaned-output-atom:d69e415fde07702d87921c50	assertion-b2:00ab57a734780e6f714fd46f	source-form:b0fef621727ff82a7d334d9f	cleaned-form:b0fef621727ff82a7d334d9f	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	concept-cluster:609a72759be0f0246e47f8d8	EXISTING_CANONICAL_EXACT	sensory.pineapple	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c		sensory.pineapple	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:0baa98acb3aa2dfe05611c1a41e7f2e2b69f63becd505a8fdd8c110d9931da4c	false	false
cleaned-output-atom:2639d2ae8164b635593a2d0f	assertion-b2:00b10a71dd9aa6c1f76faacc	source-form:6455dbcb9597e2174aedccfd	cleaned-form:6815f3c300383519de8e4374	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	concept-cluster:aa970c4b0083ea9b5e9eef7e	EXISTING_CANONICAL_EXACT	sensory.mango	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494		sensory.mango	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:00b10a71dd9aa6c1f76faacc	false	false
cleaned-output-atom:012bf8b11faebb00324f21ad	assertion-b2:00b9c6d30ed95dc5167c68d9	source-form:7876ab82ad2df908f840d321	cleaned-form:6d1c5859550824d403d8c31a	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	concept-cluster:f4c9332bdc5af1332b4beebe	EXISTING_CANONICAL_EXACT	sensory.jasmine	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f		sensory.jasmine	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:00b9c6d30ed95dc5167c68d9	false	false
cleaned-output-atom:5b235aed00594110f4c2ea9f	assertion-b2:00bb6c464ee8b6ff20f2dffb	source-form:dce34e094109d0c0e096b1c3	cleaned-form:dce34e094109d0c0e096b1c3	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	concept-cluster:d2f7359bb44630f029238163	EXISTING_CANONICAL_EXACT	sensory.dark_chocolate	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8		MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	false	false
cleaned-output-atom:30c2b869dd62067b4218d38e	assertion-b2:00c78bf3925b810d3762eaa1	source-form:ebcf983695346eea63258d8a	cleaned-form:a55e2e3846a51f6ad0abfdfb	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	concept-cluster:92bac7e710e58049970d1da9	EXISTING_CANONICAL_EXACT	sensory.honey	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6		sensory.honey	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:00c78bf3925b810d3762eaa1	false	false
