source_family_id	source_artifact_id	source_artifact_sha256	source_locator	source_rights_state	source_rights_basis	terms_document_id	terms_version	terms_url_or_locator	terms_retrieved_at	terms_document_sha256_or_state	attribution_requirement	share_alike_requirement	noncommercial_restriction	database_rights_note	contract_note	legal_review_performed	legal_review_actor	source_assertion_count	purpose	purpose_rights_status	purpose_rights_basis	decision_actor	human_owner_decision
family.ace_cup_of_excellence	artifact-b2:0167b1e3cb528e80bd70eb08	0167b1e3cb528e80bd70eb08bba73c1d7da72f2ad3348bbbc6c263454d57a52f	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:0167b1e3cb528e80bd70eb08	0167b1e3cb528e80bd70eb08bba73c1d7da72f2ad3348bbbc6c263454d57a52f	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:0167b1e3cb528e80bd70eb08	0167b1e3cb528e80bd70eb08bba73c1d7da72f2ad3348bbbc6c263454d57a52f	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:0167b1e3cb528e80bd70eb08	0167b1e3cb528e80bd70eb08bba73c1d7da72f2ad3348bbbc6c263454d57a52f	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:0167b1e3cb528e80bd70eb08	0167b1e3cb528e80bd70eb08bba73c1d7da72f2ad3348bbbc6c263454d57a52f	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:0167b1e3cb528e80bd70eb08	0167b1e3cb528e80bd70eb08bba73c1d7da72f2ad3348bbbc6c263454d57a52f	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	PUBLIC_DISCOVERY	AFFIRMATIVE	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:01d1554da9bd1d56ca1a5a6b	01d1554da9bd1d56ca1a5a6baf8d46db2583f47db6a70fe7c8b589f7c8890b24	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		17	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	PUBLIC_DISCOVERY	AFFIRMATIVE	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:02602a749d76aec49e982557	02602a749d76aec49e982557eaae420644c1b7bab265604acb120756e2b056a5	html:item-attr=Overall;index=1	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Overall;index=1	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
