descriptor_assertion_id	v1_disposition	v2_disposition	v1_cleaned_lexical_form_sha256s	v2_cleaned_lexical_form_sha256s	v1_semantic_classes	v2_semantic_classes	v1_canonical_concept_ids	v2_canonical_concept_ids	split_or_merge_changed	classification_changed	normalized_output_changed	mapping_changed	change_reason_code	reversible_provenance_pointer	cleaner_v1_version	cleaner_v2_version
assertion-b2:000f080b4c62c3acebf908c8	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1	550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1	STRICT_FLAVOR	STRICT_FLAVOR	sensory.blueberry	sensory.blueberry	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:b84ac2c1cdf42763b318c0ffbf9aa64614a72027406e98fa11a392b79112781a	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0018963e588e7d39fad8dc2f	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	9fc0acf02304c58ef11763d6ed9229a99bc2da63b083950b7744f67161602469	9fc0acf02304c58ef11763d6ed9229a99bc2da63b083950b7744f67161602469	STRICT_FLAVOR	STRICT_FLAVOR	sensory.creamy_mouthfeel	sensory.creamy_mouthfeel	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:bcb7cf46070181fe691c9705b839eca59a5ec0941b6b3ce7766eb759fc73e644	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00197273eff4eee36155d1ca	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	5e979f72abbd4f1b92171e8d9c0520f9921cf493ff70da32aee5b798048928b4	5e979f72abbd4f1b92171e8d9c0520f9921cf493ff70da32aee5b798048928b4	STRICT_FLAVOR	STRICT_FLAVOR		sensory.peach	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:8cbadabdc7f8858521748aacc91471082a3bcbe56d052059196812a973e98d8c	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:001f76de5d9e6877c486c938	SEMANTICALLY_VALID	VALID_BROAD_SENSORY	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	BROAD_SENSORY	BROAD_SENSORY			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:f0f3c5a40b26372be7b92e7d3549c04a57186a2677cb5630ea068c5bec0b3a7a	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0020496e0f6c436af25487b8	NON_DESCRIPTOR	MODIFIER_ONLY	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	INTENSITY_OR_QUALITY_MODIFIER	INTENSITY_OR_QUALITY_MODIFIER			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:947784fa571f378c24f15ae59b1750ab3067ca48fbe934fd9d96f339bce33d0a	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0022263ca2ad6ad29704fa9f	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	STRICT_FLAVOR	STRICT_FLAVOR	sensory.peach	sensory.peach	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:e036f1d2507c040b47d88e13980da67e3cba35ab87893d6208ef2c868a4decc0	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:002af2f4f058240ba6d8b67a	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	4238b2540b3b9e8680909896fda4ca50c2e6945bf31e4377d492db5b1c82823d	4238b2540b3b9e8680909896fda4ca50c2e6945bf31e4377d492db5b1c82823d	STRICT_FLAVOR	STRICT_FLAVOR		sensory.leather	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:ecdb5c542312698cda0be388118300a2a543d4ee54d4378673f1eba1b9d86545	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:002c2bc5ce89f7b659a1bd56	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	STRICT_FLAVOR	STRICT_FLAVOR	sensory.lime	sensory.lime	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:b5f48314fa2f6790d531c7336a5598fb6b4963efb853ad1a1424ebf03a417934	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0031269daca4864d546aa9cb	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	846d124b6785689c70bc65cf99e0ea2e896349ffeb38cf1b1224b88b3982fe94	846d124b6785689c70bc65cf99e0ea2e896349ffeb38cf1b1224b88b3982fe94	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:756e33fcb913da790ea3627a8041845c64213ecaa6c0d24560579ae9604ca701	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:003179d40c9186858c5123b2	SEMANTICALLY_VALID	VALID_BROAD_SENSORY	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	BROAD_SENSORY	BROAD_SENSORY			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:1bfdbba84fae83d69267a74b566988be787aad486dc545e09de2674bcebc39bc	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0031b3a4de8b733a0655f241	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	STRICT_FLAVOR	STRICT_FLAVOR	sensory.orange	sensory.orange	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:49d3166576ef34707f245f7fa1a369fd83ee0e4c1e99d4c6045e63a1a316f9d2	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:003992b0bb07ac4a9ddca14f	NON_DESCRIPTOR	QUALITY_EVALUATION	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	QUALITY_EVALUATION	QUALITY_EVALUATION			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:f2d22e7d1c6c8743bd08faa59723ff2a6b0df765af3402e3adf5e9cfd49de88e	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:003b31b60bd5b05576f3c869	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:e07231f9325d506f474c782bc6bdce3891d293dd620d687774b2268f734f6319	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:003beb0e135d984bb5d28f8e	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:2f4295e6af43ee092a4496b4fdb06d65fdffa0188fc5a53f916e2dd475e19e42	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00449b2d07522eb392e10804	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	f47fbc6c899ad112af0315b7bcc94fc47a19197761455e3c510f84eaf9921a22	f47fbc6c899ad112af0315b7bcc94fc47a19197761455e3c510f84eaf9921a22	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:13e5a9731341678d6c3bee79a52284b2f99f32774eac5abbac3748c7eab97a14	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0044e493542cfcf8c5a7348d	SEMANTICALLY_VALID	VALID_COMPOUND_PRESERVED	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	STRICT_FLAVOR	STRICT_FLAVOR	sensory.black_tea	sensory.black_tea	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:e1c532d19c1db5e83b2d1b82279de2d992e9ebbebdd8acee16a96623e9dd29ca	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0047c4c6db986b35ce7cec09	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	STRICT_FLAVOR	STRICT_FLAVOR	sensory.almond	sensory.almond	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:285185c7781f47feed250f232a695cda96651041a4fe029f1b58bf2cd5982f45	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:004b4637ad9146099a7dabb8	NON_DESCRIPTOR	MODIFIER_ONLY	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	INTENSITY_OR_QUALITY_MODIFIER	INTENSITY_OR_QUALITY_MODIFIER			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:98343b6f2347cdd392288c0e0f5b27b9eb9b710dc5a7c1364011dacd3bb8cd89	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:004ce269826e4a54d8d5aaf2	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	2906010acb3279f7a91a4d48573952d449908d163bbcb2f56d7e5441e3ed4ef8	2906010acb3279f7a91a4d48573952d449908d163bbcb2f56d7e5441e3ed4ef8	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:cec402d4194db7fdac49d4b137795b39cba0808f6b203b1661ef11bf09e68bf4	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0052e4da750ca6f7eaa726cb	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	STRICT_FLAVOR	STRICT_FLAVOR	sensory.blueberry	sensory.blueberry	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:c8ffd5f33cea0436e29e4a0e7aad40bc857c50b647001e83606f84af7f4e14f2	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:005329c87cc400a5f126afab	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	STRICT_FLAVOR	STRICT_FLAVOR	sensory.cherry	sensory.cherry	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:a69de52215139955752940ab208b83203c048b07d45378b638023f10e0408001	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00538b1b622b1db2a6cba0d6	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	STRICT_FLAVOR	STRICT_FLAVOR	sensory.peach	sensory.peach	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:bb00a0812ed1f965a6ea4e62a389c14897cf5fed3d7ed31b4149fc970b4ec995	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0055514d80bc47652749efe1	SEMANTICALLY_VALID	VALID_COMPOUND_SPLIT	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7|b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7|b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	STRICT_FLAVOR|INTENSITY_OR_QUALITY_MODIFIER	STRICT_FLAVOR|INTENSITY_OR_QUALITY_MODIFIER	sensory.lemon	sensory.lemon	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4cb7b98c7fce83d5e1bae283c7375272bd263cb977af000f5f7504d789027268	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:005551c6a89ca3bba55c1f0c	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:2adf9804e76d68144370303af2eff9891529c2c304e3ec0f83e77465aefa1cbe	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0057877aab729c80ab1cda10	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	dc9c5edb8b2d479e697b4b0b8ab874f32b325138598ce9e7b759eb8292110622	dc9c5edb8b2d479e697b4b0b8ab874f32b325138598ce9e7b759eb8292110622	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:16ff57eca26c7a38a769f1c88b0bafc81a15f2127ed0f6e4f5f1256ee9449ed0	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00596deb590c9a96c56688d7	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	c371578fdc5ddc302a761f00d4542eaeaebf1364357c53f993b34744a76e1d81	c371578fdc5ddc302a761f00d4542eaeaebf1364357c53f993b34744a76e1d81	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:54301be012076d8b95213b5da9a9b26de6d128c28d6188e10d60c80f1266c28a	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:005ccec8e0c1a58752fe06c4	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	STRICT_FLAVOR	STRICT_FLAVOR	sensory.orange	sensory.orange	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4b8f65af8109c9dc6b55380d913acc330371690edb3f699a9a48ce2d8feee6cb	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:005dc83c5d09a0133e2c9cc1	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	STRICT_FLAVOR	STRICT_FLAVOR	sensory.vanilla	sensory.vanilla	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:965281ab8d07d54034744a8bec7c497bd6134966eaf6ecf7dd6078cd29eb6d7b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:005eb8845862b1dc94067455	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	3609eddbc36b1a391389f1d1e9120f32a2bbabc811602a764f3bcb06bf6067c5	3609eddbc36b1a391389f1d1e9120f32a2bbabc811602a764f3bcb06bf6067c5	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:9f9fc1dde4762af11e86cc14cc867ecfe443b723d0e1f904beb0d800ab115e99	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:005ef4c86aafc146e289484b	SEMANTICALLY_VALID	VALID_BROAD_SENSORY	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	BROAD_SENSORY	BROAD_SENSORY			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:c4f1843b781372f4e70a706e0d4c4126a29b1b5586c1443e1e0f3227bb961301	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00674cbbd4004720dda43fee	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:29e65d309363d96d5e8e1009338f5f220f676aec23829d35fba5642daf7b2673	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0068e81f5e0755f4fd81a6f6	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	STRICT_FLAVOR	sensory.caramel	sensory.caramel	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:7c9b4e323b7b9e91117cf644a1bb74651a8aa811d5ab52b3c76b1a8f28a9bb60	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:006d5dd5235563802b146469	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:903534948644449274c4db5a13a3c4c874f017737a3478cf475d4cb840f29e68	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00703234597ffb2ff202d415	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	277cd89677a7431a8612a0cd227442176f583d00aa544ecce93e5bbc84ebaf64	277cd89677a7431a8612a0cd227442176f583d00aa544ecce93e5bbc84ebaf64	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:6b5bc7277cd1196ceb0e65a3ac085657190b8ee6417d518cce284feb4d5f647b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:00703990e58c1bcae04196a7	NON_DESCRIPTOR	NON_DESCRIPTOR	979f68a82102467d880e899080ec5550f5aab59756bede0c7f31ef927b2e2cac	979f68a82102467d880e899080ec5550f5aab59756bede0c7f31ef927b2e2cac	NON_DESCRIPTOR	NON_DESCRIPTOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:d9da0e613f3fe097c6e77729943221adcd21ee32ddcaf955d4c166b52e42f40a	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0070d508509308b8dac2164b	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:6962366ced396e3948c5709015369a2b93955642dd212b539fb90562bb75a04e	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
