cleaned_output_atom_id	descriptor_assertion_id	source_native_form_id	cleaned_form_id	cleaned_lexical_form_sha256	concept_cluster_id	mapping_state	canonical_concept_id	base_form_sha256	modifier_form_sha256s	component_concept_ids	normalization_authority	mapping_confidence	reversible_source_pointer	project_owner_reviewed	sensory_expert_adjudicated
cleaned-output-atom:2e842f57f3a90e3cb58f4493	assertion-b2:000a4351bca711cdefc4e745	source-form:2901721ac6fc0e2056f6cc77	cleaned-form:c6de72fbfb89efcf82e78393	c6de72fbfb89efcf82e78393d9b7736ebc531f493a9902bd120202101d35925c	concept-cluster:08f3a3dfb648c5f643d502b8	EXISTING_CANONICAL_MORPHOLOGICAL_VARIANT	sensory.cherry	c6de72fbfb89efcf82e78393d9b7736ebc531f493a9902bd120202101d35925c		sensory.cherry	MACHINE_GOVERNED_HIGH_CONFIDENCE	0.980000	hash:sha256:4651a54a4facc5ddc6aaedb513da39c3e3fd86101d4414975b7a07ca291c6391	false	false
cleaned-output-atom:dbd685d3245fdda576129c10	assertion-b2:000a4351bca711cdefc4e745	source-form:2901721ac6fc0e2056f6cc77	cleaned-form:e6bb5689beec52c4672bd4df	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	concept-cluster:8622cc36e5b6369b4616a11c	MODIFIER_OF_EXISTING_CONCEPT		e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8		NO_GOVERNED_AUTHORITY	0.900000	hash:sha256:4651a54a4facc5ddc6aaedb513da39c3e3fd86101d4414975b7a07ca291c6391	false	false
cleaned-output-atom:8ae7722e206485c93f2c56c7	assertion-b2:000aacf9227f82a63a359884	source-form:0c70766d494019554723cb5c	cleaned-form:94e44d9d24608ae2161d0c56	94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	concept-cluster:bb66cfd556e9ace7cd9012ae	GENUINE_ONTOLOGY_CANDIDATE		94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401			NO_GOVERNED_AUTHORITY	0.000000	restricted://post20k_extension/assertions/assertion-b2:000aacf9227f82a63a359884	false	false
cleaned-output-atom:7c19038509f0f091a8ef0069	assertion-b2:000b8f49fcb70318dc6c7f56	source-form:95db221491d5346da237a9c4	cleaned-form:ba7ad46689f94dc14c1a456c	ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354	concept-cluster:7e2cab11be5e3b34887e4d2a	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.orange	ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354		sensory.orange	NO_GOVERNED_AUTHORITY	0.700000	restricted://post20k_extension/assertions/assertion-b2:000b8f49fcb70318dc6c7f56	false	false
cleaned-output-atom:8e075f71ac273c378e232c22	assertion-b2:000d61c86d98f7f3d5f6e65b	source-form:258e5f076bba687259266eff	cleaned-form:2a4796d53a1ec4dd67daa38b	2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311	concept-cluster:5e3505ae5600c4d4a675f5fb	GENUINE_ONTOLOGY_CANDIDATE		2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311			NO_GOVERNED_AUTHORITY	0.000000	hash:sha256:13e5a9731341678d6c3bee79a52284b2f99f32774eac5abbac3748c7eab97a14	false	false
cleaned-output-atom:f1f11adafc22cc95648bc701	assertion-b2:000e8e1f6b90bf3e648b5479	source-form:6b33f4ec7928d58487ceae1f	cleaned-form:1d1d7d90769a36e59b9e2d5b	1d1d7d90769a36e59b9e2d5ba60dec4a576747a895cc3f324f0ee72e7bae1125	concept-cluster:f8006f05e4acabf7d0ea5823	GENUINE_ONTOLOGY_CANDIDATE		1d1d7d90769a36e59b9e2d5ba60dec4a576747a895cc3f324f0ee72e7bae1125			NO_GOVERNED_AUTHORITY	0.000000	restricted://post20k_extension/assertions/assertion-b2:000e8e1f6b90bf3e648b5479	false	false
cleaned-output-atom:e8ad69e027e090786029d6d9	assertion-b2:000ebf34597937fcfb4332f5	source-form:dca40757d00d1d85634daa89	cleaned-form:a40010d6046616915d64e2b0	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	concept-cluster:021a37d5fcdab9f7756708ae	EXISTING_CANONICAL_EXACT	sensory.caramel	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a		sensory.caramel	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:000ebf34597937fcfb4332f5	false	false
cleaned-output-atom:d6634f2484d215021111bb0b	assertion-b2:000f080b4c62c3acebf908c8	source-form:550b8ce3d164393f314eb1ba	cleaned-form:550b8ce3d164393f314eb1ba	550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1	concept-cluster:8464da777f6c3ac9263b67e7	EXISTING_CANONICAL_MORPHOLOGICAL_VARIANT	sensory.blueberry	550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1		sensory.blueberry	MACHINE_GOVERNED_HIGH_CONFIDENCE	0.980000	hash:sha256:b84ac2c1cdf42763b318c0ffbf9aa64614a72027406e98fa11a392b79112781a	false	false
cleaned-output-atom:ea8b30dc2e3d5a38a81db28a	assertion-b2:0018963e588e7d39fad8dc2f	source-form:9fc0acf02304c58ef11763d6	cleaned-form:9fc0acf02304c58ef11763d6	9fc0acf02304c58ef11763d6ed9229a99bc2da63b083950b7744f67161602469	concept-cluster:46ff81d17b64b5d4be5390d2	EXISTING_CANONICAL_EXACT	sensory.creamy_mouthfeel	9fc0acf02304c58ef11763d6ed9229a99bc2da63b083950b7744f67161602469			MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:bcb7cf46070181fe691c9705b839eca59a5ec0941b6b3ce7766eb759fc73e644	false	false
cleaned-output-atom:93b84ce2c3dcf18a3dd8111d	assertion-b2:00197273eff4eee36155d1ca	source-form:5e979f72abbd4f1b92171e8d	cleaned-form:5e979f72abbd4f1b92171e8d	5e979f72abbd4f1b92171e8d9c0520f9921cf493ff70da32aee5b798048928b4	concept-cluster:a21a7a6912d00ef787a29bbb	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.peach	5e979f72abbd4f1b92171e8d9c0520f9921cf493ff70da32aee5b798048928b4		sensory.peach	NO_GOVERNED_AUTHORITY	0.700000	hash:sha256:8cbadabdc7f8858521748aacc91471082a3bcbe56d052059196812a973e98d8c	false	false
cleaned-output-atom:fba921b372f259d864535d69	assertion-b2:001a9af15aa4c940fbe9a5a8	source-form:5e737f891db1175442a39fde	cleaned-form:5e737f891db1175442a39fde	5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	concept-cluster:c77d3443b248de8dd00b0810	EXISTING_CANONICAL_EXACT	sensory.strawberry	5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a		sensory.strawberry	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:001a9af15aa4c940fbe9a5a8	false	false
cleaned-output-atom:7424a22f7705ddd105614a24	assertion-b2:001cf40446b69030f3ab01a5	source-form:a61c254e6f4e5fe86e90ac52	cleaned-form:7499aced43869b27f505701e	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	concept-cluster:82c770dc95c80374ce894646	AMBIGUOUS_CONCEPT_BOUNDARY		7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35			NO_GOVERNED_AUTHORITY	0.000000	restricted://post20k_extension/assertions/assertion-b2:001cf40446b69030f3ab01a5	false	false
cleaned-output-atom:406eced7a4e53d3fb7fd3bb9	assertion-b2:001e988f6a3c0b434f8be9b1	source-form:7876ab82ad2df908f840d321	cleaned-form:6d1c5859550824d403d8c31a	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	concept-cluster:f4c9332bdc5af1332b4beebe	EXISTING_CANONICAL_EXACT	sensory.jasmine	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f		sensory.jasmine	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:001e988f6a3c0b434f8be9b1	false	false
cleaned-output-atom:cf14aa2e681c7b20cd82ccae	assertion-b2:001f76de5d9e6877c486c938	source-form:5c17109d20746ad75bc1bb9d	cleaned-form:5c17109d20746ad75bc1bb9d	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	concept-cluster:85a01358939418c9214457ae	QUALITY_OR_STRUCTURE_ATTRIBUTE		5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944			NO_GOVERNED_AUTHORITY	0.700000	hash:sha256:f0f3c5a40b26372be7b92e7d3549c04a57186a2677cb5630ea068c5bec0b3a7a	false	false
cleaned-output-atom:9a306f94f8aad591903cb16c	assertion-b2:0020496e0f6c436af25487b8	source-form:447f7f5c325ea17e635bef91	cleaned-form:447f7f5c325ea17e635bef91	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	concept-cluster:373f2527a0243c843fabdf22	MODIFIER_OF_EXISTING_CONCEPT		447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac		NO_GOVERNED_AUTHORITY	0.900000	hash:sha256:947784fa571f378c24f15ae59b1750ab3067ca48fbe934fd9d96f339bce33d0a	false	false
cleaned-output-atom:c2397193cbdfaf4f5dd9de58	assertion-b2:0022263ca2ad6ad29704fa9f	source-form:85356064d03872ac4bed179b	cleaned-form:85356064d03872ac4bed179b	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	concept-cluster:a21a7a6912d00ef787a29bbb	EXISTING_CANONICAL_EXACT	sensory.peach	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265		sensory.peach	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:e036f1d2507c040b47d88e13980da67e3cba35ab87893d6208ef2c868a4decc0	false	false
cleaned-output-atom:d18c506d93d523c6585f3569	assertion-b2:0028ff0ee01564dbe6ef4835	source-form:97a95ca70b5e97bc30ed1c0c	cleaned-form:97a95ca70b5e97bc30ed1c0c	97a95ca70b5e97bc30ed1c0c50ca0aacaa298c28ea9cf92de0dacd2e86d1ef5c	concept-cluster:2ac20685ef870dbadee5c834	GENUINE_ONTOLOGY_CANDIDATE		97a95ca70b5e97bc30ed1c0c50ca0aacaa298c28ea9cf92de0dacd2e86d1ef5c			NO_GOVERNED_AUTHORITY	0.000000	restricted://post20k_extension/assertions/assertion-b2:0028ff0ee01564dbe6ef4835	false	false
cleaned-output-atom:fb6443e0ed282ab75a45899e	assertion-b2:002af2f4f058240ba6d8b67a	source-form:42267a5a6e72c11e0a3496c6	cleaned-form:4238b2540b3b9e8680909896	4238b2540b3b9e8680909896fda4ca50c2e6945bf31e4377d492db5b1c82823d	concept-cluster:c9f3d2436c63543228c9ab19	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.leather	4238b2540b3b9e8680909896fda4ca50c2e6945bf31e4377d492db5b1c82823d			NO_GOVERNED_AUTHORITY	0.700000	hash:sha256:ecdb5c542312698cda0be388118300a2a543d4ee54d4378673f1eba1b9d86545	false	false
cleaned-output-atom:51946707af9793ea79a582f1	assertion-b2:002c2bc5ce89f7b659a1bd56	source-form:c9665c96a8678e037a9ca363	cleaned-form:efbaa8cbfffc1af3afcf8082	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	concept-cluster:fbbe2be593892327b90a4799	EXISTING_CANONICAL_EXACT	sensory.lime	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505		sensory.lime	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:b5f48314fa2f6790d531c7336a5598fb6b4963efb853ad1a1424ebf03a417934	false	false
cleaned-output-atom:1a225920018d22f80d82008d	assertion-b2:002cb6937dc775318ef6eb4f	source-form:1a3c4b300d516c22b367ed53	cleaned-form:632e93023886160a2a5494cd	632e93023886160a2a5494cd49aeb72994fc61f6834355d175a423b99715a9df	concept-cluster:3e50480a2ae1708f1e73670b	GENUINE_ONTOLOGY_CANDIDATE		632e93023886160a2a5494cd49aeb72994fc61f6834355d175a423b99715a9df			NO_GOVERNED_AUTHORITY	0.000000	restricted://post20k_extension/assertions/assertion-b2:002cb6937dc775318ef6eb4f	false	false
cleaned-output-atom:1d8dd4dbe631025c211d3f84	assertion-b2:0031269daca4864d546aa9cb	source-form:846d124b6785689c70bc65cf	cleaned-form:846d124b6785689c70bc65cf	846d124b6785689c70bc65cf99e0ea2e896349ffeb38cf1b1224b88b3982fe94	concept-cluster:e3623ab2f4160cf7e0a5f5bd	AMBIGUOUS_CONCEPT_BOUNDARY		846d124b6785689c70bc65cf99e0ea2e896349ffeb38cf1b1224b88b3982fe94			NO_GOVERNED_AUTHORITY	0.000000	hash:sha256:756e33fcb913da790ea3627a8041845c64213ecaa6c0d24560579ae9604ca701	false	false
cleaned-output-atom:b1aa8e2f7b394796d2af0b7f	assertion-b2:003179d40c9186858c5123b2	source-form:cd9558acfc386bd3e1fb14da	cleaned-form:a97b0931730e83fbf9284ff0	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	concept-cluster:46c98227fcdfe17e552d84c2	QUALITY_OR_STRUCTURE_ATTRIBUTE		a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923			NO_GOVERNED_AUTHORITY	0.700000	hash:sha256:1bfdbba84fae83d69267a74b566988be787aad486dc545e09de2674bcebc39bc	false	false
cleaned-output-atom:4bbcd05d7fe59047f4704939	assertion-b2:0031b3a4de8b733a0655f241	source-form:1b4c9133da73a71132240431	cleaned-form:1b4c9133da73a71132240431	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	concept-cluster:7e2cab11be5e3b34887e4d2a	EXISTING_CANONICAL_EXACT	sensory.orange	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94		sensory.orange	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:49d3166576ef34707f245f7fa1a369fd83ee0e4c1e99d4c6045e63a1a316f9d2	false	false
cleaned-output-atom:d8da5249874e6a408baf1cfd	assertion-b2:0033ee6fde2d1ede92b13e38	source-form:6455dbcb9597e2174aedccfd	cleaned-form:6815f3c300383519de8e4374	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	concept-cluster:aa970c4b0083ea9b5e9eef7e	EXISTING_CANONICAL_EXACT	sensory.mango	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494		sensory.mango	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:0033ee6fde2d1ede92b13e38	false	false
cleaned-output-atom:7c296b0211f056aeea03d5be	assertion-b2:003992b0bb07ac4a9ddca14f	source-form:ea4b35e8f83279eab1e670e3	cleaned-form:ea4b35e8f83279eab1e670e3	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	concept-cluster:d842a09b57440a1ee337a61d	QUALITY_OR_STRUCTURE_ATTRIBUTE		ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76			NO_GOVERNED_AUTHORITY	0.950000	hash:sha256:f2d22e7d1c6c8743bd08faa59723ff2a6b0df765af3402e3adf5e9cfd49de88e	false	false
cleaned-output-atom:0d0f2e6414c3b4e5b2f73db6	assertion-b2:003b31b60bd5b05576f3c869	source-form:a61c254e6f4e5fe86e90ac52	cleaned-form:7499aced43869b27f505701e	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	concept-cluster:82c770dc95c80374ce894646	AMBIGUOUS_CONCEPT_BOUNDARY		7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35			NO_GOVERNED_AUTHORITY	0.000000	hash:sha256:e07231f9325d506f474c782bc6bdce3891d293dd620d687774b2268f734f6319	false	false
cleaned-output-atom:6f7d00b0a88bdbc15bcaeab7	assertion-b2:003beb0e135d984bb5d28f8e	source-form:1b35cfba043c1d10319eaf83	cleaned-form:1b35cfba043c1d10319eaf83	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	concept-cluster:81e6113e43689f17fc21caa6	GENUINE_ONTOLOGY_CANDIDATE		1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919			NO_GOVERNED_AUTHORITY	0.000000	hash:sha256:2f4295e6af43ee092a4496b4fdb06d65fdffa0188fc5a53f916e2dd475e19e42	false	false
cleaned-output-atom:1358ee5a8ec91cc088c7a467	assertion-b2:00449b2d07522eb392e10804	source-form:3146f3f23122f5ecfa5c1391	cleaned-form:f47fbc6c899ad112af0315b7	f47fbc6c899ad112af0315b7bcc94fc47a19197761455e3c510f84eaf9921a22	concept-cluster:4306061d980072852b17c251	GENUINE_ONTOLOGY_CANDIDATE		f47fbc6c899ad112af0315b7bcc94fc47a19197761455e3c510f84eaf9921a22			NO_GOVERNED_AUTHORITY	0.000000	hash:sha256:13e5a9731341678d6c3bee79a52284b2f99f32774eac5abbac3748c7eab97a14	false	false
cleaned-output-atom:b6c1f9a6adeff28989b8c92c	assertion-b2:0044e493542cfcf8c5a7348d	source-form:68ddbd5a6d8179ba30a22bea	cleaned-form:099bbde85d2ab4f33035c0d4	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	concept-cluster:9e3735e073075f3f9406dc80	EXISTING_CANONICAL_EXACT	sensory.black_tea	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed			MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:e1c532d19c1db5e83b2d1b82279de2d992e9ebbebdd8acee16a96623e9dd29ca	false	false
cleaned-output-atom:497681f3d1c0803fcfa05631	assertion-b2:0045083c30f108d92fbb7023	source-form:360bbfa8b828f6d0fa91ee38	cleaned-form:9738eaf312d761a8ae49f777	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	concept-cluster:cf06d9dc3cdf43dc497ae9c1	AMBIGUOUS_CONCEPT_BOUNDARY		9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014			NO_GOVERNED_AUTHORITY	0.000000	restricted://post20k_extension/assertions/assertion-b2:0045083c30f108d92fbb7023	false	false
cleaned-output-atom:e38b740e802a681ac1ceda58	assertion-b2:0047c4c6db986b35ce7cec09	source-form:90e62b92a956add6e1c3871b	cleaned-form:90e62b92a956add6e1c3871b	90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc	concept-cluster:dac57ccd680e685c77c774ec	EXISTING_CANONICAL_EXACT	sensory.almond	90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc		sensory.almond	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	hash:sha256:285185c7781f47feed250f232a695cda96651041a4fe029f1b58bf2cd5982f45	false	false
cleaned-output-atom:134cbbc4c17cc9dcc0f2a12b	assertion-b2:004a532e00ccc8593148eb8c	source-form:24adb72e01fdfe2552cafb34	cleaned-form:0f78fcc486f5315418fbf095	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	concept-cluster:e02f9c8ddc5d774d0a65608d	EXISTING_CANONICAL_EXACT	sensory.grape	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496		sensory.grape	MACHINE_GOVERNED_HIGH_CONFIDENCE	1.000000	restricted://post20k_extension/assertions/assertion-b2:004a532e00ccc8593148eb8c	false	false
cleaned-output-atom:b4b524d541967012eabc2cd6	assertion-b2:004b4637ad9146099a7dabb8	source-form:01e7c30f7fec479d601b6df8	cleaned-form:b9043c16af362f30807deaf6	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	concept-cluster:527fc2be53e4a1f199e90a03	MODIFIER_OF_EXISTING_CONCEPT		b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	sensory.sweet	NO_GOVERNED_AUTHORITY	0.900000	hash:sha256:98343b6f2347cdd392288c0e0f5b27b9eb9b710dc5a7c1364011dacd3bb8cd89	false	false
