segmentation_group_id	effective_record_id	source_family_id	publication_layer	source_field_label	source_locator	raw_field_text_or_restricted_pointer	raw_field_text_sha256	first_pass_atom_count	first_pass_atom_sha256s	cleaned_atom_count	cleaned_atom_sha256s	segmentation_decisions	minimum_segmentation_confidence	decision_basis	review_requirement	segmentation_reversible
segmentation-field:7655090c9ececed6f834250e	effective-b2:4ec6069ca1af6c9af983cd9e	family.project_origin	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	Cupping Notes	html:table-row=27;field=Cupping Notes	hash:sha256:129594d28d7ef12b2e437039ae844a1da20740a98033ba5598245ae5a2c1ed5c	129594d28d7ef12b2e437039ae844a1da20740a98033ba5598245ae5a2c1ed5c	7	16eddf1578aee94c7b5263733073b5c63362785e77583fc4b188e5d8881fe3a3|6b9e1f86100c7a63b855407d3032e014cb668c33aec60779cbe1c24381da0980|872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c|8b08b70bef0c5f31046c217add159aca8236f286665088b39d872ae5b37c1771|b6f436d9d3beaf4d676ebab540936c70da384d3db32f51286f5d63c63f76892d|d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09|e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	7	['510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b']|['5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944']|['5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a']|['9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014']|['a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8']|['ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c']|['e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:27793c1bf48c7ae169a84834	effective-b2:4f7526d2ffb7a8520de70ef3	family.project_origin	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	Cupping Notes	html:table-row=12;field=Cupping Notes	hash:sha256:4ca4907214379e36c60ad8d02eacfc2ee0ec0f8bfc3d64473144dc8b78c6b36f	4ca4907214379e36c60ad8d02eacfc2ee0ec0f8bfc3d64473144dc8b78c6b36f	7	0926f4fa322a69c6feeb4c1d0908de77beeaed8418b4a0f9976ef71892935915|2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407|6b9e1f86100c7a63b855407d3032e014cb668c33aec60779cbe1c24381da0980|872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c|ae7c23c05aa9063f79168c285fc0d99cf97c83ca3e39c87607e8070bcb2ebda3|c3015a24147356412740562c49bea3d8d35faee4654cf22f57c5e8395d69271a|c6a8724097f4a7baa3e4338018aacf7ead4d1398409a0e73350bae64d2417729	7	['5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944']|['7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509']|['85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265']|['d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b']|['d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b']|['e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953']|['f2b88528b4ada2f49eb828deb1542d1a45c81ad85fb2377e6ee6e1086dc97fa0']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:505077f8083e5e13f969d83b	effective-b2:4fff52b65032edb84aac787a	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	hash:sha256:8f938e5367484886c67d816ae71205699a35d96af3d1c56910b9756679393447	8f938e5367484886c67d816ae71205699a35d96af3d1c56910b9756679393447	13	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407|3c5cdb8438c853b05ac00da827b4000e3251df2d1f6aeba63849a2c5e82c832f|549cf5e0dd063abb70149b3c8f79b17252f523d838bf8b9efffc212b552521d7|55848726df84febf55c8547a5008f40b926bc29eb4ef6171022ea300ac901d70|60707cfeb40e2a665b352fd1618c7c84685856fdc4b7f5ebffc7987ade98df2f|6455dbcb9597e2174aedccfd387db577d487fc7fc6027c2d66eb7c239cf56922|68ddbd5a6d8179ba30a22bea3c33046e2d742a3d0cf04bf24f55e5964b9f3c2e|6d33a9d4d7809052cf8c6b59c84ffbb2d16ef7452c0d403776e7fd16d8f8fc07|80c5f7f3bb0ba9e9a5da803bfee916a2328243d9cbf4b936a8ce4acb0dd09a84|95db221491d5346da237a9c4f1a6dc827cfd12475e941100a488178ef2f182d5|a45b21cde08b85209a71171eea1bc8d1928c260cac62007acffc2e3aa5ec584f|b34cad31a8e1aa33281694a7c3c28b3f50fcca9ee3cc724afc482b614a23b485|d85576a38083305042ed8a63691bb1553c274f2dad26e46b28f5a4f3e93f98df	13	['099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed']|['0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5']|['0e27150cb1fc10c8366e5924160b7d3c36bc045edf614989b5134136bd719188']|['6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494']|['85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265']|['8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23']|['918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0']|['99a5ec8dee37605d9718ee4d9bcee84fcf1af8b5ead8353e8163229a6087fec9']|['abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4']|['ba7ad46689f94dc14c1a456ce5a72bd83dffaed8e6e5f83823d32b6ffcc33354']|['f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7']|['f898cb1f16b1e45f23aebdd5214f849671e1afcb05b0e8648617603cd1d072a1']|['fef8cec0ffdcbf78b64df6bd244dd57a0224531513cd85e16b354d92264676b6']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:906107162c7b6377a614e8a9	effective-b2:4fff52b65032edb84aac787a	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	html:item-attr=Overall;index=1	hash:sha256:bf46c886895c9b07cfd5f4dd4ca0b5f339081759a83eb5b9a93c1d1942391df1	bf46c886895c9b07cfd5f4dd4ca0b5f339081759a83eb5b9a93c1d1942391df1	6	715b1458abbee52eb88658bb578f99719f544104718a34de7d9bcea1383c4b34|7b432b217a8212677ff52d0505f3f1f7c4c6f1ad5d816335fefa4c1032c017cb|b6ee7b3e8d9c49d8599a79b0d17a3524522c29584e79d66fbf772446ab6ba10d|cd75063b613ddfc661b8908ea0f8736305baffb7b641ccb06c0a67638905a703|f583644beec90fd2a9444cb54cddbbad64eebdebc71b2dffdddc252bfc7dc4e1|f9fed74b6303ad8eed0fb4bafd53e99526ad65716ec193d1e80073b15b6335cf	6	['73c76d56fd4042001a19cd735382344bc7ecb1adf080796e9096cf26fcc6cdde']|['b1386de8cb1a2b60ce660395411ad947d86293f5562e8459d480f7007f7a9d54']|['c1deb3268b977bb925905657adbb0102e853340b00f69a17c1eb72386cac4a42']|['ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76']|['ef77440b6f8382d4ce8d8cf6e0992d3a092e57d91822f8e970be365ec35b14a9']|['f2e63aaf7a195ec91495103d8c6a8ab43e8dd5a71b9a5f7cdfc32a3327820ffb']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:29d0d97400447d9095e6081d	effective-b2:4fff52b65032edb84aac787a	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	hash:sha256:f67debf4966f63fdaab7e86f15affa50118b227cd0d05be561e309755623d962	f67debf4966f63fdaab7e86f15affa50118b227cd0d05be561e309755623d962	3	b7962dc8634ab2696df95291595e8a7cd3b57dc5b7d1dedd5097683a5f98bdc3|cd75063b613ddfc661b8908ea0f8736305baffb7b641ccb06c0a67638905a703|e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	3	['a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8']|['c371578fdc5ddc302a761f00d4542eaeaebf1364357c53f993b34744a76e1d81']|['ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:475f6867571e22d12f60bff4	effective-b2:505b99ab38f81195e1563048	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	hash:sha256:5482aebbd9f0124ebe58ae305dc7fa8a9e7178c971c81fa14dd043787a85f31b	5482aebbd9f0124ebe58ae305dc7fa8a9e7178c971c81fa14dd043787a85f31b	4	06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478|12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0|7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748|b476186086eb80f0156ccccb8e6f95c69888b4b7ab8e15fb056d01ef9317f903	4	['06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478']|['12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0']|['7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748']|['b476186086eb80f0156ccccb8e6f95c69888b4b7ab8e15fb056d01ef9317f903']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:efb11c354fdb1e718f7ed2ed	effective-b2:505b99ab38f81195e1563048	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	html:item-attr=Overall;index=1	hash:sha256:9f4b6c64b0f31485693cf9d22deb58c2ecc4ce0cf150088f92a96e6074a01d02	9f4b6c64b0f31485693cf9d22deb58c2ecc4ce0cf150088f92a96e6074a01d02	7	0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99|1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94|749b0454b89226f5893211ed630015cb2f10f4a935ab66cc4b32b27a580c8800|a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a|abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4|bf04ab117091d33cc0bad57a201627f7bd83e054dd76c7b411803c45dab44ee1|d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	8	['0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99']|['1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94']|['749b0454b89226f5893211ed630015cb2f10f4a935ab66cc4b32b27a580c8800']|['a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a']|['abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4']|['d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b']|['f898cb1f16b1e45f23aebdd5214f849671e1afcb05b0e8648617603cd1d072a1', '9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC|SAFE_LIST_SPLIT	0.920000	BOUNDED_COORDINATION_RULE|GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:4777b8f77e92d5490c2a7cbd	effective-b2:505b99ab38f81195e1563048	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	hash:sha256:ed55a047702be72d54a61135eddf1577f01aee1d9fddcb79f2593fb4b8bd592a	ed55a047702be72d54a61135eddf1577f01aee1d9fddcb79f2593fb4b8bd592a	4	109c7f28ed7f6f3cdabc79a3923a460c07a8c5c3608bbe4d1d395f42359973ff|6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1|728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d|c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5	4	['109c7f28ed7f6f3cdabc79a3923a460c07a8c5c3608bbe4d1d395f42359973ff']|['6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1']|['728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d']|['c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:3b0180b76d95e37d75b3f54d	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Body description	sheet:All Panelists#row=193;column=20	hash:sha256:1ea32b7ccc8cadd270fdf1e5ef5c691cfee784629eaab37186b6ae0d2dcb8de4	1ea32b7ccc8cadd270fdf1e5ef5c691cfee784629eaab37186b6ae0d2dcb8de4	2	d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f|f811eb5c56eeb90a48b9dfc01b860424a8c7b4bd349119d07a8969dd7811b127	2	['d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f']|['f811eb5c56eeb90a48b9dfc01b860424a8c7b4bd349119d07a8969dd7811b127']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:8bb7f1d6f579af52c9126809	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bouquet description	sheet:All Panelists#row=380;column=7	hash:sha256:5bf46a4f08228d168c12099140d0cd77560ed5c4c943c8daf7888222befb6637	5bf46a4f08228d168c12099140d0cd77560ed5c4c943c8daf7888222befb6637	3	45dc965e2f643925eb6024e9dd9e7f25a6d0ee2ac56bc810ab7e85c83c444037|54238e9415df5dffbf4ba272ca6a2e44609356c20e74a3c60abc4e54e2eba443|99f7855eb789dfecf9ea66df3221a743f4ab8be59ae6b9c503499c1940a90fd5	3	['45dc965e2f643925eb6024e9dd9e7f25a6d0ee2ac56bc810ab7e85c83c444037']|['54238e9415df5dffbf4ba272ca6a2e44609356c20e74a3c60abc4e54e2eba443']|['99f7855eb789dfecf9ea66df3221a743f4ab8be59ae6b9c503499c1940a90fd5']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:c090f69a463a22869a4a29db	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Acidity description	sheet:All Panelists#row=380;column=11	hash:sha256:6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	1	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	1	['6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:d99ee093ebabc525f14132b8	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Sweetness description	sheet:All Panelists#row=380;column=14	hash:sha256:6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	1	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	1	['6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:a98ec247facb7017e037ce5a	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=380;column=17	hash:sha256:6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	1	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	1	['6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:4fac5da8de95a940493d6a16	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=380;column=5	hash:sha256:75652d38237a0affcbf38ccdbb673dccf0bc40ed155e810bb49b60dc7f551d47	75652d38237a0affcbf38ccdbb673dccf0bc40ed155e810bb49b60dc7f551d47	2	3bc4a8a885c931ecc824735274d851dcc118761168ce373dd4eb877a1be1115d|7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	2	['3bc4a8a885c931ecc824735274d851dcc118761168ce373dd4eb877a1be1115d']|['7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:47fb5cbe917cdc675969db0d	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=193;column=5	hash:sha256:8d8c4fc05501452305a3edff271797ecabe8cbbbe7131c871dbd9480b7f9fe93	8d8c4fc05501452305a3edff271797ecabe8cbbbe7131c871dbd9480b7f9fe93	2	058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756|da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486	2	['058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756']|['da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:c276d56e2ac0b753e47a401b	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=193;column=17	hash:sha256:948dbde67a8ef961ee8b24e10eac195791e61a4460cc984ce509210979d7539c	948dbde67a8ef961ee8b24e10eac195791e61a4460cc984ce509210979d7539c	1	948dbde67a8ef961ee8b24e10eac195791e61a4460cc984ce509210979d7539c	1	['948dbde67a8ef961ee8b24e10eac195791e61a4460cc984ce509210979d7539c']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:4fc12cab963493737ee088c5	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Body description	sheet:All Panelists#row=380;column=20	hash:sha256:b98fc21f61de5a48d97fb3719c8f23882196c6028dc8d31854b636ccf6e78dbe	b98fc21f61de5a48d97fb3719c8f23882196c6028dc8d31854b636ccf6e78dbe	2	68acb6bbed573939a8b8b9d5c305d08d39b5da13a1b664b10a68793546d4e197|c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	2	['68acb6bbed573939a8b8b9d5c305d08d39b5da13a1b664b10a68793546d4e197']|['c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:ab469f66843651f36650f968	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=193;column=9	hash:sha256:c6a204ee29f6db4e193b3d1d9bd060329a17b62b5404eae7d8736d2b1a01c480	c6a204ee29f6db4e193b3d1d9bd060329a17b62b5404eae7d8736d2b1a01c480	2	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761|fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	2	['09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761']|['fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:f36711d407696e9193f93734	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=380;column=9	hash:sha256:c6a204ee29f6db4e193b3d1d9bd060329a17b62b5404eae7d8736d2b1a01c480	c6a204ee29f6db4e193b3d1d9bd060329a17b62b5404eae7d8736d2b1a01c480	2	09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761|fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	2	['09f04951af4cd503877815fd30f98e3af8d3d50a0972e83a4aaa42f4fba59761']|['fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:e42de365a3a2b01abd6d58c6	effective-b2:507c4d0ea4de1532416cb7ce	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bouquet description	sheet:All Panelists#row=193;column=7	hash:sha256:f65cb002337309e97e707a4f33b10c08a84598b1614c133cd0e2f6afc43008b5	f65cb002337309e97e707a4f33b10c08a84598b1614c133cd0e2f6afc43008b5	3	3d5478b51790b364dfb4dd6764e900adc7cee8a09cabcf4b24b04e16c78687da|5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257|da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486	3	['3d5478b51790b364dfb4dd6764e900adc7cee8a09cabcf4b24b04e16c78687da']|['5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257']|['da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:01eaaa9688ce9654fff863e7	effective-b2:50ba716c78adce38b76abcef	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	hash:sha256:31860cc895cf97301cdb7da98a5907536a05774190a7830b2a86905a23e2166e	31860cc895cf97301cdb7da98a5907536a05774190a7830b2a86905a23e2166e	2	043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b|cecfc22ac47bf22bc0ab600eb607507944f53df8d8ff8f37d25eb48c9393e875	2	['043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b']|['939cdab24ab8e2507ed87ced1fc8c119a04255d1767de1ab72c005300747df3b']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
