semantic_concept_node_id	concept_or_cluster_id	node_kind	canonical_ontology_auto_promotion
semantic-concept:concept-cluster:02b15142abe6ae5083959b5f	concept-cluster:02b15142abe6ae5083959b5f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:02b551946990e0522dee7f57	concept-cluster:02b551946990e0522dee7f57	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:02d170e636f9012714478802	concept-cluster:02d170e636f9012714478802	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:02de9362ed58ca37c21a7534	concept-cluster:02de9362ed58ca37c21a7534	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:02f9f6570e2771e9ec32ab42	concept-cluster:02f9f6570e2771e9ec32ab42	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:02fe494ba34b9fcc4a5d9587	concept-cluster:02fe494ba34b9fcc4a5d9587	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:030c1a180f62693acca2a828	concept-cluster:030c1a180f62693acca2a828	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03281f93ba84a1fc49f3839b	concept-cluster:03281f93ba84a1fc49f3839b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:033a0c0d44387a2361f9260a	concept-cluster:033a0c0d44387a2361f9260a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:033e98fd0980c541a30a21ef	concept-cluster:033e98fd0980c541a30a21ef	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0342f801c011d8c558e663d1	concept-cluster:0342f801c011d8c558e663d1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:034aa27b2239dfdcef5527ff	concept-cluster:034aa27b2239dfdcef5527ff	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03505d1130642d5663694e65	concept-cluster:03505d1130642d5663694e65	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0355155858b733cc64c1486a	concept-cluster:0355155858b733cc64c1486a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03556b735a6f6f40adbbedf7	concept-cluster:03556b735a6f6f40adbbedf7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:036f2f6de5bbb5194445d1ce	concept-cluster:036f2f6de5bbb5194445d1ce	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:038382a9e98aba0612e0ce03	concept-cluster:038382a9e98aba0612e0ce03	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:038ec107bdcb1118c54fde4c	concept-cluster:038ec107bdcb1118c54fde4c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03a02655d71dd8c63abc30e3	concept-cluster:03a02655d71dd8c63abc30e3	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03a72e815ebc3390c466893b	concept-cluster:03a72e815ebc3390c466893b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03b0f2232902a6b39121f57c	concept-cluster:03b0f2232902a6b39121f57c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03c713c86feda9976ce4421f	concept-cluster:03c713c86feda9976ce4421f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03c96f41cd27bbd6d5246617	concept-cluster:03c96f41cd27bbd6d5246617	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03c98c659350cfc21e638d0f	concept-cluster:03c98c659350cfc21e638d0f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03d6a7548a67d9fa4270ccd2	concept-cluster:03d6a7548a67d9fa4270ccd2	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03eb42e01bbab427bb2edf84	concept-cluster:03eb42e01bbab427bb2edf84	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03f1ccb5b63a2288b7ad9dc1	concept-cluster:03f1ccb5b63a2288b7ad9dc1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03f4cb0dd6677a9641e7f98b	concept-cluster:03f4cb0dd6677a9641e7f98b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03f8f4da8c1f85bfee078e88	concept-cluster:03f8f4da8c1f85bfee078e88	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:03fd693c2ea4ce3b064b88ee	concept-cluster:03fd693c2ea4ce3b064b88ee	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:040d49560f1eadc40e09b763	concept-cluster:040d49560f1eadc40e09b763	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04165527f1ba4adb61a4fff1	concept-cluster:04165527f1ba4adb61a4fff1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:041b170db6df89b7bf8a90a4	concept-cluster:041b170db6df89b7bf8a90a4	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:041c9c18326d21c4ac5ee5d2	concept-cluster:041c9c18326d21c4ac5ee5d2	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:041d99809344c686998a8261	concept-cluster:041d99809344c686998a8261	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04348bbc30bd9a6a0681ffbc	concept-cluster:04348bbc30bd9a6a0681ffbc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:044ea9117ad6b61f3f6bccae	concept-cluster:044ea9117ad6b61f3f6bccae	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:044f83d10bf6e64b5da2625b	concept-cluster:044f83d10bf6e64b5da2625b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:045867ee52cb6dab8913565a	concept-cluster:045867ee52cb6dab8913565a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:045acf97602cb60db845ac06	concept-cluster:045acf97602cb60db845ac06	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04882dd85d44c668b7dec1c7	concept-cluster:04882dd85d44c668b7dec1c7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04996f856d780075fda45216	concept-cluster:04996f856d780075fda45216	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04a5ca027d40c9bfa0a41b0a	concept-cluster:04a5ca027d40c9bfa0a41b0a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04bc76a44f2a13ae92dfb401	concept-cluster:04bc76a44f2a13ae92dfb401	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04def19a9ac1dcc98a5f5c99	concept-cluster:04def19a9ac1dcc98a5f5c99	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:04e505df680aff2f3f2c5448	concept-cluster:04e505df680aff2f3f2c5448	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0515563aee4cc313fd0b0150	concept-cluster:0515563aee4cc313fd0b0150	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05163e39ee608443150ac75b	concept-cluster:05163e39ee608443150ac75b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:053a2e0004cc966b38a6a9c8	concept-cluster:053a2e0004cc966b38a6a9c8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:053aea60d5d43d40d91c9caf	concept-cluster:053aea60d5d43d40d91c9caf	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0559767e85e032dbac24f047	concept-cluster:0559767e85e032dbac24f047	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:055cfb477110a124dc9a66f0	concept-cluster:055cfb477110a124dc9a66f0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:056061d9b10aec4ddbf74600	concept-cluster:056061d9b10aec4ddbf74600	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:056684707ff12ffb7bf19db3	concept-cluster:056684707ff12ffb7bf19db3	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:058d48b6a3ec83c94ac7f3e3	concept-cluster:058d48b6a3ec83c94ac7f3e3	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:059e9dbd7f678bd065f6e14b	concept-cluster:059e9dbd7f678bd065f6e14b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05a9641d70d85a03db2a3a15	concept-cluster:05a9641d70d85a03db2a3a15	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05ac094daf9960bcbfb10161	concept-cluster:05ac094daf9960bcbfb10161	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05b063d75f863e85f17b190d	concept-cluster:05b063d75f863e85f17b190d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05b54596d6eb5c63ffafed4a	concept-cluster:05b54596d6eb5c63ffafed4a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05bb145455d7a7e1d86b6ca5	concept-cluster:05bb145455d7a7e1d86b6ca5	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05c16ba8eb249019a152e5ec	concept-cluster:05c16ba8eb249019a152e5ec	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05dbe16d85366717610d0945	concept-cluster:05dbe16d85366717610d0945	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05f104bb44682439ceab4916	concept-cluster:05f104bb44682439ceab4916	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:05f74d3109fdfa07fe184de6	concept-cluster:05f74d3109fdfa07fe184de6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06001f465001fc031ff02ef2	concept-cluster:06001f465001fc031ff02ef2	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0600b59fd0272d0393fab222	concept-cluster:0600b59fd0272d0393fab222	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0602f6fe65f80eca239d9375	concept-cluster:0602f6fe65f80eca239d9375	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0604d26c61c46fdd152367bb	concept-cluster:0604d26c61c46fdd152367bb	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0619508a3c32925b1091ad38	concept-cluster:0619508a3c32925b1091ad38	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06234296534a533ad72530d7	concept-cluster:06234296534a533ad72530d7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06487de0da6ad60c8071c1e1	concept-cluster:06487de0da6ad60c8071c1e1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:064ffaeb30c1edfde43cecea	concept-cluster:064ffaeb30c1edfde43cecea	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:065347af8ff1d5c5d065e251	concept-cluster:065347af8ff1d5c5d065e251	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:065884f6c25dcad209c3d3b6	concept-cluster:065884f6c25dcad209c3d3b6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:065dba3406cb1979b3d56c4a	concept-cluster:065dba3406cb1979b3d56c4a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0684d9686ea98add6e839cfc	concept-cluster:0684d9686ea98add6e839cfc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:068dfb271f0de36f117951ba	concept-cluster:068dfb271f0de36f117951ba	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06dd5caf87c277dcb0a7ad79	concept-cluster:06dd5caf87c277dcb0a7ad79	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06e1c1d913eb86fc506bfaf2	concept-cluster:06e1c1d913eb86fc506bfaf2	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06e458cc84e8665df819f215	concept-cluster:06e458cc84e8665df819f215	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06f67cbeba73d9732663b7fc	concept-cluster:06f67cbeba73d9732663b7fc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:06fb09c36c4fdde67b4ae0d0	concept-cluster:06fb09c36c4fdde67b4ae0d0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0705f8c6f5ae4de4df9e90dd	concept-cluster:0705f8c6f5ae4de4df9e90dd	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:070a10a8919527a7477aae67	concept-cluster:070a10a8919527a7477aae67	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:070e16ad5dab3eae8ddfc4d2	concept-cluster:070e16ad5dab3eae8ddfc4d2	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0717eddc1cf885239b8098fc	concept-cluster:0717eddc1cf885239b8098fc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:074eb05cb64e50ff957e6656	concept-cluster:074eb05cb64e50ff957e6656	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:075cc8d68de47be8df663943	concept-cluster:075cc8d68de47be8df663943	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0770b20502c2d49b1b56f310	concept-cluster:0770b20502c2d49b1b56f310	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0777a57a07ab60358f4e9a5d	concept-cluster:0777a57a07ab60358f4e9a5d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07ac3208a18c63d68784486d	concept-cluster:07ac3208a18c63d68784486d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07af95991f53dca4685ef6d5	concept-cluster:07af95991f53dca4685ef6d5	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07b1b4f2584fcfe08bcf23a6	concept-cluster:07b1b4f2584fcfe08bcf23a6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07b5e9ad8fd5acb84f8080de	concept-cluster:07b5e9ad8fd5acb84f8080de	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07bbb2d9eafe52ca82d8e0f8	concept-cluster:07bbb2d9eafe52ca82d8e0f8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07be061f70beea626ce049cc	concept-cluster:07be061f70beea626ce049cc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07c890764df7542fc3f10afd	concept-cluster:07c890764df7542fc3f10afd	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07d5136e51e54afd852cf7af	concept-cluster:07d5136e51e54afd852cf7af	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:07f698f66952a3f8676ee97f	concept-cluster:07f698f66952a3f8676ee97f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0803b635ddfb7c2efae59479	concept-cluster:0803b635ddfb7c2efae59479	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0815b177f5600a6280fc0547	concept-cluster:0815b177f5600a6280fc0547	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08177b44126fad58e249e606	concept-cluster:08177b44126fad58e249e606	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:081905cd28a46996e2ac146b	concept-cluster:081905cd28a46996e2ac146b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:081e2c249dcc0bc8265a9d21	concept-cluster:081e2c249dcc0bc8265a9d21	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08466e664d0775d1fa5e09dc	concept-cluster:08466e664d0775d1fa5e09dc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:084761a118322af26a668f48	concept-cluster:084761a118322af26a668f48	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:084d3002e359444604cbad55	concept-cluster:084d3002e359444604cbad55	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08551310f19de49111c6de8e	concept-cluster:08551310f19de49111c6de8e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:085c616f67aa3d26247e3107	concept-cluster:085c616f67aa3d26247e3107	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08605cd57cd90d8452aa999b	concept-cluster:08605cd57cd90d8452aa999b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:086e6043b81ca351cde8136c	concept-cluster:086e6043b81ca351cde8136c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:087b38987d4755735a919566	concept-cluster:087b38987d4755735a919566	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0889677151bba05a9b1bc424	concept-cluster:0889677151bba05a9b1bc424	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:088fc29179091a18bdaec055	concept-cluster:088fc29179091a18bdaec055	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08a860e44f2105dc87cb7894	concept-cluster:08a860e44f2105dc87cb7894	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08afb1497ab9f77caa7162df	concept-cluster:08afb1497ab9f77caa7162df	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08c0500170418652929a7f37	concept-cluster:08c0500170418652929a7f37	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08e0835e8df5e2deecf3c363	concept-cluster:08e0835e8df5e2deecf3c363	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08e973b0a4d2da46ee52ac5a	concept-cluster:08e973b0a4d2da46ee52ac5a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08ec805ab09babf2e76b3b64	concept-cluster:08ec805ab09babf2e76b3b64	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:08f3a3dfb648c5f643d502b8	concept-cluster:08f3a3dfb648c5f643d502b8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0914e11abc50239365c57b5f	concept-cluster:0914e11abc50239365c57b5f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:093815b8a21d708bfb2bb28d	concept-cluster:093815b8a21d708bfb2bb28d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0942fb41773756e864a6941a	concept-cluster:0942fb41773756e864a6941a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:094786652001b25acbe04b06	concept-cluster:094786652001b25acbe04b06	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0953362e00d8950c5d69af73	concept-cluster:0953362e00d8950c5d69af73	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0961263e196fa7feee3a92a1	concept-cluster:0961263e196fa7feee3a92a1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0962034b102b1c25da4ac555	concept-cluster:0962034b102b1c25da4ac555	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:09664d9ae7559a91712fa781	concept-cluster:09664d9ae7559a91712fa781	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:09680e76dc8ae85bf61613c9	concept-cluster:09680e76dc8ae85bf61613c9	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:096dc969fae2dd572b221510	concept-cluster:096dc969fae2dd572b221510	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0983a20834b2c483224a216e	concept-cluster:0983a20834b2c483224a216e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:09d4656905368e30a67420e8	concept-cluster:09d4656905368e30a67420e8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:09d71d2e87abef181be4580f	concept-cluster:09d71d2e87abef181be4580f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:09e2e139597808fd612c00bc	concept-cluster:09e2e139597808fd612c00bc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:09f4be6f9da234ba2cd6536f	concept-cluster:09f4be6f9da234ba2cd6536f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a07ddb2c0ae2f88663b068e	concept-cluster:0a07ddb2c0ae2f88663b068e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a209bcbf67fdca448e5dd90	concept-cluster:0a209bcbf67fdca448e5dd90	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a30d36c4d738846397cece0	concept-cluster:0a30d36c4d738846397cece0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a4e6fefd5fb92480d3d1a67	concept-cluster:0a4e6fefd5fb92480d3d1a67	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a6f8c5780787142180c6790	concept-cluster:0a6f8c5780787142180c6790	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a80ddaf5c6dd74f0829168f	concept-cluster:0a80ddaf5c6dd74f0829168f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0a9ad3446edc09a9a14e7f6b	concept-cluster:0a9ad3446edc09a9a14e7f6b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0aa8116a5885b63e42e2ba9d	concept-cluster:0aa8116a5885b63e42e2ba9d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0aac5b8c23e90a83fb842007	concept-cluster:0aac5b8c23e90a83fb842007	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0aca44fe98b7c3efdc3dbfa0	concept-cluster:0aca44fe98b7c3efdc3dbfa0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0b09ca709ce33c9a18d7a9d6	concept-cluster:0b09ca709ce33c9a18d7a9d6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0b0cee5239c231ba32d8dae9	concept-cluster:0b0cee5239c231ba32d8dae9	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:0b2b920da332332929cc2e55	concept-cluster:0b2b920da332332929cc2e55	CONCEPT_CLUSTER	false
