split_group_id	primary_grouping_key_id	cleaned_output_atom_count	strict_output_atom_count	gold_output_atom_count	rights_permitted_output_atom_count	machine_governed_output_atom_count	source_family_ids	publisher_ids	year_ids	coffee_identity_ids	effective_record_ids	judge_observation_ids_sha256	publication_layers	duplicate_group_ids	mirror_group_ids	source_assertion_ids	concept_target_ids	source_assertion_count	concept_target_count	deterministic_feasibility_bucket	grouping_contract_version	actual_train_evaluation_assignment
split-group:78c9e772fc1ead35f4978f55	coffee-b2:a5073cf03b4133a84b20d2d1	24	22	0	0	14	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2022	coffee-b2:a5073cf03b4133a84b20d2d1	effective-b2:1b10d367c55a9eb16245f0fc		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:0cc75441f699b345b64ee2ba|assertion-b2:0df12bd7273ae6c8bda7d8b9|assertion-b2:13e44089cdd6d54abf3a69bc|assertion-b2:1435062aa71e371bc03e4621|assertion-b2:27619451a388ec0ba673da84|assertion-b2:2cda307917dda65c1e9112c8|assertion-b2:41b0e1b7ad25416ccc5225e7|assertion-b2:51279627727334f5a499f079|assertion-b2:68bc1280a000f440a5006bbf|assertion-b2:6d16fd053b603f6eb567c665|assertion-b2:6dd8fce69d0fcbda809f7131|assertion-b2:73ff12f3164d5014ae10adc0|assertion-b2:7bc8ca770146f96b79494d17|assertion-b2:965779333ff87f2c043fbe49|assertion-b2:a1c0ca1ff03b8bb799f384ef|assertion-b2:aa1d92850188840fa1e4eacc|assertion-b2:b06f4acd6a84dfa8a63d37b7|assertion-b2:c6be737ad9c179b89168fadc|assertion-b2:cf5b7320feff8b201bf9e946|assertion-b2:d1d306b37cf81d22af17a209|assertion-b2:e64a5a5a2295fdb2aff580a7|assertion-b2:eb9d4882b41e64790197eb2b|assertion-b2:efaffa8c6e0cb0c6c0d46c25|assertion-b2:f0da365fdf86e0360e89a30b	concept-cluster:084d3002e359444604cbad55|concept-cluster:47cc2fa4a85180455e09af16|concept-cluster:4a45ffbf143facb19ca5629e|concept-cluster:7b24cfa797174a40bcf141a7|concept-cluster:89815ab731cb2c2b38bd3f75|concept-cluster:95e2c3361361ac44d72e1bce|concept-cluster:9f993f5ff6139d33e80cbe32|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.almond|sensory.apple|sensory.black_tea|sensory.butter|sensory.caramel|sensory.cherry|sensory.dark_chocolate|sensory.grapefruit|sensory.hazelnut|sensory.honey|sensory.jasmine|sensory.lemon|sensory.mango|sensory.orange|sensory.peach|sensory.vanilla	24	24	6	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:792a80238b7acd9a6dcb0788	coffee-b2:47a189b95006fca37788ffd2	25	22	0	0	10	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:47a189b95006fca37788ffd2	effective-b2:bc10fb8bcc858728512dd138		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:07d6f2015030094172a7b325|assertion-b2:097eedc250d2c6d8558f3346|assertion-b2:1b629ff181558e549dce824c|assertion-b2:2107c6143cbae91a1883c9d1|assertion-b2:2256d4e2584d2804151cbb8a|assertion-b2:449edfd7b98b83c8c713ece8|assertion-b2:695788aa6ae5f77ec8e581e9|assertion-b2:6d52c3a9e95d84b7eba58d75|assertion-b2:7598f1ac72b43c67fa0c57ee|assertion-b2:77b96258b739fb2a74a610b3|assertion-b2:79dcd7ccd3d0d3eba21cff6c|assertion-b2:80c9fb3b7f29e12e15e4768a|assertion-b2:877c3cfadf9173c6e0e89d9a|assertion-b2:9cce88669239d7523787d591|assertion-b2:9d9e905d87bf5408a095de9b|assertion-b2:a76dba4e635aed3b1d8c9c7b|assertion-b2:bc79486fff82a6900a36e40c|assertion-b2:bcf56fcd0330c29344f5305a|assertion-b2:c87b34707ce7871441076eba|assertion-b2:d10c690e9be66e267e1ec1fa|assertion-b2:d52772f385ef60c2db224190|assertion-b2:ddd4bf9237c0cc0dc49fec51|assertion-b2:de5cde4dd8c5cdf9208f4885|assertion-b2:ec575b16169d7c136e24ff49|assertion-b2:f53dabdc2c4549bc6174e029	concept-cluster:7597581001c6a981c5bd75af|concept-cluster:81a24d950a1fd3dcf6337854|concept-cluster:85a01358939418c9214457ae|concept-cluster:89815ab731cb2c2b38bd3f75|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:a4a52534827dbd0ba544ed04|concept-cluster:a57db2fdabc6646c1166cde8|concept-cluster:bb66cfd556e9ace7cd9012ae|concept-cluster:cf06d9dc3cdf43dc497ae9c1|concept-cluster:d2a02036a6fdc7327e403e8f|concept-cluster:fa293776a9cebf05627df7b8|concept-cluster:fa6b621a4b163496e225d7a1|concept-cluster:ff4d15bb059fd4f732ea4d13|sensory.apple|sensory.bergamot|sensory.blueberry|sensory.grape|sensory.honey|sensory.jasmine|sensory.lemon|sensory.orange|sensory.peach|sensory.plum	25	23	3	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:796bb60cdfeda9466b9158a6	coffee-b2:a760d30dd49d403ec3ca652c	15	14	0	0	7	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2018	coffee-b2:a760d30dd49d403ec3ca652c	effective-b2:cdeae619025cdd8815b59717		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:03e71c8947ec593859a3530f|assertion-b2:1281f88bbe40affaa7771b25|assertion-b2:1b8b0363a43f611d15134148|assertion-b2:2d67aa1e93a97b1688bfc3de|assertion-b2:3c64686fcb1c37addc73fe1d|assertion-b2:4244f46706d6694d9d5726eb|assertion-b2:45dae172b950eb0e531312cc|assertion-b2:71333c7326f5c5289d14c8e2|assertion-b2:72c261d927a92ee4eaea5200|assertion-b2:819bb541fec0a9ccc78ef3c4|assertion-b2:bc099af7fb2ebd350dcea490|assertion-b2:c0d8a12bebb0854a6db604db|assertion-b2:dfddaa8e6280fa4177aec417|assertion-b2:f68075cf22e890aff531ec83	concept-cluster:065884f6c25dcad209c3d3b6|concept-cluster:15436c2c16f538a6b9243567|concept-cluster:3e6b5dcd64d4aaa9bbb47a98|concept-cluster:69b8fc64ee1c2f8bd0e8c864|concept-cluster:7f4aa1ac6eb82a04798fa566|concept-cluster:ccf75bedafd68168f16dc826|sensory.butter|sensory.cherry|sensory.dark_chocolate|sensory.honey|sensory.peach|sensory.plum|sensory.pomegranate|sensory.raspberry|sensory.sweet	14	15	1	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:79707fb317de6561155bbe8c	coffee-b2:b2c7dfb77d004a912a2409a4	11	10	0	0	4	family.project_origin	publisher:fea727c00214f4556c25e8c5	year.2026	coffee-b2:b2c7dfb77d004a912a2409a4	effective-b2:841199e12b96862cbf73241b		PROFESSIONAL_COMMERCIAL_SENSORY_FIELD			assertion-b2:0b005853b539f6cf75ee2da4|assertion-b2:2239ecb8338d9fc851e913e4|assertion-b2:3655b1ce55575752e7dccb3c|assertion-b2:41901cf29f0ddbfbe7ab785a|assertion-b2:4646c417589cb28875a7eb80|assertion-b2:977a2da384375ba5572049ad|assertion-b2:ecee1b8d4bd4d1e685a74e28|assertion-b2:ed32dd0d0281bf83c5e3eb54|assertion-b2:ef040e883b1521b5123f9cc1|assertion-b2:f86723c24f56b4f1e24ab50c|assertion-b2:fedea500dd6864ba6664c82d	concept-cluster:125a002cf2b0e235a3c6b552|concept-cluster:15436c2c16f538a6b9243567|concept-cluster:357590a2af0dbde1d4dc5ab9|concept-cluster:46c98227fcdfe17e552d84c2|concept-cluster:69b8fc64ee1c2f8bd0e8c864|concept-cluster:82c770dc95c80374ce894646|sensory.black_tea|sensory.blackberry|sensory.caramel|sensory.mango|sensory.orange	11	11	3	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:79813a01b46b5486ced62798	coffee-b2:435bd5ebac0c4e379a602b9b	15	13	0	0	6	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:435bd5ebac0c4e379a602b9b	effective-b2:253e7dec3f391d73cdd97558		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:1babd56889a8f2833a0794a0|assertion-b2:21beee27f009c3408ce72fed|assertion-b2:24e72c1ffefdbaf5172648cd|assertion-b2:300460c31c79c415aa2a743e|assertion-b2:31bffb91f4cd4d0bc8f115e6|assertion-b2:4f1c7d127c06727a2f30f0af|assertion-b2:5b567b395ad100b6db24b7ac|assertion-b2:5df33c10d20ab6dee1611daf|assertion-b2:8195ac5b413b391527fb40d1|assertion-b2:90f8e5d33b19c6fec6738ba3|assertion-b2:bc3b3b601d66b77dbf34c031|assertion-b2:d98108eca7b679327eb96eb8|assertion-b2:e0bdf53e79ec3e818bc0a058|assertion-b2:f08f638bbcce2ae93389f89b|assertion-b2:f6cddcd351928d4702675678	concept-cluster:14f760b79815e92a0aaa2089|concept-cluster:1bbe75434eceb735c8a8ee29|concept-cluster:82c770dc95c80374ce894646|concept-cluster:85a01358939418c9214457ae|concept-cluster:bc9212454d676f2296b6766f|concept-cluster:c79b4b426236e461988aaaec|concept-cluster:cf06d9dc3cdf43dc497ae9c1|sensory.creamy_mouthfeel|sensory.lime|sensory.mango|sensory.molasses|sensory.orange|sensory.pear|sensory.raisin	15	14	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:799f98286d6eb7832b71fdb5	coffee-b2:b75d021fc813f0f51492dea7	23	23	0	0	12	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2021	coffee-b2:b75d021fc813f0f51492dea7	effective-b2:7087c1929952204bfcb50ecd		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:2439374831f9ec015df9afc6|assertion-b2:4e6739ba38251fc722ec0c71|assertion-b2:62816139c0cb1ea716dcb653|assertion-b2:659cb9d37760126c590e6262|assertion-b2:70c6c850c8261239145eb855|assertion-b2:75ac70d1b51976d59c56947c|assertion-b2:77c68cae651da602986153c0|assertion-b2:79060b1d36103c32e27cd7e2|assertion-b2:7f67665f8b51c355be8390d6|assertion-b2:926caa1b599527a0b0ee9885|assertion-b2:a45fa5db4f1e99dbb948eab4|assertion-b2:ae0082926977d9a90d6609d9|assertion-b2:b86726323a52f90b99d0f981|assertion-b2:c5538213d558fc6be7d5d487|assertion-b2:c5a187a5295ce92bf3914c8e|assertion-b2:c6b11cc7cf2c05c8ce2eee51|assertion-b2:c6c1d36137a89a88b4c3f326|assertion-b2:d244653a98e3d28e7ffd0699|assertion-b2:d24c41b30b615fa07a05d2dc|assertion-b2:d27388c884bf3508096a732f|assertion-b2:d35d6373b4bdb96bb41d83c5|assertion-b2:e9b93d72329a482646bffec8|assertion-b2:ec213e2fbc6a177cb8291061	concept-cluster:1199b9ff2cbf52ce7fbac416|concept-cluster:548764ea8c0caf43d9c955b2|concept-cluster:8dab303fa66c0499cbce3d9b|concept-cluster:8eea051c30900ab429f97e1f|concept-cluster:cf06d9dc3cdf43dc497ae9c1|sensory.apple|sensory.bitter|sensory.black_tea|sensory.brown_sugar|sensory.cinnamon|sensory.dark_chocolate|sensory.grape|sensory.hazelnut|sensory.mango|sensory.mint|sensory.peach|sensory.pineapple|sensory.plum|sensory.raspberry|sensory.sweet	23	20	7	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:79af232e4c59ca43e60870a1	coffee-b2:0f550e4830ef091b9f7c7b75	26	24	0	0	14	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:0f550e4830ef091b9f7c7b75	effective-b2:08f7bc514927be6c4a9a0337		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:15ceedb2b365abc9c4465182|assertion-b2:1a49ce2e986b7f54ffad0217|assertion-b2:21b3022adfc2581dc17677b8|assertion-b2:24f34f02a42b4bd370f4a09e|assertion-b2:27081d261bce8ec7e341539b|assertion-b2:38c7dd3ca71b42ee9bc6e731|assertion-b2:3d79477ae59471daf8d1c199|assertion-b2:4daa7b947b47d3dd1e705507|assertion-b2:519daa46c0bc4ad79b9d7f1f|assertion-b2:6fb9fa1ce59d06cbea0ae7e7|assertion-b2:701cbb0d576870061f7f6c12|assertion-b2:71ea6004ec3ca6213fde44e8|assertion-b2:94d6d91c11fc88c446744d9c|assertion-b2:a0c602a43aa58a03a33c6846|assertion-b2:a3f125d345d18c462d281443|assertion-b2:b13b0618e6a6efd1369b03a7|assertion-b2:b459d0f3576695fb2ddbbda0|assertion-b2:b55df2922fc69de1ac49e1d1|assertion-b2:b7a5994c23f9473b76e35947|assertion-b2:c1000660b841d64decacbf3c|assertion-b2:d3af41c5a170d01dd39101a6|assertion-b2:daa3ee504303aa98296f55db|assertion-b2:db39cd9d3c1ac48312cbab1b|assertion-b2:edd36dbc18f80f7781222556|assertion-b2:f4f2922ec20f0bb33a945ea6|assertion-b2:f77e769c0ae9da1c85496571	concept-cluster:79f10b53b985639a1dc6734a|concept-cluster:85a01358939418c9214457ae|concept-cluster:89815ab731cb2c2b38bd3f75|concept-cluster:952574506590d28551d073f6|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:b77b96ee0bfa8a921a73db3b|concept-cluster:c240060f928a7b34fbb7164f|concept-cluster:cf06d9dc3cdf43dc497ae9c1|concept-cluster:d2a02036a6fdc7327e403e8f|concept-cluster:fa293776a9cebf05627df7b8|concept-cluster:fa6b621a4b163496e225d7a1|sensory.apple|sensory.bergamot|sensory.blueberry|sensory.caramel|sensory.grape|sensory.grapefruit|sensory.jasmine|sensory.lemon|sensory.orange|sensory.plum	26	21	7	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7a0f3c2343e023b5d329f4ca	coffee-b2:3a4d3da748311b5fb3283aa4	21	21	0	0	6	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:3a4d3da748311b5fb3283aa4	effective-b2:150b24be9cb01ca003b8d044		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:050c4039fa7025b869f13c70|assertion-b2:11c1eadf99fd89e1a4b67685|assertion-b2:2ff84b259ea7f7d079b8df86|assertion-b2:32d22a09e263ea15943cba8c|assertion-b2:3959c7ce91061fcc8555e773|assertion-b2:3f4836d864de7bfc3bb9b9dc|assertion-b2:41cc3409c6a9e29c590cf883|assertion-b2:4b43d71c3f624baf06b8255c|assertion-b2:56e3842514db16613431cc59|assertion-b2:5ac801612f3dd8190babcccf|assertion-b2:5d86f409d867d5483354b87a|assertion-b2:6fd1ffc2c7642cbac9f9e212|assertion-b2:71104b7ebf7289d7a190a8cd|assertion-b2:8668fc0f77d6141797295237|assertion-b2:9b8b4fb3d8de3379a250aec4|assertion-b2:9c7ec6286e3ffe83a4ae8d50|assertion-b2:bd7ae4e81cbd5159138ae377|assertion-b2:c67477542fd09cc1a3186bf8|assertion-b2:d666ea934e8e48d2e31c85b3|assertion-b2:d69d0b4a9b6133dca5176242|assertion-b2:dc1f1bf99bcbe14ca29fbc12	concept-cluster:17048fade8cc8b5405ba6960|concept-cluster:30a39e20fd7ec7ac1efa18a3|concept-cluster:4bc61a7581d3938fbe380c56|concept-cluster:548764ea8c0caf43d9c955b2|concept-cluster:6e84fb1039d0f385d39b0928|concept-cluster:84bf6af6b540c5d90fc126a4|concept-cluster:c167028914190fcf5060f318|concept-cluster:ca073af3d7269f217c2a5d1a|concept-cluster:cbde188efe6962c2aa7fe109|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.apple|sensory.banana|sensory.blackberry|sensory.brown_sugar|sensory.cherry|sensory.grape|sensory.jasmine|sensory.orange|sensory.pineapple|sensory.plum|sensory.strawberry	21	21	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7a54f6285b23a20cf2a3676a	coffee-b2:ab967aaeec1a4c64914e4e13	10	8	0	0	1	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2012	coffee-b2:ab967aaeec1a4c64914e4e13	effective-b2:be5f0e8d8fe83b269d38f70d		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:04ee03e4f7e034b3f1f72a28|assertion-b2:1348701381d30a57c9cba469|assertion-b2:202fa7e81e0e37f6edb213a5|assertion-b2:6a4a91b63c5254b6c2e30a93|assertion-b2:6f6df66377570bf40591a9e7|assertion-b2:a9a7e81b060b1bdd9fed3507|assertion-b2:a9efc963b237298794e67d24|assertion-b2:c60f8bbc7067d8baecc94c7b|assertion-b2:e4c4a13947a287e004603e0a|assertion-b2:fb2edc8a46b2f3b70de933ac	concept-cluster:0c5bd481a4c769adc65f4c21|concept-cluster:387227b0ee0ed3845bb6bd33|concept-cluster:472e59051b05afead147ce06|concept-cluster:7b24cfa797174a40bcf141a7|concept-cluster:82c770dc95c80374ce894646|concept-cluster:89815ab731cb2c2b38bd3f75|concept-cluster:9f993f5ff6139d33e80cbe32|concept-cluster:c79b4b426236e461988aaaec|concept-cluster:dbf79ba98511fcc6e81c489e|sensory.plum	10	10	2	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7a80b9b1ded49c807806d415	coffee-post20k:8408b253125a80c554db8311	7	7	7	7	2	family.frontiers_cenicafe_lengupa_trained_cuppers	publisher:dd63170d1842e75324f6a7ca	year.2026	coffee-post20k:8408b253125a80c554db8311	effective-post20k:8127bc14993430df5d528aad		TRAINED_PANEL_SAMPLE_CONSENSUS			assertion-b2:0287319b2faf2cf75465d716|assertion-b2:a4f6740a5556800a857a7767|assertion-b2:a58e6812d74de51462cf0373|assertion-b2:b5b92940f8cbfa7b86855767|assertion-b2:bb4e030e30f3c87d15ede475|assertion-b2:ce4b9aa1aab2b9426d9cde97|assertion-b2:d3c9d3d79b2e53d189c1aa63	concept-cluster:2ea50d03e9439e1f76f4057a|concept-cluster:3918c21a81dab5cdf6b4f38a|concept-cluster:82c770dc95c80374ce894646|concept-cluster:cf06d9dc3cdf43dc497ae9c1|sensory.caramel	7	5	6	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7af5691d9b859a7543cc81ac	coffee-b2:ffdcbfe3d04dcbcccdc02af0	10	10	0	0	4	family.project_origin	publisher:fea727c00214f4556c25e8c5	year.2026	coffee-b2:ffdcbfe3d04dcbcccdc02af0	effective-b2:a0120059e07e89c35d841b34		PROFESSIONAL_COMMERCIAL_SENSORY_FIELD			assertion-b2:08b7359bd4066a6e33647892|assertion-b2:2d8ecd9c92aa0e210d944d64|assertion-b2:7d724ccb99c9a8e4c787ad29|assertion-b2:8827bfb8fb3a78538a52a404|assertion-b2:8d8ee778ee42cbf8f2096b94|assertion-b2:9951d508d9c40835a5d80976|assertion-b2:a0e0c785042f09b3d68da023|assertion-b2:d5c6fb9e19816b15e8124141|assertion-b2:e7a043d6c8c0df5adb1bab31|assertion-b2:ffb4f58ac3a0d52b311a4150	concept-cluster:357590a2af0dbde1d4dc5ab9|concept-cluster:3a4581b785e7a805a7521af8|concept-cluster:82c770dc95c80374ce894646|concept-cluster:d8f5bf3545e22241cc971a44|concept-cluster:fa6b621a4b163496e225d7a1|sensory.black_tea|sensory.caramel|sensory.plum|sensory.raspberry|sensory.strawberry	10	10	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7b1a9bd360a77c7fb1af7850	coffee-b2:40d1cfe4195c37feb4ff9819	20	18	0	0	7	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:40d1cfe4195c37feb4ff9819	effective-b2:10b4fb2a296023df1c3f407f		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:00fdac2dc8f451653805fbe2|assertion-b2:03a51345984be1ee6eb72f0c|assertion-b2:0530483bfd94d0dda40d3947|assertion-b2:2659b51ba3ee66ca5ac4b759|assertion-b2:285733d67b61216006603c54|assertion-b2:288cb66d3087f171d3be68ad|assertion-b2:29d5978b11bf7f205cf225b3|assertion-b2:52e1652c6463f541620f84f1|assertion-b2:7414fdd841b6d72a06b32d87|assertion-b2:798918674906b849800546e3|assertion-b2:7a9907fd69562a4280a5616a|assertion-b2:811e335031084ad2f4bdd409|assertion-b2:850d75efeaaf32e52b4eeeff|assertion-b2:90840dbbc536ff75d187f338|assertion-b2:b8a2cdf7813117ee0f2be3c4|assertion-b2:d6c6ca460f388fd3cd2421f5|assertion-b2:e0be2c81c2f9c4420c1f52cc|assertion-b2:e9b55be946e0da04ec9cd0f3|assertion-b2:f48f3a00a2907f94f67d14b7|assertion-b2:fc8f496b18a7977168e61946	concept-cluster:27b169bf8f0fcd2f4b72dd37|concept-cluster:342f1205aefc0fd5a021ad5b|concept-cluster:4bc61a7581d3938fbe380c56|concept-cluster:4d55f7e0b72897df4b4bc20d|concept-cluster:7597581001c6a981c5bd75af|concept-cluster:81a24d950a1fd3dcf6337854|concept-cluster:a57db2fdabc6646c1166cde8|concept-cluster:bc3f6089b0459d4d1a6904ab|concept-cluster:c167028914190fcf5060f318|concept-cluster:c240060f928a7b34fbb7164f|concept-cluster:cf06d9dc3cdf43dc497ae9c1|concept-cluster:d51ba18d0c950dcf95f3c17d|concept-cluster:f36cda45b42333bd60896371|sensory.blackberry|sensory.brown_sugar|sensory.dark_chocolate|sensory.green_tea|sensory.mango|sensory.pineapple|sensory.plum	20	20	5	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7b4dfed88538d25b24c62b3e	coffee-b2:d802f9638f4b79ca55b1a6be	22	20	0	0	11	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2012	coffee-b2:d802f9638f4b79ca55b1a6be	effective-b2:cc12f7c3602cba9d88d76bac		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:037bf2a86cec960f0b620387|assertion-b2:16762e4e0f5381d2719fc78e|assertion-b2:267745470c7a6be982e557d1|assertion-b2:2db2b20b824fb49de0dcc14d|assertion-b2:2f1eb69cb4f4be0ea12bf0d1|assertion-b2:4694638cfb6b959fa81d1cfc|assertion-b2:5b14c5b574c198f9c375cebb|assertion-b2:5cc96680eeddd7ef610e51c7|assertion-b2:69114a3203c8e4ca3fc85d99|assertion-b2:706826138ab04c8ad4edb410|assertion-b2:7b1b92d84fde59cd70ac4322|assertion-b2:81b402e4034440a2261e2899|assertion-b2:8a0c731559ffa17f2b20980c|assertion-b2:8baa2f2a28945b7d2df49819|assertion-b2:8ddd77c022b2df29c94f74fd|assertion-b2:90418cb0487bd08cbbf7f939|assertion-b2:973ab971c579602bf3843fdb|assertion-b2:adb45eb66472897d2db32c3e|assertion-b2:b2e4059404262ff1a021e26f|assertion-b2:bd59524812a78227d42154c6|assertion-b2:d87690fa626ffd2f67c9479e|assertion-b2:eb826297f33531cadbafbbdc	concept-cluster:0ed85406ede2f64ac4441e10|concept-cluster:1bb601d8132af920463d75dc|concept-cluster:27b169bf8f0fcd2f4b72dd37|concept-cluster:5520087325ccd21c7b555f7e|concept-cluster:82c756a8fbc42cd508483204|concept-cluster:82c770dc95c80374ce894646|concept-cluster:d8f5bf3545e22241cc971a44|concept-cluster:f0ae62ab79b07334339d58c1|sensory.almond|sensory.apple|sensory.black_tea|sensory.blackberry|sensory.blueberry|sensory.butter|sensory.cinnamon|sensory.honey|sensory.lemon|sensory.plum|sensory.raisin|sensory.vanilla	22	20	9	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:7bdce119ed36740969c55605	coffee-b2:de7bd5fc76f9e219ca332b5e	21	19	0	0	8	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:de7bd5fc76f9e219ca332b5e	effective-b2:f9b0083ea5d23d9956c2c3c0		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:0d83d81e9adfc7c62ddeaf0f|assertion-b2:14e53cb423afb4e2c37b1d9c|assertion-b2:19a433d3520adb31580c6cb2|assertion-b2:24586c65b35c1a131d96f507|assertion-b2:284f4f73f9f237b2e1179ec8|assertion-b2:2b6aabb183dac59ea2594c0b|assertion-b2:31d465220c05685e142052d7|assertion-b2:409b3e7509cee74e9ce1f21b|assertion-b2:456dd90b7e69475a1b35ad5e|assertion-b2:535e320a3c2d3f5618224178|assertion-b2:6144419bd3bc24a9b1a075f9|assertion-b2:86e13fed638a2b5aad3761e3|assertion-b2:8b3662a0c9e15c9092346fcc|assertion-b2:8db9480d525f0c639996c662|assertion-b2:93b574fbb9c87cbd647f0ba1|assertion-b2:c1d7032765cb146062619238|assertion-b2:cd559d533d0cef22add0f41d|assertion-b2:d9a9831730ff7663a70157f5|assertion-b2:de9dce1f681fd277e7166db2|assertion-b2:df05219379c6574dd9f222a0|assertion-b2:f1ab68d95f637c631d6ce4f0	concept-cluster:47cc2fa4a85180455e09af16|concept-cluster:4bc61a7581d3938fbe380c56|concept-cluster:89815ab731cb2c2b38bd3f75|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:a4a52534827dbd0ba544ed04|concept-cluster:c167028914190fcf5060f318|concept-cluster:c240060f928a7b34fbb7164f|concept-cluster:e082d767214258ee18afdb4b|sensory.bergamot|sensory.blackberry|sensory.butter|sensory.cherry|sensory.honey|sensory.orange|sensory.orange_blossom|sensory.peach|sensory.strawberry	21	17	7	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
