concept_cluster_id	cleaned_form_count	cleaned_form_ids	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	existing_canonical_neighbour_cluster_ids	canonical_concept_ids	mapping_state	mapping_authorities	assertion_support	effective_record_support	coffee_sample_support	source_family_support	source_family_ids	publisher_support	year_support	year_ids	gold_support	silver_support	bronze_support	rights_distribution	review_priority	human_reviewed	sensory_expert_adjudicated	reversible_to_source_assertions
concept-cluster:008bffe367004c9d5db47003	1	cleaned-form:d81ff8f8ed49c71332f73ef7	1	source-form:2248fd39c2bed12986c132f7	UNREPORTED	STRICT_FLAVOR	d81ff8f8ed49c71332f73ef7bbb02d55c40cdd45d0879d5b8a4dc3601f77253c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2010	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:009e8497e7647074bf98857b	1	cleaned-form:f21b05f2214b81093bfdbb6c	1	source-form:f21b05f2214b81093bfdbb6c	UNREPORTED	STRICT_FLAVOR	f21b05f2214b81093bfdbb6c757fea2d373b636fac8a9c2d39bc1848e513128f					GENUINE_ONTOLOGY_CANDIDATE		6	6	6	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	6	0	0	AFFIRMATIVE:6	106	false	false	true
concept-cluster:00b47c462a00725333a11846	1	cleaned-form:5f8b087009b63efe420eebca	1	source-form:5f8b087009b63efe420eebca	UNREPORTED	STRICT_FLAVOR	5f8b087009b63efe420eebcae0658cde5225d024b76773ccc3aac24149f7b621					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2004	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:00b6dba447ce4c22d6cce642	1	cleaned-form:fe2c46884b1ebaac1038e4c3	1	source-form:10f4f3c6a51ddae5e51e00bc	UNREPORTED	STRICT_FLAVOR	fe2c46884b1ebaac1038e4c38771b2cc4afb0651e372d8ad94cd324152929bc3					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:00b950b26b0dfc5282995277	1	cleaned-form:f5d9542df497d57c48868c62	1	source-form:f5d9542df497d57c48868c62	UNREPORTED	STRICT_FLAVOR	f5d9542df497d57c48868c62100be4f0d40598c56d426255c94321d98f285415					GENUINE_ONTOLOGY_CANDIDATE		2	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2007	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
concept-cluster:00bcdf7025f692262a54db4e	1	cleaned-form:46710163abe68d86816eaf8a	2	source-form:46710163abe68d86816eaf8a|source-form:caf816d8411dbd82fc3b293a	UNREPORTED	STRICT_FLAVOR	46710163abe68d86816eaf8a3f8f377d59c759d2408bd315fbefcf86e7aba9bd					GENUINE_ONTOLOGY_CANDIDATE		7	7	7	1	family.coffeereview_kaggle_parsed	1	2	year.2015|year.2019	0	7	0	AFFIRMATIVE_WITH_CONDITIONS:7	107	false	false	true
concept-cluster:00c5baa2554928a6639d5c22	1	cleaned-form:8bb6df0051b62928d600619a	1	source-form:75223f7d73dd3ec471655221	UNREPORTED	STRICT_FLAVOR	8bb6df0051b62928d600619a5d83546178e439a86847572c956dee4e76f6a87e					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:00e75f5ca83f768509369cde	1	cleaned-form:cb2d7bf3de177c3fa66db7a7	1	source-form:6665be5b9ab5dfacf3f375f1	UNREPORTED	STRICT_FLAVOR	cb2d7bf3de177c3fa66db7a71cf570f9ff049dcb32ceca7a76536c94cd6e280c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2004	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:00f75f563873b27da7d56714	1	cleaned-form:5a9fee2cb0e686d7d9022dfc	3	source-form:472c8c9800f7947103a0c937|source-form:5a9fee2cb0e686d7d9022dfc|source-form:8551b08bf690a4101aa11cc8	UNREPORTED	STRICT_FLAVOR	5a9fee2cb0e686d7d9022dfc72ccb160d533c668059d1acfcf5da53d517f2d46					GENUINE_ONTOLOGY_CANDIDATE		21	21	21	3	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed|family.zenodo_golovinsky_q_grader_dataset	3	9	year.2014|year.2015|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2026	1	20	0	AFFIRMATIVE:1|AFFIRMATIVE_WITH_CONDITIONS:11|UNKNOWN:9	321	false	false	true
concept-cluster:00fcfc52483820a011676b90	1	cleaned-form:6b36c09726b1528f017b2a95	1	source-form:abfc02e36c75b750da4ad7c5	UNREPORTED	STRICT_FLAVOR	6b36c09726b1528f017b2a95878d565c693d6ef31514e5b20ad3f0075eabced0					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2006	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:011b45af48f975b7f68a046f	1	cleaned-form:39b5f06ee3d64748c0019b54	1	source-form:bdad442d2f3a782ff739bb23	UNREPORTED	STRICT_FLAVOR	39b5f06ee3d64748c0019b54a398734eb4168d009c308cefe05fd9a26380886d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2013	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:011f5930e73f4f8b9abc0d4d	1	cleaned-form:316b146c5dd1057c65460dfc	1	source-form:a61d3f754e1d79f91643f885	UNREPORTED	SEMANTICALLY_UNRESOLVED	316b146c5dd1057c65460dfcdaa27a5f3eb76c142e773f0092108a6e00dda17b					UNRESOLVED		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2008	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	181	false	false	true
concept-cluster:01299d70361219a8b31dda3a	1	cleaned-form:606c17d06c74b636052f5725	1	source-form:eb77c0abce8ba9ef51842617	UNREPORTED	STRICT_FLAVOR	606c17d06c74b636052f57250001df49846fac34430f8ff629e3d320e87e4532					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:0133115df9ecc2f5de01021b	1	cleaned-form:14730e32a63bba55c341e109	1	source-form:14730e32a63bba55c341e109	UNREPORTED	STRICT_FLAVOR	14730e32a63bba55c341e1092c60a3cda1ea31262a5c24c29272410099b65065					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:0134c4847bb76a47ae585f47	12	cleaned-form:1f71aa52bd17ed624580f36e|cleaned-form:251c823720bda695a1cae71c|cleaned-form:4d1652d429a76d306566b2d0|cleaned-form:5517f1584723d1ba27c137f2|cleaned-form:683c569ab2029147d88b445b|cleaned-form:7bf965c1065b6d63d78eab7d|cleaned-form:807433e48de7d9cc03e86ee9|cleaned-form:a3ec6a59858d0b8d4ebdd012|cleaned-form:a56fc8aaf1dbedc22b3ea2e2|cleaned-form:aab8b8d556820d47e2e4ea2f|cleaned-form:e29db8942cee36865ef247d0|cleaned-form:ef53576ece17ba93cb765478	23	source-form:23c3cbb6ae8ec51d4789544a|source-form:24a3cc6f1830fbc23e830522|source-form:251c823720bda695a1cae71c|source-form:33ae8cf6171cd5017f3df6a4|source-form:41faec24770b477016127036|source-form:5517f1584723d1ba27c137f2|source-form:683c569ab2029147d88b445b|source-form:7bf965c1065b6d63d78eab7d|source-form:7f94944a43a3309c244c46cb|source-form:807433e48de7d9cc03e86ee9|source-form:81862a554144f16427587b20|source-form:8d14b6593d9fd825d64d940f|source-form:8ef2d58dde3c6f3bdb169dd6|source-form:a23c7c91a916cec1e4b92c72|source-form:a3ec6a59858d0b8d4ebdd012|source-form:a56fc8aaf1dbedc22b3ea2e2|source-form:aa73fdfaaa5670ccd7d7cd56|source-form:aab8b8d556820d47e2e4ea2f|source-form:b8c1e173cf305fa3ccb7fb5c|source-form:c254c021c05876cea52aca71|source-form:e0548d3b6e9943e212bd9edf|source-form:ef53576ece17ba93cb765478|source-form:f9e13e558582a6bfbc60de26	UNREPORTED	STRICT_FLAVOR	1f71aa52bd17ed624580f36eb3604352c3c148e0aa0a68c4fc1ff4d452ea1f1b|251c823720bda695a1cae71cc3be447fd0b2a940384bfb5665ed2ce26970ef99|4d1652d429a76d306566b2d06366f0c091b44940b9f9cd0ad02504406d28bf9a|5517f1584723d1ba27c137f2951c3a397fa63f9d2af6c711b71763343a1508c5|683c569ab2029147d88b445b6cf24148fe7469c2e72efc9ff503c4ccce48d15f|7bf965c1065b6d63d78eab7d1d7eec71ddb61adac180e3f9e5278eea60242436|807433e48de7d9cc03e86ee92241820cb0bcb8c1555e48ef654846252c29698d|a3ec6a59858d0b8d4ebdd01262158583076ecff396b77a70ec8240b85fe0f21f|a56fc8aaf1dbedc22b3ea2e2866cbdde202c77f48b3b6696ac8221b825bfcf9f|aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591|e29db8942cee36865ef247d0c65760d433f4495520f55c91e37a5ad45df1f81a|ef53576ece17ba93cb7654780152c970f9a048d19bcc61af6b35087ff4524e25		sensory.anise	concept-cluster:e05449982d608c9457a6e3f7	sensory.anise	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	101	94	94	3	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed|family.zenodo_golovinsky_q_grader_dataset	3	19	year.2005|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	8	93	0	AFFIRMATIVE:8|AFFIRMATIVE_WITH_CONDITIONS:50|UNKNOWN:43	401	false	false	true
concept-cluster:013865173a1d7e1c3dde336d	1	cleaned-form:81db07b8f00f54c7e0b494be	1	source-form:81db07b8f00f54c7e0b494be	UNREPORTED	STRICT_FLAVOR	81db07b8f00f54c7e0b494beeea8a8d6fecda762cf2891361069ecbcd87e4ccb					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.1999	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:014770f196ccedbdd9d32dcd	1	cleaned-form:fc40fe406379c02d00d18433	1	source-form:fc40fe406379c02d00d18433	UNREPORTED	STRICT_FLAVOR	fc40fe406379c02d00d1843359adee29cdc246402b12a316d437b312be197b9f					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:015ce688af2bf0125492c90a	1	cleaned-form:634863a728658c50e51a1e51	1	source-form:f3b94b95e17121bbf1fe9eda	UNREPORTED	STRICT_FLAVOR	634863a728658c50e51a1e51ffe4bb899eb8b1811e2e49364994611adcc21227					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2005	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:016877c1639049fad5c08e28	1	cleaned-form:2906010acb3279f7a91a4d48	6	source-form:15e322ee08c257ecb636082f|source-form:2906010acb3279f7a91a4d48|source-form:2d28b35541e9f144422ac25b|source-form:b38d096cc2b774a9c8da8ed9|source-form:b9f7cca3c8d86207f92019f2|source-form:ffdbd34bc2b0941c941387af	UNREPORTED	STRICT_FLAVOR	2906010acb3279f7a91a4d48573952d449908d163bbcb2f56d7e5441e3ed4ef8					GENUINE_ONTOLOGY_CANDIDATE		22	20	20	2	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed	2	9	year.2014|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	0	22	0	AFFIRMATIVE_WITH_CONDITIONS:4|UNKNOWN:18	222	false	false	true
concept-cluster:018c3c4469bbcf9017a96420	1	cleaned-form:50f647b620f9909618938211	1	source-form:50f647b620f9909618938211	UNREPORTED	STRICT_FLAVOR	50f647b620f99096189382117abb34db0a047b6cd55032c1620e1ae622b9ebd3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:018df1a39e1caccc822d358a	1	cleaned-form:7623ce2b343d1e33f86f1835	1	source-form:7623ce2b343d1e33f86f1835	UNREPORTED	PROCESS_OR_ORIGIN_METADATA	7623ce2b343d1e33f86f18354eaed06521feba554c31a6d9fc23d07a5f227d2d		sensory.cocoa	concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:03fd693c2ea4ce3b064b88ee|concept-cluster:0717eddc1cf885239b8098fc|concept-cluster:093815b8a21d708bfb2bb28d|concept-cluster:09e78787f9af7d8667c42978		NON_DESCRIPTOR		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2014	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:01b0cb139193c0ca7ca7ec5d	1	cleaned-form:9598bbad758fbfa4d6b703f4	1	source-form:9ef8821b8f6e4cf5ae091ad8	UNREPORTED	STRICT_FLAVOR	9598bbad758fbfa4d6b703f483db440c1bc915341196807f660bc7cbce55b084					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.1998	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:01b571c20bbf424474843a61	1	cleaned-form:d9d3d9657be077f92cb52a5c	1	source-form:d9d3d9657be077f92cb52a5c	UNREPORTED	STRICT_FLAVOR	d9d3d9657be077f92cb52a5cfa479d4505ed286a132fc80b9926f021acaa7dd7					GENUINE_ONTOLOGY_CANDIDATE		9	9	9	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	9	0	0	AFFIRMATIVE:9	109	false	false	true
concept-cluster:01b6b6c52ea65ae0218cedf9	1	cleaned-form:a01c00297beaf92b541697a2	1	source-form:54071b9a030800a1639cc43b	UNREPORTED	STRICT_FLAVOR	a01c00297beaf92b541697a21c6359f0b84297b22e53e8c32b04bbf679eea532					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:01dd00ba13ce5c96f9839e6f	1	cleaned-form:660e559b075d2103ff5b8fdb	1	source-form:d90817a996925e9b54493fcf	UNREPORTED	NON_DESCRIPTOR	660e559b075d2103ff5b8fdbb464f07356cf4f390081bc0d512e76e55ec6583d					NON_DESCRIPTOR		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2013	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:01ef4f80d0d451637868388a	1	cleaned-form:ddca2df5d94f599b7b82525d	1	source-form:ddca2df5d94f599b7b82525d	UNREPORTED	STRICT_FLAVOR	ddca2df5d94f599b7b82525d0698911ed4fa3f3db6e58942449694d0087ae04c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2014	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:0213468d08a08e397397e4b6	1	cleaned-form:f7513479b1a88a67c8a284ed	1	source-form:acb3ce9416d9a169eaa83ad4	UNREPORTED	STRICT_FLAVOR	f7513479b1a88a67c8a284ed3c04f896c69fd7709d6f40097ee69dd718ed8a56					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2018	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:02159c044d74a6de5fc98ccc	1	cleaned-form:6bc5cc5cb7a9e155898d952d	1	source-form:2d40135411c0f5d85b0deb51	UNREPORTED	STRICT_FLAVOR	6bc5cc5cb7a9e155898d952d3f9a92ed026a45657da262fed553fe9e2b3aa686					GENUINE_ONTOLOGY_CANDIDATE		2	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
