cleaned_descriptor_assertion_id	source_descriptor_assertion_id	snapshot_version	source_dataset_id	source_family_id	source_route_id	source_artifact_id	source_file_sha256	source_locator	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_field_text_sha256	atomic_source_text_sha256	source_native_form_or_restricted_pointer	cleaned_lexical_form_or_restricted_pointer	cleaned_lexical_form_sha256	semantic_class	canonical_mapping_state	canonical_concept_id	cleaned_descriptor_identity	mapping_confidence	segmentation_decision	evidence_tier	rights_state	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	counts_as_cleaned_assertion	counts_as_record_unique_cleaned_descriptor	publication_duplicate_suppressed	human_reviewed	expert_adjudicated	model_eligible	cleaner_version
cleaned-assertion:0eab28c6c6258f956bf6ed58	assertion-b2:bcc7f0bcf27aa7a3d65b442c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:592f7d4f7fadbba5f6f018e9	592f7d4f7fadbba5f6f018e99b2fd614d0ed8af323c1f537b0158ff67b8e1269	html:item-attr=Acidity;index=3	effective-b2:9ac23e765d3af5253d90d3af	coffee-b2:27b149e2adfa53d907b548e2	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	be6f3bcb1d685054c8b1a80651d978440caacf546f43f230679afb72cb913bd6	c2d3bfa8443653d91c5848b16054010e37bb818135bcfc937da1884086c0db21	hash:sha256:c2d3bfa8443653d91c5848b16054010e37bb818135bcfc937da1884086c0db21	hash:sha256:4d1608c849f1a4968565d5019e500b9c3541f654c33ac9d096b610d27229499c	4d1608c849f1a4968565d5019e500b9c3541f654c33ac9d096b610d27229499c	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:4d1608c849f1a4968565d501	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ebc12b0e2aa18d51ab793d9	assertion-b2:a4c8662ee011664995a4d952	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d0bdc3743216b5c413f70aea	d0bdc3743216b5c413f70aea6944f807d31259f516c30e9c5687df844894fd3c	html:item-attr=Aroma / Flavor;index=2	effective-b2:792aadf23e90610f77a14d71	coffee-b2:e3aa312206b734ec04f47725	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	69667e6a9b3b09a6776b0efc11323b7cd9d11d9517473f3d2a8294aa741809d8	ef7e44a9eb6c9d68c5c389bb058bb455d13a19cb8043313f5c4656661eba8371	hash:sha256:ef7e44a9eb6c9d68c5c389bb058bb455d13a19cb8043313f5c4656661eba8371	hash:sha256:f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778	f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:f3acfc5ce9afab87dffc3f49	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ebd12a88aab7cbb1dacc1f8	assertion-b2:6016c977a56f7811300db398	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:a9c2c008237f439b81a15df3	a9c2c008237f439b81a15df3d7259c643466009312ce8a0b36b2f6caa6196db3	html:item-attr=Aroma / Flavor;index=2	effective-b2:d1340baa5cfea336fc4a3d73	coffee-b2:5d3837535191c617f1ab029a	2017	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	9c02685efad59f1802079bb92f128233b995ea781a0202348c8db4f241e2a498	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	hash:sha256:6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	hash:sha256:6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.mango	sensory.mango	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ec3a873322b7d5d3bd7f5ba	assertion-b2:e1554ee7050f0a0274842933	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:04e795b52f210db6342456a7	04e795b52f210db6342456a7774a9881e306311312bde8fcb2f08c72a18a48fc	html:item-attr=Aroma / Flavor;index=2	effective-b2:5998f662052850acfc844a0b	coffee-b2:4a8ebd710251038092104199	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6a3cfca19104f7c1a9bbf35f09a760c28e71cada2220a87bd0719f1732033def	418e57290cb7835d6dbf6d54d6f692972fd4b060bdeda5a251b91fc9c30e4519	hash:sha256:418e57290cb7835d6dbf6d54d6f692972fd4b060bdeda5a251b91fc9c30e4519	hash:sha256:2840d68b71e2564bcee9d630d53287c30b93dcc755cd9627ca6f90d796182959	2840d68b71e2564bcee9d630d53287c30b93dcc755cd9627ca6f90d796182959	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:2840d68b71e2564bcee9d630	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ec4f3f21d87c08cc451b74f	assertion-b2:3d1d710b7da939d55fbffa38	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d89159db8cedbbd9ea7f5c08	d89159db8cedbbd9ea7f5c080af66ba47ac29a801255cbc32e5ce0c4ec480560	html:item-attr=Aroma / Flavor;index=2	effective-b2:83e60579c2491edf24b7cd8d	coffee-b2:0ad5f2f1bc396620f42ed0ee	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	0b0658960592fd8214d90ee5e70354fdcb65e6552284521b8c85c24f4fcf7c2c	c8b2fae9f5dc3c52c4e223323f26f5c5e5726210c2da7f7cd3370bce461836a1	hash:sha256:c8b2fae9f5dc3c52c4e223323f26f5c5e5726210c2da7f7cd3370bce461836a1	hash:sha256:0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.plum	sensory.plum	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ec6b5fe6114e2ff10409c06	assertion-b2:05509551ab7b7c575d1cbf57	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4eaaabcc4de989cb954294bf	4eaaabcc4de989cb954294bf712d9c270135c8ce833a435fb28b6e3ff36505b8	html:item-attr=Aroma / Flavor;index=2	effective-b2:6e0fcaf5fde0041317f7c4e0	coffee-b2:497cf4c2a2522908c7f199e4	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	ede283b38e4bc7b93f317115e2258e6c6bfa430a7d3dd7ff457605a42207b796	05dcae2b47ae8627c7efc7039efad0130b750e598ada60408ca22bebd74d1e1f	hash:sha256:05dcae2b47ae8627c7efc7039efad0130b750e598ada60408ca22bebd74d1e1f	hash:sha256:5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.vanilla	sensory.vanilla	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ec859c45980928e7ccb3244	assertion-b2:8b9c3e5ef89c4bf7944b7c20	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:834b19d37f126f7523f3cfec	834b19d37f126f7523f3cfec23bc902e09a299747eaf2fc2ff8e93614076ca97	html:item-attr=Aroma / Flavor;index=2	effective-b2:166e10102c5c0833b2d2bf6b	coffee-b2:3a29791053de9dd50505052a	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	3f4b7b82836046f2be04d7fc915d7a2245eb817c0a59871237c30105b03b14a8	859d2b657d082852e6dcfdbb56412fe020ba8b967bb852a4d29d0e43f3e18646	hash:sha256:859d2b657d082852e6dcfdbb56412fe020ba8b967bb852a4d29d0e43f3e18646	hash:sha256:0a2562424d97b71d9d8acc0e12e9f73c6849191ef7792b096c16e59c7171c68a	0a2562424d97b71d9d8acc0e12e9f73c6849191ef7792b096c16e59c7171c68a	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:0a2562424d97b71d9d8acc0e	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ec877a67e549653f8644b23	assertion-b2:9cc5bdece50f99762a760444	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:ea545bd121b4e6022c2bce1a	ea545bd121b4e6022c2bce1a9d71be13bec8039a2160f56c548ffe6ba4d91b96	html:item-attr=Aroma / Flavor;index=2	effective-b2:f8ed65920633e69ee945d7ac	coffee-b2:132f99257f6e74f50d63456c	2010	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	8e6d876ccf596d0c8063ca26c0ba2bd291cf3ef979e8ccd507b06d6e081b3362	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	hash:sha256:b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	hash:sha256:b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.pineapple	sensory.pineapple	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ecb03dcc435a5bbfc23b2f2	assertion-b2:d1e2fe8da45023c639f29023	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4a6b37927764ed316e8d4929	4a6b37927764ed316e8d49297f340e099650564ba9d4b2758277b2b7ba598176	html:item-attr=Aroma / Flavor;index=2	effective-b2:643985846b6f228818e5a577	coffee-b2:56f0c7531dff3140e1699b66	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	39d21caec828ab6a5d451c2d2d8ab8c73d1b3b0a4144382839bedc8bf01e3058	60707cfeb40e2a665b352fd1618c7c84685856fdc4b7f5ebffc7987ade98df2f	hash:sha256:60707cfeb40e2a665b352fd1618c7c84685856fdc4b7f5ebffc7987ade98df2f	hash:sha256:fef8cec0ffdcbf78b64df6bd244dd57a0224531513cd85e16b354d92264676b6	fef8cec0ffdcbf78b64df6bd244dd57a0224531513cd85e16b354d92264676b6	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:fef8cec0ffdcbf78b64df6bd	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ecd1e691cf99e3e4d8dd2e3	assertion-b2:8ca8e8f1710870862a9025f0	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=293;column=9	effective-b2:51095fb25e821a34bb49ae51	coffee-b2:53e088465b764cd58f29e826	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591	aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591	hash:sha256:aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591	hash:sha256:aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591	aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:aab8b8d556820d47e2e4ea2f	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	af331ad9e1915acd37b32f06bc1884fa1f5f81f1cec7e99f2a2af648811f31f2	hash:sha256:894c832511279894398bdc36dc951806ca2db3bc976ac65c4719e1f197278dba	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ecddc4231ac70dc15bf9500	assertion-b2:900f3e23c87de5a31a750dac	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:366c964309b786c868642a8f	366c964309b786c868642a8f4eb9396a8140552914d4885bc019b2232281f133	html:item-attr=Acidity;index=3	effective-b2:f2157475b4e1e2e634c8027e	coffee-b2:7f1d5774be1b9d552b79398e	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	434ffaa3b060801dbe3574f5cc4be4093b0e97c8a7207799c106395d58ce09fd	e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	hash:sha256:e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	hash:sha256:a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:a87b3e348ccb598ecb71bb83	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ed01854d48606da1244fe95	assertion-b2:0cd5bdc48d3a5fd99eb0c911	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=130;column=7	effective-b2:031981af7b533f0d631c1485	coffee-b2:1de620983b67cdeb9f4f623a	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	4cfa0220b0a5c5ee2e4cfca374c5f8b7b614f8ca1c4f957a7d2e86af0e57a40b	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	hash:sha256:a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	hash:sha256:a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.honey	sensory.honey	1.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	6764278d0ad280a1b5e868b44285ef7757a431633329ff88d3c631b00ebcf1de	hash:sha256:b9b9cee26642b955bccca076de3a96bc55330133f8f3a3605762827990bde3d8	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ede93dd8f043c0dbce9ee75	assertion-b2:718d95aff4604e5a2441bed2	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:72dd78fb870562fee96bbb19	72dd78fb870562fee96bbb19962c86e2ffae47fa7ce9647cd54e8e50956cf693	html:item-attr=Aroma / Flavor;index=2	effective-b2:382691723ba5b688e31acc12	coffee-b2:9027fc592b92330275a4deab	2017	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	8d2bcf21e7fd22d9e9ef01faf8297839bd51981d9b502cc5b0b6c5dd05d55afc	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	hash:sha256:78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	hash:sha256:1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.orange	sensory.orange	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee15ef5929cb75d24721f18	assertion-b2:e5b494d16cd5f03827dd4e25	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:5f14cf7137cd07511e3fcd88	5f14cf7137cd07511e3fcd88c0ba19ad2df5de68d75ed2797720fe5e3e5ee7ed	html:item-attr=Overall;index=1	effective-b2:b98455c0c2d18bf7e810a56a	coffee-b2:d90befe553db9e2ad394be6a	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	d2b2483c498f90d8ad71e57e85fdf22becd0e6beb60c656f5b0db4518d0a7a0c	cb2ad2f5b06e067fb1e9b486940743520b8a6807944cffa2f3df40c2572c4684	hash:sha256:cb2ad2f5b06e067fb1e9b486940743520b8a6807944cffa2f3df40c2572c4684	hash:sha256:dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.dark_chocolate	sensory.dark_chocolate	1.000000	KEEP_AS_ESTABLISHED_COMPOUND	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee32014957d0a26d76bd0c2	assertion-b2:2fb93ade8345f5439bca14ce	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:4bf0118a5a875a6bb8c640ca	4bf0118a5a875a6bb8c640caae1a64f2ad9450b95496610399f4d5cf44d28026	html:item-attr=Aroma / Flavor;index=2	effective-b2:18f3f637a92a8ba39ee2c8d3	coffee-b2:49fba172a783af0c25dcb529	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	f0aec644b4f282df2f3c79ae9b8ed517c282b342e7a63a99a0a66b50a5444dad	a75b9776d1893b994773963ada69d2914d0ce0ec0f1a787290fef70738bc4a9f	hash:sha256:a75b9776d1893b994773963ada69d2914d0ce0ec0f1a787290fef70738bc4a9f	hash:sha256:2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311	2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:2a4796d53a1ec4dd67daa38b	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee3d0df8d5336cde096481b	assertion-b2:c8b5e189b91cdec52e193565	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:1095547771f46d182405715e	1095547771f46d182405715e20677a78caca2ad2cd2bc3e8f73a342c0a277ecc	html:item-attr=Overall;index=1	effective-b2:d0a4281081168a691559ce1b	coffee-b2:2e42f1c94ca208b96e1ceea5	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	6fb3eb2b62dca7489d4f9d299dc5077c5befbddf4073cc1a6ea9883ce3cc4c89	b579d00d3939d52a938bd668aac42867b420e42ac987dd438beafb1a4f637d20	hash:sha256:b579d00d3939d52a938bd668aac42867b420e42ac987dd438beafb1a4f637d20	hash:sha256:12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:12fad53d7ead16e0de5e2f4e	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee3de21b5844056b06868d6	assertion-b2:5bd4a31933b37835388bd254	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:8db1fa86e57de83c5eb8fee3	8db1fa86e57de83c5eb8fee3f1e83b38008999fb9cf4c396c28a80302e0525f0	html:item-attr=Overall;index=1	effective-b2:98ad7059a22eafa86f3f8564	coffee-b2:014986a6eecd12eae794a7a4	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	c136b9a2c5ad5f0dd6f3c40460ec7738ff71ade467f4829343464eae521945c6	e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	hash:sha256:e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	hash:sha256:a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:a87b3e348ccb598ecb71bb83	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee41b788ba17f00354f65ec	assertion-b2:22047a77433549f1a8a29663	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:9f89edd8b95a1d4d2615aa9d	9f89edd8b95a1d4d2615aa9d2dee6c73551c799538c3abf3979512b0c21cf8ef	html:item-attr=Acidity;index=3	effective-b2:62396f03fa9a95a7fa681d08	coffee-b2:ec04dd6557892409259383d1	2014	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	453de8b4c1f1e6ec65ad9b4f48f07bb06a224386e01f0b9c71a5509e361b80bd	06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	hash:sha256:06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	hash:sha256:06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:06df90ccef78b5002bf5d2b2	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee450624da0fd2dd0e1eaf7	assertion-b2:de5fb6af64e986e57cc34d65	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:33a09fe511c6e25d3e605609	33a09fe511c6e25d3e605609ae9b98b9a204da8990ff822f90f1a8956e6d4498	html:item-attr=Overall;index=1	effective-b2:1d73a8db82247f0c7ecee05a	coffee-b2:2d99f82459db7090dba8bc03	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	8ff90ee3e5a7ebea7c484899a9663e737da55c9d3827ee587e9ddee06c71bd66	e2029462d80da65893d33a5a002b0f250b8385e38dec7f787515b4c52577cdf5	hash:sha256:e2029462d80da65893d33a5a002b0f250b8385e38dec7f787515b4c52577cdf5	hash:sha256:69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.green_tea	sensory.green_tea	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0ee864b5f9da5136d2d2b37a	assertion-b2:894be192534318fa7b9b6573	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=164;column=7	effective-b2:c8346634320b534913fc9629	coffee-b2:62c70195892264ecc975a727	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	1c7d3d43812e0209ab491ebc307cfa26944c4714ced25c1813983f7e30e59989	9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	hash:sha256:9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	hash:sha256:9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:9093f2bb8d45a4d70a44fdf5	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	aa5c12fad26eb04730166f0926e4c6ea10ce047dda5cd70be0e8cf9aeecc3a5c	hash:sha256:53e982251b5e24fc3cc224774d203b681bd1363512fdcc93842a7e2be3f1b5b0	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
