cleaned_output_atom_id	base_form_sha256	modifier_form_sha256	relation_type	evidence_authority	review_required
cleaned-output-atom:0179651e61ae65c638f7f2a0	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:018a3ebbb2330cd7f96f5347	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:018bf1d69d377a9fc7c0cb0d	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01928db2f99dfd6749c266c9	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:019296890fdc43d70d3b70ab	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0194b9a0a2cced5c99af81c7	fe41cc968e9814f57a3ee64b85ab0aed868716cca839edbd3b783753be55b3fd	fe41cc968e9814f57a3ee64b85ab0aed868716cca839edbd3b783753be55b3fd	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01991fb215339634b339cb47	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01a815df02b5b7e449801de1	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01c010d68951100422617500	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01d673b23f5c413319c3644d	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01e286ce22390bf48a705d81	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01e7746a639d3156281f8488	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:01f662be0646a4bd3f67272e	22d5925ed64680ab5f3f6de713645a3d72cae7a9506b8a55a0d4fe950737711b	22d5925ed64680ab5f3f6de713645a3d72cae7a9506b8a55a0d4fe950737711b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0216424e65da70b6e9212edf	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0257d1d3e2c6b8ed2054de08	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:025c119f1c27b46445175c9a	e959da9b402d73baebf73a267f7f8063cb7f8c1212549f9680b8df7b94a8e1ca	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:026e1c2a72fa7c266b401b64	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02782130d6ee243de776550a	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:028a2a54c5639276a1d77940	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02b3dec53f581c8628866323	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02b7a42aff2b411af7091306	08b82834cdaec9fcc6cf42a9259568cccb13d91f828f53e7a9cc4178c10a89a0	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02b7a42aff2b411af7091306	08b82834cdaec9fcc6cf42a9259568cccb13d91f828f53e7a9cc4178c10a89a0	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02b7a42aff2b411af7091306	08b82834cdaec9fcc6cf42a9259568cccb13d91f828f53e7a9cc4178c10a89a0	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02c5df1186aa7f2bc1aae4e5	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02cd7bfa8f404ca647b5353f	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02d38e8d857c53ec4b2e7e99	48fb71763d97b54b752aa17694977d1f87c7707415f25ab63ac2ea2495347ae6	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02d87f45580da0da854de70e	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:02e36c8a5c872b30dd886098	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:031997242f42eb10efdda6d2	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03325a4f47bd945a2d9ddf25	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0350b946a052cb560f73a767	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:036838d48d46d21b1eca1734	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:037fc5243bd5ef2aa2de2b9a	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03a10c0214b855176504446a	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03c34fe3e322273517f5d3e4	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03d4e31894ff3c3b67cb26f8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03e6455bb5d41c73c00844de	fd988cb54c7f73901d7031ec04bd0e2bcbcf58ef9c2cfedb10064bd1565c3f46	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03e8e367ae983ef6062b11f6	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03ea0bc96c3fa724fc6b38e3	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:03ee2e709c86b9f7748b5a28	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0419e52a06aa95e87cfb8ee8	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:043be17fcd2ad1324469beb8	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:044674987f981b1d05e80693	d5f6c928cbd3a85f8ec83acd6e1cde30d0cb3ab9fc485f68499a1e590c2c0871	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:044674987f981b1d05e80693	d5f6c928cbd3a85f8ec83acd6e1cde30d0cb3ab9fc485f68499a1e590c2c0871	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0450460401b6cb7b9a799aa5	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:046bcb7bf789f7d37e4b9233	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:047fc372822803d25bc34269	293be70e40bf77a78406b657f7a9439201ad7ac39828ca8c94c0de59151b885d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:048921821c6afd4f52d9d3ed	4aee4ac16907823e1e62e961ee685d447306392217e10fdd9bc4ca2a61b06f9b	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:049c6a23ed5a6cedb7615854	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04a46baf8993189dd21685b5	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04ab855ccdcc5bbce2052c6e	9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04b662a93832483197526487	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04bc1ae3c130a7f08e05de93	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04c3b30746aacac3c053911d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04f4d9e742778eb6b47bd485	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04f4fb4c8ff65e3de6252846	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:04f71c9bd8205fe15a9e1bd3	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0504226914c02870e7f1b43f	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0518bb9e275b5b1f5a90fca1	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:053f86cd155e484d0c134355	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:053fd0c695c814f389c9ced5	569ff754c53406ce1562eb6c1a0d3e84596a17edff586fcf58452ba8fbf456e4	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0554c975b89a32f5d1d7105e	5b213c2648697f5a982e57238fc6277e88d873c84187b93c0108557716fde9c8	d098ab5e44b9aabb755f76d806598f43573c662b35e4a2eab1e312ec9ad195e2	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:0567e7b0960fa5619c6992c6	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:057a17749b6726784f367cd2	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:057f8714492677ca6a2603cd	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05866dde63e4b79383626806	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05a9212d7d7795cb3bd921d5	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05ad7e9791893b37fb90516a	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05babc8268911a25a140d90d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05bf92672bed8926490a6989	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05c608d15f6bb56ac8adaa79	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05cb39c196b7fe1012b63ee1	4e10a4fb82b2a3dd638f3c704eecdff14fcc2158e964b3d630c1dab4efaf5ade	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05d77a05dab753fb0415f320	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:05e27b2099a8465d702022fe	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
