corpus_view	normalized_descriptor_candidate_id	assertion_count	effective_record_count	coffee_identity_count	source_family_count	source_route_count	edition_count	year_count	preparation_service_count	c0_family_count	direct_source_roast_count	reviewed_c1_count	p1_count	p2_count	p3_count	p4_count	unresolved_count	rights_affirmative_count	rights_pending_count	rights_unknown_count	human_reviewed_count	gold_candidate_count	silver_candidate_count	bronze_candidate_count	multi_target_record_count	supported_pair_event_count
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0432b0b6d1c3edec8312c80f	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	54
ALL_PROFESSIONAL_CANDIDATES	provisional-form:043d97d69419bd79f3b5c1d8	119	119	119	1	2	17	16	1	0	0	0	0	2	0	0	117	0	2	117	0	2	117	0	119	2718
ALL_PROFESSIONAL_CANDIDATES	provisional-form:04435191dd4c368687221fab	2	2	2	1	1	1	1	1	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	2	38
ALL_PROFESSIONAL_CANDIDATES	provisional-form:045d12120d45f16e9fee396c	4	3	3	1	1	1	1	1	0	3	0	4	0	0	0	0	4	0	0	0	4	0	0	3	87
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0467255695084cc12ffe0c55	161	140	140	3	3	18	16	1	0	1	0	1	0	0	3	157	1	0	160	0	1	157	3	140	3946
ALL_PROFESSIONAL_CANDIDATES	provisional-form:046b908561243d2930d2c547	2	2	2	1	1	1	1	1	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	2	28
ALL_PROFESSIONAL_CANDIDATES	provisional-form:04743878e86ec447b68be65c	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	56
ALL_PROFESSIONAL_CANDIDATES	provisional-form:04a296be9cd9219fad58589e	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	14
ALL_PROFESSIONAL_CANDIDATES	provisional-form:04add97fbd4f8bd4e0fdcd75	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	35
ALL_PROFESSIONAL_CANDIDATES	provisional-form:04c1a7fcea6c87175a9a5dba	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	52
ALL_PROFESSIONAL_CANDIDATES	provisional-form:04d588cb41b8022d1233924f	4	3	3	1	1	1	1	1	0	4	0	4	0	0	0	0	4	0	0	0	4	0	0	3	112
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0515aa086a21d9b65d30b41a	5	5	5	1	1	3	3	1	0	0	0	0	0	0	0	5	0	0	5	0	0	5	0	5	192
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0550e92443c6a76d104f6428	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	37
ALL_PROFESSIONAL_CANDIDATES	provisional-form:055f8206682a073e38fb45dd	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	20
ALL_PROFESSIONAL_CANDIDATES	provisional-form:05870c7faa3787814e143b5c	2	2	2	1	1	2	2	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	51
ALL_PROFESSIONAL_CANDIDATES	provisional-form:058ce9bd95f5595d78949494	9	8	8	1	1	1	1	1	0	6	0	9	0	0	0	0	9	0	0	0	9	0	0	8	177
ALL_PROFESSIONAL_CANDIDATES	provisional-form:05a1e6a1d4a3ac642afa5e61	3	3	3	1	1	2	2	1	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	3	99
ALL_PROFESSIONAL_CANDIDATES	provisional-form:05ba6be02257fe4f2c21a2c0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	28
ALL_PROFESSIONAL_CANDIDATES	provisional-form:05d2443bd2424d04e2397677	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	15
ALL_PROFESSIONAL_CANDIDATES	provisional-form:05d9f879a7dd7abf7b0c99b5	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	48
ALL_PROFESSIONAL_CANDIDATES	provisional-form:05dfaf1e7f832793b3f9dec3	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	14
ALL_PROFESSIONAL_CANDIDATES	provisional-form:061887be5ecc1554ba378f4f	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	35
ALL_PROFESSIONAL_CANDIDATES	provisional-form:064cf0eb980600ee43c0887f	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	23
ALL_PROFESSIONAL_CANDIDATES	provisional-form:065bfb8faf7c9aa6b30f741c	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	14
ALL_PROFESSIONAL_CANDIDATES	provisional-form:068f4039709f0ca5c8ffe1c3	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	19
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0691247a289e132ce50992f1	4	4	4	1	1	3	3	1	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	4	87
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0696200c1634048ac47337ef	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	16
ALL_PROFESSIONAL_CANDIDATES	provisional-form:06c3c920b34bc182fab6ad9c	4	4	4	1	1	2	2	1	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	4	172
ALL_PROFESSIONAL_CANDIDATES	provisional-form:06dbe73c6bc4d55ae45928cd	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	29
ALL_PROFESSIONAL_CANDIDATES	provisional-form:06df90ccef78b5002bf5d2b2	91	87	87	1	2	17	16	1	0	0	0	0	4	0	0	87	0	4	87	0	4	87	0	87	2143
ALL_PROFESSIONAL_CANDIDATES	provisional-form:07001e8089072aa27db4ede1	25	25	25	1	1	8	8	1	0	0	0	0	0	0	0	25	0	0	25	0	0	25	0	25	692
ALL_PROFESSIONAL_CANDIDATES	provisional-form:070d7142f8a3a3d6d120c3a7	5	4	4	1	1	3	3	1	0	0	0	0	0	0	0	5	0	0	5	0	0	5	0	4	51
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0733f0ca16a498341f1d99cc	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	17
ALL_PROFESSIONAL_CANDIDATES	provisional-form:07543bc066e9007bbd7cb7c4	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	28
ALL_PROFESSIONAL_CANDIDATES	provisional-form:075cb7c42d66fbdbb818bd3f	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	11
ALL_PROFESSIONAL_CANDIDATES	provisional-form:076e69522f9cbf2a29af5fba	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	61
ALL_PROFESSIONAL_CANDIDATES	provisional-form:078ddf41d2c077c63e85d9f9	9	9	9	1	1	3	3	1	0	0	0	0	0	0	0	9	0	0	9	0	0	9	0	9	366
ALL_PROFESSIONAL_CANDIDATES	provisional-form:079f66fe293cb1a6185d5588	3	3	3	2	2	3	3	1	0	1	0	1	0	0	0	2	1	0	2	0	1	2	0	3	79
ALL_PROFESSIONAL_CANDIDATES	provisional-form:07a019f4442e4d70a34bff56	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	28
ALL_PROFESSIONAL_CANDIDATES	provisional-form:07a0713bc136b35d22918dd6	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	58
ALL_PROFESSIONAL_CANDIDATES	provisional-form:07a407c6cad8de1afc2853f7	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	13
ALL_PROFESSIONAL_CANDIDATES	provisional-form:08388c63698dcb45108edd4b	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	14
ALL_PROFESSIONAL_CANDIDATES	provisional-form:08d30a82c17d73d00270b533	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	15
ALL_PROFESSIONAL_CANDIDATES	provisional-form:08ddff4ebe39249a9208cd30	17	17	17	1	1	7	7	1	0	0	0	0	0	0	0	17	0	0	17	0	0	17	0	17	542
ALL_PROFESSIONAL_CANDIDATES	provisional-form:08eaf2eb210725b39f463a45	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	77
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09182dd8b7aee92e720540b2	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	27
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09423b2f1bb1826dfa164dc5	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	43
ALL_PROFESSIONAL_CANDIDATES	provisional-form:095052af33c3d5a67bf191ff	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	8
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09521b1c55b7146b1dd2ce12	15	15	15	2	2	6	6	1	0	2	0	3	0	0	0	12	3	0	12	0	3	12	0	15	501
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09530a39dbe93dc33dbaaf96	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	10
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09723d487ed8348311f440f2	4	4	4	1	1	2	2	1	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	4	64
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09881f6ed93360a2f6ad81f4	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	23
ALL_PROFESSIONAL_CANDIDATES	provisional-form:099bbde85d2ab4f33035c0d4	182	163	163	3	4	17	14	1	0	44	0	49	2	0	4	127	49	2	131	0	51	127	4	163	4761
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09b9ee7a214c9bb77908c27b	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	11
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09c9957320a8c6714a584f83	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	20
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09d42dbdad6479fe13c75b8e	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	11
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09de9900fede62c2858059ce	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	20
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09e45f8bcd6a55e504a852db	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	17
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09e7ea5f5294e4188ca62458	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	88
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09f04951af4cd503877815fd	19	15	15	1	1	1	1	1	0	15	0	19	0	0	0	0	19	0	0	0	19	0	0	15	367
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09f9018d997401a5fbcac3bb	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	14
ALL_PROFESSIONAL_CANDIDATES	provisional-form:09f9ee2664250f732515db75	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	12
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a006183ed89eab03442d1f2	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	48
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a052c147632c55a2ac98b45	9	9	9	1	1	5	5	1	0	0	0	0	0	0	0	9	0	0	9	0	0	9	0	9	207
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a2562424d97b71d9d8acc0e	74	61	61	1	1	7	7	1	0	0	0	0	0	0	0	74	0	0	74	0	0	74	0	61	2109
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a33dd1c80d3b50c265fdb2c	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	33
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a3fbd76022074f7e31cddf7	12	12	12	1	1	6	6	1	0	0	0	0	0	0	0	12	0	0	12	0	0	12	0	12	415
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a4ef253e3fef22cb9d3bc52	2	2	2	2	2	2	2	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	2	95
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a65c0c13d3600492d9a51b6	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	10
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a6c8a62a8e4319500597a7a	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	38
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a70a6fd5eeaa27df4eea9d8	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	28
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a74f3353673c6f25d8e5154	86	76	76	2	2	13	12	1	0	1	0	1	0	0	0	85	1	0	85	0	1	85	0	76	2514
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0a79769869f01499366c7681	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	12
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0aa1ae3f10b163c28a2b806f	3	3	3	1	1	3	3	1	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	3	39
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0aa9740bc4257a0b3a6a39be	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	55
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0afba1fadf4e5d1292eb409c	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	20
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b19e654bbf1d5f4a517dc87	2	2	2	1	1	2	2	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	25
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b26997311bf74e7170c5ccd	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	36
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b472fc1e0191540d360cf57	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	28
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b571c894bfaacb2f4d9edb2	20	20	20	2	2	8	7	1	0	7	0	10	0	0	0	10	10	0	10	0	10	10	0	20	542
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b61ac5d9426518ad7908a62	11	11	11	1	1	8	8	1	0	0	0	0	0	0	0	11	0	0	11	0	0	11	0	11	287
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b63783554f32ff932daadee	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	44
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0b6ee6ff742e7c772ad9d544	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	59
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0bb5bf82f2a78c79c18e2bb7	4	4	4	1	1	3	3	1	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	4	157
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0bc0b1927a1719c500ccafcd	15	15	15	1	1	3	3	1	0	0	0	0	0	0	0	15	0	0	15	0	0	15	0	15	548
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0beca1c4f3e61feb51b43b1e	2	2	2	1	2	2	2	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	2	70
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c274639936717793d7695ef	31	31	31	2	2	15	15	1	0	0	0	0	0	0	0	31	0	0	31	0	0	31	0	31	784
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c30f897fe4270cc4f6261bf	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	18
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c48dcaac8dc34f35db7f800	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	31
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c49106b5d3eec3cc39cbda6	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	11
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c49b4dd29afbbf600e87958	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	25
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c6193e11c89c15a1715161c	4	4	4	1	1	1	1	1	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	4	72
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c71711c2568d89ad0a56540	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	27
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0c96fd845ca59442a638d813	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	20
ALL_PROFESSIONAL_CANDIDATES	provisional-form:0ca392b17b6904a3b0b33bc1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	77
