language_document_key	language_source_key	language_source_family_key	source_revision	source_date	source_row_locator	language_code	document_type	source_content_sha256	content	raw_text_public_export_allowed	counts_as_new_contemporary_document	counts_as_zh_hans_document	source_authored	machine_translated	artificial_variant	privacy_state	public_export_state	frozen_snapshot
document.firstbloom.release_1126	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-11	product_release_id=1126	en	TASTING_NOTE	9e1c34725a42dd95c4f0d754a4a914ac2452461181a3942c850a9bf62fab2811	"{""external_release_key"":""1126"",""product_id"":""1106"",""raw_field_sha256"":""9e1c34725a42dd95c4f0d754a4a914ac2452461181a3942c850a9bf62fab2811"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_113	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2018-01-04	product_release_id=113	en	TASTING_NOTE	ad8821c8ca42363158404708257e1e5d08be2af53d8fe8812b1fff6b594a6fb0	"{""external_release_key"":""113"",""product_id"":""142"",""raw_field_sha256"":""ad8821c8ca42363158404708257e1e5d08be2af53d8fe8812b1fff6b594a6fb0"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1139	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-13	product_release_id=1139	en	TASTING_NOTE	dc9db1991c33842376768dc41191a20bd7622f5cd3463a4f0473a34c43e41c0e	"{""external_release_key"":""1139"",""product_id"":""1118"",""raw_field_sha256"":""dc9db1991c33842376768dc41191a20bd7622f5cd3463a4f0473a34c43e41c0e"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1141	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-13	product_release_id=1141	en	TASTING_NOTE	406161b249d7ee7588009ab706547baa3bf4d5fd14d0680835febaa8e94060f5	"{""external_release_key"":""1141"",""product_id"":""1120"",""raw_field_sha256"":""406161b249d7ee7588009ab706547baa3bf4d5fd14d0680835febaa8e94060f5"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1143	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-13	product_release_id=1143	en	TASTING_NOTE	463e1bc83b912ef3ec80afce198b055c8145e8950eb5e2c571b311b9cd5cd47e	"{""external_release_key"":""1143"",""product_id"":""1122"",""raw_field_sha256"":""463e1bc83b912ef3ec80afce198b055c8145e8950eb5e2c571b311b9cd5cd47e"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1145	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-13	product_release_id=1145	en	TASTING_NOTE	882190863a91a551c3e06a8a3842cfca4e2f951172a138557bb2e1c6d827df27	"{""external_release_key"":""1145"",""product_id"":""1124"",""raw_field_sha256"":""882190863a91a551c3e06a8a3842cfca4e2f951172a138557bb2e1c6d827df27"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1147	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-13	product_release_id=1147	en	TASTING_NOTE	b15b981e0c26cb9254bac4281edaacba1fbf83a0eb9a3d9935f04afd2d33910e	"{""external_release_key"":""1147"",""product_id"":""126"",""raw_field_sha256"":""b15b981e0c26cb9254bac4281edaacba1fbf83a0eb9a3d9935f04afd2d33910e"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_115	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2018-01-09	product_release_id=115	en	TASTING_NOTE	3b9313cf8562b933e35d9e307e10c2e2720d44f77c8c5b3b20db10eece2bc6f8	"{""external_release_key"":""115"",""product_id"":""128"",""raw_field_sha256"":""3b9313cf8562b933e35d9e307e10c2e2720d44f77c8c5b3b20db10eece2bc6f8"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1150	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-13	product_release_id=1150	en	TASTING_NOTE	ed3ee012c5d3e6bb14258b1d10bc2171ea517cb71a483971f3e36e91c079b689	"{""external_release_key"":""1150"",""product_id"":""1127"",""raw_field_sha256"":""ed3ee012c5d3e6bb14258b1d10bc2171ea517cb71a483971f3e36e91c079b689"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1157	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-20	product_release_id=1157	en	TASTING_NOTE	1009c8eb049add56e5b968f4d2bfeeadbf411384726b0c3305f2bcb473e17b72	"{""external_release_key"":""1157"",""product_id"":""1134"",""raw_field_sha256"":""1009c8eb049add56e5b968f4d2bfeeadbf411384726b0c3305f2bcb473e17b72"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1161	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-20	product_release_id=1161	en	TASTING_NOTE	00456193a8692913d7685bb74aecae9bfc2797e166d107f39f674dbec4961bf4	"{""external_release_key"":""1161"",""product_id"":""1138"",""raw_field_sha256"":""00456193a8692913d7685bb74aecae9bfc2797e166d107f39f674dbec4961bf4"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1168	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-22	product_release_id=1168	en	TASTING_NOTE	960b2b4f05810dcdaa48938f5ed10845190d203cf9bd10b7872a9401e7cd47a7	"{""external_release_key"":""1168"",""product_id"":""1145"",""raw_field_sha256"":""960b2b4f05810dcdaa48938f5ed10845190d203cf9bd10b7872a9401e7cd47a7"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_117	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2018-01-09	product_release_id=117	en	TASTING_NOTE	31cd5ecb53a6b5b01c5625bf1e13da2c8f1bf66b8a7779f485d9b8013150760e	"{""external_release_key"":""117"",""product_id"":""145"",""raw_field_sha256"":""31cd5ecb53a6b5b01c5625bf1e13da2c8f1bf66b8a7779f485d9b8013150760e"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1177	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-25	product_release_id=1177	en	TASTING_NOTE	890af32f5c23253d6ccf4651cc6050156855a1ccd61fd8e8bbb2046a07cc91f9	"{""external_release_key"":""1177"",""product_id"":""1154"",""raw_field_sha256"":""890af32f5c23253d6ccf4651cc6050156855a1ccd61fd8e8bbb2046a07cc91f9"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_118	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2018-01-09	product_release_id=118	en	TASTING_NOTE	fa3df3f3fed64ad407434c19c87ab0a9bf21703c8b20bf20d455a7418a635f66	"{""external_release_key"":""118"",""product_id"":""146"",""raw_field_sha256"":""fa3df3f3fed64ad407434c19c87ab0a9bf21703c8b20bf20d455a7418a635f66"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1190	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-02-27	product_release_id=1190	en	TASTING_NOTE	899745ffa6f93ff084d07e5d5f20aeccef41c0d1c5386f6e347e70ea308f7cf4	"{""external_release_key"":""1190"",""product_id"":""1167"",""raw_field_sha256"":""899745ffa6f93ff084d07e5d5f20aeccef41c0d1c5386f6e347e70ea308f7cf4"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1195	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-01	product_release_id=1195	en	TASTING_NOTE	8f15d0acae92a23fe7a2a489bb14164a95306d4462f957b4359432077a9cf34d	"{""external_release_key"":""1195"",""product_id"":""1171"",""raw_field_sha256"":""8f15d0acae92a23fe7a2a489bb14164a95306d4462f957b4359432077a9cf34d"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1196	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-01	product_release_id=1196	en	TASTING_NOTE	483eed493f8471bf2a9a38151e0997e5927c2c2aa36c7cce09ff1b5e397a6dd8	"{""external_release_key"":""1196"",""product_id"":""1172"",""raw_field_sha256"":""483eed493f8471bf2a9a38151e0997e5927c2c2aa36c7cce09ff1b5e397a6dd8"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1198	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-01	product_release_id=1198	en	TASTING_NOTE	264668d510ba5f1b3f1450ae29e78a76906f7bd32d238ff60bd3de0a9860101e	"{""external_release_key"":""1198"",""product_id"":""1174"",""raw_field_sha256"":""264668d510ba5f1b3f1450ae29e78a76906f7bd32d238ff60bd3de0a9860101e"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1199	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-01	product_release_id=1199	en	TASTING_NOTE	c2c37cb092c1034bd48d15d2024f777f7026f95c5da1394ef907eb32cbbb80e1	"{""external_release_key"":""1199"",""product_id"":""1175"",""raw_field_sha256"":""c2c37cb092c1034bd48d15d2024f777f7026f95c5da1394ef907eb32cbbb80e1"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1200	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-01	product_release_id=1200	en	TASTING_NOTE	13bfa325a8f891b2635b0eac39a26c5d8e0adb111f500e9e0f1dcca607d36f97	"{""external_release_key"":""1200"",""product_id"":""1176"",""raw_field_sha256"":""13bfa325a8f891b2635b0eac39a26c5d8e0adb111f500e9e0f1dcca607d36f97"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1203	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-03	product_release_id=1203	en	TASTING_NOTE	e92a4904880280937a67736ac46777adae109ebc93d7687b8042f6c6415babcf	"{""external_release_key"":""1203"",""product_id"":""886"",""raw_field_sha256"":""e92a4904880280937a67736ac46777adae109ebc93d7687b8042f6c6415babcf"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1205	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-04	product_release_id=1205	en	TASTING_NOTE	564f7adc9cde752a6b3a542fb7aafc18386bcd02c5a86784ef2109523c3eff79	"{""external_release_key"":""1205"",""product_id"":""1181"",""raw_field_sha256"":""564f7adc9cde752a6b3a542fb7aafc18386bcd02c5a86784ef2109523c3eff79"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1208	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-04	product_release_id=1208	en	TASTING_NOTE	2a7a365d2a8aa490872677678c819bf199d6f1bfb4d967247b0955b7511207f2	"{""external_release_key"":""1208"",""product_id"":""1184"",""raw_field_sha256"":""2a7a365d2a8aa490872677678c819bf199d6f1bfb4d967247b0955b7511207f2"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1210	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-05	product_release_id=1210	en	TASTING_NOTE	f43d8fe77b3ff3aa05798c9ee0117d6863782f2b81ba881032323fad1feff945	"{""external_release_key"":""1210"",""product_id"":""1186"",""raw_field_sha256"":""f43d8fe77b3ff3aa05798c9ee0117d6863782f2b81ba881032323fad1feff945"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1219	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-06	product_release_id=1219	en	TASTING_NOTE	eec8aa33ff378580a636f641c292e42fa69caa66714cf8fc00431745c939356b	"{""external_release_key"":""1219"",""product_id"":""1195"",""raw_field_sha256"":""eec8aa33ff378580a636f641c292e42fa69caa66714cf8fc00431745c939356b"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1221	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-06	product_release_id=1221	en	TASTING_NOTE	3a06308a8d49e22d74d31b323f1f01948aaa2aa08314f12db80e7ec75d971e1a	"{""external_release_key"":""1221"",""product_id"":""1197"",""raw_field_sha256"":""3a06308a8d49e22d74d31b323f1f01948aaa2aa08314f12db80e7ec75d971e1a"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1222	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-06	product_release_id=1222	en	TASTING_NOTE	f43d8fe77b3ff3aa05798c9ee0117d6863782f2b81ba881032323fad1feff945	"{""external_release_key"":""1222"",""product_id"":""1198"",""raw_field_sha256"":""f43d8fe77b3ff3aa05798c9ee0117d6863782f2b81ba881032323fad1feff945"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1225	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-07	product_release_id=1225	en	TASTING_NOTE	ff948ae5dd9b8a48d161ae95fcd603af2e8869743e715c17c1742a9b60f90003	"{""external_release_key"":""1225"",""product_id"":""1201"",""raw_field_sha256"":""ff948ae5dd9b8a48d161ae95fcd603af2e8869743e715c17c1742a9b60f90003"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1226	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-07	product_release_id=1226	en	TASTING_NOTE	d1026f3a783c815beba80a0c4520cf8e21320469be4e0314e09b7ef9b49b8555	"{""external_release_key"":""1226"",""product_id"":""1202"",""raw_field_sha256"":""d1026f3a783c815beba80a0c4520cf8e21320469be4e0314e09b7ef9b49b8555"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1236	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-08	product_release_id=1236	en	TASTING_NOTE	e69ac68f4e822deb6fff1a866fe178cc40c18ab605c991dc5143411d469974bc	"{""external_release_key"":""1236"",""product_id"":""1211"",""raw_field_sha256"":""e69ac68f4e822deb6fff1a866fe178cc40c18ab605c991dc5143411d469974bc"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
document.firstbloom.release_1238	github.firstbloom-data.a6cb0026	family.baseline.firstbloom-industry	a6cb0026d1af9642724793c799bbc48dc189ba35	2019-03-10	product_release_id=1238	en	TASTING_NOTE	b8ac1910b1feaf2068e0e913535cbfd3433d9cfd0e9b67c665694bcd412ea1e7	"{""external_release_key"":""1238"",""product_id"":""1213"",""raw_field_sha256"":""b8ac1910b1feaf2068e0e913535cbfd3433d9cfd0e9b67c665694bcd412ea1e7"",""retention"":""dual-reviewed-short-phrases-only""}"	false	false	false	true	false	false	NO_PERSONAL_DATA	PUBLIC_DERIVED_ONLY	true
