candidate_key	pass_a_decision	pass_a_reason	pass_b_decision	pass_b_reason	consensus_admitted
round3i.firstbloom.sha256_039593ca2213a3a945122952a0eb7c6adc529e90306cadf334d77c9e73edb293	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_039c8a098ec2f80deb6d2dbbb9c5b9105c2b045b0041830f154023249ae868ec	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_03d92f41d72bcf00dd8b223560ff5900cb1839373d0fc643b86cae8ecd4e128f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_04416cbe198f8e9dc58938f0f7c2d85a4aa1dc8c355881ecb7bb4fb869f1a947	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_044f34f8d3d6d3fdc4e8f44172731d38d13c489de56c940fef3a9b129b063bf0	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_04b78225feaacf931f22ec5bfe6156098566cdeac911bd4cc9c7f4817a471c1d	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_04c5d15f41dbf168c0595d3282e1372eb08cd2e01ec9a70e5a8f54a9160f9985	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_04dc445864e8cd56f7c7739b625b77a3889847ca59b6fb38b436f76cc5de459f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_04f1cc9ff34f24000eb57c6607668b0122a01265a69c873b37ab2d6210e12215	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0634b00f6213d5e1209cd862cb83303157945994b67d6869de81c2da99aee190	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_065e6be74da9e38570a961bb86aa140808096e4af55fbdc9cdfd4bda1004bf1e	REJECT_UNCERTAIN	ambiguous_proper_name	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	false
round3i.firstbloom.sha256_068f6e55134d4809e410343c1967c7eae0abf3e1251bf4887c1c9a0588aaf8c0	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_06c0983399e55c7c4218704751aa0eb447f3a0d5922971eaa0ab8da30a846284	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0751827468cd4b24a7340f59e1ce9431df2367b97277ae717a1b249261d7d977	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_07a407c6cad8de1afc2853f72ea581ac3d66ab97168aa9a19e2e4eac0ced5991	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0843a52cdc9eec1d74b47823e2c55e0d5c17e4060edb45ac4ad4e8618e303189	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_087b6b0ab2d226eac6116cd93c1134910b4ca0eb54f2f1fbbcddf5f9ebb15336	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_08a82689915e88d615cb3d450a4d78aa243dffc0d9635add056fe5b2f20c11de	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_08fc63f738ee5d55e887079b3030f71e2dac64ccb124668316ec0c7b8344754b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_09009096fc76361fdb21edb819cc916cb029497d3db9c10ed73cbd5aaf010a5a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0902e0e0127e76114e526f0e0741881d6fbcbca7fc749f2a2b1d8214fd91b00b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_091c4a8f5adbb701bbe31847fa9611665d02e8c23743c5130ab0895aecc17527	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0931055aa6b95202c0054405ac712297aa20b1c62ccbfa8f4770be423e7d9e66	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0931e2d44f91dccb3310af79bd4644e442cc3c3fb461a0f2412064c1a289174b	ADMIT_SENSORY_LANGUAGE	sensory_language	REJECT_NON_SENSORY	incomplete_fragment	false
round3i.firstbloom.sha256_098a45810711fba708859d4b14fb6367f605e2bf8b6be73240ebd8aed36a25a1	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_09e20b517cdac939b1e679946a6fbdcc820312f49c41cfd1c25797e3f7c26dc7	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_09f2e1528f33e3fed5f0530143d967bedfd4c2b30539cc5a2d1644b0b08271c3	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0a16d3848854063b74ea1db18d5a4b6dd769e1370144f037a80485f164413615	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0a2562424d97b71d9d8acc0e12e9f73c6849191ef7792b096c16e59c7171c68a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0aca06a6aaa9735fcd11ee3f9714cc11f7ba8f03239efcb4ff0dc9f76bd3cff2	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0afba1fadf4e5d1292eb409cc965170fca343fbdfea7c6cfb26de8d1909cb229	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0b2c2de8dd15385f75ce0574b239e136ffcf36ff475d1db10a4fa878ae9ea3a4	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0b671abe613b4e477efc262b4fe4754e33f814c3b8992231257de87153a56e7f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0bd998672b54bb6b8e2fc6fb8fc92617256e8e71b97511b2bd7116e95becddf1	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0c3ba6c2e1019d229434e7d295c04ec85536fd699a8bc207f25acc62475be79e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0c6193e11c89c15a1715161c094efa47adfc6585cd66021968336d5b4d4fc321	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0c6963f96d5930a8fcda406748522fd96ec4fc09492ca3c8e4d2af7dead30b25	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0c8c9ddb7a3cf27026a02df2abeb2e2cf083b5030363a65b41f427907a6dec65	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0caae33dd14921ccfb3f5e853f477085ce70d82d18139dd916247ef406f12767	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0cb4aebc5f1dbbf8c3eafb34006fbc511aaf81afaff7156b8c2d3e1867b8020c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0ce0e14d5c0bf470a467285ddac6bca373298d6eadc50a87007500eb3354db7c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0ce3a1dd20623c990e48ea1830170409529187a118d05e47dcdafcbe42dc486d	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0cec79f788d6dcdb8c08db81eb938673fd67d9398aec8475b36905c471e96cd2	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0cf973fcb634c8e2ff844d746c35e623cf3e8bbadbf1f0afb72f9202c2b98d3f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0db77d0be564ebe280d60302e1506d359bdd59d98e3d3512e2bd66ff6476745a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0dcbd4ef68504a43d7b119e8c9d52879700eae739ee4afb04c59fb150f79844a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0dce054241e1b14c9ebaa87f8f366cb723601c52f81794385bd2cc4f189c7b58	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0e1267eb579d22d6c493eedfb53aefc0f942b0153769854c35a651037c198f59	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0e32748725cd66befbb7c8e371a7128379658908adb29c289e7786bfe7639245	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0e4cab8f4b5bd625097ee6206cf5f2e025b9971355152e199e768e759fa37c4f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0e8923348362275e0175120c8449b3d9c039cc58aad8a9ac1921350d0902694b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0ec087d18a3d9b4c8add857a72953b68f2d7d87df6b30f9890ba15efc2819748	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0f2b6d567b39befcd257c34d967d9b777d1cbeda1539d9c5fa3d337b675c273a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0f6256bd001e613b11ba307e749cd93b0235df32463ee6eabe7c2cff538bba38	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0fbaf608b57c2d47da8689d0c73d2999023f627d508c89f54934a3efb33b40a9	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_0fe456149f7c37d08cdf9b814ff46a503e90e02e429bb054b735021db7ef45a6	REJECT_NON_SENSORY	package_metadata	REJECT_NON_SENSORY	package_metadata	false
round3i.firstbloom.sha256_1009d3923fee3d45e79e8073d300cf01917d4e397679a7f93a4764849b76c489	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_100ce0619dbec6d89ed79278a9ea9a1cabbab3845484cfe37f3116784a0f23fa	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_100e905a6d23ef7ad2fb6b74c61a536692e7d8cc56ecc4c93086c3e6f329acb0	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_10392103f95f4308388cae728ed23f6b0c407261d8d37c554aca895539a87a5a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_104c885ff67f6a4bdf1b97bbf0d885260618c527b9aa9f7ee8c5a3beb524110b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_105d86d1f63ee2df66c2f90883ddc2dacf5a5abbe50294de6fdc318b551b5385	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_107447f53c49ae79400608ba94024043d208a0d3d5d1fda094d46ffe361c2293	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_10835bfde689867e604bdb6c61c2f026459fa959f08c33c0526121b922bf5f70	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_11211c239a27bc0ad1c3b36276ba276e8d6d553ac6870d6a8294ec73677874a8	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1152a334a0dd1926bf9549214f4c562bb1689adb85546641a083e657b869511f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1160e54bc943d616b2445c97dd4f510d118de02e6a2ed542daf1555c55d2e4b7	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_119c01b84ad6906f9057d21510c5a243e68f3d86847a61bcc04131851d9bcc31	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_11be7d4656e98adaa16e770f9a7bf9640026b2df7dd3772a650b0ece1b1c5fa9	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_11d14bb755e1c3153be4ebc6b7ee556540fc616be753af9066a48bba3c7080d5	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_11d5e03f062468bc2c06d1ecfdcc6093e90f5067e7f3ebeecb24677291cc17d5	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_121860d8b55fed3bec76ee361061dc03f32eee2aa5df9e7c9f2c375b8bae2b6a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1257878a4a9ed8fb67a70e11c24790c6a077701cb072de169406a216938acdab	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1266c54628a4993931c4c27317b6d5e569ee4aab39236182e160a3fdfed05dd5	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_129d07b8c69691020f7f54b432f8f1f68e9c1329688f5d92bf1ab730473ba3ab	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_12a3b4dec46b25a80f7cd52184cff3b46217a63254945ae1cf7405d35c6db8cc	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_12f8cbef355ffd857c5c258e9d2c770e7c268d53a5129eee3d8c30d2fbab82a2	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1389f6bce9f0fa350eb1ed9fd8ffd87aa6cd135677ac5f8e6eda52e64b5564f2	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_13955241a6995c878d1dae8ed7f7855d15f72cb5677ec57e4331db1ef83a9ae0	REJECT_NON_SENSORY	non_sensory_metaphor	REJECT_NON_SENSORY	promotional_metaphor	false
round3i.firstbloom.sha256_139cd9eb67f657d7e68c136ddd130ccd0c42afa3a0ed73670870e9cc6014f3b0	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_13a182e169c32befac4044e52511bdff58371fdf8e324ac2a42f7757356e53d0	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_13a4cb4b4a8390138f52422597d7bb819f15424f77d6e36820bc7a9f6a5495d2	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_13b2ed885fa23e5721bd21e6f62fbc9297ef7a7cf059d6223db190be3bca4ad8	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_148201c4c8af5aa99b5c3dac30071be754503f91b92ae4bdffc4b19f588cc94f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_14af4c642d6b45440fd41896507b5081f80476b5f886cf2dd141a587a0a43350	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_14e9b36296d4086789395357ce5e2beab455b6c9b099cb4b32359d418b84d22f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_14f8dd0ae93f73a054ffba52ea4b3d5e999ccf2ab2a270a91300f03a3d3ff67d	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_154bc97fe84e01bf5befe281253bebce177542a9ffa94ad8aa19e1703f250567	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_154d92fabeb40e0a76e9dbf6c2c1fe4e062c233f9ce4dfbbfcbd82586cdc35d5	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1569e9062553f1da4cc0be7838dd765717b8ec12dbc12f6161b04fb4bee6dee4	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_15732ec07a85b9046f212829fad9661a45cc3138215894c51b4a697ab2e13909	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1592d7f3f972b164f784d3d0fd9b22d746540418587ba7c88b95fd2500c77684	ADMIT_SENSORY_LANGUAGE	sensory_language	REJECT_NON_SENSORY	incomplete_fragment	false
round3i.firstbloom.sha256_15a36261073a3f8d7fbeb7384e86689153c11549859a2d51879c666093fab99b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_15ee549cb2ab598f6ff06194d10926260e4f47e7fc5ee15b9eec26ebe0df8c8c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1613073137911b3487a278935771060f76d2aaabe03391e5df834f8aa88a5e3c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_162343e322285f5ceb8d5c2bf45457cf08c4e919cf2577678e1c366b3d497776	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1666655c20603d9cdaf52aa9c1342b4f3cf71c606379c67a3cf7ce0b42142f62	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_168fbc27bb5d06f5a24aa7e321914a8b3c2fc28a789d78b3fcf9983857d047a7	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_16dfc9c3fb663f15ca78e53f5c087ea413716dad9ae92652fee650b376b4b3b7	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_17335fafb3090b77aeb2fa8737e5b7b67c074e17f6011c929f4c99aec5a1e486	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1775394326e02c60a58c4f8d7524e070a77973673beeaebc63067db2b8de7a70	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_1777b83e948b0d55607a6023d13b74445b34dda530aef3c06f2d1f4236922c7b	REJECT_NON_SENSORY	non_sensory_category	REJECT_NON_SENSORY	audience_label	false
round3i.firstbloom.sha256_17a5ad424476ff9311acd6e31e2efcbdbda71a22180ffdb27a072f466fdb2348	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_17ac6685c2eb00e12fe8dadc93fae437559d23f314e5e758545a704094ac10c3	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_18002db8e080f8dbfa3ac5856fd671a080572535e5b6e8781e11ae5cd00b6761	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
