candidate_review_key	candidate_key	reviewer_key	review_pass	candidate_inventory_sha256	decision_code	reason_code	reviewed_on	human_review	automatic_language_detection
review.round3i.firstbloom.a.02979a67c5cb594c7711fe7cfc7cc6f242cc0589c0cc5b302c10aa1b591faa78	round3i.firstbloom.sha256_02979a67c5cb594c7711fe7cfc7cc6f242cc0589c0cc5b302c10aa1b591faa78	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.02979a67c5cb594c7711fe7cfc7cc6f242cc0589c0cc5b302c10aa1b591faa78	round3i.firstbloom.sha256_02979a67c5cb594c7711fe7cfc7cc6f242cc0589c0cc5b302c10aa1b591faa78	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.02b2dedc9bf400171b9a8fade1e6cd7cdaa8ba6eeddaf42b1a4658218f624c4e	round3i.firstbloom.sha256_02b2dedc9bf400171b9a8fade1e6cd7cdaa8ba6eeddaf42b1a4658218f624c4e	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.02b2dedc9bf400171b9a8fade1e6cd7cdaa8ba6eeddaf42b1a4658218f624c4e	round3i.firstbloom.sha256_02b2dedc9bf400171b9a8fade1e6cd7cdaa8ba6eeddaf42b1a4658218f624c4e	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.039593ca2213a3a945122952a0eb7c6adc529e90306cadf334d77c9e73edb293	round3i.firstbloom.sha256_039593ca2213a3a945122952a0eb7c6adc529e90306cadf334d77c9e73edb293	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.039593ca2213a3a945122952a0eb7c6adc529e90306cadf334d77c9e73edb293	round3i.firstbloom.sha256_039593ca2213a3a945122952a0eb7c6adc529e90306cadf334d77c9e73edb293	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.039c8a098ec2f80deb6d2dbbb9c5b9105c2b045b0041830f154023249ae868ec	round3i.firstbloom.sha256_039c8a098ec2f80deb6d2dbbb9c5b9105c2b045b0041830f154023249ae868ec	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.039c8a098ec2f80deb6d2dbbb9c5b9105c2b045b0041830f154023249ae868ec	round3i.firstbloom.sha256_039c8a098ec2f80deb6d2dbbb9c5b9105c2b045b0041830f154023249ae868ec	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.03d92f41d72bcf00dd8b223560ff5900cb1839373d0fc643b86cae8ecd4e128f	round3i.firstbloom.sha256_03d92f41d72bcf00dd8b223560ff5900cb1839373d0fc643b86cae8ecd4e128f	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.03d92f41d72bcf00dd8b223560ff5900cb1839373d0fc643b86cae8ecd4e128f	round3i.firstbloom.sha256_03d92f41d72bcf00dd8b223560ff5900cb1839373d0fc643b86cae8ecd4e128f	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.04416cbe198f8e9dc58938f0f7c2d85a4aa1dc8c355881ecb7bb4fb869f1a947	round3i.firstbloom.sha256_04416cbe198f8e9dc58938f0f7c2d85a4aa1dc8c355881ecb7bb4fb869f1a947	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.04416cbe198f8e9dc58938f0f7c2d85a4aa1dc8c355881ecb7bb4fb869f1a947	round3i.firstbloom.sha256_04416cbe198f8e9dc58938f0f7c2d85a4aa1dc8c355881ecb7bb4fb869f1a947	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.044f34f8d3d6d3fdc4e8f44172731d38d13c489de56c940fef3a9b129b063bf0	round3i.firstbloom.sha256_044f34f8d3d6d3fdc4e8f44172731d38d13c489de56c940fef3a9b129b063bf0	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.044f34f8d3d6d3fdc4e8f44172731d38d13c489de56c940fef3a9b129b063bf0	round3i.firstbloom.sha256_044f34f8d3d6d3fdc4e8f44172731d38d13c489de56c940fef3a9b129b063bf0	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.04b78225feaacf931f22ec5bfe6156098566cdeac911bd4cc9c7f4817a471c1d	round3i.firstbloom.sha256_04b78225feaacf931f22ec5bfe6156098566cdeac911bd4cc9c7f4817a471c1d	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.04b78225feaacf931f22ec5bfe6156098566cdeac911bd4cc9c7f4817a471c1d	round3i.firstbloom.sha256_04b78225feaacf931f22ec5bfe6156098566cdeac911bd4cc9c7f4817a471c1d	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.04c5d15f41dbf168c0595d3282e1372eb08cd2e01ec9a70e5a8f54a9160f9985	round3i.firstbloom.sha256_04c5d15f41dbf168c0595d3282e1372eb08cd2e01ec9a70e5a8f54a9160f9985	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.04c5d15f41dbf168c0595d3282e1372eb08cd2e01ec9a70e5a8f54a9160f9985	round3i.firstbloom.sha256_04c5d15f41dbf168c0595d3282e1372eb08cd2e01ec9a70e5a8f54a9160f9985	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.04dc445864e8cd56f7c7739b625b77a3889847ca59b6fb38b436f76cc5de459f	round3i.firstbloom.sha256_04dc445864e8cd56f7c7739b625b77a3889847ca59b6fb38b436f76cc5de459f	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.04dc445864e8cd56f7c7739b625b77a3889847ca59b6fb38b436f76cc5de459f	round3i.firstbloom.sha256_04dc445864e8cd56f7c7739b625b77a3889847ca59b6fb38b436f76cc5de459f	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.04f1cc9ff34f24000eb57c6607668b0122a01265a69c873b37ab2d6210e12215	round3i.firstbloom.sha256_04f1cc9ff34f24000eb57c6607668b0122a01265a69c873b37ab2d6210e12215	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.04f1cc9ff34f24000eb57c6607668b0122a01265a69c873b37ab2d6210e12215	round3i.firstbloom.sha256_04f1cc9ff34f24000eb57c6607668b0122a01265a69c873b37ab2d6210e12215	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.0634b00f6213d5e1209cd862cb83303157945994b67d6869de81c2da99aee190	round3i.firstbloom.sha256_0634b00f6213d5e1209cd862cb83303157945994b67d6869de81c2da99aee190	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.0634b00f6213d5e1209cd862cb83303157945994b67d6869de81c2da99aee190	round3i.firstbloom.sha256_0634b00f6213d5e1209cd862cb83303157945994b67d6869de81c2da99aee190	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.065e6be74da9e38570a961bb86aa140808096e4af55fbdc9cdfd4bda1004bf1e	round3i.firstbloom.sha256_065e6be74da9e38570a961bb86aa140808096e4af55fbdc9cdfd4bda1004bf1e	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	REJECT_UNCERTAIN	ambiguous_proper_name	2026-08-26	false	false
review.round3i.firstbloom.b.065e6be74da9e38570a961bb86aa140808096e4af55fbdc9cdfd4bda1004bf1e	round3i.firstbloom.sha256_065e6be74da9e38570a961bb86aa140808096e4af55fbdc9cdfd4bda1004bf1e	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.068f6e55134d4809e410343c1967c7eae0abf3e1251bf4887c1c9a0588aaf8c0	round3i.firstbloom.sha256_068f6e55134d4809e410343c1967c7eae0abf3e1251bf4887c1c9a0588aaf8c0	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.068f6e55134d4809e410343c1967c7eae0abf3e1251bf4887c1c9a0588aaf8c0	round3i.firstbloom.sha256_068f6e55134d4809e410343c1967c7eae0abf3e1251bf4887c1c9a0588aaf8c0	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.06c0983399e55c7c4218704751aa0eb447f3a0d5922971eaa0ab8da30a846284	round3i.firstbloom.sha256_06c0983399e55c7c4218704751aa0eb447f3a0d5922971eaa0ab8da30a846284	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.06c0983399e55c7c4218704751aa0eb447f3a0d5922971eaa0ab8da30a846284	round3i.firstbloom.sha256_06c0983399e55c7c4218704751aa0eb447f3a0d5922971eaa0ab8da30a846284	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.0751827468cd4b24a7340f59e1ce9431df2367b97277ae717a1b249261d7d977	round3i.firstbloom.sha256_0751827468cd4b24a7340f59e1ce9431df2367b97277ae717a1b249261d7d977	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.0751827468cd4b24a7340f59e1ce9431df2367b97277ae717a1b249261d7d977	round3i.firstbloom.sha256_0751827468cd4b24a7340f59e1ce9431df2367b97277ae717a1b249261d7d977	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.07a407c6cad8de1afc2853f72ea581ac3d66ab97168aa9a19e2e4eac0ced5991	round3i.firstbloom.sha256_07a407c6cad8de1afc2853f72ea581ac3d66ab97168aa9a19e2e4eac0ced5991	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.07a407c6cad8de1afc2853f72ea581ac3d66ab97168aa9a19e2e4eac0ced5991	round3i.firstbloom.sha256_07a407c6cad8de1afc2853f72ea581ac3d66ab97168aa9a19e2e4eac0ced5991	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.0843a52cdc9eec1d74b47823e2c55e0d5c17e4060edb45ac4ad4e8618e303189	round3i.firstbloom.sha256_0843a52cdc9eec1d74b47823e2c55e0d5c17e4060edb45ac4ad4e8618e303189	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.0843a52cdc9eec1d74b47823e2c55e0d5c17e4060edb45ac4ad4e8618e303189	round3i.firstbloom.sha256_0843a52cdc9eec1d74b47823e2c55e0d5c17e4060edb45ac4ad4e8618e303189	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.087b6b0ab2d226eac6116cd93c1134910b4ca0eb54f2f1fbbcddf5f9ebb15336	round3i.firstbloom.sha256_087b6b0ab2d226eac6116cd93c1134910b4ca0eb54f2f1fbbcddf5f9ebb15336	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.087b6b0ab2d226eac6116cd93c1134910b4ca0eb54f2f1fbbcddf5f9ebb15336	round3i.firstbloom.sha256_087b6b0ab2d226eac6116cd93c1134910b4ca0eb54f2f1fbbcddf5f9ebb15336	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
review.round3i.firstbloom.a.08a82689915e88d615cb3d450a4d78aa243dffc0d9635add056fe5b2f20c11de	round3i.firstbloom.sha256_08a82689915e88d615cb3d450a4d78aa243dffc0d9635add056fe5b2f20c11de	codex.round3i.review.pass_a	A	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	sensory_language	2026-08-26	false	false
review.round3i.firstbloom.b.08a82689915e88d615cb3d450a4d78aa243dffc0d9635add056fe5b2f20c11de	round3i.firstbloom.sha256_08a82689915e88d615cb3d450a4d78aa243dffc0d9635add056fe5b2f20c11de	codex.round3i.review.pass_b	B	51f65a21fa2e5d29e129d398eec6394541fb8b2b1c058eeaa9a4a6a31365e7a1	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	2026-08-26	false	false
