semantic_relation_id	semantic_reference_source_id	relation_type	relation_layer	subject_node_id	object_node_id	source_term_sha256	normalized_term_sha256	definition_or_category_sha256	source_locator_or_restricted_pointer	source_artifact_sha256	support_role	evidence_authority	rights_state	raw_definition_published
semantic-relation:0de90656e9655c6483d21805	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:491aa337f928b59544071ca9	semantic-reference-definition:3db4a0bd2742081931fcdfe7	7b63f2d67fd9cba6196d70c2706169e273c03da14daeab634c12df455f2cf366	491aa337f928b59544071ca98aa678b0d711a05d418cb1681f66e511e01a7e95	3db4a0bd2742081931fcdfe7b9e003ff840b4d28b3898e0e813eb8472625ea99	PMC13279845#table-1-row-9	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:1246f4a50040ac8dc51f7a38	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:7499aced43869b27f505701e	semantic-reference-definition:c12f1d73200b081e08676794	b4f6fbc8ea08169b6bdc77c9d9f9a3007d8e9dfa0e41398449ab33165357a935	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	c12f1d73200b081e08676794f0b3c1c787465d0bad5e8b3bea2ec96c3bede08a	PMC13163763#table-2-row-17	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:13cd9abf61ed9f3a75eee4a7	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:3bbd81ca7735640cb5a7f837	semantic-reference-definition:417eafd1b9155a30e3eaa299	f54651661e04d9607d5ab91cc3fa2586a2fe98994f7c7c76febb039673bd84c9	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	417eafd1b9155a30e3eaa299e9b0e59110362ee01bf9824077af600f5cefdc74	PMC13163763#table-2-row-3	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:13ce5a83ea47e76a964d062b	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:632e93023886160a2a5494cd	semantic-reference-definition:99dcb8dd9a9e88f882b64248	1e000711b681621fab02c82144dfa58d9d7af41c017c9e71530c3067515ee686	632e93023886160a2a5494cd49aeb72994fc61f6834355d175a423b99715a9df	99dcb8dd9a9e88f882b642485df4a6ba9bbd5fe608acc58942c9a6901a31b41f	PMC11675256#table-1-row-13	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:1619b5a663f09d105243baf3	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:57f64f1b45572420f70df635	semantic-reference-definition:dec0eee51a3718a7a6ed48c8	242c948b1519676431fcf2a4e840b52d7c7321e9a817076e5f596b323370d213	57f64f1b45572420f70df63573f4b115970951a20723cd4e8371d88e13dbcea2	dec0eee51a3718a7a6ed48c80e5ca53e4bdf1e5c6170c82b5866758894752727	PMC11675256#table-1-row-9	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:170221d580704015be10a2c1	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:7f95764bda8590e031c1990c	semantic-reference-definition:ceaa3b403f4dc400357f9d29	8def7d395e0931e8f667c97afb67f8e61b9cae7b7adf5c3876e1daeedb34b224	7f95764bda8590e031c1990ccdf8c7f20e692cd86e7a9bc77c325df78830b7c1	ceaa3b403f4dc400357f9d2997077486fd6519c844980a05c72eac6a090bf28b	PMC13279845#table-1-row-7	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:171b72df3b3461cd3977387e	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:25a9dba42e0fac74c3d2729a	semantic-reference-definition:011a2f2547d3be9b0f9ec988	45e52a53cfa1c3ba0a90eafbef34803b81d142cdb64caa02dda53dee3b38e805	25a9dba42e0fac74c3d2729a953f1aa36f9da55f6fa61b443d016e7bbfb5ab77	011a2f2547d3be9b0f9ec98882eab3810fa344710ef3b08fac652642be12b63d	PMC13163763#table-2-row-12	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:191f56fce40e8d79efe483b9	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:0e7773164dff2adbb13616a4	semantic-reference-definition:9cd88e0a9ecb6a39e5570f8b	010561db176bfa2672846cd6f12e02ef845b781daaa1abf05bca0037bdcd4f4a	0e7773164dff2adbb13616a49313504e772994cd8e260a4a863ef7db0dcb5d31	9cd88e0a9ecb6a39e5570f8bbc6c53e1f147cbb0c67cb8b47ed9328aacf63c7e	PMC13279845#table-1-row-15	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:192af97be3309d72dad490cd	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:99f126fdb2e2ae2720fe2cc9	semantic-reference-definition:4c3200fed75f0ed1a601b1f4	71d8cb7c91fed2ba34d23fc25981539255208a63a3d5e91bbb1e9a975fb6b1c4	99f126fdb2e2ae2720fe2cc9bfb6a8810732c4e7ecc3370128ac38cc143c170e	4c3200fed75f0ed1a601b1f4af09d338561792174ec128e8817a33d5757886ee	PMC13163763#table-2-row-24	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:1e536fc00e812cf842c41327	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:bc6ba830c7c1c0cb7d996de5	semantic-reference-definition:59b80463a64e1de7e7ff20c4	bc6ba830c7c1c0cb7d996de58b0c37100baa9b819a94aa0c5144046bce0f0594	bc6ba830c7c1c0cb7d996de58b0c37100baa9b819a94aa0c5144046bce0f0594	59b80463a64e1de7e7ff20c43831c69bb8b40b9838377f81e6d2aa189bdafd88	PMC11675256#table-1-row-24	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:2aa51fd21346c6c9bc325e4e	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:37290d74ac4d186e3a8e5785	semantic-reference-definition:d8e731d203f57f0f85233df0	2c7d4d1da926f5d0921a2e6268661e26e4f1df5eaf9ee47f39e3486641aa4e33	37290d74ac4d186e3a8e5785d259d2ec04fac91ae28092e7620ec8bc99e830aa	d8e731d203f57f0f85233df0ec80ba709c9d9741584ed064a743051a7526008a	PMC11675256#table-1-row-1	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:2b959b948cde31631a3183c5	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:3bbd81ca7735640cb5a7f837	semantic-reference-definition:dc03516f1dd7ff5caeb271cd	6ef2b868d7843b33d6eb89b90d7c3d40dff3f414cd9a2f0e21df75bb02c71c30	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	dc03516f1dd7ff5caeb271cd549f83e68fa08497ea102f71d5a8cf5fc48badbd	PMC13163763#table-2-row-16	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:3115556fb8e8cf29b0aaa1fb	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:268f72f709c24397222e1dc4	semantic-reference-definition:cd1823cf15ac2eb55b22834e	522b87326c8fb9d14fa7e729c6748899611e9d8cbd14817f284326e8cf19ec79	268f72f709c24397222e1dc4e578bcc6f43f69584ec804306d4ef9f500c18782	cd1823cf15ac2eb55b22834e5464d4698196790588800b5832f99b7d783e5b28	PMC8774372#table-3-row-22	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:336c7df551166ad0986db1a1	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:3bbd81ca7735640cb5a7f837	semantic-reference-definition:a766fefa01f61b0f82b359b8	98a7aa0b8fc2d3896d42a08a8ed6957dec33a386bdc584f1aa05680014e19eec	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	a766fefa01f61b0f82b359b8969d393cc2d19a0003afc505f583288e1bac0d47	PMC11675256#table-1-row-28	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:36300eabdfb577f2e4ac9c0b	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:bc251f05cd957b293f260cf2	semantic-reference-definition:3cbc17ea2c38bcb4793ea7a7	0c14ce7d53a0d02597daef37aec80dd78dcc2c79985dc577a5460ef963e4ffce	bc251f05cd957b293f260cf23e42419c9a594686056634935585fd680709f5c6	3cbc17ea2c38bcb4793ea7a74ea80bb9c7813ec2e49ad48a47aa95c943cd5529	PMC13279845#table-1-row-8	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:39669f74eaaf1b2634010174	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:67d54f3d1931587b0216f02d	semantic-reference-definition:8a166552f55fb51968702174	7cd61f025c15dd558467b1a3fb917e5f59d31702866e29ac0df07fa789400696	67d54f3d1931587b0216f02da52b33fc2c3bb68218314a5462c817e89fcefb9f	8a166552f55fb519687021748adc99fde45de2e895f2f323a3c76d813606d567	PMC13279845#table-1-row-13	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:39a2bf390809d7acc1c724cf	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:8962c86fec2e91a169298526	semantic-reference-definition:1261f6792d82bf34f0d47937	ed68e76542197d1df1f3dcc7a080b3228db00117022e44158257ce6d6d9e35e9	8962c86fec2e91a1692985263d632db9fca460b4bd2c86d82b9f3a4f296ec6cf	1261f6792d82bf34f0d47937d24bf535ba93c9eb26fe4e8e42781ed05f686968	PMC8774372#table-3-row-9	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:3c2c39437b9cbab2c3e329a2	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:b9043c16af362f30807deaf6	semantic-reference-definition:286d49e8df1deb0297c58e60	e0dddaa988c7c687bf872b29e5915db3dd3ca97a97b5bb673a69962619c992a0	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	286d49e8df1deb0297c58e600563c7f995267f8e41efc8d83a6649fdeb091363	PMC11675256#table-1-row-8	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:3f5e463c7b9c858a0c6fbf4a	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:d98da76d5205e6bc0882b696	semantic-reference-definition:4cb8291d3c242ea279423c12	4bd9a5eb23ba8d24f1133afe67249327e5f43883b6ab58e8586765b4a964f1cd	d98da76d5205e6bc0882b696e7fcb1352e4c64368c1182e0dd57769e20fe0ccf	4cb8291d3c242ea279423c1270f3b6018210892dd10712d69727a66b0358d4cb	PMC13163763#table-2-row-1	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:40b0ec782dd6ee2339c222a4	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:e0aa1fe639520a1055065570	semantic-reference-definition:a1af51d4fd36a1b0fbe9dc05	da5dc8f9f0e7aab4a93afa2a3d0a25f8e672fd2f013df3bf01c993ddc0bac97c	e0aa1fe639520a1055065570f430fa5282669cecafb37b0521a9887efc57d5a3	a1af51d4fd36a1b0fbe9dc05d11309283c1589da80452f3f292043245fabf05d	PMC11675256#table-1-row-14	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:417a8113d41cabbfec563316	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:0d4268591d78dcf6d5d9d61f	semantic-reference-definition:6f71e3352fd1789888d803d8	70c272d43d3f6f84116c550adb0c44ebdb6569d9c7f43042c8a2a5bd7c0af7eb	0d4268591d78dcf6d5d9d61f2f0b34bbd36adcfd633da75fd91835708725f7b6	6f71e3352fd1789888d803d89ffbf9475954991844c61a1199f91d62e0185187	PMC11675256#table-1-row-21	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:4ba89b344616f75c2f785a75	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:b9043c16af362f30807deaf6	semantic-reference-definition:b779d51d0166aa6c6baf2ac9	91e2ee53c0d2f2890978bfc74ed1691ec576580842fbac861be39d3df44005ff	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b779d51d0166aa6c6baf2ac98d5569e2c7164e8a87ef71a9b96d4533afb64716	PMC13163763#table-2-row-9	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:4f1d72b2cd2a9e5cadefb406	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:92ec74717dc05dce1f758257	semantic-reference-definition:b9ea696556308f4274290d5c	a21a72ed2010581394921c2db76762904b4aa8f24da7eb68aef3e17207908795	92ec74717dc05dce1f758257f526c0e40adad3eb2a8b1b81f4c43eff974a6262	b9ea696556308f4274290d5ccd0059679ba63fca7520a5dd6f2968433bd7f14e	PMC13279845#table-1-row-18	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:541a0bd7dfe6b8e5f99116ca	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:230d8358dc8e8890b4c58dee	semantic-reference-definition:18dbc697dce41f379f15459b	230d8358dc8e8890b4c58deeb62912ee2f20357ae92a5cc861b98e68fe31acb5	230d8358dc8e8890b4c58deeb62912ee2f20357ae92a5cc861b98e68fe31acb5	18dbc697dce41f379f15459b5d62204e28aba17b7f6b679c6533c7d4df036689	PMC11675256#table-1-row-30	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:545bc42578849abb4751c1d2	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:a9787a61780d816ab3714d48	semantic-reference-definition:e9ef06e78a0e4d42b12da3c9	07c16eb14df2621d33f6befc1a4a317faa51a5193731626ab0dd51b05db85252	a9787a61780d816ab3714d486d4dc8043f639ff213a9e60eef5f974db2090060	e9ef06e78a0e4d42b12da3c96c806552a1fb04c54ef032ac3e533e3740da7962	PMC8774372#table-3-row-4	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
