dataset	effect_type	model	comparison	target	unit	aggregate_conditions	independent_coffee_groups	mae	rmse	train_standardized_mae	train_standardized_rmse	baseline_error_minus_model_error	paired_group_95_interval	scope	status	reason
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C1	C_BASE	bitterness	source 0-7 RATA intensity mean	12	2	0.43018518518518517	0.5369018348328803	0.4913863661807838	0.6137375783047742	0.3892592592592594	[0.3866666666666669, 0.39185185185185195]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C1	C_BASE	colour	source 0-7 RATA intensity mean	12	2	0.5548148148148148	0.6748955108883774	0.4597082837890282	0.5592516514405481	0.532962962962963	[0.5296296296296296, 0.5362962962962964]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_C1	C_BASE	mouthfeel	source 0-7 RATA intensity mean	12	2	0.44666666666666677	0.5348543126894175	0.6632065478844384	0.8051726173108659	0.1233333333333333	[0.11999999999999995, 0.12666666666666662]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_ADD	C_BASE	acidity	source 0-7 RATA intensity mean	12	2	0.4651851851851852	0.5594443410018662	0.5985080192986635	0.7196928368169119	0.3370370370370369	[0.3066666666666665, 0.3674074074074074]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_ADD	C_BASE	aroma	source 0-7 RATA intensity mean	12	2	0.25305555555555564	0.31516260745177643	0.4094161492112442	0.510476669226752	0.20249999999999985	[0.16148148148148134, 0.24351851851851838]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_ADD	C_BASE	bitterness	source 0-7 RATA intensity mean	12	2	0.36666666666666675	0.41557695466292843	0.42112027372424204	0.4781636567706506	0.45277777777777783	[0.41481481481481497, 0.49074074074074076]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_ADD	C_BASE	colour	source 0-7 RATA intensity mean	12	2	0.4729629629629628	0.5441895661905115	0.3920088572786357	0.4509936381817145	0.6148148148148149	[0.5837037037037038, 0.6459259259259259]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_ADD	C_BASE	mouthfeel	source 0-7 RATA intensity mean	12	2	0.25898148148148153	0.33500368525704693	0.38599435461356774	0.5081020985133646	0.31101851851851847	[0.2912962962962962, 0.3307407407407407]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_JOINT	C_ADD	acidity	source 0-7 RATA intensity mean	12	2	0.46200496608899994	0.5582998676962471	0.5944049255978171	0.7182040477380642	0.003180219096185377	[0.002611383014744284, 0.0037490551776264702]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_JOINT	C_ADD	aroma	source 0-7 RATA intensity mean	12	2	0.24357706159386835	0.30275410629421	0.3940680448574699	0.49034505156866554	0.009478493961687318	[0.008857837151954984, 0.010099150771419652]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_JOINT	C_ADD	bitterness	source 0-7 RATA intensity mean	12	2	0.3647659063625452	0.4154958617540752	0.4188332577168486	0.47796225314165103	0.0019007603041215255	[-0.0004312836245611666, 0.0042328042328042175]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_JOINT	C_ADD	colour	source 0-7 RATA intensity mean	12	2	0.46746031746031735	0.5376831735030158	0.3874471827632011	0.4456004333859673	0.0055026455026454535	[0.005049130763416547, 0.00595616024187436]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
iswaldi_consumer_sensory	SENSORY_ATTRIBUTE_EFFECT	C_JOINT	C_ADD	mouthfeel	source 0-7 RATA intensity mean	12	2	0.25726347975087477	0.334367596623027	0.3833174603330372	0.5069647251679728	0.0017180017306067663	[0.000499478423848195, 0.0029365250373653375]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	3-CQA	mg/100 g (source coffee-brew report basis)	18	6	65.62222222222223	75.06184117113037	1.0222969078791109	1.1833100735791386	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	4-CQA	mg/100 g (source coffee-brew report basis)	18	6	30.259259259259263	34.35899795891523	1.0404256852741365	1.193106980437216	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	5-CQA	mg/100 g (source coffee-brew report basis)	18	6	21.05185185185185	23.97205162807846	1.0067279508999318	1.1533163853266433	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	5-HMF	mg/100 g (source coffee-brew report basis)	18	6	6.999999999999999	8.178834472792154	1.0751572170670063	1.2862800345578558	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	Caffeine	mg/100 g (source coffee-brew report basis)	18	6	53.340740740740735	66.48566540017255	1.0980402335688946	1.5371661372737573	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	Gallic acid	mg/100 g (source coffee-brew report basis)	18	6	6.333333333333333	8.45055334589705	1.239623810392698	1.9576533902393605	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_BASE	C_BASE	Trigonelline	mg/100 g (source coffee-brew report basis)	18	6	44.33333333333332	52.40213453384989	1.032134496889414	1.2641622859340345	0.0	[0.0, 0.0]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	3-CQA	mg/100 g (source coffee-brew report basis)	18	6	62.90338164251206	74.91652861144358	0.9818869057049086	1.1812705926989533	2.718840579710161	[-0.4006441223832425, 5.704186795491147]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	4-CQA	mg/100 g (source coffee-brew report basis)	18	6	29.110144927536233	33.92588571411339	1.003876458581642	1.1795850274003368	1.1491143317230283	[-0.18164251207729068, 2.708534621578097]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	5-CQA	mg/100 g (source coffee-brew report basis)	18	6	18.78550724637681	23.02104185283364	0.9029638544594198	1.1110375709594258	2.266344605475041	[0.495974235104667, 4.2473429951690855]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	5-HMF	mg/100 g (source coffee-brew report basis)	18	6	6.999999999999999	8.186535120420775	1.0751596617838295	1.2873638906005878	-3.95516952522712e-16	[-0.019323671497584235, 0.01932367149758384]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	Caffeine	mg/100 g (source coffee-brew report basis)	18	6	53.469565217391306	66.58369606916264	1.1003989532058986	1.5367794531974603	-0.12882447665057528	[-1.5845410628019436, 1.024154589371967]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	Gallic acid	mg/100 g (source coffee-brew report basis)	18	6	6.3130434782608695	8.461648037033063	1.2370050857193744	1.9585332171662113	0.02028985507246439	[-0.017391304347825688, 0.06763285024154639]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C0	C_BASE	Trigonelline	mg/100 g (source coffee-brew report basis)	18	6	43.72463768115942	51.48077231437419	1.0194104837559688	1.2467990810605374	0.6086956521738974	[-3.1579677144893337e-14, 1.826086956521724]	AGGREGATE_ONLY; source-native roast, not product seven bins	INCONCLUSIVE	Small source-specific grouped evaluation; no universal causal or descriptor inference claim
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	3-CQA	mg/100 g (source coffee-brew report basis)	18	6	65.62222222222223	75.06184117113037	1.0222969078791109	1.1833100735791386			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	4-CQA	mg/100 g (source coffee-brew report basis)	18	6	30.259259259259263	34.35899795891523	1.0404256852741365	1.193106980437216			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	5-CQA	mg/100 g (source coffee-brew report basis)	18	6	21.05185185185185	23.97205162807846	1.0067279508999318	1.1533163853266433			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	5-HMF	mg/100 g (source coffee-brew report basis)	18	6	6.999999999999999	8.178834472792154	1.0751572170670063	1.2862800345578558			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	Caffeine	mg/100 g (source coffee-brew report basis)	18	6	53.340740740740735	66.48566540017255	1.0980402335688946	1.5371661372737573			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	Gallic acid	mg/100 g (source coffee-brew report basis)	18	6	6.333333333333333	8.45055334589705	1.239623810392698	1.9576533902393605			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
stanek_chemical	PHYSICOCHEMICAL_EFFECT	C_C1	C_BASE	Trigonelline	mg/100 g (source coffee-brew report basis)	18	6	44.33333333333332	52.40213453384989	1.032134496889414	1.2641622859340345			AGGREGATE_ONLY; source-native roast, not product seven bins	NOT_ESTIMABLE	No source roast contrast; fitting a zero-feature control is not evidence of C1 efficacy
