post30k_effective_record_id	post30k_coffee_identity_id	post30k_source_locator	post30k_year_id	post30k_descriptor_bundle_sha256	old_domain_candidate_count	candidate_effective_record_id	candidate_year_id	candidate_name_sha256	candidate_descriptor_bundle_sha256	name_token_overlap	year_exact	descriptor_bundle_exact	match_state	identity_merge_authorized	decision_basis
effective-b2:1e6a9a3641ba2abb4758a5d2	coffee-b2:6c5a97b66abac0a10ee63535	https://farmdirectory.cupofexcellence.org/listing/7-plan-del-hoyo-el-salvador-2024-dry/	year.2024	a435947ccd799e1c386bca1acf7f718f36a1035f3b244c25a6353b7384337910	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:1ec6a29845e45a40155a3784	coffee-b2:7ff2d2e5d4cf4e87a15f0d74	https://farmdirectory.cupofexcellence.org/listing/3-quebrada-grande-costa-rica-2024-wet/	year.2024	e2fa1f795d4f09b5c5915aa364130580a8b9ad1d964617809b9292e7b3380fe2	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:21ab5b83e6e13e29baf5cde2	coffee-b2:6319a25a1c70576ab89eecf8	https://farmdirectory.cupofexcellence.org/listing/8-pedra-branca-brazil-2023-dry/	year.2023	f1c6ec0db58b5ca21b89ee3099339d5a2209741a8ef7444a829db4579ddd081a	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:21ceceff1e65149c996fd657	coffee-b2:f523543a3f70a1f50338c085	https://farmdirectory.cupofexcellence.org/listing/3-cruz-loma-ecuador-2023/	year.2023	23a7a14f176eefb8d6df03e095b87e802e8f9f04fc361340b7e7164e9d0f32b5	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:21e32ca1e21b07fada4d6196	coffee-b2:3116a9cf1c7b12d420ced7d3	https://farmdirectory.cupofexcellence.org/listing/22-las-rocas-honduras-2024/	year.2024	c2a41622bc120e7b7043cceac89298d09c3fd6a580e8d6145a46f9448e678a69	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:221411ec0532bc81fb4d7f28	coffee-b2:81f0781f95bfc7d8753cd20d	https://farmdirectory.cupofexcellence.org/listing/2-don-dario-hacienda-san-isidro-labrador-costa-rica-2024-experimental/	year.2024	17eb0836a68ae7aa050074047f45a5fa3d1d096fc39006db4e9027475e49dafc	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:22f823a196dc6ef700f5bb02	coffee-b2:b0603312698e05677eced3cf	https://farmdirectory.cupofexcellence.org/listing/4-fazenda-recreio-brazil-2023-dry/	year.2023	b54eaff5f1f11573fcc4e95e1b15f76ac87ce5f428dcfba06ee3f6e11e0a9952	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:23397890267721e945183858	coffee-b2:f87dbea87f997a09a1202db4	https://farmdirectory.cupofexcellence.org/listing/4-don-octavio-el-salvador-2024-dry/	year.2024	e15605aac97ebde157d33aedf32f9d594bd0647bb538997ea1722815c221fa19	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:266db14ac2b432a7b646d7b4	coffee-b2:1d51f06ed0c079d3e4dc2dfd	https://farmdirectory.cupofexcellence.org/listing/11-la-ilusion-nicaragua-2024/	year.2024	5797d505828fcb273de91a97b0633f83c72d439316ddbdc888d7c3b16cec1cd8	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:27641d2bd52dc5f2a960a45f	coffee-b2:11ecc8c6f93ed66ba3a9cdc4	https://farmdirectory.cupofexcellence.org/listing/5-clara-luz-ecuador-2023/	year.2023	00215130c222f0a58c7529485e49a3a473a57399f26006738eee4542dd8c5002	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:2a0c195ff5a358f5f8ebaa3c	coffee-b2:1dda206940e57d3c5f8afc13	https://farmdirectory.cupofexcellence.org/listing/12-pelage-coffee-indonesia-2023-24/	year.2023	80287ba723cdf004fcb576b0943c08611bcf941ecf5186e98fcb98d2919a01d3	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:2c79401cf993cc174714713d	coffee-b2:531ccaf00235f7346ca28e0c	https://farmdirectory.cupofexcellence.org/listing/6-paiolinho-brazil-2023-experimental/	year.2023	a233ef4b1d932e58ea2e8497bf86bba513fe2cb0d9f05bc876a888552d0b8a53	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:2d0dd029d70f90b3526dfe2d	coffee-b2:0fe4cd5d817b2d3bb5ca720f	https://farmdirectory.cupofexcellence.org/listing/26-la-guadalupana-nicaragua-2024/	year.2024	67f682b92914fdf92985446e90f12b1302b5f667ef5fd394a67da0f76688c124	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:32541062486059fab2880610	coffee-b2:e51f49b6b994f2cff2cd3a29	https://farmdirectory.cupofexcellence.org/listing/9-la-montana-honduras-2024/	year.2024	d33798fc71d82980b2ac5060a60acedbdb0cd03e27ed85564e06cea28ccd6163	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:32617d0f775feca763ccd449	coffee-b2:8c4523e08b6890e669f09ca2	https://farmdirectory.cupofexcellence.org/listing/24-la-esperanza-nicaragua-2024/	year.2024	0e87a5b383691f7ccb096dc40e631f010bcbf646c9df692f0aea818021dac22a	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:33cb07bb66f138ec6234ebaf	coffee-b2:aa75d7d02e71ae38cd34d5ea	https://farmdirectory.cupofexcellence.org/listing/19-siluk-coffee-indonesia-2023-24/	year.2023	4f3875f83d1ead3d0278ba49d66fe8e053a896e1f9077cd30ef4914a56822735	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3551903c6df964f569fa7a13	coffee-b2:88118d8b9f8cea355fcadfa1	https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-costa-rica-2024-experimental/	year.2024	7d94d13ad8a5a15cd0384e5ec1cfdb7973716bcb1007ac1918f22821f196dc45	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3628ca2e8b4e7f5b6c85728b	coffee-b2:7fbd520969b16ac29c5a1a14	https://farmdirectory.cupofexcellence.org/listing/27-kukipata-peru-2023/	year.2023	7f2d0ea5cecc987354f215626e807157aa67c32142e17777afa98166332f413b	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3a445f111b3cd7fc82feeb81	coffee-b2:006e397e2a820d5c6c90b7a5	https://farmdirectory.cupofexcellence.org/listing/4-avarata-coffee-indonesia-2023-24/	year.2023	0d4d1f0035ea468683e5f5fd65ec69dce6fa4d9970808c68ebd68a8c104b89c1	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3b12cfabd135129120bfc8dd	coffee-b2:1560650234c9dd7bc4b617dd	https://farmdirectory.cupofexcellence.org/listing/2-wajamala-indonesia-2023-24/	year.2023	d2432ae1aafc9689f3e20736dd545d882a253937cffefa1db466e14614375f3e	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3b71cec719baaedfbc8ad3b3	coffee-b2:62f5bcc171798ff06f320fca	https://farmdirectory.cupofexcellence.org/listing/2-el-angel-el-salvador-2024-dry/	year.2024	31cc2387e0d1507dd797f2bb7c7151edcf9794b51e94762a308c517f0e5f39c6	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3be2d5c11111a077ea2d3fa5	coffee-b2:399a4b995a570931929b4d21	https://farmdirectory.cupofexcellence.org/listing/2-los-suyates-nicaragua-2024/	year.2024	4a8922cf93a39fbbff8e75284bcf94a43934d2e01dc08c588f551c3d8ef5219b	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3d7642b4c9c769f89cfa07f4	coffee-b2:23fd6871da63cd7ec62ec8d0	https://farmdirectory.cupofexcellence.org/listing/1-finca-voo-costa-rica-2024-experimental/	year.2024	966b09f2caf1f128a899eb7dd75a19a2244fe6f754f6f89c487fbbdf236ac3df	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:3e08a1ac2c08e3d2f2e3c002	coffee-b2:ac561b5b4a2733ee04b068f2	https://farmdirectory.cupofexcellence.org/listing/16-wanoja-coffee-plot-ita-rosita-indonesia-2023-24/	year.2023	baca569f7a1158a3426c19eb56f9bbda250b72d3b92914420fcf46a499e63bbe	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:4092ad4b8011a7be971334ec	coffee-b2:7b87d1041d52c8aac33e33a5	https://farmdirectory.cupofexcellence.org/listing/21-las-tres-penas-honduras-2024/	year.2024	575df8ba4c9284223eb75732caf4c848242961c252aedd514913dfc1b1fd2444	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:440e0f9f55de7b2fc70c80e2	coffee-b2:f9c4e0bf525877636447c16f	https://farmdirectory.cupofexcellence.org/listing/14-miscabamba-peru-2023/	year.2023	53fd19c51aac7ba10c596878ed5a3f57adb15eec35ca6738055ab5c747f0c276	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:449c2836577e116c769b8b92	coffee-b2:1c148261678ca223c59a57ac	https://farmdirectory.cupofexcellence.org/listing/11-sol-naciente-peru-2023/	year.2023	a61b3f16d5f960996888a148e06c735c6fe103c98d6092ef7841bec7b568aff8	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:44a32dffa15460b544deb75a	coffee-b2:2a705bddbcb46230c09a22cf	https://farmdirectory.cupofexcellence.org/listing/16-cafe-johann-eduador-2023/	year.2023	0614faa63178670879a5394b815a77364a2a9bcb129a2395476075e15a54bfd6	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:46c796afe8c3359a1df986f9	coffee-b2:1707fe388f3c2ae1cf54022b	https://farmdirectory.cupofexcellence.org/listing/28-arco-iris-peru-2023/	year.2023	a79409f590b19ce57d7f3be4d8fd54fdc95bdfe7b7607133358df23015efd57b	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:48e12897d57e2bf95f04c9e7	coffee-b2:c4741db439ed3f0bfe6e475b	https://farmdirectory.cupofexcellence.org/listing/22-rosas-pata-peru-2023/	year.2023	f8bd8c0ec8afad88b724ab8c6169c1d8809ebba351d66193c2c0bd9c62abab5c	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:4954bfa84dc34d1af61fa76f	coffee-b2:a10dd5c5e039ade9a2311e31	https://farmdirectory.cupofexcellence.org/listing/7-plan-del-hoyo-el-salvador-2024-wet/	year.2024	f773ecec30419cf74094c3a588e8fd6d1f16ccdb0fe7d7a60f2fcbc9356dbb48	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:49ca310003eb052bb1df7767	coffee-b2:9b466c2e4553dd50b9c60153	https://farmdirectory.cupofexcellence.org/listing/12-el-zapote-honduras-2024/	year.2024	ddafefdd02b4652bcb3693b584eaea5f1fabce0636d35930707631a593f8b06e	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
effective-b2:4b6b0b001eda36625f556d05	coffee-b2:70c6f195ea71471e2241a33d	https://farmdirectory.cupofexcellence.org/listing/1-los-alpes-nicaragua-2024/	year.2024	79c02ddf588dc00098d6d956a610a3ddea4ffd124ac50d866a38df178767402f	0					NA_NO_CANDIDATE	false	false	NO_CANDIDATE	false	NO_CROSS_DOMAIN_CANDIDATE_FOUND_URL_YEAR_NAME_OR_DESCRIPTOR_BUNDLE_NOT_INFERRED
