cleaned_lexical_form_sha256	cleaned_lexical_form_or_restricted_pointer	source_language	semantic_class	mapping_state	canonical_concept_id	canonical_concept_label	decision_method	mapping_confidence	assertion_support	gold_support	silver_support	effective_record_support	source_family_count	source_family_ids	year_count	years	source_native_form_count	canonical_status	review_requirement
00f7f5e01c7c1b3572666d677bc7e7529fa6310f3f30bfdc6e6bc486968ca15c	hash:sha256:00f7f5e01c7c1b3572666d677bc7e7529fa6310f3f30bfdc6e6bc486968ca15c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2014	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01024deec75e9c0eb827d664f2a6880101e363819017fa6d96b0b345ea25ef3e	hash:sha256:01024deec75e9c0eb827d664f2a6880101e363819017fa6d96b0b345ea25ef3e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	11	6	5	11	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	5	2012|2018|2019|2023|2026	2	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
011804ce39302447e5307f7e5110987bf76c11461ac21a8a49016f12aee45c0f	hash:sha256:011804ce39302447e5307f7e5110987bf76c11461ac21a8a49016f12aee45c0f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01551b23992df410e1dd7c5276304a2fa3e697a5437d81f4d109a09953365932	hash:sha256:01551b23992df410e1dd7c5276304a2fa3e697a5437d81f4d109a09953365932	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0166c656bcbdb629c7137901076a02928312ac5100e9de4f843374522fa8ed59	hash:sha256:0166c656bcbdb629c7137901076a02928312ac5100e9de4f843374522fa8ed59	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2022	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0178759a92574eed8a50482cc1f4a9b2a24a60e7d07026fd866bab4296d62fce	hash:sha256:0178759a92574eed8a50482cc1f4a9b2a24a60e7d07026fd866bab4296d62fce	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0178fa91fd0fe5bdd059ffecf865aed15fd1a94904f46f311c1047c21663fe2c	hash:sha256:0178fa91fd0fe5bdd059ffecf865aed15fd1a94904f46f311c1047c21663fe2c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01a9d45489b2279d7f0f5af608f37baee487542d4f3ad1a9461d1dd9f4de7a47	hash:sha256:01a9d45489b2279d7f0f5af608f37baee487542d4f3ad1a9461d1dd9f4de7a47	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01ace5cb07864605cda2e38c69ab6ecabeb7c2ac696210b241b1ca1e9485a536	hash:sha256:01ace5cb07864605cda2e38c69ab6ecabeb7c2ac696210b241b1ca1e9485a536	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2016	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01bce3153df843f03a7a8e2ef4d3d1ef887c07af173f55b1f902ad184a953b57	hash:sha256:01bce3153df843f03a7a8e2ef4d3d1ef887c07af173f55b1f902ad184a953b57	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	0	1	1	family.sheba_coffee_yemen_auction	1	2021	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01ead58cf91b9990ee5c81c6b69e7dbe61550bb9e2a76ad6993c26acb9abd690	hash:sha256:01ead58cf91b9990ee5c81c6b69e7dbe61550bb9e2a76ad6993c26acb9abd690	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.coffee_board_of_india_fine_cup	1	2019	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01ee04964b9364efb1de56276e3663aee8cb1f788c1b98906a507cfa55c5a03a	hash:sha256:01ee04964b9364efb1de56276e3663aee8cb1f788c1b98906a507cfa55c5a03a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2012	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
01f278db00b52bd783889556c728af9ae3cb5eeb3e70104b53ce458e3c4834ce	hash:sha256:01f278db00b52bd783889556c728af9ae3cb5eeb3e70104b53ce458e3c4834ce	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2012	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0237742265ea9ac1dba0afa9410bec9d562c9eeb60dc327d1f9ae13ddcf87c84	hash:sha256:0237742265ea9ac1dba0afa9410bec9d562c9eeb60dc327d1f9ae13ddcf87c84	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.salty	salty	AUTOMATED_SAFE_RULE	1.000000	5	0	5	5	1	family.ace_cup_of_excellence	3	2017|2020|2021	2	EXISTING_GOVERNED_CONCEPT	AUTOMATED_SAFE_RULE
02467488c095a66bec4812c900f40f22e7f1da3734c56c9cb63b42b4697d9dc4	hash:sha256:02467488c095a66bec4812c900f40f22e7f1da3734c56c9cb63b42b4697d9dc4	en	PROCESS_OR_ORIGIN_METADATA	NON_DESCRIPTOR			AUTOMATED_SAFE_RULE	1.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2015	1	UNMAPPED	AUTOMATED_SAFE_RULE
025005b61199b5cdaf60d0fe1cc39168658c26fc677ef53f0328df27798cbb78	hash:sha256:025005b61199b5cdaf60d0fe1cc39168658c26fc677ef53f0328df27798cbb78	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	4	0	4	4	1	family.ace_cup_of_excellence	2	2018|2023	2	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0251056a425aa4d1df2e3b2819cec06d8b94ede333b71777a06e92e8128dd912	hash:sha256:0251056a425aa4d1df2e3b2819cec06d8b94ede333b71777a06e92e8128dd912	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
02517a175e65db85d4468b5baa1755802be1aa410232ac8dbf1d58ae89528abe	hash:sha256:02517a175e65db85d4468b5baa1755802be1aa410232ac8dbf1d58ae89528abe	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2021	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0267c63d718c9d786ac15930d22aeb822eed0d11c1de33676e6679307edc7446	hash:sha256:0267c63d718c9d786ac15930d22aeb822eed0d11c1de33676e6679307edc7446	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	4	4	0	4	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0267e12d74a1390e1c032fe8ee45820cfa10c0e3ac12294fe63291f4b0bc446b	hash:sha256:0267e12d74a1390e1c032fe8ee45820cfa10c0e3ac12294fe63291f4b0bc446b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
02a8445237f66aff1331ca009c407d8a78ecec8c182286e06d09bcce1997ce4e	hash:sha256:02a8445237f66aff1331ca009c407d8a78ecec8c182286e06d09bcce1997ce4e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2011	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
02cf1cce1b9414df96996756be90dc9f025acfd806a060a07ae5bcf5b133fe12	hash:sha256:02cf1cce1b9414df96996756be90dc9f025acfd806a060a07ae5bcf5b133fe12	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2015	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0304e0a5c2b92b3a531ad8ae7e3ecefdc6ce28a043aa22b9348aab6871b9c02e	hash:sha256:0304e0a5c2b92b3a531ad8ae7e3ecefdc6ce28a043aa22b9348aab6871b9c02e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
03190bc6ba0a2e2a866cad965a6630e3c64106227a7c8cd20541ad93f0de4776	hash:sha256:03190bc6ba0a2e2a866cad965a6630e3c64106227a7c8cd20541ad93f0de4776	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2022	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
032607ed6cd3a9ce942dbe7e63eb122f18b7223fc84df3846e23883c7ecc3d88	hash:sha256:032607ed6cd3a9ce942dbe7e63eb122f18b7223fc84df3846e23883c7ecc3d88	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2025	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0349463d850d4d3e07afbf409f6bc4e16b12c86b8a939e556d42632a1e0d76db	hash:sha256:0349463d850d4d3e07afbf409f6bc4e16b12c86b8a939e556d42632a1e0d76db	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2018	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
035f9b78b596c80e5f898dcd7f706da071bef9c1f28eaacfff838c31a7cfc2f6	hash:sha256:035f9b78b596c80e5f898dcd7f706da071bef9c1f28eaacfff838c31a7cfc2f6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
03688820a0300a8a71d130bb77f0b8d58fefb1d97a1024ad27ab9bd60cf34858	hash:sha256:03688820a0300a8a71d130bb77f0b8d58fefb1d97a1024ad27ab9bd60cf34858	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2015	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
036bd2e2d500ea3d9d4257f8c9cab1bb23556e981b89321b81d1c3437a6e01ab	hash:sha256:036bd2e2d500ea3d9d4257f8c9cab1bb23556e981b89321b81d1c3437a6e01ab	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	2	0	2	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
03842423158836c542d40321a0ac6b261a884ae53dee2158f95bbc4db3fdf0b2	hash:sha256:03842423158836c542d40321a0ac6b261a884ae53dee2158f95bbc4db3fdf0b2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.coffee_board_of_india_fine_cup	1	2019	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
03c462e9f184f9ce9395e4b908c117840a7626946c71fdb7043a340445320ef7	hash:sha256:03c462e9f184f9ce9395e4b908c117840a7626946c71fdb7043a340445320ef7	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2012	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
03cdf3e00e74fb35b47208a6ea70a93f71aee892e0dceb0b273fa5c07b47f91c	hash:sha256:03cdf3e00e74fb35b47208a6ea70a93f71aee892e0dceb0b273fa5c07b47f91c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
040de795d869a122599a3ae041f6bb47ef5967718c92da98976fc9ec803a44ec	hash:sha256:040de795d869a122599a3ae041f6bb47ef5967718c92da98976fc9ec803a44ec	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2025	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
041e7e9af05c63e5c94b21333be9ea49861e2f3146a9d12e26e7265783894b0a	hash:sha256:041e7e9af05c63e5c94b21333be9ea49861e2f3146a9d12e26e7265783894b0a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0432b0b6d1c3edec8312c80f621016cebd7ddf8d23a60ff4f31ada0f1108b2cc	hash:sha256:0432b0b6d1c3edec8312c80f621016cebd7ddf8d23a60ff4f31ada0f1108b2cc	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	hash:sha256:043d97d69419bd79f3b5c1d8acd900cdc8364cdfe2b1f6657c4e9de2580f594b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	126	3	123	125	1	family.ace_cup_of_excellence	16	2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2022|2023|2024|2025	8	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
04435191dd4c368687221fab0cc57cbef715530187464fcb2802b981d5c58fb4	hash:sha256:04435191dd4c368687221fab0cc57cbef715530187464fcb2802b981d5c58fb4	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	2	0	2	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	hash:sha256:0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.plum	plum	AUTOMATED_SAFE_RULE	1.000000	183	2	177	157	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	17	2008|2010|2011|2012|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026	16	EXISTING_GOVERNED_CONCEPT	AUTOMATED_SAFE_RULE
046b908561243d2930d2c547fc5aec55e36ab2477e60aae977debb5c1ed3ac82	hash:sha256:046b908561243d2930d2c547fc5aec55e36ab2477e60aae977debb5c1ed3ac82	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	3	3	0	3	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
04743878e86ec447b68be65c3511ab2aa1f3d2b5cd0815de59d3f75365461670	hash:sha256:04743878e86ec447b68be65c3511ab2aa1f3d2b5cd0815de59d3f75365461670	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
04a296be9cd9219fad58589ec69f2841e4e040f89ae72c409753a65a8ae507d8	hash:sha256:04a296be9cd9219fad58589ec69f2841e4e040f89ae72c409753a65a8ae507d8	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2015	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
04add97fbd4f8bd4e0fdcd75c219783231d4fdc77e9efd906211229946244d94	hash:sha256:04add97fbd4f8bd4e0fdcd75c219783231d4fdc77e9efd906211229946244d94	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
04c1a7fcea6c87175a9a5dba99b8322978e7c652fce73c58a8995cd866052554	hash:sha256:04c1a7fcea6c87175a9a5dba99b8322978e7c652fce73c58a8995cd866052554	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
04d588cb41b8022d1233924f0fe8280d9e2bb92cdc81658eb102ef9c42fc9452	hash:sha256:04d588cb41b8022d1233924f0fe8280d9e2bb92cdc81658eb102ef9c42fc9452	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	4	4	0	3	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
0515aa086a21d9b65d30b41aeb325de3783a40bd9f93ecb3110ef4845aa4848f	hash:sha256:0515aa086a21d9b65d30b41aeb325de3783a40bd9f93ecb3110ef4845aa4848f	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.rose	rose	AUTOMATED_SAFE_RULE	0.980000	5	0	5	5	1	family.ace_cup_of_excellence	3	2009|2022|2023	2	EXISTING_GOVERNED_CONCEPT	AUTOMATED_SAFE_RULE
0550e92443c6a76d104f6428415448f9d8f5dedb94fa7ce92d0032d052719168	hash:sha256:0550e92443c6a76d104f6428415448f9d8f5dedb94fa7ce92d0032d052719168	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
055f8206682a073e38fb45dd80dc99f19e6d90a93e9690aee3a9c96226d8634a	hash:sha256:055f8206682a073e38fb45dd80dc99f19e6d90a93e9690aee3a9c96226d8634a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2013	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
05870c7faa3787814e143b5c32be872019aaeaa9145e793b359d190f5e62f03e	hash:sha256:05870c7faa3787814e143b5c32be872019aaeaa9145e793b359d190f5e62f03e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	2	2018|2023	2	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	hash:sha256:058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	en	DEFECT_OR_NEGATIVE_SENSORY	AUTO_EXACT_CANONICAL	sensory.rubber	rubber	AUTOMATED_SAFE_RULE	1.000000	9	9	0	8	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	EXISTING_GOVERNED_CONCEPT	AUTOMATED_SAFE_RULE
05a1e6a1d4a3ac642afa5e612592da57ba6d9c556c94665b8f617c30a1d3e878	hash:sha256:05a1e6a1d4a3ac642afa5e612592da57ba6d9c556c94665b8f617c30a1d3e878	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	3	0	3	3	1	family.ace_cup_of_excellence	2	2017|2018	2	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
05ba6be02257fe4f2c21a2c0f839f40c9053171fbc9f1735a45e5daa0ec82b9a	hash:sha256:05ba6be02257fe4f2c21a2c0f839f40c9053171fbc9f1735a45e5daa0ec82b9a	en	PROCESS_OR_ORIGIN_METADATA	NON_DESCRIPTOR			AUTOMATED_SAFE_RULE	1.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2025	1	UNMAPPED	AUTOMATED_SAFE_RULE
