record_json
"{""method"": ""Acid and sour were distinct consumer terms."", ""limitation"": ""Terms must not be silently merged."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""acidity-character"", ""evidence_claim_key"": ""claim.round3h.gorman.08"", ""evidence_direction"": ""CHALLENGES"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Caramel was selected in consumer CATA and associated with oat coffee."", ""limitation"": ""Population and matrix specific."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""membership.cocoa-nut-caramel.caramel"", ""evidence_claim_key"": ""claim.round3h.gorman.01"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""CATA texture terms and mouthfeel liking were separate measures."", ""limitation"": ""No information gain estimate."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""question-range.texture-character.texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.gorman.11"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Chocolate associated with milk while caramel and nutty associated with oat."", ""limitation"": ""Matrix-dependent separation challenges collapse."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""cocoa-nut-caramel"", ""evidence_claim_key"": ""claim.round3h.gorman.05"", ""evidence_direction"": ""MIXED"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Chocolate, caramel, and nutty were independent consumer CATA terms."", ""limitation"": ""No combined family option was tested."", ""source_key"": ""pmc.condelli-2022"", ""snapshot_key"": ""snapshot.pmc9826037.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 20, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Condelli 2022 consumer CATA and aggregate analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""target_entity_key"": ""question-range.family-direction.cocoa-nut-caramel"", ""evidence_claim_key"": ""claim.round3h.condelli.08"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Citrus, acidic, bitter, and astringent were distinct terms."", ""limitation"": ""Exact constructs must remain separate."", ""source_key"": ""pmc.condelli-2022"", ""snapshot_key"": ""snapshot.pmc9826037.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 20, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Condelli 2022 consumer CATA and aggregate analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""target_entity_key"": ""acidity-character"", ""evidence_claim_key"": ""claim.round3h.condelli.03"", ""evidence_direction"": ""CHALLENGES"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Citrus fruit and other fruit were observed terms."", ""limitation"": ""No berry-region validation."", ""source_key"": ""pmc.heo-2019"", ""snapshot_key"": ""snapshot.pmc6723667.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 14, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Heo 2019 Table 3 and reduced observed CATA sets"", ""source_diversity"": 1, ""source_family_key"": ""family.heo-coldbrew-consumers-2019"", ""target_entity_key"": ""question-range.fruit-region-reference.fruit"", ""evidence_claim_key"": ""claim.round3h.heo.06"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Citrus fruit was an observed consumer CATA term."", ""limitation"": ""Does not validate all fruit subregions."", ""source_key"": ""pmc.heo-2019"", ""snapshot_key"": ""snapshot.pmc6723667.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 14, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Heo 2019 Table 3 and reduced observed CATA sets"", ""source_diversity"": 1, ""source_family_key"": ""family.heo-coldbrew-consumers-2019"", ""target_entity_key"": ""membership.fruit.citrus"", ""evidence_claim_key"": ""claim.round3h.heo.02"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Citrus was an exact consumer CATA term alongside acidic."", ""limitation"": ""The source separation also warns against synonymy."", ""source_key"": ""pmc.condelli-2022"", ""snapshot_key"": ""snapshot.pmc9826037.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 20, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Condelli 2022 consumer CATA and aggregate analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""target_entity_key"": ""membership.acidity-character.citrus"", ""evidence_claim_key"": ""claim.round3h.condelli.01"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Cocoa and nuts/dry fruits were independently rated."", ""limitation"": ""Does not validate consumer-readable project options."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""question-range.cocoa-nut-reference.cocoa-nut-caramel"", ""evidence_claim_key"": ""claim.round3h.vezzulli.10"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Cocoa, caramel, honey, nuts, pastry, and cereals are distinct variables."", ""limitation"": ""Supports term coverage while challenging collapse."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""COFFEE_SENSORY_STUDY"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""cocoa-nut-caramel"", ""evidence_claim_key"": ""claim.round3h.vezzulli.06"", ""evidence_direction"": ""MIXED"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Cocoa is a measured source descriptor across eight extraction cells."", ""limitation"": ""Exact-term source-local support does not validate the full range."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""SOURCE_DEFINED_GROUPING"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""membership.cocoa-nut-caramel.cocoa"", ""evidence_claim_key"": ""claim.round3h.vezzulli.01"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Consumers selected citrus and acidic separately."", ""limitation"": ""Project wording is not validated."", ""source_key"": ""pmc.condelli-2022"", ""snapshot_key"": ""snapshot.pmc9826037.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 20, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Condelli 2022 consumer CATA and aggregate analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""target_entity_key"": ""question-range.bright-acidity.acidity-character"", ""evidence_claim_key"": ""claim.round3h.condelli.05"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Consumers separately selected roasted, burnt, and smoky."", ""limitation"": ""Project wording is not user validated."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""question-range.roast-smoke-reference.roast-spice-smoke"", ""evidence_claim_key"": ""claim.round3h.gorman.10"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Creamy and astringent were separate CATA terms; mouthfeel liking was separate."", ""limitation"": ""No common texture scale exists."", ""source_key"": ""mdpi.gorman-2021"", ""snapshot_key"": ""snapshot.mdpi-beverages-07-00080.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 4, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Gorman 2021 Table 3 and CATA analysis"", ""source_diversity"": 1, ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""target_entity_key"": ""texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.gorman.07"", ""evidence_direction"": ""CHALLENGES"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Dark chocolate was an observed consumer CATA term."", ""limitation"": ""Exact source term supports source-local membership only."", ""source_key"": ""pmc.heo-2019"", ""snapshot_key"": ""snapshot.pmc6723667.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 14, ""document_count"": 1, ""evidence_basis"": ""OBSERVED_CO_SELECTION"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Heo 2019 Table 3 and reduced observed CATA sets"", ""source_diversity"": 1, ""source_family_key"": ""family.heo-coldbrew-consumers-2019"", ""target_entity_key"": ""membership.cocoa-nut-caramel.dark-chocolate"", ""evidence_claim_key"": ""claim.round3h.heo.01"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Direct acidity ratings provide an independent research construct."", ""limitation"": ""User response reliability for Atlas prompts remains unknown."", ""source_key"": ""scielo.iswaldi-2026"", ""snapshot_key"": ""snapshot.scielo-iswaldi-2026.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 12, ""document_count"": 1, ""evidence_basis"": ""QUESTION_WORDING_EVIDENCE"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Iswaldi 2026 Table 3"", ""source_diversity"": 1, ""source_family_key"": ""family.iswaldi-rataconsumers-2026"", ""target_entity_key"": ""question-range.acidity-character.acidity-character"", ""evidence_claim_key"": ""claim.round3h.iswaldi.05"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""QUESTION_TARGET"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Direct acidity ratings vary by origin, roast, and brew."", ""limitation"": ""Observed consumer acidity structure supports research but not citrus membership by itself."", ""source_key"": ""scielo.iswaldi-2026"", ""snapshot_key"": ""snapshot.scielo-iswaldi-2026.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 12, ""document_count"": 1, ""evidence_basis"": ""COFFEE_SENSORY_STUDY"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Iswaldi 2026 Table 3"", ""source_diversity"": 1, ""source_family_key"": ""family.iswaldi-rataconsumers-2026"", ""target_entity_key"": ""acidity-character"", ""evidence_claim_key"": ""claim.round3h.iswaldi.01"", ""evidence_direction"": ""MIXED"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Direct mouthfeel ratings vary by context."", ""limitation"": ""Mouthfeel is measured without drying or silky subtypes."", ""source_key"": ""scielo.iswaldi-2026"", ""snapshot_key"": ""snapshot.scielo-iswaldi-2026.vor"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 12, ""document_count"": 1, ""evidence_basis"": ""COFFEE_SENSORY_STUDY"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Iswaldi 2026 Table 3"", ""source_diversity"": 1, ""source_family_key"": ""family.iswaldi-rataconsumers-2026"", ""target_entity_key"": ""texture-body-drying"", ""evidence_claim_key"": ""claim.round3h.iswaldi.02"", ""evidence_direction"": ""MIXED"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Floral and fruity is a measured source descriptor."", ""limitation"": ""Combined source label limits floral-only interpretation."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""SOURCE_DEFINED_GROUPING"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""membership.floral-tea.floral"", ""evidence_claim_key"": ""claim.round3h.vezzulli.05"", ""evidence_direction"": ""SUPPORTS"", ""target_entity_type"": ""MEMBERSHIP"", ""contradictory_evidence_retained"": true}"
"{""method"": ""Floral and fruity is combined by the source; tea is absent."", ""limitation"": ""Only partial source-local range coverage."", ""source_key"": ""pmc.vezzulli-2022"", ""snapshot_key"": ""snapshot.pmc8953325.xml"", ""configuration"": {""round"": ""3H"", ""pooled"": false, ""source_local"": true}, ""review_status"": ""REVIEWED"", ""support_count"": 8, ""document_count"": 1, ""evidence_basis"": ""COFFEE_SENSORY_STUDY"", ""evidence_scope"": ""SOURCE_LOCAL"", ""evidence_locator"": ""Vezzulli 2022 Table 2"", ""source_diversity"": 1, ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""target_entity_key"": ""floral-tea"", ""evidence_claim_key"": ""claim.round3h.vezzulli.07"", ""evidence_direction"": ""MIXED"", ""target_entity_type"": ""ASSOCIATION_RANGE"", ""contradictory_evidence_retained"": true}"
