record_type	record_key	record_json
language_source	dryad.cotter-v4	"{""title"": ""Consumer preference data for black coffee"", ""admitted"": true, ""data_type"": ""COFFEE_CONSUMER_EVALUATION_DATASET"", ""geography"": ""Davis, California, United States"", ""repository"": ""Dryad"", ""access_date"": ""2026-08-26"", ""license_url"": ""https://creativecommons.org/publicdomain/zero/1.0/"", ""limitations"": ""One washed Honduras coffee and one batch-filter preparation; CATA and rating scales remain source-local and unpooled."", ""rights_basis"": ""Dryad version 4 and the frozen README state CC0 1.0; CC0 permits copying, redistribution, derivatives, and model research. Scholarly citation is retained."", ""evidence_role"": ""Individual consumer evaluation rows with 17 binary CATA attributes and source-local ratings."", ""exact_version"": ""Dryad dataset version 4, published 2023-01-16"", ""raw_row_count"": 54162, ""language_codes"": [""en""], ""row_count_unit"": ""reviewed_candidate_sensory_occurrence_or_cell"", ""authors_or_owner"": ""Andrew Cotter; William D. Ristenpart; Jean-Xavier Guinard"", ""lifecycle_status"": ""ADMITTED"", ""privacy_decision"": ""Raw rows contain pseudonymous numeric Judge values. Public language documents omit Judge, Cluster, session, position, purchase-intent, and other evaluator-linkage fields."", ""publication_year"": 2023, ""doi_or_stable_url"": ""https://doi.org/10.25338/B8993H"", ""admitted_row_count"": 10763, ""excluded_row_count"": 43399, ""license_expression"": ""CC0-1.0"", ""model_research_use"": ""ALLOW"", ""annotation_complete"": true, ""language_source_key"": ""dryad.cotter-v4"", ""source_file_manifest"": [{""path"": ""db/data/round3b/raw/cotter_2020_black_coffee/cotter_dataset.csv"", ""role"": ""governed_source_input"", ""rows"": 3186, ""bytes"": 542026, ""sha256"": ""931aff6185381d5079bf93c4727bbbe65ff58ecfb524d2d3b6046eead2009114"", ""canonical_url"": ""https://datadryad.org/api/v2/files/2041575/download""}, {""path"": ""db/data/round3b/raw/cotter_2020_black_coffee/README.txt"", ""role"": ""license_and_data_dictionary"", ""bytes"": 8479, ""sha256"": ""f6d8f508bad2824a27be8785c841e8df4c75751b58726820f9e3dd226fe3fb5e"", ""canonical_url"": ""https://datadryad.org/api/v2/files/2041574/download""}], ""raw_text_internal_use"": ""ALLOW"", ""rights_review_complete"": true, ""privacy_review_complete"": true, ""source_file_hash_complete"": true, ""language_source_family_key"": ""family.baseline.cotter-consumers"", ""derived_counts_internal_use"": ""ALLOW"", ""derived_counts_public_release"": ""ALLOW"", ""raw_text_public_redistribution"": ""ALLOW"", ""derived_expression_internal_use"": ""ALLOW"", ""derived_expression_public_release"": ""ALLOW"", ""qualifies_as_observed_tasting_language"": true}"
language_source	figshare.bollen-2024	"{""title"": ""Sensory profiles of Robusta coffee genetic resources from the Democratic Republic of the Congo"", ""admitted"": true, ""data_type"": ""COFFEE_TRAINED_PANEL_PROFILE_DATASET"", ""geography"": ""Democratic Republic of the Congo"", ""repository"": ""Frontiers Figshare"", ""access_date"": ""2026-08-26"", ""license_url"": ""https://creativecommons.org/licenses/by/4.0/"", ""limitations"": ""Broad source descriptor classes and source-local score/count scales; one Nutty/Cocoa cell is not reported. Third-party wheel definitions are excluded."", ""rights_basis"": ""The versioned Frontiers Figshare supplement is CC BY 4.0; reuse and derivatives are allowed with attribution."", ""evidence_role"": ""Three-Q-grader sample profiles for 95 genotype-harvest records and eight interpretable descriptor classes."", ""exact_version"": ""Figshare item 25735122 version 1, published 2024-05-02T04:25:40Z"", ""raw_row_count"": 760, ""language_codes"": [""en""], ""row_count_unit"": ""reviewed_candidate_sensory_occurrence_or_cell"", ""authors_or_owner"": ""Robrecht Bollen et al."", ""lifecycle_status"": ""ADMITTED"", ""privacy_decision"": ""The sanitized profile TSV contains genotype, harvest, and aggregate sample values but no participant identifiers."", ""publication_year"": 2024, ""doi_or_stable_url"": ""https://doi.org/10.3389/fsufs.2024.1382976.s002"", ""admitted_row_count"": 530, ""excluded_row_count"": 230, ""license_expression"": ""CC BY 4.0"", ""model_research_use"": ""ALLOW"", ""annotation_complete"": true, ""language_source_key"": ""figshare.bollen-2024"", ""source_file_manifest"": [{""role"": ""official_source_workbook"", ""bytes"": 31426, ""sha256"": ""4ca2bff21183d2615e244f68b330ba23282f56e6d012c7be762f04baa19abb0a"", ""canonical_url"": ""https://ndownloader.figshare.com/files/46039437""}, {""path"": ""db/data/round3h/batch1/bollen_2024_sensory_scores.tsv"", ""role"": ""sanitized_governed_input"", ""rows"": 95, ""bytes"": 24359, ""sha256"": ""af06701d39891c3af2d92d1a493461d33aa8995db1c6a2d39d7239178af20073""}], ""raw_text_internal_use"": ""ALLOW"", ""rights_review_complete"": true, ""privacy_review_complete"": true, ""source_file_hash_complete"": true, ""language_source_family_key"": ""family.bollen-robusta-qgraders-2024"", ""derived_counts_internal_use"": ""ALLOW"", ""derived_counts_public_release"": ""ALLOW"", ""raw_text_public_redistribution"": ""ALLOW"", ""derived_expression_internal_use"": ""ALLOW"", ""derived_expression_public_release"": ""ALLOW"", ""qualifies_as_observed_tasting_language"": true}"
language_source	github.firstbloom-data.a6cb0026	"{""title"": ""Firstbloom Data"", ""admitted"": true, ""data_type"": ""Licensed specialty-coffee product-release tasting-note records"", ""geography"": ""Multi-origin industry aggregation"", ""repository"": ""GitHub"", ""access_date"": ""2026-08-26"", ""license_url"": ""https://creativecommons.org/licenses/by/4.0/"", ""limitations"": ""Secondary aggregation; not objective sensory truth; complete fields, disagreements, descriptions, and consumer reviews remain excluded."", ""rights_basis"": ""Pinned repository license file and README declare CC BY 4.0; project export remains limited to dual-reviewed short phrases with attribution and change indication."", ""evidence_role"": ""Observed industry tasting language only"", ""exact_version"": ""a6cb0026d1af9642724793c799bbc48dc189ba35"", ""raw_row_count"": 4827, ""language_codes"": [""en""], ""row_count_unit"": ""reviewed_candidate_sensory_occurrence_or_cell"", ""authors_or_owner"": ""Alex Caza"", ""lifecycle_status"": ""ADMITTED"", ""privacy_decision"": ""No consumer reviews or personal data are imported; only product-release tasting-note fragments and non-personal row keys are retained."", ""publication_year"": 2023, ""doi_or_stable_url"": ""https://github.com/alexcaza/firstbloom-data"", ""admitted_row_count"": 1058, ""excluded_row_count"": 3769, ""license_expression"": ""CC-BY-4.0"", ""model_research_use"": ""ALLOW"", ""annotation_complete"": true, ""language_source_key"": ""github.firstbloom-data.a6cb0026"", ""source_file_manifest"": [{""path"": ""product_releases.csv"", ""sha256"": ""f0b556742dfbb7f4122ae00c9b31051c9a2ff233444771742bb538281cf6a8c0""}], ""raw_text_internal_use"": ""ALLOW"", ""rights_review_complete"": true, ""privacy_review_complete"": true, ""source_file_hash_complete"": true, ""language_source_family_key"": ""family.baseline.firstbloom-industry"", ""derived_counts_internal_use"": ""ALLOW"", ""derived_counts_public_release"": ""ALLOW"", ""raw_text_public_redistribution"": ""ALLOW"", ""derived_expression_internal_use"": ""ALLOW"", ""derived_expression_public_release"": ""ALLOW"", ""qualifies_as_observed_tasting_language"": true}"
language_source	pmc.vezzulli-2022	"{""title"": ""Metabolomics Combined with Sensory Analysis Reveals the Impact of Different Extraction Methods on Coffee Beverages from Coffea arabica and Coffea canephora var. Robusta"", ""admitted"": true, ""data_type"": ""COFFEE_TRAINED_PANEL_PROFILE_DATASET"", ""geography"": ""Italy"", ""repository"": ""Europe PMC / Foods"", ""access_date"": ""2026-08-26"", ""license_url"": ""https://creativecommons.org/licenses/by/4.0/"", ""limitations"": ""Published medians from six panelists; source-local scale only. Color, chemistry, prose, and third-party form definitions are excluded."", ""rights_basis"": ""The Foods version of record and Europe PMC full text are CC BY 4.0; attributed reuse of Table 2 aggregates and derived expressions is allowed."", ""evidence_role"": ""Eight species-by-extraction trained-panel profiles using 19 flavor, aroma, taste, and texture descriptors."", ""exact_version"": ""PMC8953325 full-text XML released 2022-03-26; article Table 2"", ""raw_row_count"": 152, ""language_codes"": [""en""], ""row_count_unit"": ""reviewed_candidate_sensory_occurrence_or_cell"", ""authors_or_owner"": ""Fosca Vezzulli et al."", ""lifecycle_status"": ""ADMITTED"", ""privacy_decision"": ""Only published eight-cell panel medians are emitted; no individual panelist rows or identifiers are available."", ""publication_year"": 2022, ""doi_or_stable_url"": ""https://doi.org/10.3390/foods11060807"", ""admitted_row_count"": 151, ""excluded_row_count"": 1, ""license_expression"": ""CC BY 4.0"", ""model_research_use"": ""ALLOW"", ""annotation_complete"": true, ""language_source_key"": ""pmc.vezzulli-2022"", ""source_file_manifest"": [{""role"": ""official_full_text_xml"", ""bytes"": 148989, ""sha256"": ""1120133f98712a44d4af364a578f90bc348d31b51de948381fa1b835b5b26c75"", ""canonical_url"": ""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8953325/fullTextXML""}, {""path"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""role"": ""table2_governed_input"", ""rows"": 160, ""bytes"": 28153, ""sha256"": ""1ae24e67eb77ddcf7c85e6fc085a504e022d22df3642211d21d81ee23040066b""}], ""raw_text_internal_use"": ""ALLOW"", ""rights_review_complete"": true, ""privacy_review_complete"": true, ""source_file_hash_complete"": true, ""language_source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""derived_counts_internal_use"": ""ALLOW"", ""derived_counts_public_release"": ""ALLOW"", ""raw_text_public_redistribution"": ""ALLOW"", ""derived_expression_internal_use"": ""ALLOW"", ""derived_expression_public_release"": ""ALLOW"", ""qualifies_as_observed_tasting_language"": true}"
language_source	rinzemoon_lengcui_lingshiyue	"{""title"": ""首次冷萃记录"", ""admitted"": true, ""data_type"": ""Source-authored coffee tasting records"", ""geography"": ""Source-authored Simplified Chinese web publication"", ""repository"": ""rinzemoon.top"", ""access_date"": ""2026-08-26"", ""license_url"": ""https://creativecommons.org/licenses/by/4.0/"", ""limitations"": ""One personal cold-brew record; appearance, AI-advice, milk-preparation context, comments, and site metadata are excluded."", ""rights_basis"": ""Page footer states CC BY 4.0, requests retained attribution, and links the Chinese CC BY 4.0 deed; attribution, license link, change indication, and no endorsement apply."", ""evidence_role"": ""Observed Simplified-Chinese coffee sensory language"", ""exact_version"": ""2026-04-25 page; W/\""66db-zkjFNR3Mqp1vGFeK5G55s3we/4U\""; SHA-256 bfefe1bba5efbeb508e87f4ea4a45d77adf49683e0b0fb606ee208f0e12a2f7f"", ""raw_row_count"": 23, ""language_codes"": [""zh-Hans""], ""row_count_unit"": ""reviewed_candidate_sensory_occurrence_or_cell"", ""authors_or_owner"": ""泠時月"", ""lifecycle_status"": ""ADMITTED"", ""privacy_decision"": ""Public author identity only; AI advice, comments, contact/security metadata, avatars, images, friend remark, and non-article shell are excluded."", ""publication_year"": 2026, ""doi_or_stable_url"": ""https://rinzemoon.top/article/articles/LengCui"", ""admitted_row_count"": 23, ""excluded_row_count"": 0, ""license_expression"": ""CC-BY-4.0"", ""model_research_use"": ""ALLOW"", ""annotation_complete"": true, ""language_source_key"": ""rinzemoon_lengcui_lingshiyue"", ""source_file_manifest"": [{""url"": ""https://rinzemoon.top/article/articles/LengCui"", ""etag"": ""W/\""66db-zkjFNR3Mqp1vGFeK5G55s3we/4U\"""", ""bytes"": 26331, ""sha256"": ""bfefe1bba5efbeb508e87f4ea4a45d77adf49683e0b0fb606ee208f0e12a2f7f""}], ""raw_text_internal_use"": ""ALLOW"", ""rights_review_complete"": true, ""privacy_review_complete"": true, ""source_file_hash_complete"": true, ""language_source_family_key"": ""family.zh-hans.rinzemoon-lingshiyue"", ""derived_counts_internal_use"": ""ALLOW"", ""derived_counts_public_release"": ""ALLOW"", ""raw_text_public_redistribution"": ""ALLOW"", ""derived_expression_internal_use"": ""ALLOW"", ""derived_expression_public_release"": ""ALLOW"", ""qualifies_as_observed_tasting_language"": true}"
language_source	zhangdeweb_junru_zhang_tasting_notes	"{""title"": ""Tasting Notes"", ""admitted"": true, ""data_type"": ""Source-authored coffee tasting records"", ""geography"": ""Source-authored Simplified Chinese web publication"", ""repository"": ""https://github.com/curiosusJR/curiosusJR.github.io"", ""access_date"": ""2026-08-26"", ""license_url"": ""https://creativecommons.org/licenses/by/4.0/"", ""limitations"": ""Only the author overview and personal-feeling sections for seven coffee blocks are admitted; source reference-flavor package copy is excluded."", ""rights_basis"": ""Page footer states all posts unless otherwise noted use CC BY 4.0 and links the Chinese CC BY 4.0 deed; attribution, license link, change indication, and no endorsement apply."", ""evidence_role"": ""Observed Simplified-Chinese coffee sensory language"", ""exact_version"": ""git dc5d02885c599df207f6bbd8c2bbc4009a4303e8; blob f757d6f40372e33b4d7edb96ec4af69fed237f02"", ""raw_row_count"": 230, ""language_codes"": [""zh-Hans""], ""row_count_unit"": ""reviewed_candidate_sensory_occurrence_or_cell"", ""authors_or_owner"": ""Junru Zhang"", ""lifecycle_status"": ""ADMITTED"", ""privacy_decision"": ""Public author identity only; reference-flavor copy, alcohol blocks, images, theme, and UI are excluded."", ""publication_year"": 2025, ""doi_or_stable_url"": ""https://zhangdeweb.site/2025/03/06/coffee/index.html"", ""admitted_row_count"": 230, ""excluded_row_count"": 0, ""license_expression"": ""CC-BY-4.0"", ""model_research_use"": ""ALLOW"", ""annotation_complete"": true, ""language_source_key"": ""zhangdeweb_junru_zhang_tasting_notes"", ""source_file_manifest"": [{""path"": ""2025/03/06/coffee/index.html"", ""bytes"": 45613, ""sha256"": ""19c8cce17bf4f97f8354d29a79e7e1e860be4ef8422a8ce65d479e91545dc3c4"", ""git_blob"": ""f757d6f40372e33b4d7edb96ec4af69fed237f02"", ""git_commit"": ""dc5d02885c599df207f6bbd8c2bbc4009a4303e8""}], ""raw_text_internal_use"": ""ALLOW"", ""rights_review_complete"": true, ""privacy_review_complete"": true, ""source_file_hash_complete"": true, ""language_source_family_key"": ""family.zh-hans.zhangdeweb-junru"", ""derived_counts_internal_use"": ""ALLOW"", ""derived_counts_public_release"": ""ALLOW"", ""raw_text_public_redistribution"": ""ALLOW"", ""derived_expression_internal_use"": ""ALLOW"", ""derived_expression_public_release"": ""ALLOW"", ""qualifies_as_observed_tasting_language"": true}"
language_source_family	family.baseline.cotter-consumers	"{""admitted"": true, ""family_name"": ""Cotter consumer black-coffee evaluations"", ""source_authored"": true, ""introduced_round"": ""3I"", ""lifecycle_status"": ""ADMITTED"", ""independence_basis"": ""Independent UC Davis consumer study deposited as a versioned Dryad dataset; mirrors do not count separately."", ""historical_baseline"": false, ""canonical_origin_key"": ""doi.10.25338/b8993h"", ""counts_as_independent"": true, ""counts_as_zh_hans_family"": false, ""language_source_family_key"": ""family.baseline.cotter-consumers"", ""counts_as_new_contemporary_family"": true, ""mirror_of_language_source_family_key"": null}"
language_source_family	family.baseline.firstbloom-industry	"{""admitted"": true, ""family_name"": ""Firstbloom licensed industry tasting notes"", ""source_authored"": true, ""introduced_round"": ""3I"", ""lifecycle_status"": ""ADMITTED"", ""independence_basis"": ""One pinned upstream aggregation already governed as the Round 2B historical language baseline; this increment is not a new independent family."", ""historical_baseline"": true, ""canonical_origin_key"": ""origin.github.alexcaza.firstbloom-data"", ""counts_as_independent"": true, ""counts_as_zh_hans_family"": false, ""language_source_family_key"": ""family.baseline.firstbloom-industry"", ""counts_as_new_contemporary_family"": false, ""mirror_of_language_source_family_key"": null}"
language_source_family	family.bollen-robusta-qgraders-2024	"{""admitted"": true, ""family_name"": ""Bollen Robusta Q-grader profiles"", ""source_authored"": true, ""introduced_round"": ""3I"", ""lifecycle_status"": ""ADMITTED"", ""independence_basis"": ""Independent Frontiers article and Figshare workbook origin; the sanitized TSV is a representation of that one origin."", ""historical_baseline"": false, ""canonical_origin_key"": ""doi.10.3389/fsufs.2024.1382976"", ""counts_as_independent"": true, ""counts_as_zh_hans_family"": false, ""language_source_family_key"": ""family.bollen-robusta-qgraders-2024"", ""counts_as_new_contemporary_family"": true, ""mirror_of_language_source_family_key"": null}"
language_source_family	family.vezzulli-trainedpanel-2022	"{""admitted"": true, ""family_name"": ""Vezzulli trained-panel extraction profiles"", ""source_authored"": true, ""introduced_round"": ""3I"", ""lifecycle_status"": ""ADMITTED"", ""independence_basis"": ""Independent Foods article and trained-panel origin; Europe PMC and the derived Table 2 TSV do not count separately."", ""historical_baseline"": false, ""canonical_origin_key"": ""doi.10.3390/foods11060807"", ""counts_as_independent"": true, ""counts_as_zh_hans_family"": false, ""language_source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""counts_as_new_contemporary_family"": true, ""mirror_of_language_source_family_key"": null}"
language_source_family	family.zh-hans.rinzemoon-lingshiyue	"{""admitted"": true, ""family_name"": ""Ling Shiyue source-authored cold-brew tasting record"", ""source_authored"": true, ""introduced_round"": ""3I"", ""lifecycle_status"": ""ADMITTED"", ""independence_basis"": ""Natural-person owner, domain, publishing system, and tasting occasion are independent of the other admitted Chinese source."", ""historical_baseline"": false, ""canonical_origin_key"": ""origin.rinzemoon.lingshiyue"", ""counts_as_independent"": true, ""counts_as_zh_hans_family"": true, ""language_source_family_key"": ""family.zh-hans.rinzemoon-lingshiyue"", ""counts_as_new_contemporary_family"": false, ""mirror_of_language_source_family_key"": null}"
language_source_family	family.zh-hans.zhangdeweb-junru	"{""admitted"": true, ""family_name"": ""Junru Zhang source-authored coffee tasting notes"", ""source_authored"": true, ""introduced_round"": ""3I"", ""lifecycle_status"": ""ADMITTED"", ""independence_basis"": ""Natural-person owner, domain, versioned source repository, and tasting occasions are independent of the other admitted Chinese source."", ""historical_baseline"": false, ""canonical_origin_key"": ""origin.zhangdeweb.junru-zhang"", ""counts_as_independent"": true, ""counts_as_zh_hans_family"": true, ""language_source_family_key"": ""family.zh-hans.zhangdeweb-junru"", ""counts_as_new_contemporary_family"": false, ""mirror_of_language_source_family_key"": null}"
relationship_source	dryad.cotter-black-coffee.relationship.v4	"{""title"": ""Consumer preference data for black coffee"", ""license"": ""CC0-1.0"", ""admitted"": true, ""language"": ""English"", ""file_list"": [""file.cotter.relationship-v4.raw"", ""file.cotter.relationship-v4.aggregate""], ""geography"": ""Davis, California, United States"", ""row_count"": 3186, ""repository"": ""Dryad"", ""source_key"": ""dryad.cotter-black-coffee.relationship.v4"", ""access_date"": ""2026-08-26"", ""field_count"": 48, ""limitations"": ""One coffee, repeated consumers, source-local JAR/CATA constructs, and correlational analysis; no causality or general law."", ""source_type"": ""CONSUMER_SENSORY_DATASET"", ""evidence_role"": ""Correlational support for the acidity-character/citrus relationship"", ""exact_version"": ""Dataset version 4 files published 2023-01-16"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""One source-reported medium-roast washed Honduras coffee"", ""sensory_method"": ""Binary CATA Citrus and 1-5 Acidity JAR adequacy"", ""authors_or_owner"": ""Andrew Cotter; William D. Ristenpart; Jean-Xavier Guinard"", ""evidence_locator"": ""cotter_dataset.csv grouped by Brew; Citrus and Acidity columns"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2023, ""doi_or_stable_url"": ""https://doi.org/10.25338/B8993H"", ""independence_note"": ""Independent of the Condelli consumer-study family; the Dryad and existing context rows share one Cotter origin and count once."", ""source_family_key"": ""family.legacy-cotter-consumers"", ""machine_use_allowed"": true, ""population_or_panel"": ""118 ordinary consumers; 3,186 repeated tasting rows"", ""preparation_coverage"": ""27 controlled batch-filter brew conditions"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""MIXED_EXTERNAL_RAW_PUBLIC_DERIVED"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.acidity-character.citrus""], ""challenged_relationship_keys"": []}"
relationship_source	figshare.bollen-2024	"{""title"": ""Sensory profiles of Robusta coffee genetic resources from the Democratic Republic of the Congo"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English"", ""file_list"": [""file.bollen.sensory-derived""], ""geography"": ""Democratic Republic of the Congo"", ""row_count"": 95, ""repository"": ""Frontiers Figshare"", ""source_key"": ""figshare.bollen-2024"", ""access_date"": ""2026-08-25"", ""field_count"": 36, ""limitations"": ""Broad descriptor classes and one missing Nutty/Cocoa value; protocol materials and wheel designs are not republished."", ""source_type"": ""COFFEE_SENSORY_DATASET"", ""evidence_role"": ""Reference-panel sample profiles and grouping keys"", ""exact_version"": ""Item 25735122 version 1 published 2024-05-02T04:25:40Z"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""Source-reported medium roast"", ""sensory_method"": ""Fine Robusta cupping aggregate profile"", ""authors_or_owner"": ""Robrecht Bollen et al."", ""evidence_locator"": ""Figshare Sensory_scores A1:AJ96; sanitized TSV"", ""privacy_decision"": ""NO_PERSONAL_DATA"", ""publication_year"": 2024, ""doi_or_stable_url"": ""https://doi.org/10.3389/fsufs.2024.1382976.s002"", ""independence_note"": ""One versioned workbook and article origin."", ""source_family_key"": ""family.bollen-robusta-qgraders-2024"", ""machine_use_allowed"": true, ""population_or_panel"": ""Three licensed Q-graders"", ""preparation_coverage"": ""Immersion cupping"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.cocoa-nut-caramel.cocoa"", ""membership.floral-tea.floral""], ""challenged_relationship_keys"": [""roast-spice-smoke""]}"
