dataset	task	unit_of_observation	row_count	effective_independent_unit_count	label_type	label_source	source_families	largest_family_share	languages	preparation_coverage	roast_coverage	missingness	duplicate_rate	rights_regime	review_regime	split_feasibility	eligible	reason
SOURCE_LOCAL_SENSORY	consumer-language mapping	source-defined; see label_type	4344	230	incompatible RATA/CATA/intensity/hedonic/source-local	SOURCE_LOCAL_SENSORY	9	0.7334254143	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
SOURCE_LOCAL_SENSORY	context-conditioned candidate retrieval	source-defined; see label_type	4344	230	incompatible RATA/CATA/intensity/hedonic/source-local	SOURCE_LOCAL_SENSORY	9	0.7334254143	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
SOURCE_LOCAL_SENSORY	5+3 candidate ranking	source-defined; see label_type	4344	230	incompatible RATA/CATA/intensity/hedonic/source-local	SOURCE_LOCAL_SENSORY	9	0.7334254143	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
SOURCE_LOCAL_SENSORY	co-assertion estimation	source-defined; see label_type	4344	230	incompatible RATA/CATA/intensity/hedonic/source-local	SOURCE_LOCAL_SENSORY	9	0.7334254143	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
SOURCE_LOCAL_SENSORY	adaptive question selection	source-defined; see label_type	4344	230	incompatible RATA/CATA/intensity/hedonic/source-local	SOURCE_LOCAL_SENSORY	9	0.7334254143	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
SOURCE_LOCAL_SENSORY	stopping policy	source-defined; see label_type	4344	230	incompatible RATA/CATA/intensity/hedonic/source-local	SOURCE_LOCAL_SENSORY	9	0.7334254143	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
GOVERNED_NORMALIZED_LANGUAGE	professional descriptor normalization	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
GOVERNED_NORMALIZED_LANGUAGE	source-local descriptor classification	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
GOVERNED_NORMALIZED_LANGUAGE	consumer-language mapping	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	REFERENCE_SUPPORT_ONLY
GOVERNED_NORMALIZED_LANGUAGE	context-conditioned candidate retrieval	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	REFERENCE_SUPPORT_ONLY
GOVERNED_NORMALIZED_LANGUAGE	5+3 candidate ranking	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
GOVERNED_NORMALIZED_LANGUAGE	co-assertion estimation	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
GOVERNED_NORMALIZED_LANGUAGE	adaptive question selection	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
GOVERNED_NORMALIZED_LANGUAGE	stopping policy	source-defined; see label_type	2996	2996	normalized expression	GOVERNED_NORMALIZED_LANGUAGE	3	UNKNOWN	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	HISTORICAL_FROZEN	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
CONTEMPORARY_LANGUAGE	professional descriptor normalization	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
CONTEMPORARY_LANGUAGE	source-local descriptor classification	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
CONTEMPORARY_LANGUAGE	consumer-language mapping	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	REFERENCE_SUPPORT_ONLY
CONTEMPORARY_LANGUAGE	context-conditioned candidate retrieval	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	REFERENCE_SUPPORT_ONLY
CONTEMPORARY_LANGUAGE	5+3 candidate ranking	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
CONTEMPORARY_LANGUAGE	co-assertion estimation	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
CONTEMPORARY_LANGUAGE	adaptive question selection	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
CONTEMPORARY_LANGUAGE	stopping policy	source-defined; see label_type	3289	3289	language document	CONTEMPORARY_LANGUAGE	3	0.96868349	en|zh-Hans	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	SOURCE_GOVERNED	REFERENCE_ONLY_NOT_FITTING_ELIGIBLE	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	professional descriptor normalization	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	source-local descriptor classification	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	consumer-language mapping	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	context-conditioned candidate retrieval	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	5+3 candidate ranking	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	co-assertion estimation	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	adaptive question selection	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
ROUND3M_PROFESSIONAL_ASSERTION	stopping policy	source-defined; see label_type	140	8	provisional professional descriptor assertion	ROUND3M_PROFESSIONAL_ASSERTION	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROFESSIONAL_PAIR_EVENT	professional descriptor normalization	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROFESSIONAL_PAIR_EVENT	source-local descriptor classification	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROFESSIONAL_PAIR_EVENT	consumer-language mapping	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROFESSIONAL_PAIR_EVENT	context-conditioned candidate retrieval	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
