artifact_receipt_key	lane_key	census_item_key	canonical_url	retrieval_url	http_status	media_type	sha256	byte_count	inventory_basis
artifact-9c8a086496669aabecd48284c12dd1e6	bop_historical_continuation	source:bop_results_archive	https://scap-panama.com/wp-content/uploads/2017/10/results2013.jpeg	https://scap-panama.com/wp-content/uploads/2017/10/results2013.jpeg	200		4ddcc04d735335b92993cea65dd7a67c9e824b6a153d94d3397a07a1d45eeece	372100	HASHED_ATTEMPT
artifact-aa7a3ebc696bdbb7c48769ac21de9ec2	bop_historical_continuation	source:bop_results_archive	https://scap-panama.com/wp-content/uploads/2017/10/results2012.jpeg	https://scap-panama.com/wp-content/uploads/2017/10/results2012.jpeg	200		a5013d4d4a304aa47ea66d2fb603127c6d41bb122cb9f75bc224db32988fa885	226096	HASHED_ATTEMPT
artifact-daf075fb77c9ee99d5a8b0371dc859ae	bop_historical_continuation	source:bop_results_archive	https://scap-panama.com/wp-content/uploads/2017/10/results2007.jpeg	https://scap-panama.com/wp-content/uploads/2017/10/results2007.jpeg	200		573e1803b3b30c79f1d8c804ee474d32543bb28d54717cf7044c01dae4b9c51d	626522	HASHED_ATTEMPT
artifact-e284006ad388929995538cd298ad23c1	bop_historical_continuation	source:bop_results_archive	https://scap-panama.com/wp-content/uploads/2017/10/results2015.jpeg	https://scap-panama.com/wp-content/uploads/2017/10/results2015.jpeg	200		a85e66d65d8af711cf4eaf6544905b42e04ba410d17f4c10f0f718590b644e88	354045	HASHED_ATTEMPT
artifact-00bed4286d28322de8fba7c4677a8691	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=27	https://farmdirectory.cupofexcellence.org/listings/?pg=27	200		70a7f761a46688f5176a262db144a614dd22a9cc5ef801b9e8ea7bfbd726cde4	129219	HASHED_ATTEMPT
artifact-012f1d1141e3b7fbb2e82f6d3c75329d	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=90	https://farmdirectory.cupofexcellence.org/listings/?pg=90	200		90379b1af3f90f51783620cb7bc2372ebbdecb0137574b0c8f58ee3ae851428e	128668	HASHED_ATTEMPT
artifact-013e8e3bc574c43440c0d10729261b3c	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_2020:2020	https://allianceforcoffeeexcellence.org/colombia-2020/	https://allianceforcoffeeexcellence.org/colombia-2020/	200		033977b20bc27bc4e835d807af9964b7c01aaa76b6c237f5b72bbd7a928a3828	344862	HASHED_ATTEMPT
artifact-015c5ef0cc6831cdc07417ffe0e40c32	coe_bop	edition:coe:allianceforcoffeeexcellence_org_honduras_2007:2007	https://cupofexcellence.org/honduras-2007/	https://cupofexcellence.org/honduras-2007/	200		74e611026fe91b29aaadadad4be37f4066bb15772e94c1384aed8e5113221e91	183418	HASHED_ATTEMPT
artifact-016a1236ae60ccd971e8e120b3bb524a	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2017:2017	https://cupofexcellence.org/el-salvador-2017/	https://cupofexcellence.org/el-salvador-2017/	200		846d4423f08703064e8dda9e90c2380b22ed2e0a162a4d6357f9dea1f1b8c417	189974	HASHED_ATTEMPT
artifact-01cc6c608f70bfc7388869a124a6d638	coe_bop	edition:coe:allianceforcoffeeexcellence_org_guatemala_2010:2010	https://cupofexcellence.org/guatemala-2010/	https://cupofexcellence.org/guatemala-2010/	200		414fae52389bd55a32697172a8055d616176d6a599c438faef06373b75c37e68	188672	HASHED_ATTEMPT
artifact-03480f199a6521dcffaf38520a3223a9	coe_bop	edition:coe:allianceforcoffeeexcellence_org_nicaragua_2003:2003	https://cupofexcellence.org/nicaragua-2003/	https://cupofexcellence.org/nicaragua-2003/	200		62ec9075548bd3e34fa46c84acba526e32cd83c31a2d2409ee8b8adbdde65554	198328	HASHED_ATTEMPT
artifact-03b0f4896a755e215785f25ec7a7d710	coe_bop	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2007:2007	https://allianceforcoffeeexcellence.org/costa-rica-2007/	https://allianceforcoffeeexcellence.org/costa-rica-2007/	200		5de171246a2780f3dc4b3826f43fe68e91f98e368b55f55a35ed21f9d8f35abc	322839	HASHED_ATTEMPT
artifact-03b4ddc1a5218cac18a041f51b108afa	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=19	https://farmdirectory.cupofexcellence.org/listings/?pg=19	200		29c04ef0c5127903040afc4ccd278d47b6908bde230bbb0453a5f440d3e6a5ae	129120	HASHED_ATTEMPT
artifact-04cd1a199f62efbd1ea63d025f31251b	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=94	https://farmdirectory.cupofexcellence.org/listings/?pg=94	200		8e252231912e34e9371b7f869eb8e6356e76311b70df13b5eade701d2db9975c	128508	HASHED_ATTEMPT
artifact-0515dd842c4ffa79191f0475f80bdf8d	coe_bop	edition:coe:allianceforcoffeeexcellence_org_nicaragua_2006:2006	https://allianceforcoffeeexcellence.org/nicaragua-2006/	https://allianceforcoffeeexcellence.org/nicaragua-2006/	200		424e610f8f797b88a8eb92c8303fc8e834128411b016aafa86e97a4dd58f9889	323689	HASHED_ATTEMPT
artifact-052ce5be3afbca9d3f27965fa9b44025	coe_bop	edition:coe:allianceforcoffeeexcellence_org_guatemala_2012:2012	https://cupofexcellence.org/guatemala-2012/	https://cupofexcellence.org/guatemala-2012/	200		477ec2ed9c4404baf015df58f72578b7384609632b7d50eae71d4f467bbfde49	185694	HASHED_ATTEMPT
artifact-05aaf0490dc109adceedbe69ea0da340	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=99	https://farmdirectory.cupofexcellence.org/listings/?pg=99	200		7cf1c71e9085e6f94898a948b5ef6c128153e8d46877a5973a7355c52d947ad0	128260	HASHED_ATTEMPT
artifact-05e41b00ef66a689f6e2261967872c86	coe_bop	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2011:2011	https://cupofexcellence.org/brazil-pulped-naturals-2011/	https://cupofexcellence.org/brazil-pulped-naturals-2011/	200		23e40d61fea3fc8f77410011378d4597aa793af078545217752a19e095469db4	199876	HASHED_ATTEMPT
artifact-061b7ec651cb12a92fcc2ce1ae573c44	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=48	https://farmdirectory.cupofexcellence.org/listings/?pg=48	200		e07e2e174fa260ed62e53a0297773e2e1a4c3d3b4fb40f85a5c9ead8b76f8e29	128972	HASHED_ATTEMPT
artifact-064e42963d513f14ac757f6c888e0c8b	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=53	https://farmdirectory.cupofexcellence.org/listings/?pg=53	200		b27c76430b7db15e6884634f17978697d1d81a32637aea98a95f4289869f5e99	128862	HASHED_ATTEMPT
artifact-06e9dcab8342ee7a2c9cf6706d6066c2	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=93	https://farmdirectory.cupofexcellence.org/listings/?pg=93	200		908f3282d35ddabeb1f4806188bc39f5167517f6f894327817d0344e681468ea	128463	HASHED_ATTEMPT
artifact-085194c0eee7de73c258a84394db6f9d	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2022:2022	https://allianceforcoffeeexcellence.org/el-salvador-2022/	https://allianceforcoffeeexcellence.org/el-salvador-2022/	200		960d73e1be5fff0c92da5b2c6f4ae1bc6c5eb68183298c18fea0bb1086430685	443571	HASHED_ATTEMPT
artifact-08ca47dca7083ea6082bf86841140b6a	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=67	https://farmdirectory.cupofexcellence.org/listings/?pg=67	200		fb292cf6a7044182b7700ec068644d54d3da3e268fb21e57ea335d3568b8cee0	128937	HASHED_ATTEMPT
artifact-09b33185b5f4dbf8450d1a647b9e0dbb	coe_bop	edition:coe:allianceforcoffeeexcellence_org_nicaragua_2020:2020	https://cupofexcellence.org/nicaragua-2020/	https://cupofexcellence.org/nicaragua-2020/	200		bcc14fe8d250749c80bb84c128f7dcefbae53852be1163c3981645433f702e40	215512	HASHED_ATTEMPT
artifact-09f670dde36c6fbe5504048384e2ab94	coe_bop	edition:coe:allianceforcoffeeexcellence_org_honduras_2004:2004	https://allianceforcoffeeexcellence.org/honduras-2004/	https://allianceforcoffeeexcellence.org/honduras-2004/	200		01b120ade4f96f57a1a643b607d5adf6b3639d82196d2419eb35cd8380495f0e	317729	HASHED_ATTEMPT
artifact-0a3e1ce3fdd10b49a38c0e0b8181a141	coe_bop	edition:coe:allianceforcoffeeexcellence_org_rwanda_2010:2010	https://allianceforcoffeeexcellence.org/rwanda-2010/	https://allianceforcoffeeexcellence.org/rwanda-2010/	200		c0f34ee2f364e395ac4ef482fba4f0fdc925d8de1a1d75235b8d2f15267762f2	320454	HASHED_ATTEMPT
artifact-0a52bf862ed9127193712e1352a9a99e	coe_bop	edition:coe:allianceforcoffeeexcellence_org_rwanda_2011:2011	https://allianceforcoffeeexcellence.org/rwanda-2011/	https://allianceforcoffeeexcellence.org/rwanda-2011/	200		8e0c98a409a5089cd88d37c8615862062f38fb753f556cbb344a150435c34598	335748	HASHED_ATTEMPT
artifact-0aa0a8134a3067a0f1d512b51cd73471	coe_bop	edition:coe:allianceforcoffeeexcellence_org_mexico_2022:2022	https://allianceforcoffeeexcellence.org/mexico-2022/	https://allianceforcoffeeexcellence.org/mexico-2022/	200		b09d6a56c23985bd14f515e6554065ab35b32b4621c8f40aea464fb4222251cd	453126	HASHED_ATTEMPT
artifact-0ad51020128328ece2265de5a07f3e63	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2012:2012	https://cupofexcellence.org/el-salvador-2012/	https://cupofexcellence.org/el-salvador-2012/	200		7da1a4e80900994c19678a8c7dd3fc3077d1d4fc67bac3f5f994acfbb6db1460	189075	HASHED_ATTEMPT
artifact-0b584c84ca36b344aa68ec4618248344	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_2017:2017	https://cupofexcellence.org/colombia-2017/	https://cupofexcellence.org/colombia-2017/	200		b3e98ece803bebfaf8c4b12fd3f44e033960aada9c55b5b1ee9037f2931c92e6	196252	HASHED_ATTEMPT
artifact-0c5020ae0242e62acf2804f35f4d30fd	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=7	https://farmdirectory.cupofexcellence.org/listings/?pg=7	200		2e66af20ba65735a169092b83e0ea9e72dab9ecbce617eb22b81dc62889bda40	128964	HASHED_ATTEMPT
artifact-0c7a2950e864eda46f12d943129c8c90	coe_bop	edition:coe:allianceforcoffeeexcellence_org_nicaragua_2009:2009	https://cupofexcellence.org/nicaragua-2009/	https://cupofexcellence.org/nicaragua-2009/	200		aa47002ac54fed023841b0322c68ccaac5e906d836e77331c303b7f7ce94c41c	186824	HASHED_ATTEMPT
artifact-0c8a1938a46bb8b35ae8a62c8de3a520	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/	https://farmdirectory.cupofexcellence.org/listings/	200		73123093fd0b719f22950850e2c8eaf138b50dcbfd9fd64b595964ab7dd0b74a	128083	HASHED_ATTEMPT
artifact-0cd2aaf5e701da1ff87d61a2a88121f4	coe_bop	edition:coe:allianceforcoffeeexcellence_org_guatemala_2018:2018	https://allianceforcoffeeexcellence.org/guatemala-2018/	https://allianceforcoffeeexcellence.org/guatemala-2018/	200		18318dc2a8fd9b3f51a732856771b912aa8f7bd668309df483872655349290a2	416083	HASHED_ATTEMPT
artifact-0cdc522ab6f3d1a65b55f8fdc5c2bf37	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2012:2012_south	https://allianceforcoffeeexcellence.org/colombia-south-2012/	https://allianceforcoffeeexcellence.org/colombia-south-2012/	200		32575d925d70450b5bdfb1cc731f014f60b4fb5306f828ed92cd3b9c876d8742	328323	HASHED_ATTEMPT
artifact-0d9f5b88f45a45b52dc90b3e01b19d52	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=4	https://farmdirectory.cupofexcellence.org/listings/?pg=4	200		ec52977a3d6b27db82309d0ae9c37fc3a59f921676336990aac2b89274582fba	128756	HASHED_ATTEMPT
artifact-0e39b2ee256d50867cf179f629cd618e	coe_bop	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2014:2014	https://allianceforcoffeeexcellence.org/costa-rica-2014/	https://allianceforcoffeeexcellence.org/costa-rica-2014/	200		346a9488bcf5e969028f005289f4b73f2f94b85b7eeebef7e14ad8bf9da0ff98	325824	HASHED_ATTEMPT
artifact-0f7e92eaa3d2543dbd4365137fecba89	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2006:2006	https://allianceforcoffeeexcellence.org/el-salvador-2006/	https://allianceforcoffeeexcellence.org/el-salvador-2006/	200		50abfa281c6c88be5f4d070960b03f8f2ed6e087f199cbbaa21582d44a2deffa	320996	HASHED_ATTEMPT
artifact-1038e122a7d1a14382ba63daadf41834	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=54	https://farmdirectory.cupofexcellence.org/listings/?pg=54	200		931ba40672b4eb8526a1fdd51bde587690d443c3e8ddfc744b5ef6474ec66929	128774	HASHED_ATTEMPT
artifact-11979f5bbf6f6052161fe459753e975b	coe_bop	edition:coe:allianceforcoffeeexcellence_org_costa_rica_coe_2017:2017	https://allianceforcoffeeexcellence.org/costa-rica-coe-2017/	https://allianceforcoffeeexcellence.org/costa-rica-coe-2017/	200		75aab931b096e3739e118f7cdc6af8d99c29252662f588fe98e7217765bc133d	332543	HASHED_ATTEMPT
artifact-11afc20a8ae8bd8610d99f752af95e17	coe_bop	source:bop_results_archive	https://app.bestofpanama.auction/	https://app.bestofpanama.auction/	200		65ccf49b4ce89a9a9915524a0fc4c62f0b71dd8fa41900fca980c97c366311f3	21213	HASHED_ATTEMPT
artifact-122e6006e0421e4b6fb78bee313f1f86	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2013:2013_north	https://allianceforcoffeeexcellence.org/colombia-north-2013/	https://allianceforcoffeeexcellence.org/colombia-north-2013/	200		850a62df4496c8397b062cdd4a282f95f8ed595ae03472b30f5fee87cd5a58be	317272	HASHED_ATTEMPT
artifact-1281f47c34cd683eba3246b4b7d44fad	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_2022:2022	https://allianceforcoffeeexcellence.org/colombia-2022/	https://allianceforcoffeeexcellence.org/colombia-2022/	200		cd9dd68baf3fabae7d75dd4a52fc9ddfc9f1be9b3f7f077bed1ca34a8fc9a144	385951	HASHED_ATTEMPT
artifact-131b9d1ec7f5c7f7cfaaff64040164e9	coe_bop	edition:coe:allianceforcoffeeexcellence_org_honduras_2012:2012	https://cupofexcellence.org/honduras-2012/	https://cupofexcellence.org/honduras-2012/	200		81ac799569b559a424daa8902399a8b5d7b819ba5f4afb82b908fd2fccfe7a9d	180512	HASHED_ATTEMPT
artifact-1376a68a351940ba3b32f50d7187c7b3	coe_bop	edition:coe:allianceforcoffeeexcellence_org_best_of_thailand:2022_pilot_best_of_thailand	https://allianceforcoffeeexcellence.org/best-of-thailand/	https://allianceforcoffeeexcellence.org/best-of-thailand/	200		e06a216b45aefa36a21077cbdc045caf93d496ab2aa6216b7b339aeb7165da17	289720	HASHED_ATTEMPT
artifact-139dea46fe6d9ab104746e694440a615	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2025:2025	https://allianceforcoffeeexcellence.org/el-salvador-2025/	https://allianceforcoffeeexcellence.org/el-salvador-2025/	200		e56df39694e369893ce3c46e38744969d73879392b2b8947054e4e168e8e92c3	405448	HASHED_ATTEMPT
artifact-13a54d02615097e34f1e6bdb9380ed85	coe_bop	source:bop_results_archive	https://bestofpanama.org/wp-content/uploads/2023/10/Prueba1.pdf	https://bestofpanama.org/wp-content/uploads/2023/10/Prueba1.pdf	200		811fbc48cb66ce4a9636a64ca6cd2470b20dc796128f8539c1b137f748caf7c3	246955	HASHED_ATTEMPT
artifact-13cfe5768bcd49c6e7727da1ac56768c	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2006:2006_north	https://allianceforcoffeeexcellence.org/colombia-north-2006/	https://allianceforcoffeeexcellence.org/colombia-north-2006/	200		0c3ede506fde4b39efe245c785c06547e05a4a9f935d59351728ea2db7685c5a	319956	HASHED_ATTEMPT
artifact-14d095a7ed642ed317254346cfbf3166	coe_bop	edition:coe:allianceforcoffeeexcellence_org_guatemala_2002:2002	https://allianceforcoffeeexcellence.org/guatemala-2002/	https://allianceforcoffeeexcellence.org/guatemala-2002/	200		c2824241dd574ed2d8dbcf9b3cffa87a40011520c7fbd9a2477f4ec3aa28b621	328265	HASHED_ATTEMPT
artifact-152760497297c298c9a6e58f31c2b69f	coe_bop	edition:coe:allianceforcoffeeexcellence_org_nicaragua_2021:2021	https://cupofexcellence.org/nicaragua-2021/	https://cupofexcellence.org/nicaragua-2021/	200		0a0c288c94aaa73822d1c0bec3dd7e868dcf8efa9ec43ec674ce8262feba3994	216719	HASHED_ATTEMPT
artifact-157f1a1068d7aaba61ad32ac6bc08556	coe_bop	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2009:2009	https://cupofexcellence.org/costa-rica-2009/	https://cupofexcellence.org/costa-rica-2009/	200		df78a57a9355aa7c3116f4885d1646b89675efc2864c7e70c053edb09223a2c5	183938	HASHED_ATTEMPT
artifact-17e0cb2ca13b8b5520ead2038b147078	coe_bop	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2017:2017	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2017/	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2017/	200		ccb574702742cf7c87828976cae76ab7aa1512512ebce91ed26e2832f26b081d	331123	HASHED_ATTEMPT
artifact-180a8b496c8000635e1aa7cd63865ae2	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2003:2003	https://allianceforcoffeeexcellence.org/el-salvador-2003/	https://allianceforcoffeeexcellence.org/el-salvador-2003/	200		e3052905f9b0db100de7baee19bde5e6c110c13dcc9d0ef37c3f6b5f8d3b119d	328702	HASHED_ATTEMPT
artifact-188560c8e5bb257acc4d94a5e95cb4e3	coe_bop	edition:coe:allianceforcoffeeexcellence_org_peru_2017:2017	https://cupofexcellence.org/peru-2017/	https://cupofexcellence.org/peru-2017/	200		beeba9091558e06efc847cf184374a56bc977b90de7e2ed03eabd8408d6b8a57	190329	HASHED_ATTEMPT
artifact-19706f392c4d3368e9afd6b01bb5441c	coe_bop	edition:coe:allianceforcoffeeexcellence_org_guatemala_2018:2018	https://cupofexcellence.org/guatemala-2018/	https://cupofexcellence.org/guatemala-2018/	200		6a761c040e55e8fcfd672a717c897923c48aa755e45885db74c196c1d18c63b5	278510	HASHED_ATTEMPT
artifact-19b5cdd76083b49fe1bfdb9174cb5cc0	coe_bop	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2011:2011_north	https://cupofexcellence.org/colombia-north-2011/	https://cupofexcellence.org/colombia-north-2011/	200		48736ae6ae9bb586538b08dcc5d6971d07927dba6554431e61cc438eadab5ce3	182170	HASHED_ATTEMPT
artifact-19f933aaf18fbc06e5407758794aa9a9	coe_bop	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015:2015_december	https://allianceforcoffeeexcellence.org/brazil-naturals-2015/	https://allianceforcoffeeexcellence.org/brazil-naturals-2015/	200		5cba88e42496bb7721f4dc309fbd010581128576e07eff954c0311ca2f2326d4	331032	HASHED_ATTEMPT
artifact-1abaa9832998cacbb85cfe1df717706d	coe_bop	edition:coe:allianceforcoffeeexcellence_org_rwanda_2011:2011	https://cupofexcellence.org/rwanda-2011/	https://cupofexcellence.org/rwanda-2011/	200		6561edbe326e340019a76380383129d15249d0c931bb106559b08268be03d462	198063	HASHED_ATTEMPT
artifact-1aea68a9c814874a6fddf5debe2e91ed	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=12	https://farmdirectory.cupofexcellence.org/listings/?pg=12	200		49dd9698e34bc42010071e05cff598d73922e6fec63003b4b993e66992bdaaf7	129123	HASHED_ATTEMPT
artifact-1b2a1704c257a90b12b49de47d7efbd1	coe_bop	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2002:2002	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2002/	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2002/	200		fdb19916d6d3331c3fb285efa6a7c78f3e14a9df7792f218221a40ba91b183d2	326700	HASHED_ATTEMPT
artifact-1b424a1ddf82c874b6fb0d46930147b7	coe_bop	edition:coe:allianceforcoffeeexcellence_org_honduras_2014:2014	https://cupofexcellence.org/honduras-2014/	https://cupofexcellence.org/honduras-2014/	200		acc19967b77fab9b61afe274efa8bab3bd71b19065fad4645b9bc7321e1bd02e	186167	HASHED_ATTEMPT
artifact-1bfefb51be63186bf791cbec24b260a4	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=98	https://farmdirectory.cupofexcellence.org/listings/?pg=98	200		1911269463f31d3fd085c22d6b2f90d5bb9bacba22290201a7ce212e06b9c6df	128164	HASHED_ATTEMPT
artifact-1ca702b6224ef2e5a754d1d9b9c40083	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=33	https://farmdirectory.cupofexcellence.org/listings/?pg=33	200		adc5780755b86a69418a0674c70ccd51f7439d0a4e5660fd9a6648477219bc5f	127964	HASHED_ATTEMPT
artifact-1d38ddf0bd2f62ec4685c652d1edbaf5	coe_bop	edition:coe:allianceforcoffeeexcellence_org_peru_2021:2021	https://allianceforcoffeeexcellence.org/peru-2021/	https://allianceforcoffeeexcellence.org/peru-2021/	200		70d6db1b99613bb11b03e48101bcc4413c9bdba14db35e62ba9504e1155ea7ca	440176	HASHED_ATTEMPT
artifact-1d79b03530dd57eac1910cb424073e09	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2005:2005	https://allianceforcoffeeexcellence.org/el-salvador-2005/	https://allianceforcoffeeexcellence.org/el-salvador-2005/	200		a8cc14dec77617ba6dfcca6ee117703d5b0cbad9a30c0990fb365c5a9644e181	314093	HASHED_ATTEMPT
artifact-1dba0f3279ad982780685d0de835a5c5	coe_bop	edition:coe:allianceforcoffeeexcellence_org_bolivia_2009:2009	https://allianceforcoffeeexcellence.org/bolivia-2009/	https://allianceforcoffeeexcellence.org/bolivia-2009/	200		918b370d225bc7f157a5352984bea39a1f08e41de3e8b1a2accf09e6e0f507f3	328051	HASHED_ATTEMPT
artifact-1eeda9fefb2f63d69f31e98fec9a8f0f	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2015:2015	https://allianceforcoffeeexcellence.org/el-salvador-2015/	https://allianceforcoffeeexcellence.org/el-salvador-2015/	200		4800a26589c7166728ef59eb1e73e140ef9688ba4a14ea8400316b7f2f299192	279109	HASHED_ATTEMPT
artifact-1fd6a9dc05c2612836c33c0e862331df	coe_bop	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2007:2007	https://allianceforcoffeeexcellence.org/el-salvador-2007/	https://allianceforcoffeeexcellence.org/el-salvador-2007/	200		932ede8fbaff7b2ae6fe0bbd4e24d76bc43b394082526356df22179d0f4777bd	320309	HASHED_ATTEMPT
artifact-1ffbf6eceded536939349734d71669e1	coe_bop	source:coe_farm_directory	https://farmdirectory.cupofexcellence.org/listings/?pg=39	https://farmdirectory.cupofexcellence.org/listings/?pg=39	200		239df6cc391c751a86a8507d1e1b018a7e8844cba25deb2da687ca098fdce52a	129237	HASHED_ATTEMPT
artifact-20ed67dc0cc9bdca94275ccd3a1f8d2d	coe_bop	edition:coe:allianceforcoffeeexcellence_org_mexico_2014:2014	https://allianceforcoffeeexcellence.org/mexico-2014/	https://allianceforcoffeeexcellence.org/mexico-2014/	200		d17685bad4987985556ba5e7ae44e405c8cb365f8eeb2bc17b2f0eb44c559c1c	319446	HASHED_ATTEMPT
