attempt_key	census_item_key	lane_key	attempt_sequence	attempted_at	acquisition_method	outcome	canonical_url	final_url	http_status	source_snapshot_sha256	artifact_byte_count	parsed_row_count	normalized_record_count	descriptor_assertion_count	external_action_type	next_cursor
coe-bop-bopauction2017	source:bop_results_archive	coe_bop	6	2026-08-28T01:26:19Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2017	https://bestofpanama.auction/auction-2017	200	ae298f8194cd18665ffcccde524767af5d5f6d9b1f4b74a1c4f40de9df138255	436833	51	51	0		complete:bop_auction_2017.html
coe-bop-bopauction2018	source:bop_results_archive	coe_bop	7	2026-08-28T01:26:21Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2018	https://bestofpanama.auction/auction-2018	200	54c26bb06c6d487677c073ba999ce4fb900799c9f77f9e4976ee00e94d1311a9	427674	49	49	0		complete:bop_auction_2018.html
coe-bop-bopauction2019	source:bop_results_archive	coe_bop	8	2026-08-28T01:26:22Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2019	https://bestofpanama.auction/auction-2019	200	ca3071f59d7807ba031fb581b7df3e7c6d24fec5fb83650fd1c6b9c917d8337a	466034	49	49	0		complete:bop_auction_2019.html
coe-bop-bopauction2020	source:bop_results_archive	coe_bop	9	2026-08-28T01:26:22Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2020	https://bestofpanama.auction/auction-2020	200	1dec59e5ae5ef8f465df353b6bd15338aa7dd91680bc82a5c8e2c28ddb3cf9de	485848	52	52	0		complete:bop_auction_2020.html
coe-bop-bopauction2021	source:bop_results_archive	coe_bop	10	2026-08-28T01:26:24Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2021	https://bestofpanama.auction/auction-2021	200	2ced9790f4b9e8a900dbe28fbbb19128efd5caf7a603053effcf15afcaab992c	464397	50	50	0		complete:bop_auction_2021.html
coe-bop-bopauction2022	source:bop_results_archive	coe_bop	11	2026-08-28T01:26:26Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2022	https://bestofpanama.auction/auction-2022	200	5e1d464e87b92c8ba3f585c0c4c081bca3b7a347c1bbb498636dc77ef8cee823	465386	50	50	0		complete:bop_auction_2022.html
coe-bop-bopauction2023	source:bop_results_archive	coe_bop	12	2026-08-28T01:26:26Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2023	https://bestofpanama.auction/auction-2023	200	5637270443f761a3e4d6bd32ba3dadb8eeb24c99d2123c61e9b30da8734a81a2	588891	50	50	0		complete:bop_auction_2023.html
coe-bop-bopauction2024	source:bop_results_archive	coe_bop	13	2026-08-28T01:23:22Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.auction/auction-2024	https://bestofpanama.auction/auction-2024	200	6e70b78dd2f017bf149c37dd6426780f3c11f38c59779a1020478293157036ba	417093	50	50	0		complete:bop_auction_2024.html
coe-bop-bopauction2025canvasofterroir	source:bop_results_archive	coe_bop	14	2026-08-28T01:27:04Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://app.bestofpanama.auction/auction/canvas-of-terroir	https://app.bestofpanama.auction/auction/canvas-of-terroir	200	bc128a64dd3385c5412c7989505786bb25e334ef91b4555c259aff87119c0653	72362	50	50	0		complete:bop_auction_2025_canvas_of_terroir.html
coe-bop-bopauction2026timelessresonance	edition:best_of_panama_2026	coe_bop	15	2026-08-28T01:27:05Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://app.bestofpanama.auction/auction/timeless-resonance	https://app.bestofpanama.auction/auction/timeless-resonance	200	2fe0e9c9ba4d450e5bfa249a4ae5a54ec7b01d87f3fa9ab59addc89986bac426	158226	50	50	0		complete:bop_auction_2026_timeless_resonance.html
coe-bop-bopauctionterms	source:bop_results_archive	coe_bop	16	2026-08-28T01:35:57Z	PUBLIC_OFFICIAL_HTTP_GET	NO_RECORD_PAYLOAD	https://app.bestofpanama.auction/	https://app.bestofpanama.auction/	200	65ccf49b4ce89a9a9915524a0fc4c62f0b71dd8fa41900fca980c97c366311f3	21213	0	0	0		complete:bop_auction_terms.html
coe-bop-bopcompetitionprotocol	source:bop_2026_about	coe_bop	17	2026-08-28T01:35:54Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.org/competition	https://bestofpanama.org/competition	200	ea37a0b8b0fdb47a24ce9ad69bbc9b3e54a04c814056ebf314760d0f3e79c3c5	118162	0	0	0		complete:bop_competition_protocol.html
coe-bop-bopresultsarchive	source:bop_results_archive	coe_bop	18	2026-08-28T01:41:29Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://bestofpanama.org/resultados	https://bestofpanama.org/resultados	200	0309f778b83e217f41466c9067170f30da12bfc1c4270a56298e5c5bbfc297d3	98897	0	0	0		complete:bop_results_archive.html
coe-bop-bopresultsprueba1	source:bop_results_archive	coe_bop	19	2026-08-28T01:45:06Z	PUBLIC_OFFICIAL_HTTP_GET	PARTIAL	https://bestofpanama.org/wp-content/uploads/2023/10/Prueba1.pdf	https://bestofpanama.org/wp-content/uploads/2023/10/Prueba1.pdf	200	811fbc48cb66ce4a9636a64ca6cd2470b20dc796128f8539c1b137f748caf7c3	246955	1	0	0		complete:bop_results_Prueba1.pdf
coe-bop-coearchivebolivia-2004	edition:coe:allianceforcoffeeexcellence_org_bolivia_2004:2004	coe_bop	20	2026-08-28T01:33:59Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/bolivia-2004/	https://cupofexcellence.org/bolivia-2004/	200	1a5a24c86a24c86b09eb350d0094dbf9a7b50dc5e703cfce7f3558b4c85f205a	177268	13	13	0		complete:coe_archive_bolivia-2004.html
coe-bop-coearchivebolivia-2005	edition:coe:allianceforcoffeeexcellence_org_bolivia_2005:2005	coe_bop	21	2026-08-28T01:33:57Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/bolivia-2005/	https://cupofexcellence.org/bolivia-2005/	200	d76aa771811442c967f14d70cd898adb2bc9b0c0e7b32775e91e3bcb7ef60629	184761	19	19	0		complete:coe_archive_bolivia-2005.html
coe-bop-coearchivebolivia-2007	edition:coe:allianceforcoffeeexcellence_org_bolivia_2007:2007	coe_bop	22	2026-08-28T01:33:55Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/bolivia-2007/	https://cupofexcellence.org/bolivia-2007/	200	413f6b1aeabe963ac1a1375dc2ed87b6e36e5cbf491191bc64c2aa24b9601f68	193957	26	26	0		complete:coe_archive_bolivia-2007.html
coe-bop-coearchivebolivia-2008	edition:coe:allianceforcoffeeexcellence_org_bolivia_2008:2008	coe_bop	23	2026-08-28T01:33:53Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/bolivia-2008/	https://cupofexcellence.org/bolivia-2008/	200	6adbb9672162923c1145a00ea72adf71ac19a76cc1b8efa97e58858a55300b57	199151	29	29	0		complete:coe_archive_bolivia-2008.html
coe-bop-coearchivebolivia-2009	edition:coe:allianceforcoffeeexcellence_org_bolivia_2009:2009	coe_bop	24	2026-08-28T01:33:50Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/bolivia-2009/	https://cupofexcellence.org/bolivia-2009/	200	308c6132b928a8e404da58cd1e756fd4f47775e585407365117b40d6baac5c3d	196425	30	30	0		complete:coe_archive_bolivia-2009.html
coe-bop-coearchivebrazil-2019	edition:coe:allianceforcoffeeexcellence_org_brazil_2019:2019	coe_bop	25	2026-08-28T01:34:03Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-2019/	https://cupofexcellence.org/brazil-2019/	200	f5b9b02bf931e4553e1cc792f6ab6b77384e85ab2b80495cf21cf350e83f20b8	237709	30	30	0		complete:coe_archive_brazil-2019.html
coe-bop-coearchivebrazil-2020	edition:coe:allianceforcoffeeexcellence_org_brazil_2020:2020	coe_bop	26	2026-08-28T01:34:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-2020/	https://cupofexcellence.org/brazil-2020/	200	93a5a42e3aaca1e41b5ffdfc2d0ec36702a1bceec6f8d104b938859f29c01e7f	225075	30	30	0		complete:coe_archive_brazil-2020.html
coe-bop-coearchivebrazil-2021	edition:coe:allianceforcoffeeexcellence_org_brazil_2021:2021	coe_bop	27	2026-08-28T01:34:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-2021/	https://cupofexcellence.org/brazil-2021/	200	702f864a7e192e7c8aa340bcd53e804aeb52d239c94dbf029524635aa9a7e6be	221687	31	31	0		complete:coe_archive_brazil-2021.html
coe-bop-coearchivebrazil-naturals-2012	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2012:2012	coe_bop	28	2026-08-28T01:34:20Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2012/	https://cupofexcellence.org/brazil-naturals-2012/	200	e321b5e94bc163d5dd5c30c9ff0babfde9eee32bd4d77686400a3001994e1b7b	183761	18	18	0		complete:coe_archive_brazil-naturals-2012.html
coe-bop-coearchivebrazil-naturals-2013	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2013:2013	coe_bop	29	2026-08-28T01:34:18Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2013/	https://cupofexcellence.org/brazil-naturals-2013/	200	221286a4c059bdf9c8b06afe2f75f5790f48ca2e5342e5d10ca36d053996e026	189195	22	22	0		complete:coe_archive_brazil-naturals-2013.html
coe-bop-coearchivebrazil-naturals-2014	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2014:2014	coe_bop	30	2026-08-28T01:34:16Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2014/	https://cupofexcellence.org/brazil-naturals-2014/	200	b583ae0e42fbd4e2cf4d8728fe0ea6f772bab3a00a459430ffcfd3af6822e0ce	199791	23	23	0		complete:coe_archive_brazil-naturals-2014.html
coe-bop-coearchivebrazil-naturals-2015	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015:2015_december	coe_bop	31	2026-08-28T01:34:12Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2015/	https://cupofexcellence.org/brazil-naturals-2015/	200	971141f376d8f729498082b86da171a12ff9608b91bc12567110167af6529eac	201292	32	32	0		complete:coe_archive_brazil-naturals-2015.html
coe-bop-coearchivebrazil-naturals-2015-january	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015_january:2015_january	coe_bop	32	2026-08-28T01:34:14Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2015-january/	https://cupofexcellence.org/brazil-naturals-2015-january/	200	89211c806bbb1afc5651e7a3d43cd57afa8f0066d41165ec777f173d5a88c8c3	197889	23	23	0		complete:coe_archive_brazil-naturals-2015-january.html
coe-bop-coearchivebrazil-naturals-2016	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2016:2016	coe_bop	33	2026-08-28T01:34:10Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2016/	https://cupofexcellence.org/brazil-naturals-2016/	200	332dc56730d097344a6c0a947179ace5a17c28c054be891dabf66ab1eafe4da6	197560	23	23	0		complete:coe_archive_brazil-naturals-2016.html
coe-bop-coearchivebrazil-naturals-2017	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2017:2017	coe_bop	34	2026-08-28T01:34:08Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2017/	https://cupofexcellence.org/brazil-naturals-2017/	200	d93370ecd574c490e3b22dc14bb90245b16fe7c224cb0351b92a2b2c0f3c8c2a	215493	37	37	0		complete:coe_archive_brazil-naturals-2017.html
coe-bop-coearchivebrazil-naturals-2018	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2018:2018	coe_bop	35	2026-08-28T01:34:06Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-naturals-2018/	https://cupofexcellence.org/brazil-naturals-2018/	200	25f644176a2f9ed786c02fe21cff360159cf1a015f516319547262ff6aab2ee2	255232	45	45	0		complete:coe_archive_brazil-naturals-2018.html
coe-bop-coearchivebrazil-pulped-naturals-1999	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_1999:1999	coe_bop	36	2026-08-28T01:34:59Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-1999/	https://cupofexcellence.org/brazil-pulped-naturals-1999/	200	d4ec8249abc030a9f598c23d81212e002e38575cf9d2db3f91a50af5472b84b9	172543	10	10	0		complete:coe_archive_brazil-pulped-naturals-1999.html
coe-bop-coearchivebrazil-pulped-naturals-2000	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2000:2000	coe_bop	37	2026-08-28T01:34:58Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2000/	https://cupofexcellence.org/brazil-pulped-naturals-2000/	200	d3bcda566dd9148c0509bac2def606d615e9ebb5485f29de2f8b4aebf931ed09	182106	18	18	0		complete:coe_archive_brazil-pulped-naturals-2000.html
coe-bop-coearchivebrazil-pulped-naturals-2001	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2001:2001	coe_bop	38	2026-08-28T01:34:55Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2001/	https://cupofexcellence.org/brazil-pulped-naturals-2001/	200	fa401f2e012ae92d6941530d83c7a777d9f42dc040a40a98cf6d78a63aa34984	183050	18	18	0		complete:coe_archive_brazil-pulped-naturals-2001.html
coe-bop-coearchivebrazil-pulped-naturals-2002	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2002:2002	coe_bop	39	2026-08-28T01:34:53Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2002/	https://cupofexcellence.org/brazil-pulped-naturals-2002/	200	beb291c3c923685171fa6aaa88410365f1c02bef5cde8e47e8b9a09f04a5789e	199585	28	28	0		complete:coe_archive_brazil-pulped-naturals-2002.html
coe-bop-coearchivebrazil-pulped-naturals-2003	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2003:2003	coe_bop	40	2026-08-28T01:34:51Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2003/	https://cupofexcellence.org/brazil-pulped-naturals-2003/	200	a4e57012503bda7a5fe771c60570f49909ecd445d8fab238906c70f074ea40e9	216282	43	43	0		complete:coe_archive_brazil-pulped-naturals-2003.html
coe-bop-coearchivebrazil-pulped-naturals-2004	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2004:2004	coe_bop	41	2026-08-28T01:34:49Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2004/	https://cupofexcellence.org/brazil-pulped-naturals-2004/	200	53e801d7bca1e867bec82b0b1e452aa7fe3e3012f82c5dae80b2860845ca1b20	206932	36	36	0		complete:coe_archive_brazil-pulped-naturals-2004.html
coe-bop-coearchivebrazil-pulped-naturals-2005	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2005:2005	coe_bop	42	2026-08-28T01:34:47Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2005/	https://cupofexcellence.org/brazil-pulped-naturals-2005/	200	1a51ef58fa3e561c5ab24bd4445f2411d20388a2502cc5f4c1dc772c4c497906	207260	36	36	0		complete:coe_archive_brazil-pulped-naturals-2005.html
coe-bop-coearchivebrazil-pulped-naturals-2006	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2006:2006	coe_bop	43	2026-08-28T01:34:45Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2006/	https://cupofexcellence.org/brazil-pulped-naturals-2006/	200	51c13144f5ede90ede25490d1778ba9928fb66ff09e746421a6c7e73d8cb5d62	198169	28	28	0		complete:coe_archive_brazil-pulped-naturals-2006.html
coe-bop-coearchivebrazil-pulped-naturals-2008	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2008:2008	coe_bop	44	2026-08-28T01:34:43Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2008/	https://cupofexcellence.org/brazil-pulped-naturals-2008/	200	c3e42e3cbb85d3bab33a4bf20e913182936448113eb5b9dc3b9200682faf271f	189366	23	23	0		complete:coe_archive_brazil-pulped-naturals-2008.html
coe-bop-coearchivebrazil-pulped-naturals-2009	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2009:2009	coe_bop	45	2026-08-28T01:34:41Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2009/	https://cupofexcellence.org/brazil-pulped-naturals-2009/	200	ebb0682b6b55ab8b9ea9ab47e16e58c1938a53388f0b6dcb07dde4341b696cae	194967	26	26	0		complete:coe_archive_brazil-pulped-naturals-2009.html
coe-bop-coearchivebrazil-pulped-naturals-2011	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2011:2011	coe_bop	46	2026-08-28T01:34:38Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2011/	https://cupofexcellence.org/brazil-pulped-naturals-2011/	200	23e40d61fea3fc8f77410011378d4597aa793af078545217752a19e095469db4	199876	31	31	0		complete:coe_archive_brazil-pulped-naturals-2011.html
coe-bop-coearchivebrazil-pulped-naturals-2012	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2012:2012	coe_bop	47	2026-08-28T01:34:36Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2012/	https://cupofexcellence.org/brazil-pulped-naturals-2012/	200	c5fdcbddfa1798f98a8bcce1ec48586a37eca38feec8ebbeaf24069a4cf5f39f	192825	24	24	0		complete:coe_archive_brazil-pulped-naturals-2012.html
coe-bop-coearchivebrazil-pulped-naturals-2013	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2013:2013	coe_bop	48	2026-08-28T01:34:34Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2013/	https://cupofexcellence.org/brazil-pulped-naturals-2013/	200	dba2da781cb3c7f0ba6bac7142ab8ccf55d71ac6049613541fc3bbb38f0520d6	207058	32	32	0		complete:coe_archive_brazil-pulped-naturals-2013.html
coe-bop-coearchivebrazil-pulped-naturals-2014	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2014:2014	coe_bop	49	2026-08-28T01:34:32Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://cupofexcellence.org/brazil-pulped-naturals-2014/	https://cupofexcellence.org/brazil-pulped-naturals-2014/	200	42ee1bf52a45b3ea10486fa64e39dd087f8c7e426814caed266badac36b080cf	189859	21	21	0		complete:coe_archive_brazil-pulped-naturals-2014.html
